"report_time","all_equity","all_A","float_A","restricted_A","change_from","scrapy_time","code"
"2019-09-30","21.77亿","21.77亿","17.63亿","4.14亿","三季报","2020-02-26 15:41:57","002280"
"2019-09-30","6.77亿","6.77亿","6.29亿","4847.02万","三季报","2020-02-26 15:41:52","002281"
"2019-09-30","4.38亿","4.38亿","2.35亿","2.03亿","三季报","2020-02-26 15:42:00","002282"
"2019-09-30","11.28亿","11.28亿","9.63亿","1.64亿","三季报","2020-02-26 15:42:04","002283"
"2019-09-30","7.38亿","7.38亿","6.86亿","5158.44万","三季报","2020-02-26 15:42:06","002284"
"2019-06-30","3.69亿","3.69亿","3.69亿","3300.00","半年报","2020-02-26 15:42:11","002286"
"2019-09-30","5.30亿","5.30亿","5.27亿","302.70万","三季报","2020-02-26 15:42:21","002287"
"2019-09-30","9.32亿","9.32亿","7.57亿","1.74亿","三季报","2020-02-26 15:42:17","002288"
"2019-09-30","2.80亿","2.80亿","2.59亿","2148.62万","三季报","2020-02-26 15:42:31","002289"
"2019-10-17","2.43亿","2.43亿","2.16亿","2670.88万","配售股份上市","2020-02-26 15:42:26","002290"
"2019-09-30","6.59亿","6.59亿","3.99亿","2.60亿","三季报","2020-02-26 15:42:38","002291"
"2019-09-30","13.57亿","13.57亿","8.14亿","5.44亿","三季报","2020-02-26 15:42:36","002292"
"2019-09-30","8.31亿","8.31亿","7.71亿","6029.41万","三季报","2020-02-26 15:42:41","002293"
"2019-09-30","10.46亿","10.46亿","10.46亿","14.67万","三季报","2020-02-26 15:42:44","002294"
"2019-09-30","2.51亿","2.51亿","2.50亿","43.58万","三季报","2020-02-26 15:42:53","002295"
"2019-09-30","3.77亿","3.77亿","3.29亿","4769.45万","三季报","2020-02-26 15:42:48","002296"
"2019-09-30","4.71亿","4.71亿","4.70亿","122.40万","三季报","2020-02-26 15:43:00","002297"
"2019-09-30","6.92亿","6.92亿","5.28亿","1.64亿","三季报","2020-02-26 15:42:54","002298"
"2019-09-30","12.39亿","12.39亿","11.11亿","1.29亿","三季报","2020-02-26 15:43:03","002299"
"2019-09-30","5.97亿","5.97亿","5.97亿","4.59万","三季报","2020-02-26 15:43:10","002300"
"2019-10-21","7.34亿","7.34亿","6.40亿","9354.16万","非公开发行股票","2020-02-26 15:43:07","002301"
"2019-09-30","12.62亿","12.62亿","12.39亿","2329.55万","三季报","2020-02-26 15:43:11","002302"
"2019-09-30","15.31亿","15.31亿","15.31亿","56.54万","三季报","2020-02-26 15:43:23","002303"
"2019-09-30","15.07亿","15.07亿","12.49亿","2.58亿","三季报","2020-02-26 15:43:17","002304"
"2019-09-30","17.34亿","17.34亿","17.32亿","248.07万","三季报","2020-02-26 15:43:24","002305"
"2019-09-30","8.00亿","8.00亿","7.92亿","755.29万","三季报","2020-02-26 15:43:28","002306"
"2019-09-30","8.98亿","8.98亿","8.92亿","649.56万","三季报","2020-02-26 15:43:34","002307"
"2019-09-30","9.06亿","9.06亿","9.03亿","336.44万","三季报","2020-02-26 15:43:39","002308"
"2019-09-30","8.72亿","8.72亿","6.96亿","1.75亿","三季报","2020-02-26 15:43:40","002309"
"2019-11-11","26.85亿","26.85亿","16.47亿","10.38亿","配售股份上市","2020-02-26 15:43:45","002310"
"2019-09-30","15.81亿","15.81亿","15.53亿","2737.84万","三季报","2020-02-26 15:43:46","002311"
"2019-09-30","13.78亿","13.78亿","13.49亿","2945.92万","三季报","2020-02-26 15:43:50","002312"
"2019-09-30","3.12亿","3.12亿","3.11亿","64.94万","三季报","2020-02-26 15:44:00","002313"
"2019-09-30","27.08亿","27.08亿","11.37亿","15.70亿","三季报","2020-02-26 15:43:55","002314"
"2019-09-30","2.35亿","2.35亿","1.17亿","1.18亿","三季报","2020-02-26 15:44:11","002315"
"2019-09-30","3.93亿","3.93亿","2.93亿","9970.64万","三季报","2020-02-26 15:44:07","002316"
"2019-09-30","8.14亿","8.14亿","7.82亿","3271.28万","三季报","2020-02-26 15:44:14","002317"
"2019-09-30","8.42亿","8.42亿","8.18亿","2379.01万","三季报","2020-02-26 15:44:18","002318"
"2019-09-30","2.00亿","2.00亿","2.00亿","3.80万","三季报","2020-02-26 15:44:25","002319"
"2019-09-30","9.91亿","9.91亿","8.38亿","1.53亿","三季报","2020-02-26 15:44:19","002320"
"2019-09-30","5.34亿","5.34亿","5.31亿","325.02万","三季报","2020-02-26 15:44:30","002321"
"2019-09-30","3.97亿","3.97亿","3.51亿","4570.77万","三季报","2020-02-26 15:44:34","002322"
"2019-09-30","5.28亿","5.28亿","3.07亿","2.21亿","三季报","2020-02-26 15:44:35","002324"
"2019-09-30","12.49亿","12.49亿","9.30亿","3.20亿","三季报","2020-02-26 15:44:40","002325"
"2019-09-30","8.79亿","8.79亿","6.68亿","2.11亿","三季报","2020-02-26 15:44:44","002326"
"2019-09-30","8.74亿","8.74亿","5.24亿","3.51亿","三季报","2020-02-26 15:44:47","002327"
"2019-09-30","7.62亿","7.62亿","5.51亿","2.11亿","三季报","2020-02-26 15:44:53","002328"
"2019-09-30","8.38亿","8.38亿","4.97亿","3.41亿","三季报","2020-02-26 15:44:48","002329"
"2019-09-30","5.02亿","5.02亿","5.02亿","13.11万","三季报","2020-02-26 15:44:58","002330"
"2019-12-04","4.12亿","4.12亿","3.37亿","7554.14万","配售股份上市","2020-02-26 15:44:55","002331"
"2019-09-30","9.16亿","9.16亿","9.04亿","1220.22万","三季报","2020-02-26 15:45:00","002332"
"2019-09-30","5.03亿","5.03亿","4.85亿","1763.39万","三季报","2020-02-26 15:45:06","002333"
"2019-09-30","7.53亿","7.53亿","6.08亿","1.46亿","三季报","2020-02-26 15:45:11","002334"
"2019-09-30","2.72亿","2.72亿","2.23亿","4859.74万","三季报","2020-02-26 15:45:15","002335"
"2019-09-30","4.40亿","4.40亿","3.73亿","6682.50万","三季报","2020-02-26 15:45:19","002336"
"2019-09-30","5.89亿","5.89亿","5.88亿","88.50万","三季报","2020-02-26 15:45:20","002337"
"2019-09-30","2.40亿","2.40亿","2.40亿","2.15万","三季报","2020-02-26 15:45:26","002338"
"2019-09-30","5.12亿","5.12亿","4.29亿","8317.72万","三季报","2020-02-26 15:45:29","002339"
"2019-09-30","41.50亿","41.50亿","41.25亿","2488.87万","三季报","2020-02-26 15:45:32","002340"
"2019-09-30","11.52亿","11.52亿","7.38亿","4.15亿","三季报","2020-02-26 15:45:34","002341"
"2019-09-30","9.60亿","9.60亿","8.81亿","7886.44万","三季报","2020-02-26 15:45:36","002342"
"2019-09-30","4.75亿","4.75亿","4.02亿","7255.95万","三季报","2020-02-26 15:45:37","002343"
"2019-09-30","12.83亿","12.83亿","12.75亿","731.17万","三季报","2020-02-26 15:45:40","002344"
"2019-09-30","9.05亿","9.05亿","8.79亿","2671.35万","三季报","2020-02-26 15:45:39","002345"
"2019-09-30","4.42亿","4.42亿","3.95亿","4694.26万","三季报","2020-02-26 15:45:43","002346"
"2019-09-30","4.47亿","4.47亿","3.17亿","1.30亿","三季报","2020-02-26 15:45:46","002347"
"2019-09-30","9.47亿","9.47亿","7.43亿","2.04亿","三季报","2020-02-26 15:45:49","002348"
"2019-09-30","8.36亿","8.36亿","8.21亿","1447.39万","三季报","2020-02-26 15:45:54","002349"
"2019-09-30","5.00亿","5.00亿","4.88亿","1152.23万","三季报","2020-02-26 15:45:57","002350"
"2019-09-30","5.93亿","5.93亿","2.91亿","3.01亿","三季报","2020-02-26 15:46:03","002351"
"2019-09-30","44.15亿","44.15亿","16.31亿","27.84亿","三季报","2020-02-26 15:46:08","002352"
"2019-09-30","9.58亿","9.58亿","6.66亿","2.92亿","三季报","2020-02-26 15:46:14","002353"
"2019-09-30","9.32亿","9.32亿","7.00亿","2.32亿","三季报","2020-02-26 15:46:19","002354"
"2019-10-14","6.21亿","6.21亿","5.78亿","4272.35万","其他","2020-02-26 15:46:21","002355"
"2019-09-30","5.28亿","5.28亿","4.80亿","4756.71万","三季报","2020-02-26 15:46:25","002356"
"2019-09-30","3.13亿","3.13亿","3.13亿","25.38万","三季报","2020-02-26 15:46:31","002357"
"2019-09-30","9.30亿","9.30亿","9.10亿","1933.24万","三季报","2020-02-26 15:46:34","002358"
"2019-09-30","10.87亿","10.87亿","7.09亿","3.79亿","三季报","2020-02-26 15:46:32","002359"
"2019-09-30","3.92亿","3.92亿","2.97亿","9493.31万","三季报","2020-02-26 15:46:36","002360"
"2019-09-30","8.38亿","8.38亿","6.25亿","2.13亿","三季报","2020-02-26 15:46:35","002361"
"2019-09-30","2.17亿","2.17亿","1.79亿","3817.33万","三季报","2020-02-26 15:46:41","002362"
"2019-09-30","4.16亿","4.16亿","4.16亿","34.21万","三季报","2020-02-26 15:46:39","002363"
"2019-09-30","5.64亿","5.64亿","5.15亿","4832.12万","三季报","2020-02-26 15:46:43","002364"
"2019-09-30","2.95亿","2.95亿","2.41亿","5358.32万","三季报","2020-02-26 15:46:47","002365"
"2019-09-30","8.67亿","8.67亿","4.89亿","3.78亿","三季报","2020-02-26 15:46:50","002366"
"2019-09-30","7.98亿","7.98亿","5.24亿","2.73亿","三季报","2020-02-26 15:46:51","002367"
"2019-09-30","4.13亿","4.13亿","4.05亿","790.18万","三季报","2020-02-26 15:47:03","002368"
"2019-09-30","5.78亿","5.78亿","4.20亿","1.58亿","三季报","2020-02-26 15:46:57","002369"
"2019-09-30","5.36亿","5.36亿","4.64亿","7253.43万","三季报","2020-02-26 15:47:06","002370"
"2019-12-06","4.91亿","4.91亿","4.58亿","3275.04万","非公开发行股票","2020-02-26 15:47:08","002371"
"2019-09-30","15.73亿","15.73亿","14.15亿","1.58亿","三季报","2020-02-26 15:47:11","002372"
"2019-09-30","14.87亿","14.87亿","9.48亿","5.39亿","三季报","2020-02-26 15:47:15","002373"
"2019-09-30","8.77亿","8.77亿","7.91亿","8659.76万","三季报","2020-02-26 15:47:16","002374"
"2019-09-30","13.40亿","13.40亿","12.13亿","1.27亿","三季报","2020-02-26 15:47:21","002375"
"2019-09-30","6.66亿","6.66亿","6.46亿","2020.43万","三季报","2020-02-26 15:47:24","002376"
"2019-09-30","9.16亿","9.16亿","4.86亿","4.30亿","三季报","2020-02-26 15:47:26","002377"
"2019-09-30","9.24亿","9.24亿","9.23亿","94.94万","三季报","2020-02-26 15:47:27","002378"
"2019-09-30","9.26亿","9.26亿","9.26亿","-","三季报","2020-02-26 15:47:30","002379"
"2019-09-30","2.40亿","2.40亿","1.43亿","9663.80万","三季报","2020-02-26 15:47:31","002380"
"2019-09-30","4.12亿","4.12亿","3.13亿","9861.20万","三季报","2020-02-26 15:47:33","002381"
"2019-09-30","9.64亿","9.64亿","6.40亿","3.24亿","三季报","2020-02-26 15:47:35","002382"
"2019-12-03","7.45亿","7.45亿","5.23亿","2.23亿","激励股份上市","2020-02-26 15:47:38","002383"
"2019-09-30","16.07亿","16.07亿","12.23亿","3.84亿","三季报","2020-02-26 15:47:44","002384"
"2019-12-13","41.95亿","41.95亿","27.82亿","14.14亿","注销回购股份","2020-02-26 15:47:52","002385"
"2019-09-30","7.81亿","7.81亿","7.81亿","7.81万","三季报","2020-02-26 15:47:47","002386"
"2019-09-30","13.68亿","13.68亿","10.68亿","3.00亿","三季报","2020-02-26 15:47:58","002387"
"2019-09-30","5.04亿","5.04亿","4.00亿","1.04亿","三季报","2020-02-26 15:47:57","002388"
"2019-09-30","9.46亿","9.46亿","5.97亿","3.49亿","三季报","2020-02-26 15:48:02","002389"
"2019-09-30","16.67亿","16.67亿","15.96亿","7149.69万","三季报","2020-02-26 15:48:08","002390"
"2019-09-30","5.39亿","5.39亿","3.57亿","1.83亿","三季报","2020-02-26 15:48:14","002391"
"2019-11-01","11.90亿","11.90亿","8.09亿","3.82亿","限售股份上市","2020-02-26 15:48:16","002392"
"2019-09-30","1.82亿","1.82亿","1.82亿","-","三季报","2020-02-26 15:48:19","002393"
"2019-09-30","3.37亿","3.37亿","3.22亿","1458.48万","三季报","2020-02-26 15:48:21","002394"
"2019-09-30","1.79亿","1.79亿","1.79亿","-","三季报","2020-02-26 15:48:23","002395"
"2019-09-30","5.83亿","5.83亿","5.61亿","2254.00万","三季报","2020-02-26 15:48:27","002396"
"2019-10-25","7.64亿","7.64亿","4.85亿","2.80亿","注销回购股份","2020-02-26 15:48:32","002397"
"2019-09-30","6.93亿","6.93亿","5.30亿","1.63亿","三季报","2020-02-26 15:48:37","002398"
"2019-09-30","12.47亿","12.47亿","12.47亿","-","三季报","2020-02-26 15:48:49","002399"
"2019-09-30","17.43亿","17.43亿","16.75亿","6857.89万","三季报","2020-02-26 15:48:44","002400"
"2019-09-30","3.03亿","3.03亿","3.02亿","107.30万","三季报","2020-02-26 15:48:48","002401"
"2019-09-30","8.55亿","8.55亿","7.18亿","1.37亿","三季报","2020-02-26 15:48:57","002402"
"2019-09-30","3.50亿","3.50亿","3.16亿","3470.21万","三季报","2020-02-26 15:48:53","002403"
"2019-09-30","5.78亿","5.78亿","4.59亿","1.19亿","三季报","2020-02-26 15:48:58","002404"
"2019-09-30","19.62亿","19.62亿","15.76亿","3.87亿","三季报","2020-02-26 15:49:02","002405"
"2019-09-30","5.61亿","5.61亿","4.16亿","1.45亿","三季报","2020-02-26 15:49:04","002406"
"2019-09-30","6.84亿","6.84亿","5.79亿","1.05亿","三季报","2020-02-26 15:49:08","002407"
"2019-09-30","17.75亿","17.75亿","17.39亿","3608.89万","三季报","2020-02-26 15:49:10","002408"
"2019-09-30","4.63亿","4.63亿","2.38亿","2.25亿","三季报","2020-02-26 15:49:20","002409"
"2019-09-30","11.28亿","11.28亿","8.89亿","2.39亿","三季报","2020-02-26 15:49:16","002410"
"2019-09-30","15.32亿","15.32亿","14.26亿","1.06亿","三季报","2020-02-26 15:49:26","002411"
"2019-09-30","5.03亿","5.03亿","4.89亿","1389.75万","三季报","2020-02-26 15:49:30","002412"
"2019-09-30","10.81亿","10.81亿","10.37亿","4377.21万","三季报","2020-02-26 15:49:36","002413"
"2019-09-30","9.36亿","9.36亿","7.34亿","2.03亿","三季报","2020-02-26 15:49:41","002414"
"2019-09-30","93.45亿","93.45亿","80.74亿","12.71亿","三季报","2020-02-26 15:49:48","002415"
"2019-09-30","12.39亿","12.39亿","12.23亿","1594.58万","三季报","2020-02-26 15:49:44","002416"
"2019-09-30","2.70亿","2.70亿","2.29亿","4054.40万","三季报","2020-02-26 15:49:51","002417"
"2019-09-30","11.36亿","11.36亿","10.03亿","1.33亿","三季报","2020-02-26 15:49:56","002418"
"2019-09-30","12.00亿","12.00亿","12.00亿","45.79万","三季报","2020-02-26 15:49:58","002419"
"2019-09-30","4.01亿","4.01亿","3.92亿","928.26万","三季报","2020-02-26 15:50:00","002420"
"2019-09-30","19.35亿","19.35亿","16.48亿","2.87亿","三季报","2020-02-26 15:49:59","002421"
"2019-12-05","14.40亿","14.40亿","10.33亿","4.06亿","其他","2020-02-26 15:50:06","002422"
"2019-09-30","23.04亿","23.04亿","5.03亿","18.01亿","三季报","2020-02-26 15:50:02","002423"
"2019-09-30","14.11亿","14.11亿","7.28亿","6.83亿","三季报","2020-02-26 15:50:12","002424"
"2019-09-30","8.14亿","8.14亿","8.14亿","15.00万","三季报","2020-02-26 15:50:08","002425"
"2019-12-10","34.42亿","34.42亿","28.26亿","6.15亿","配售股份上市","2020-02-26 15:50:18","002426"
"2019-09-30","3.98亿","3.98亿","3.85亿","1349.50万","三季报","2020-02-26 15:50:22","002427"
"2019-09-30","6.53亿","6.53亿","6.44亿","880.62万","三季报","2020-02-26 15:50:28","002428"
"2019-11-18","45.27亿","45.27亿","44.96亿","3063.92万","配售股份上市","2020-02-26 15:50:30","002429"
"2019-09-30","9.65亿","9.65亿","9.50亿","1441.78万","三季报","2020-02-26 15:50:36","002430"
"2019-09-30","14.87亿","14.87亿","13.25亿","1.62亿","三季报","2020-02-26 15:50:42","002431"
"2019-09-30","4.33亿","4.33亿","4.33亿","-","三季报","2020-02-26 15:50:47","002432"
"2019-09-30","7.67亿","7.67亿","7.37亿","2985.00万","三季报","2020-02-26 15:50:44","002433"
"2019-09-30","13.40亿","13.40亿","10.09亿","3.31亿","三季报","2020-02-26 15:50:48","002434"
"2019-11-19","12.36亿","12.36亿","12.00亿","3638.85万","配售股份上市","2020-02-26 15:50:52","002435"
"2019-09-30","14.88亿","14.88亿","12.63亿","2.25亿","三季报","2020-02-26 15:50:55","002436"
"2019-09-30","21.98亿","21.98亿","21.75亿","2333.73万","三季报","2020-02-26 15:50:58","002437"
"2019-09-30","4.86亿","4.86亿","4.02亿","8420.17万","三季报","2020-02-26 15:51:02","002438"
"2019-09-30","8.97亿","8.97亿","6.34亿","2.62亿","三季报","2020-02-26 15:51:08","002439"
"2019-09-30","11.51亿","11.51亿","9.37亿","2.13亿","三季报","2020-02-26 15:51:14","002440"
"2019-09-30","5.45亿","5.45亿","3.92亿","1.53亿","三季报","2020-02-26 15:51:18","002441"
"2019-09-30","4.80亿","4.80亿","4.80亿","44.78万","三季报","2020-02-26 15:51:24","002442"
"2019-09-30","5.21亿","5.21亿","5.11亿","984.25万","三季报","2020-02-26 15:51:26","002443"
"2019-11-21","10.75亿","10.75亿","10.12亿","6339.21万","其他","2020-02-26 15:51:25","002444"
"2019-09-30","14.09亿","14.09亿","12.87亿","1.22亿","三季报","2020-02-26 15:51:31","002445"
"2019-09-30","8.96亿","8.96亿","6.19亿","2.77亿","三季报","2020-02-26 15:51:36","002446"
"2019-09-30","14.27亿","14.27亿","13.51亿","7649.31万","三季报","2020-02-26 15:51:41","002447"
"2019-09-30","6.08亿","6.08亿","4.70亿","1.37亿","三季报","2020-02-26 15:51:45","002448"
"2019-09-30","6.18亿","6.18亿","6.08亿","1072.62万","三季报","2020-02-26 15:51:52","002449"
"2019-09-30","4.39亿","4.39亿","4.16亿","2285.53万","三季报","2020-02-26 15:51:50","002451"
"2019-09-30","5.29亿","5.29亿","4.41亿","8824.12万","三季报","2020-02-26 15:51:56","002452"
"2019-09-30","5.71亿","5.71亿","5.55亿","1658.48万","三季报","2020-02-26 15:51:54","002453"
"2019-09-30","6.29亿","6.29亿","6.24亿","415.91万","三季报","2020-02-26 15:51:57","002454"
"2019-09-30","5.17亿","5.17亿","3.94亿","1.23亿","三季报","2020-02-26 15:52:00","002455"
"2019-09-30","27.13亿","27.13亿","26.68亿","4483.70万","三季报","2020-02-26 15:52:06","002456"
"2019-09-30","3.35亿","3.35亿","3.34亿","53.95万","三季报","2020-02-26 15:52:05","002457"
"2019-09-30","5.76亿","5.76亿","3.57亿","2.19亿","三季报","2020-02-26 15:52:11","002458"
"2019-11-29","13.42亿","13.42亿","3.89亿","9.53亿","非公开发行股票","2020-02-26 15:52:13","002459"
"2019-09-30","12.93亿","10.92亿","8.01亿","2.92亿","三季报","2020-02-26 15:52:16","002460"
"2019-09-30","22.13亿","22.13亿","13.60亿","8.53亿","三季报","2020-02-26 15:52:20","002461"
"2019-10-10","2.92亿","2.92亿","2.51亿","4118.08万","非公开发行股票","2020-02-26 15:52:23","002462"
"2019-09-30","17.25亿","17.25亿","16.88亿","3643.08万","三季报","2020-02-26 15:52:29","002463"
"2019-09-30","5.22亿","5.22亿","5.22亿","4.44万","三季报","2020-02-26 15:52:28","002464"
"2019-09-30","23.05亿","23.05亿","21.50亿","1.56亿","三季报","2020-02-26 15:52:39","002465"
"2019-09-30","11.42亿","11.42亿","11.39亿","264.42万","三季报","2020-02-26 15:52:35","002466"
"2019-09-30","13.54亿","13.54亿","11.54亿","2.00亿","三季报","2020-02-26 15:52:43","002467"
"2019-09-30","15.31亿","15.31亿","3.32亿","11.99亿","三季报","2020-02-26 15:52:48","002468"
"2019-09-30","5.03亿","5.03亿","4.63亿","3983.96万","三季报","2020-02-26 15:52:49","002469"
"2019-10-28","32.86亿","32.86亿","28.37亿","4.49亿","配售股份上市","2020-02-26 15:52:51","002470"
"2019-09-30","12.68亿","12.68亿","12.65亿","291.00万","三季报","2020-02-26 15:52:57","002471"
"2019-09-30","6.87亿","6.87亿","5.51亿","1.35亿","三季报","2020-02-26 15:52:58","002472"
"2019-09-30","1.60亿","1.60亿","1.60亿","-","三季报","2020-02-26 15:53:00","002473"
"2019-09-30","6.22亿","6.22亿","4.69亿","1.53亿","三季报","2020-02-26 15:53:04","002474"
"2019-09-30","53.49亿","53.49亿","53.44亿","536.19万","三季报","2020-02-26 15:53:05","002475"
"2019-09-30","6.12亿","6.12亿","5.78亿","3424.31万","三季报","2020-02-26 15:53:10","002476"
"2019-09-30","9.60亿","9.60亿","5.97亿","3.63亿","三季报","2020-02-26 15:53:11","002478"
"2019-11-25","8.89亿","8.89亿","8.82亿","674.38万","注销回购股份","2020-02-26 15:53:13","002479"
"2019-11-13","6.51亿","6.51亿","6.40亿","1102.93万","注销回购股份","2020-02-26 15:53:18","002480"
"2019-09-30","12.43亿","12.43亿","11.07亿","1.36亿","三季报","2020-02-26 15:53:19","002481"
"2019-09-30","15.37亿","15.37亿","15.29亿","798.51万","三季报","2020-02-26 15:53:22","002482"
"2019-09-30","6.72亿","6.72亿","6.71亿","121.76万","三季报","2020-02-26 15:53:26","002483"
"2019-09-30","8.15亿","8.15亿","7.64亿","5150.83万","三季报","2020-02-26 15:53:32","002484"
"2019-09-30","5.44亿","5.44亿","5.44亿","-","三季报","2020-02-26 15:53:36","002485"
"2019-09-30","8.32亿","8.32亿","8.32亿","-","三季报","2020-02-26 15:53:38","002486"
"2019-09-30","5.55亿","5.55亿","5.37亿","1773.44万","三季报","2020-02-26 15:53:42","002487"
"2019-09-30","10.11亿","10.11亿","7.69亿","2.42亿","三季报","2020-02-26 15:53:46","002488"
"2019-09-30","21.76亿","21.76亿","18.79亿","2.97亿","三季报","2020-02-26 15:53:49","002489"
"2019-09-30","7.98亿","5.42亿","3.48亿","1.94亿","三季报","2020-02-26 15:53:48","002490"
"2019-09-30","12.62亿","12.62亿","11.77亿","8504.48万","三季报","2020-02-26 15:53:52","002491"
"2019-09-30","4.05亿","4.05亿","3.98亿","686.83万","三季报","2020-02-26 15:54:00","002492"
"2019-09-30","62.91亿","62.91亿","58.16亿","4.75亿","三季报","2020-02-26 15:53:57","002493"
"2019-11-11","3.86亿","3.86亿","2.96亿","8961.32万","配售股份上市","2020-02-26 15:54:20","002494"
"2019-09-30","9.36亿","9.36亿","7.14亿","2.22亿","三季报","2020-02-26 15:54:07","002495"
"2019-09-30","15.08亿","15.08亿","9.69亿","5.39亿","三季报","2020-02-26 15:55:19","002496"
"2019-09-30","9.59亿","9.59亿","8.46亿","1.13亿","三季报","2020-02-26 15:54:30","002497"
"2019-09-30","33.27亿","33.27亿","33.27亿","-","三季报","2020-02-26 15:54:51","002498"
"2019-09-30","1.89亿","1.89亿","1.89亿","1.58万","三季报","2020-02-26 15:54:56","002499"
"2019-09-30","28.29亿","28.29亿","28.29亿","-","三季报","2020-02-26 15:55:00","002500"
"2019-09-30","12.15亿","12.15亿","11.35亿","7975.60万","三季报","2020-02-26 15:55:08","002501"
"2019-09-30","8.60亿","8.60亿","6.97亿","1.63亿","三季报","2020-02-26 15:55:10","002502"
"2019-09-30","30.93亿","30.93亿","21.23亿","9.70亿","三季报","2020-02-26 15:55:14","002503"
"2019-09-30","10.26亿","10.26亿","4.15亿","6.11亿","三季报","2020-02-26 15:55:16","002504"
"2019-09-30","54.85亿","54.85亿","54.85亿","-","三季报","2020-02-26 15:55:24","002505"
"2019-09-30","50.82亿","50.82亿","50.69亿","1271.17万","三季报","2020-02-26 15:55:27","002506"
"2019-09-30","7.89亿","7.89亿","7.78亿","1182.64万","三季报","2020-02-26 15:55:28","002507"
"2019-09-30","9.49亿","9.49亿","9.35亿","1412.33万","三季报","2020-02-26 15:55:31","002508"
"2019-09-30","24.92亿","24.92亿","20.88亿","4.04亿","三季报","2020-02-26 15:55:30","002509"
"2019-06-30","9.21亿","9.21亿","7.87亿","1.34亿","半年报","2020-02-26 15:55:36","002510"
"2019-10-30","13.09亿","13.09亿","12.65亿","4376.49万","股权激励","2020-02-26 15:55:34","002511"
"2019-09-30","10.95亿","10.95亿","8.37亿","2.58亿","三季报","2020-02-26 15:55:38","002512"
"2019-09-30","3.40亿","3.40亿","3.14亿","2568.71万","三季报","2020-02-26 15:55:47","002513"
"2019-09-30","5.54亿","5.54亿","4.06亿","1.48亿","三季报","2020-02-26 15:55:44","002514"
"2019-09-30","9.78亿","9.78亿","8.21亿","1.57亿","三季报","2020-02-26 15:55:51","002515"
"2019-11-11","14.71亿","14.71亿","9.39亿","5.32亿","配售股份上市","2020-02-26 15:55:53","002516"
"2019-09-30","21.53亿","21.53亿","14.83亿","6.69亿","三季报","2020-02-26 15:55:59","002517"
"2019-09-30","5.82亿","5.82亿","5.58亿","2428.18万","三季报","2020-02-26 15:56:04","002518"
"2019-10-14","11.26亿","11.26亿","9.94亿","1.32亿","配售股份上市","2020-02-26 15:56:11","002519"
"2019-09-30","7.56亿","7.56亿","4.97亿","2.58亿","三季报","2020-02-26 15:56:08","002520"
"2019-09-30","4.95亿","4.95亿","4.25亿","6977.16万","三季报","2020-02-26 15:56:20","002521"
"2019-09-30","9.06亿","9.06亿","8.55亿","5059.34万","三季报","2020-02-26 15:56:17","002522"
"2019-09-30","14.17亿","14.17亿","13.49亿","6812.41万","三季报","2020-02-26 15:56:23","002523"
"2019-10-22","5.16亿","5.16亿","4.84亿","3150.24万","限售股份上市","2020-02-26 15:56:27","002524"
"2019-09-30","17.83亿","17.83亿","16.27亿","1.56亿","三季报","2020-02-26 15:56:28","002526"
"2019-09-30","6.20亿","6.20亿","4.48亿","1.73亿","三季报","2020-02-26 15:56:32","002527"
"2019-09-30","11.99亿","11.99亿","10.46亿","1.53亿","三季报","2020-02-26 15:56:37","002528"
"2019-09-30","2.60亿","2.60亿","2.60亿","-","三季报","2020-02-26 15:56:43","002529"
"2019-12-09","7.79亿","7.79亿","6.37亿","1.42亿","配售股份上市","2020-02-26 15:56:51","002530"
"2019-09-30","17.79亿","17.79亿","17.69亿","1001.25万","三季报","2020-02-26 15:56:46","002531"
"2019-09-30","5.03亿","5.03亿","4.31亿","7222.16万","三季报","2020-02-26 15:56:54","002532"
"2019-09-30","5.65亿","5.65亿","5.17亿","4797.30万","三季报","2020-02-26 15:56:59","002533"
"2019-09-30","7.39亿","7.39亿","7.30亿","947.06万","三季报","2020-02-26 15:57:04","002534"
"2019-09-30","8.02亿","8.02亿","5.69亿","2.32亿","三季报","2020-02-26 15:57:02","002535"
"2019-09-30","5.01亿","5.01亿","4.71亿","2954.06万","三季报","2020-02-26 15:57:09","002536"
"2019-09-30","12.44亿","12.44亿","12.38亿","570.00万","三季报","2020-02-26 15:57:11","002537"
"2019-09-30","7.18亿","7.18亿","6.98亿","1965.73万","三季报","2020-02-26 15:57:17","002538"
"2019-09-30","10.10亿","10.10亿","6.06亿","4.05亿","三季报","2020-02-26 15:57:22","002539"
"2019-09-30","12.71亿","12.71亿","8.95亿","3.76亿","三季报","2020-02-26 15:57:24","002540"
"2019-09-30","5.24亿","5.24亿","3.70亿","1.54亿","三季报","2020-02-26 15:57:29","002541"
"2019-09-30","18.06亿","18.06亿","11.72亿","6.33亿","三季报","2020-02-26 15:57:28","002542"
"2019-09-30","7.44亿","7.44亿","6.31亿","1.13亿","三季报","2020-02-26 15:57:35","002543"
"2019-09-30","5.71亿","5.71亿","5.13亿","5849.50万","三季报","2020-02-26 15:57:37","002544"
"2019-10-29","12.44亿","12.44亿","10.32亿","2.12亿","配售股份上市","2020-02-26 15:57:41","002545"
"2019-09-30","8.34亿","8.34亿","7.82亿","5214.54万","三季报","2020-02-26 15:57:44","002546"
"2019-09-30","11.28亿","11.28亿","7.63亿","3.65亿","三季报","2020-02-26 15:57:47","002547"
