"code","first_industry","second_industry","c_industry"
"300419","计算机","计算机应用","计算机 — 计算机应用"
"300420","机械设备","通用机械","机械设备 — 通用机械"
"300421","机械设备","通用机械","机械设备 — 通用机械"
"300422","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300423","电气设备","高低压设备","电气设备 — 高低压设备"
"300424","国防军工","航空装备","国防军工 — 航空装备"
"300425","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300426","传媒","文化传媒","传媒 — 文化传媒"
"300427","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300428","汽车","汽车零部件","汽车 — 汽车零部件"
"300429","化工","化学制品","化工 — 化学制品"
"300430","机械设备","通用机械","机械设备 — 通用机械"
"300431","传媒","互联网传媒","传媒 — 互联网传媒"
"300432","汽车","汽车零部件","汽车 — 汽车零部件"
"300433","电子","电子制造","电子 — 电子制造"
"300434","医药生物","化学制药","医药生物 — 化学制药"
"300435","机械设备","通用机械","机械设备 — 通用机械"
"300436","医药生物","化学制药","医药生物 — 化学制药"
"300437","化工","化学制品","化工 — 化学制品"
"300438","电子","其他电子","电子 — 其他电子"
"300439","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300440","计算机","计算机应用","计算机 — 计算机应用"
"300441","机械设备","通用机械","机械设备 — 通用机械"
"300442","机械设备","专用设备","机械设备 — 专用设备"
"300443","电气设备","电源设备","电气设备 — 电源设备"
"300444","电气设备","高低压设备","电气设备 — 高低压设备"
"300445","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300446","化工","化学制品","化工 — 化学制品"
"300447","电气设备","高低压设备","电气设备 — 高低压设备"
"300448","计算机","计算机应用","计算机 — 计算机应用"
"300449","计算机","计算机设备","计算机 — 计算机设备"
"300451","计算机","计算机应用","计算机 — 计算机应用"
"300452","医药生物","化学制药","医药生物 — 化学制药"
"300453","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300454","计算机","计算机应用","计算机 — 计算机应用"
"300455","计算机","计算机设备","计算机 — 计算机设备"
"300456","国防军工","航天装备","国防军工 — 航天装备"
"300457","机械设备","专用设备","机械设备 — 专用设备"
"300458","电子","半导体","电子 — 半导体"
"300459","传媒","互联网传媒","传媒 — 互联网传媒"
"300460","电子","元件Ⅱ","电子 — 元件Ⅱ"
"300461","机械设备","专用设备","机械设备 — 专用设备"
"300462","计算机","计算机设备","计算机 — 计算机设备"
"300463","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300464","机械设备","通用机械","机械设备 — 通用机械"
"300465","计算机","计算机应用","计算机 — 计算机应用"
"300466","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300467","传媒","互联网传媒","传媒 — 互联网传媒"
"300468","计算机","计算机应用","计算机 — 计算机应用"
"300469","计算机","计算机应用","计算机 — 计算机应用"
"300470","机械设备","通用机械","机械设备 — 通用机械"
"300471","机械设备","专用设备","机械设备 — 专用设备"
"300472","机械设备","专用设备","机械设备 — 专用设备"
"300473","汽车","汽车零部件","汽车 — 汽车零部件"
"300474","国防军工","航天装备","国防军工 — 航天装备"
"300475","家用电器","白色家电","家用电器 — 白色家电"
"300476","电子","元件Ⅱ","电子 — 元件Ⅱ"
"300477","电气设备","高低压设备","电气设备 — 高低压设备"
"300478","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300479","计算机","计算机设备","计算机 — 计算机设备"
"300480","机械设备","专用设备","机械设备 — 专用设备"
"300481","化工","化学制品","化工 — 化学制品"
"300482","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300483","机械设备","专用设备","机械设备 — 专用设备"
"300484","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300485","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"300486","机械设备","专用设备","机械设备 — 专用设备"
"300488","机械设备","通用机械","机械设备 — 通用机械"
"300489","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"300490","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300491","电气设备","电源设备","电气设备 — 电源设备"
"300492","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300493","电子","半导体","电子 — 半导体"
"300494","传媒","互联网传媒","传媒 — 互联网传媒"
"300495","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300496","计算机","计算机应用","计算机 — 计算机应用"
"300497","医药生物","化学制药","医药生物 — 化学制药"
"300498","农林牧渔","畜禽养殖","农林牧渔 — 畜禽养殖"
"300499","机械设备","专用设备","机械设备 — 专用设备"
"300500","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300501","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"300502","通信","通信设备","通信 — 通信设备"
"300503","机械设备","通用机械","机械设备 — 通用机械"
"300504","通信","通信设备","通信 — 通信设备"
"300505","化工","化学制品","化工 — 化学制品"
"300506","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"300507","汽车","汽车零部件","汽车 — 汽车零部件"
"300508","计算机","计算机应用","计算机 — 计算机应用"
"300509","机械设备","专用设备","机械设备 — 专用设备"
"300510","电气设备","高低压设备","电气设备 — 高低压设备"
"300511","农林牧渔","种植业","农林牧渔 — 种植业"
"300512","机械设备","专用设备","机械设备 — 专用设备"
"300513","通信","通信设备","通信 — 通信设备"
"300514","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300515","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300516","电子","其他电子","电子 — 其他电子"
"300517","建筑装饰","专业工程","建筑装饰 — 专业工程"
"300518","传媒","互联网传媒","传媒 — 互联网传媒"
"300519","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"300520","计算机","计算机应用","计算机 — 计算机应用"
"300521","机械设备","专用设备","机械设备 — 专用设备"
"300522","化工","化学制品","化工 — 化学制品"
"300523","计算机","计算机应用","计算机 — 计算机应用"
"300525","计算机","计算机应用","计算机 — 计算机应用"
"300526","纺织服装","服装家纺","纺织服装 — 服装家纺"
"300527","国防军工","地面兵装","国防军工 — 地面兵装"
"300528","传媒","文化传媒","传媒 — 文化传媒"
"300529","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300530","化工","化学制品","化工 — 化学制品"
"300531","通信","通信设备","通信 — 通信设备"
"300532","计算机","计算机应用","计算机 — 计算机应用"
"300533","传媒","互联网传媒","传媒 — 互联网传媒"
"300534","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"300535","化工","化学制品","化工 — 化学制品"
"300536","建筑装饰","园林工程","建筑装饰 — 园林工程"
"300537","化工","化学制品","化工 — 化学制品"
"300538","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300539","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300540","机械设备","专用设备","机械设备 — 专用设备"
"300541","计算机","计算机应用","计算机 — 计算机应用"
"300542","计算机","计算机应用","计算机 — 计算机应用"
"300543","电子","电子制造","电子 — 电子制造"
"300545","电子","光学光电子","电子 — 光学光电子"
"300546","计算机","计算机设备","计算机 — 计算机设备"
"300547","汽车","汽车零部件","汽车 — 汽车零部件"
"300548","通信","通信设备","通信 — 通信设备"
"300549","机械设备","专用设备","机械设备 — 专用设备"
"300550","计算机","计算机应用","计算机 — 计算机应用"
"300551","机械设备","专用设备","机械设备 — 专用设备"
"300552","计算机","计算机应用","计算机 — 计算机应用"
"300553","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300554","机械设备","通用机械","机械设备 — 通用机械"
"300555","通信","通信设备","通信 — 通信设备"
"300556","计算机","计算机应用","计算机 — 计算机应用"
"300557","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300558","医药生物","化学制药","医药生物 — 化学制药"
"300559","计算机","计算机应用","计算机 — 计算机应用"
"300560","通信","通信设备","通信 — 通信设备"
"300561","计算机","计算机应用","计算机 — 计算机应用"
"300562","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300563","通信","通信设备","通信 — 通信设备"
"300564","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300565","通信","通信设备","通信 — 通信设备"
"300566","电子","光学光电子","电子 — 光学光电子"
"300567","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300568","化工","化学制品","化工 — 化学制品"
"300569","电气设备","电源设备","电气设备 — 电源设备"
"300570","通信","通信设备","通信 — 通信设备"
"300571","传媒","互联网传媒","传媒 — 互联网传媒"
"300572","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300573","医药生物","化学制药","医药生物 — 化学制药"
"300575","化工","化学制品","化工 — 化学制品"
"300576","化工","化学制品","化工 — 化学制品"
"300577","纺织服装","纺织制造","纺织服装 — 纺织制造"
"300578","通信","通信运营","通信 — 通信运营"
"300579","计算机","计算机应用","计算机 — 计算机应用"
"300580","汽车","汽车零部件","汽车 — 汽车零部件"
"300581","国防军工","航空装备","国防军工 — 航空装备"
"300582","电子","光学光电子","电子 — 光学光电子"
"300583","医药生物","化学制药","医药生物 — 化学制药"
"300584","医药生物","化学制药","医药生物 — 化学制药"
"300585","汽车","汽车零部件","汽车 — 汽车零部件"
"300586","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300587","化工","橡胶","化工 — 橡胶"
"300588","计算机","计算机应用","计算机 — 计算机应用"
"300589","国防军工","船舶制造","国防军工 — 船舶制造"
"300590","通信","通信设备","通信 — 通信设备"
"300591","纺织服装","服装家纺","纺织服装 — 服装家纺"
"300592","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"300593","电气设备","电源设备","电气设备 — 电源设备"
"300594","机械设备","运输设备","机械设备 — 运输设备"
"300595","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300596","化工","化学制品","化工 — 化学制品"
"300597","通信","通信设备","通信 — 通信设备"
"300598","计算机","计算机应用","计算机 — 计算机应用"
"300599","建筑材料","其他建材","建筑材料 — 其他建材"
"300600","国防军工","船舶制造","国防军工 — 船舶制造"
"300601","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"300602","电子","电子制造","电子 — 电子制造"
"300603","通信","通信设备","通信 — 通信设备"
"300604","机械设备","专用设备","机械设备 — 专用设备"
"300605","计算机","计算机应用","计算机 — 计算机应用"
"300606","机械设备","通用机械","机械设备 — 通用机械"
"300607","机械设备","通用机械","机械设备 — 通用机械"
"300608","计算机","计算机应用","计算机 — 计算机应用"
"300609","计算机","计算机应用","计算机 — 计算机应用"
"300610","化工","化学制品","化工 — 化学制品"
"300611","汽车","汽车零部件","汽车 — 汽车零部件"
"300612","传媒","营销传播","传媒 — 营销传播"
"300613","电子","半导体","电子 — 半导体"
"300615","通信","通信设备","通信 — 通信设备"
"300616","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300617","电气设备","高低压设备","电气设备 — 高低压设备"
"300618","有色金属","稀有金属","有色金属 — 稀有金属"
"300619","机械设备","专用设备","机械设备 — 专用设备"
"300620","通信","通信设备","通信 — 通信设备"
"300621","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"300622","商业贸易","专业零售","商业贸易 — 专业零售"
"300623","电子","半导体","电子 — 半导体"
"300624","计算机","计算机应用","计算机 — 计算机应用"
"300625","电子","光学光电子","电子 — 光学光电子"
"300626","电气设备","电机","电气设备 — 电机"
"300627","通信","通信设备","通信 — 通信设备"
"300628","通信","通信设备","通信 — 通信设备"
"300629","机械设备","通用机械","机械设备 — 通用机械"
"300630","医药生物","化学制药","医药生物 — 化学制药"
"300631","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300632","电子","光学光电子","电子 — 光学光电子"
"300633","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300634","计算机","计算机应用","计算机 — 计算机应用"
"300635","建筑装饰","专业工程","建筑装饰 — 专业工程"
"300636","医药生物","化学制药","医药生物 — 化学制药"
"300637","化工","化学制品","化工 — 化学制品"
"300638","通信","通信设备","通信 — 通信设备"
"300639","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300640","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300641","化工","化学制品","化工 — 化学制品"
"300642","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300643","汽车","汽车零部件","汽车 — 汽车零部件"
"300644","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300645","计算机","计算机应用","计算机 — 计算机应用"
"300647","电子","电子制造","电子 — 电子制造"
"300648","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300649","建筑装饰","园林工程","建筑装饰 — 园林工程"
"300650","电子","光学光电子","电子 — 光学光电子"
"300651","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300652","汽车","汽车零部件","汽车 — 汽车零部件"
"300653","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300654","传媒","文化传媒","传媒 — 文化传媒"
"300655","化工","化学原料","化工 — 化学原料"
"300656","电子","其他电子","电子 — 其他电子"
"300657","电子","元件Ⅱ","电子 — 元件Ⅱ"
"300658","纺织服装","纺织制造","纺织服装 — 纺织制造"
"300659","计算机","计算机应用","计算机 — 计算机应用"
"300660","电气设备","电机","电气设备 — 电机"
"300661","电子","半导体","电子 — 半导体"
"300662","计算机","计算机应用","计算机 — 计算机应用"
"300663","计算机","计算机应用","计算机 — 计算机应用"
"300664","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"300665","化工","化学制品","化工 — 化学制品"
"300666","电子","半导体","电子 — 半导体"
"300667","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300668","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300669","机械设备","专用设备","机械设备 — 专用设备"
"300670","电气设备","高低压设备","电气设备 — 高低压设备"
"300671","电子","半导体","电子 — 半导体"
"300672","电子","半导体","电子 — 半导体"
"300673","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"300674","计算机","计算机应用","计算机 — 计算机应用"
"300675","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300676","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300677","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300678","计算机","计算机应用","计算机 — 计算机应用"
"300679","电子","电子制造","电子 — 电子制造"
"300680","汽车","汽车零部件","汽车 — 汽车零部件"
"300681","汽车","汽车零部件","汽车 — 汽车零部件"
"300682","计算机","计算机应用","计算机 — 计算机应用"
"300683","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"300684","化工","化学制品","化工 — 化学制品"
"300685","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300686","电子","电子制造","电子 — 电子制造"
"300687","计算机","计算机应用","计算机 — 计算机应用"
"300688","传媒","文化传媒","传媒 — 文化传媒"
"300689","通信","通信设备","通信 — 通信设备"
"300690","化工","化学制品","化工 — 化学制品"
"300691","电子","光学光电子","电子 — 光学光电子"
"300692","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"300693","电气设备","电源设备","电气设备 — 电源设备"
"300694","汽车","汽车零部件","汽车 — 汽车零部件"
"300695","汽车","汽车零部件","汽车 — 汽车零部件"
"300696","国防军工","航空装备","国防军工 — 航空装备"
"300697","有色金属","工业金属","有色金属 — 工业金属"
"300698","通信","通信设备","通信 — 通信设备"
"300699","化工","化学纤维","化工 — 化学纤维"
"300700","机械设备","通用机械","机械设备 — 通用机械"
"300701","电子","光学光电子","电子 — 光学光电子"
"300702","医药生物","化学制药","医药生物 — 化学制药"
"300703","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300705","医药生物","化学制药","医药生物 — 化学制药"
"300706","电子","半导体","电子 — 半导体"
"300707","汽车","汽车零部件","汽车 — 汽车零部件"
"300708","电子","光学光电子","电子 — 光学光电子"
"300709","电子","电子制造","电子 — 电子制造"
"300710","通信","通信设备","通信 — 通信设备"
"300711","通信","通信设备","通信 — 通信设备"
"300712","建筑装饰","基础建设","建筑装饰 — 基础建设"
"300713","电气设备","电源设备","电气设备 — 电源设备"
"300715","建筑材料","其他建材","建筑材料 — 其他建材"
"300716","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300717","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"300718","机械设备","通用机械","机械设备 — 通用机械"
"300719","国防军工","航空装备","国防军工 — 航空装备"
"300720","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300721","化工","化学制品","化工 — 化学制品"
"300722","国防军工","航天装备","国防军工 — 航天装备"
"300723","医药生物","化学制药","医药生物 — 化学制药"
"300724","电气设备","电源设备","电气设备 — 电源设备"
"300725","医药生物","化学制药","医药生物 — 化学制药"
"300726","电子","元件Ⅱ","电子 — 元件Ⅱ"
"300727","化工","化学制品","化工 — 化学制品"
"300729","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300730","计算机","计算机应用","计算机 — 计算机应用"
"300731","化工","橡胶","化工 — 橡胶"
"300732","建筑装饰","基础建设","建筑装饰 — 基础建设"
"300733","汽车","汽车零部件","汽车 — 汽车零部件"
"300735","电子","电子制造","电子 — 电子制造"
"300736","电子","其他电子","电子 — 其他电子"
"300737","建筑材料","其他建材","建筑材料 — 其他建材"
"300738","计算机","计算机应用","计算机 — 计算机应用"
"300739","电子","元件Ⅱ","电子 — 元件Ⅱ"
"300740","化工","化学制品","化工 — 化学制品"
"300741","食品饮料","食品加工","食品饮料 — 食品加工"
"300742","汽车","汽车零部件","汽车 — 汽车零部件"
"300743","化工","化学制品","化工 — 化学制品"
"300745","汽车","汽车零部件","汽车 — 汽车零部件"
"300746","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300747","电子","其他电子","电子 — 其他电子"
"300748","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"300749","轻工制造","家用轻工","轻工制造 — 家用轻工"
"300750","电气设备","电源设备","电气设备 — 电源设备"
"300751","电气设备","电源设备","电气设备 — 电源设备"
"300752","电子","光学光电子","电子 — 光学光电子"
"300753","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300755","商业贸易","专业零售","商业贸易 — 专业零售"
"300756","机械设备","专用设备","机械设备 — 专用设备"
"300757","电气设备","电源设备","电气设备 — 电源设备"
"300758","化工","化学制品","化工 — 化学制品"
"300759","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"300760","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300761","农林牧渔","畜禽养殖","农林牧渔 — 畜禽养殖"
"300762","国防军工","地面兵装","国防军工 — 地面兵装"
"300763","电气设备","电源设备","电气设备 — 电源设备"
"300765","医药生物","化学制药","医药生物 — 化学制药"
"300766","传媒","互联网传媒","传媒 — 互联网传媒"
"300767","化工","橡胶","化工 — 橡胶"
"300768","计算机","计算机应用","计算机 — 计算机应用"
"300769","化工","化学制品","化工 — 化学制品"
"300770","传媒","互联网传媒","传媒 — 互联网传媒"
"300771","机械设备","专用设备","机械设备 — 专用设备"
"300772","电气设备","电源设备","电气设备 — 电源设备"
"300773","计算机","计算机应用","计算机 — 计算机应用"
"300776","电气设备","电源设备","电气设备 — 电源设备"
"300777","化工","化学纤维","化工 — 化学纤维"
"300778","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"300779","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300780","机械设备","通用机械","机械设备 — 通用机械"
"300781","传媒","营销传播","传媒 — 营销传播"
"300782","电子","半导体","电子 — 半导体"
"300783","食品饮料","食品加工","食品饮料 — 食品加工"
"300785","传媒","互联网传媒","传媒 — 互联网传媒"
"300786","机械设备","专用设备","机械设备 — 专用设备"
"300787","电子","电子制造","电子 — 电子制造"
"300788","传媒","文化传媒","传媒 — 文化传媒"
"300789","机械设备","运输设备","机械设备 — 运输设备"
"300790","电子","光学光电子","电子 — 光学光电子"
"300791","食品饮料","食品加工","食品饮料 — 食品加工"
"300792","传媒","营销传播","传媒 — 营销传播"
"300793","电子","电子制造","电子 — 电子制造"
"300795","传媒","营销传播","传媒 — 营销传播"
"300796","化工","化学制品","化工 — 化学制品"
"300797","综合","综合Ⅱ","综合 — 综合Ⅱ"
"300798","化工","化学制品","化工 — 化学制品"
"300799","计算机","计算机应用","计算机 — 计算机应用"
"300800","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"300801","化工","化学制品","化工 — 化学制品"
"300802","机械设备","专用设备","机械设备 — 专用设备"
"300803","计算机","计算机应用","计算机 — 计算机应用"
"300805","传媒","营销传播","传媒 — 营销传播"
"300806","化工","化学制品","化工 — 化学制品"
"300808","电子","光学光电子","电子 — 光学光电子"
"430142","有色金属","有色冶炼加工","有色金属 — 有色冶炼加工"
"430198","信息设备","通信设备","信息设备 — 通信设备"
"430223","信息服务","传媒","信息服务 — 传媒"
"430229","信息服务","计算机应用","信息服务 — 计算机应用"
"430372","化工","基础化学","化工 — 基础化学"
"430447","电气设备","高低压设备","电气设备 — 高低压设备"
"430515","信息服务","计算机应用","信息服务 — 计算机应用"
"430532","家用电器","白色家电","家用电器 — 白色家电"
"430539","轻工制造","家用轻工","轻工制造 — 家用轻工"
"600000","银行","银行","银行 — 银行"
"600004","交通运输","机场Ⅱ","交通运输 — 机场Ⅱ"
"600006","汽车","汽车整车","汽车 — 汽车整车"
"600007","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600008","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"600009","交通运输","机场Ⅱ","交通运输 — 机场Ⅱ"
"600010","钢铁","钢铁","钢铁 — 钢铁"
"600011","公用事业","电力","公用事业 — 电力"
"600012","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600015","银行","银行","银行 — 银行"
"600016","银行","银行","银行 — 银行"
"600017","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"600018","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"600019","钢铁","钢铁","钢铁 — 钢铁"
"600020","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600021","公用事业","电力","公用事业 — 电力"
"600022","钢铁","钢铁","钢铁 — 钢铁"
"600023","公用事业","电力","公用事业 — 电力"
"600025","公用事业","电力","公用事业 — 电力"
"600026","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"600027","公用事业","电力","公用事业 — 电力"
"600028","化工","石油化工","化工 — 石油化工"
"600029","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"600030","非银金融","证券","非银金融 — 证券"
"600031","机械设备","专用设备","机械设备 — 专用设备"
"600033","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600035","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600036","银行","银行","银行 — 银行"
"600037","传媒","文化传媒","传媒 — 文化传媒"
"600038","国防军工","航空装备","国防军工 — 航空装备"
"600039","建筑装饰","基础建设","建筑装饰 — 基础建设"
"600048","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600050","通信","通信运营","通信 — 通信运营"
"600051","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600052","传媒","文化传媒","传媒 — 文化传媒"
"600053","非银金融","多元金融","非银金融 — 多元金融"
"600054","休闲服务","景点","休闲服务 — 景点"
"600055","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"600056","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"600057","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600058","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600059","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600060","家用电器","视听器材","家用电器 — 视听器材"
"600061","非银金融","证券","非银金融 — 证券"
"600062","医药生物","化学制药","医药生物 — 化学制药"
"600063","化工","化学纤维","化工 — 化学纤维"
"600064","房地产","园区开发Ⅱ","房地产 — 园区开发Ⅱ"
"600066","汽车","汽车整车","汽车 — 汽车整车"
"600067","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600068","建筑装饰","基础建设","建筑装饰 — 基础建设"
"600069","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600070","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600071","电子","其他电子","电子 — 其他电子"
"600072","国防军工","船舶制造","国防军工 — 船舶制造"
"600073","食品饮料","食品加工","食品饮料 — 食品加工"
"600075","化工","化学原料","化工 — 化学原料"
"600076","农林牧渔","林业Ⅱ","农林牧渔 — 林业Ⅱ"
"600077","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600078","化工","化学制品","化工 — 化学制品"
"600079","医药生物","化学制药","医药生物 — 化学制药"
"600080","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"600081","汽车","汽车零部件","汽车 — 汽车零部件"
"600082","房地产","园区开发Ⅱ","房地产 — 园区开发Ⅱ"
"600083","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600084","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600085","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600086","轻工制造","家用轻工","轻工制造 — 家用轻工"
"600088","休闲服务","景点","休闲服务 — 景点"
"600089","电气设备","高低压设备","电气设备 — 高低压设备"
"600090","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"600091","化工","化学原料","化工 — 化学原料"
"600093","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600094","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600095","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600096","化工","化学制品","化工 — 化学制品"
"600097","农林牧渔","渔业","农林牧渔 — 渔业"
"600098","公用事业","电力","公用事业 — 电力"
"600099","汽车","其他交运设备","汽车 — 其他交运设备"
"600100","计算机","计算机设备","计算机 — 计算机设备"
"600101","公用事业","电力","公用事业 — 电力"
"600103","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600104","汽车","汽车整车","汽车 — 汽车整车"
"600105","通信","通信设备","通信 — 通信设备"
"600106","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600107","纺织服装","服装家纺","纺织服装 — 服装家纺"
"600108","农林牧渔","种植业","农林牧渔 — 种植业"
"600109","非银金融","证券","非银金融 — 证券"
"600110","电子","其他电子","电子 — 其他电子"
"600111","有色金属","稀有金属","有色金属 — 稀有金属"
"600112","电气设备","高低压设备","电气设备 — 高低压设备"
"600113","商业贸易","商业物业经营","商业贸易 — 商业物业经营"
"600114","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"600115","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"600116","公用事业","电力","公用事业 — 电力"
"600117","钢铁","钢铁","钢铁 — 钢铁"
"600118","国防军工","航天装备","国防军工 — 航天装备"
"600119","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600120","非银金融","多元金融","非银金融 — 多元金融"
"600121","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600122","商业贸易","专业零售","商业贸易 — 专业零售"
"600123","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600125","交通运输","铁路运输Ⅱ","交通运输 — 铁路运输Ⅱ"
"600126","钢铁","钢铁","钢铁 — 钢铁"
"600127","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"600128","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600129","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600130","通信","通信设备","通信 — 通信设备"
"600131","公用事业","电力","公用事业 — 电力"
"600132","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600133","建筑装饰","基础建设","建筑装饰 — 基础建设"
