"code","first_industry","second_industry","c_industry"
"603569","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603577","电气设备","高低压设备","电气设备 — 高低压设备"
"603578","家用电器","白色家电","家用电器 — 白色家电"
"603579","家用电器","白色家电","家用电器 — 白色家电"
"603580","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"603583","电气设备","电机","电气设备 — 电机"
"603585","化工","化学制品","化工 — 化学制品"
"603586","汽车","汽车零部件","汽车 — 汽车零部件"
"603587","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603588","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"603589","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603590","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"603595","机械设备","通用机械","机械设备 — 通用机械"
"603596","汽车","汽车零部件","汽车 — 汽车零部件"
"603598","传媒","营销传播","传媒 — 营销传播"
"603599","化工","化学制品","化工 — 化学制品"
"603600","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603601","化工","化学制品","化工 — 化学制品"
"603602","通信","通信设备","通信 — 通信设备"
"603603","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"603605","化工","化学制品","化工 — 化学制品"
"603606","电气设备","高低压设备","电气设备 — 高低压设备"
"603607","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603608","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603609","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"603610","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603611","机械设备","专用设备","机械设备 — 专用设备"
"603612","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"603613","商业贸易","专业零售","商业贸易 — 专业零售"
"603615","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"603616","建筑材料","其他建材","建筑材料 — 其他建材"
"603617","机械设备","通用机械","机械设备 — 通用机械"
"603618","电气设备","高低压设备","电气设备 — 高低压设备"
"603619","采掘","采掘服务","采掘 — 采掘服务"
"603626","机械设备","金属制品","机械设备 — 金属制品"
"603628","电气设备","电源设备","电气设备 — 电源设备"
"603629","电子","电子制造","电子 — 电子制造"
"603630","化工","化学制品","化工 — 化学制品"
"603633","电子","电子制造","电子 — 电子制造"
"603636","计算机","计算机应用","计算机 — 计算机应用"
"603637","建筑装饰","专业工程","建筑装饰 — 专业工程"
"603638","机械设备","专用设备","机械设备 — 专用设备"
"603639","化工","化学制品","化工 — 化学制品"
"603648","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603650","化工","化学制品","化工 — 化学制品"
"603655","汽车","汽车零部件","汽车 — 汽车零部件"
"603656","机械设备","专用设备","机械设备 — 专用设备"
"603657","家用电器","白色家电","家用电器 — 白色家电"
"603658","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603659","电子","其他电子","电子 — 其他电子"
"603660","计算机","计算机设备","计算机 — 计算机设备"
"603661","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603662","机械设备","仪器仪表","机械设备 — 仪器仪表"
"603663","有色金属","稀有金属","有色金属 — 稀有金属"
"603665","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603666","机械设备","通用机械","机械设备 — 通用机械"
"603667","机械设备","通用机械","机械设备 — 通用机械"
"603668","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"603669","医药生物","化学制药","医药生物 — 化学制药"
"603676","医药生物","化学制药","医药生物 — 化学制药"
"603677","家用电器","白色家电","家用电器 — 白色家电"
"603678","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603679","电子","光学光电子","电子 — 光学光电子"
"603680","机械设备","运输设备","机械设备 — 运输设备"
"603681","化工","化学制品","化工 — 化学制品"
"603683","化工","化学制品","化工 — 化学制品"
"603685","电子","光学光电子","电子 — 光学光电子"
"603686","机械设备","专用设备","机械设备 — 专用设备"
"603687","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603688","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"603689","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"603690","机械设备","专用设备","机械设备 — 专用设备"
"603693","公用事业","电力","公用事业 — 电力"
"603696","食品饮料","食品加工","食品饮料 — 食品加工"
"603697","食品饮料","食品加工","食品饮料 — 食品加工"
"603698","建筑装饰","专业工程","建筑装饰 — 专业工程"
"603699","机械设备","通用机械","机械设备 — 通用机械"
"603700","机械设备","仪器仪表","机械设备 — 仪器仪表"
"603701","汽车","汽车零部件","汽车 — 汽车零部件"
"603703","通信","通信设备","通信 — 通信设备"
"603706","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"603707","医药生物","化学制药","医药生物 — 化学制药"
"603708","商业贸易","一般零售","商业贸易 — 一般零售"
"603709","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603711","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603712","通信","通信设备","通信 — 通信设备"
"603713","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603716","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"603717","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603718","农林牧渔","动物保健","农林牧渔 — 动物保健"
"603721","传媒","文化传媒","传媒 — 文化传媒"
"603722","化工","化学制品","化工 — 化学制品"
"603725","化工","化学制品","化工 — 化学制品"
"603726","家用电器","白色家电","家用电器 — 白色家电"
"603727","采掘","采掘服务","采掘 — 采掘服务"
"603728","电气设备","电机","电气设备 — 电机"
"603729","传媒","营销传播","传媒 — 营销传播"
"603730","汽车","汽车零部件","汽车 — 汽车零部件"
"603733","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"603737","化工","化学制品","化工 — 化学制品"
"603738","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603739","农林牧渔","动物保健","农林牧渔 — 动物保健"
"603755","食品饮料","食品加工","食品饮料 — 食品加工"
"603757","机械设备","通用机械","机械设备 — 通用机械"
"603766","汽车","其他交运设备","汽车 — 其他交运设备"
"603767","汽车","汽车零部件","汽车 — 汽车零部件"
"603768","汽车","汽车零部件","汽车 — 汽车零部件"
"603773","电子","光学光电子","电子 — 光学光电子"
"603776","汽车","其他交运设备","汽车 — 其他交运设备"
"603777","食品饮料","食品加工","食品饮料 — 食品加工"
"603778","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603779","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603786","汽车","汽车零部件","汽车 — 汽车零部件"
"603787","汽车","其他交运设备","汽车 — 其他交运设备"
"603788","汽车","汽车零部件","汽车 — 汽车零部件"
"603789","机械设备","专用设备","机械设备 — 专用设备"
"603790","化工","化学制品","化工 — 化学制品"
"603797","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"603798","化工","石油化工","化工 — 石油化工"
"603799","有色金属","稀有金属","有色金属 — 稀有金属"
"603800","机械设备","专用设备","机械设备 — 专用设备"
"603801","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603803","通信","通信设备","通信 — 通信设备"
"603806","电气设备","电源设备","电气设备 — 电源设备"
"603808","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603809","汽车","汽车零部件","汽车 — 汽车零部件"
"603810","化工","化学制品","化工 — 化学制品"
"603811","医药生物","化学制药","医药生物 — 化学制药"
"603813","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603815","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603816","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603817","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"603818","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603819","电气设备","电机","电气设备 — 电机"
"603822","化工","化学制品","化工 — 化学制品"
"603823","化工","化学制品","化工 — 化学制品"
"603825","传媒","营销传播","传媒 — 营销传播"
"603826","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"603828","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"603829","电气设备","高低压设备","电气设备 — 高低压设备"
"603833","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603838","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603839","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603843","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603848","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603855","机械设备","专用设备","机械设备 — 专用设备"
"603856","建筑材料","其他建材","建筑材料 — 其他建材"
"603858","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"603859","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603860","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603861","电气设备","高低压设备","电气设备 — 高低压设备"
"603863","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"603866","食品饮料","食品加工","食品饮料 — 食品加工"
"603867","化工","化学制品","化工 — 化学制品"
"603868","家用电器","白色家电","家用电器 — 白色家电"
"603869","计算机","计算机应用","计算机 — 计算机应用"
"603871","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603876","有色金属","工业金属","有色金属 — 工业金属"
"603877","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603878","钢铁","钢铁","钢铁 — 钢铁"
"603879","化工","化学制品","化工 — 化学制品"
"603880","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603881","计算机","计算机应用","计算机 — 计算机应用"
"603882","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"603883","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"603885","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"603886","食品饮料","食品加工","食品饮料 — 食品加工"
"603887","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"603888","传媒","互联网传媒","传媒 — 互联网传媒"
"603889","纺织服装","纺织制造","纺织服装 — 纺织制造"
"603890","电子","电子制造","电子 — 电子制造"
"603895","机械设备","专用设备","机械设备 — 专用设备"
"603896","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"603897","电气设备","高低压设备","电气设备 — 高低压设备"
"603898","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603899","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603900","商业贸易","专业零售","商业贸易 — 专业零售"
"603901","机械设备","专用设备","机械设备 — 专用设备"
"603903","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"603906","化工","石油化工","化工 — 石油化工"
"603908","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603909","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603912","机械设备","专用设备","机械设备 — 专用设备"
"603915","机械设备","通用机械","机械设备 — 通用机械"
"603916","化工","化学制品","化工 — 化学制品"
"603917","汽车","汽车零部件","汽车 — 汽车零部件"
"603918","计算机","计算机应用","计算机 — 计算机应用"
"603919","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603920","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603922","汽车","汽车零部件","汽车 — 汽车零部件"
"603926","汽车","汽车零部件","汽车 — 汽车零部件"
"603927","计算机","计算机应用","计算机 — 计算机应用"
"603928","化工","化学原料","化工 — 化学原料"
