"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"300733","魏晓林、喻英莲、魏永春","魏晓林、喻英莲、魏永春","魏晓林","杨浩","魏晓林","魏晓林"
"300735","唐建兴","唐建兴","唐建兴","杨荣","唐建兴","唐建兴"
"300736","刘铁峰","刘铁峰","刘铁峰","陈立娅","刘铁峰","刘铁峰"
"300737","陈伟忠、阮宜宝","陈伟忠、阮宜宝","陈伟忠","毕双喜","陈伟忠","方勇"
"300738","冯康","冯康","冯康","何宇亮","冯康","黄展鹏"
"300739","张佩珂","张佩珂","张佩珂","蔡林生","张佩珂","孙文兵"
"300740","戴跃锋","戴跃锋","戴跃锋","吴小瑾","戴跃锋","戴跃锋"
"300741","朱林瑶","朱林瑶","夏利群","胡伟","夏利群","袁肖琴"
"300742","李占江","李占江","李占江","钟孟光","李占江","李占江"
"300743","韩琼、潘浦敦、刘建海","韩琼、潘浦敦、刘建海","韩琼","张群华","韩琼","韩琼"
"300745","吴壬华、毛丽萍","吴壬华、毛丽萍","吴壬华","罗丽芳","吴壬华","吴壬华"
"300746","岑政平、欧薇舟","岑政平、欧薇舟","岑政平","李娴","岑政平","杨小军"
"300747","中国航天科工集团公司","国务院国有资产监督管理委员会","伍晓峰","卢昆忠","伍晓峰","吕卫民"
"300748","蔡报贵、胡志滨、李忻农","蔡报贵、胡志滨、李忻农","蔡报贵","鹿明","蔡报贵","蔡报贵"
"300749","林新达、林彩菊","林新达、林彩菊","林新达","徐冬梅","林新达","林新达"
"300750","曾毓群、李平","曾毓群、李平","曾毓群","蒋理","周佳","周佳"
"300751","周剑、王正根","周剑、王正根","周剑","刘琼","周剑","王正根"
"300752","吴新理、吕小霞","吴新理、吕小霞","吕小霞","刘俊丽","吕小霞","吴新理"
"300753","王凝宇","王凝宇","王凝宇","缪飞","王凝宇","张智慧"
"300755","吴向东","吴向东","吴向东","张儒平","彭宇清","彭宇清"
"300756","邓志毅、刘喜旺、李勇","邓志毅、刘喜旺、李勇","邓志毅","曾庆远","邓志毅","刘喜旺"
"300757","戴军、王宏军、夏承周","戴军、王宏军、夏承周","戴军","王宏军","戴军","王宏军"
"300758","徐惠祥、臧婕","徐惠祥、臧婕","徐惠祥","于兴春","徐惠祥","徐惠祥"
"300759","-","-","Boliang Lou","Gilbert Shing Chung Li","Boliang Lou","Boliang Lou"
"300760","李西廷、徐航","李西廷、徐航","李西廷","李文楣","李西廷","成明和"
"300761","程立力、沈静","程立力、沈静","程立力","虞坚","程立力","程立力"
"300762","卜智勇","卜智勇","卜智勇","顾小华","卜智勇","胡世平"
"300763","王一鸣、林伊蓓、王峻适","王一鸣、林伊蓓、王峻适","王一鸣","张婵","王一鸣","王一鸣"
"300765","蔡东晨","蔡东晨","潘卫东","杜英","韩峰","韩峰"
"300766","方毅","方毅","方毅","李浩川","方毅","方毅"
"300767","李涛","李涛","李涛","龙云刚","李涛","李涛"
"300768","郑树生","郑树生","郑树生","邹禧典","郑树生","郑树生"
"300769","吉学文、孔令涌、赵旭、WANG CHEN、WANG JOSEPH YUANZHENG","吉学文、孔令涌、赵旭、WANG CHEN、WANG JOSEPH YUANZHENG","吉学文","王正航","吉学文","孔令涌"
"300770","广东广播电视台","广东广播电视台","蔡伏青","粟巍","林瑞军","林瑞军"
"300771","干德义","干德义","干德义","陈才玉","干德义","干德义"
"300772","浙江省人民政府国有资产监督管理委员会","浙江省人民政府国有资产监督管理委员会","杨震宇","王青","杨震宇","高玲"
"300773","--",,"孙陶然","朱国海","孙陶然","舒世忠"
"300776","李志刚","李志刚","李志刚","刘志波","李志刚","李志刚"
"300777","杨永岗、温月芳","杨永岗、温月芳","杨永岗","魏星","杨永岗","温月芳"
"300778","张春杰","张春杰","张春杰","肖靖宇","张春杰","宋波"
"300779","张新功","张新功","张新功","史惠芳","张新功","张新功"
"300780","雷永志、雷永强","雷永志、雷永强","雷永志","谢龙德","雷永志","雷永志"
"300781","李明、王建朝","李明、王建朝","王建朝","王建朝","王建朝","李明"
"300782","许志翰、Chenhui Feng、Zhuang Tang","许志翰、Chenhui Feng、Zhuang Tang","许志翰","冯晨晖","许志翰","许志翰"
"300783","章燎源","章燎源","章燎源","潘道伟","章燎源","章燎源"
"300785","隋国栋","隋国栋","隋国栋","柳伟亮","隋国栋","那昕"
"300786","丁香鹏","丁香鹏","丁香鹏","胡文佳","丁香鹏","丁香鹏"
"300787","周洪亮","周洪亮","周洪亮","韩双","周洪亮","周洪亮"
"300788","中国中信集团有限公司","中国中信集团有限公司","王斌","王丹军","王斌","施宏俊"
"300789","周艳、陈唐龙","周艳、陈唐龙","陈唐龙","魏益忠","周艳","周艳"
"300790","张品光、姜先海、张伟、谭家勇、何敏超、金永红、谷晶晶、林炎明、张品章","张品光、姜先海、张伟、谭家勇、何敏超、金永红、谷晶晶、林炎明、张品章","张品光","陈天富","张品光","金永红"
"300791","林培青、陈琼","林培青、陈琼","林培青","郑丽群","林培青","林培青"
"300792","林振宇","林振宇","林振宇","张帆","林振宇","林振宇"
"300793","严文华、严帆","严文华、严帆","严文华","富欣伟","严文华","肖伟群"
"300795","潘建军、方欢胜、姚宗宪","潘建军、方欢胜、姚宗宪","潘建军","姚宗宪","潘建军","方欢胜"
"300796","陈峰","陈峰","陈峰","李晓博","陈峰","钟锡君"
"300797","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","高宏斌","刘彬","高宏斌","杨植岗"
"300798","赵卫国","赵卫国","赵卫国","肖卫兵","赵卫国","赵卫国"
"300799","张军、何朝晖","张军、何朝晖","张军","孙光来","张军","何朝晖"
"300800","张广胜","张广胜","张广胜","侯亮","张广胜","聂波"
"300801","程终发","程终发","程终发","王家庚","程终发","程终发"
"300802","杨勇","杨勇","杨勇","吴海欣","杨勇","王建勋"
"300803","黄少雄、徐兵","黄少雄、徐兵","顿衡","孙鸣","陈宽余","陈宽余"
"300805","梁定郊、黄勇、曾俊、张黎、吴芳、袁金涛","梁定郊、黄勇、曾俊、张黎、吴芳、袁金涛","梁定郊","刘颖","梁定郊","黄勇"
"300806","金闯、施蓉","金闯、施蓉","金闯","袁文雄","金闯","金爱军"
"300808","卓楚光、郭少燕","卓楚光、郭少燕","卓楚光","李侨","卓楚光","卓楚光"
"430142","国占昌、国佳","国占昌、国佳","国占昌","刘丹","国占昌","国占昌"
"430198","陈军","陈军","陈军","王昀","陈军","陈军"
"430223","陈先新、曾长姣","陈先新、曾长姣","陈先新","张强","陈先新","陈先新"
"430229","许帆","许帆","许帆","王勇","许帆","许帆"
"430372","柯伯成、柯伯留","柯伯成、柯伯留","柯伯成","张五星","柯伯成","柯伯留"
"430447","魏冬云","魏冬云","魏雅琴","魏雅琴","魏雅琴","李中民"
"430515","朱荣晖","朱荣晖","朱荣晖","倪忠威","朱荣晖","朱荣晖"
"430532","GEORGE MOHAN ZHANG、张北","GEORGE MOHAN ZHANG、张北","GEORGE MOHAN ZHANG","牛文娇","GEORGE MOHAN ZHANG","GEORGE MOHAN ZHANG"
"430539","雷响、张俊娥","雷响、张俊娥","雷响","王荣志","雷响","雷响"
"600000","--","--","高国富","谢伟","潘卫东","潘卫东"
"600004","广东省人民政府","广东省人民政府","邱嘉臣","戚耀明","邱嘉臣","邱嘉臣"
"600006","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","丁绍斌","张斌","丁绍斌","陈彬"
"600007","嘉里兴业有限公司、中国世贸投资有限公司","香格里拉(亚洲)有限公司、中国人寿保险(集团)公司","林明志","王京京","林明志","唐炜"
"600008","北京市国有资产监督管理委员会","北京市国有资产监督管理委员会","刘永政","邵丽","刘永政","杨斌"
