"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"603259","Ge Li、刘晓钟、张朝晖、Ning Zhao","Ge Li、刘晓钟、张朝晖、Ning Zhao","Ge Li","姚驰","Ge Li","Ge Li(李革)"
"603260","罗立国","罗立国","罗立国","龚吉平","罗立国","罗立国"
"603266","张秀君、胡建立","张秀君、胡建立","胡建立","虞建锋","胡建立","胡建立"
"603267","郑红","郑红","郑红","邢杰","郑红","刘辰"
"603268","陈建华、范红卫","陈建华、范红卫","徐鸣镝","李静","徐鸣镝","林道藩"
"603269","金敖大、吴祝平","金敖大、吴祝平","金敖大","刘立","金敖大","吴祝平"
"603277","周俊杰","周俊杰","周俊杰","鲁灵鹏","周俊杰","朱文伟"
"603278","窦勇、窦宝森","窦勇、窦宝森","窦勇","牛海平","窦勇","窦勇"
"603279","姜桂廷","姜桂廷","姜桂廷","张大伟","姜桂廷","姜桂廷"
"603283","孙丰、曾慧","孙丰、曾慧","孙丰","刘言维","孙丰","曾慧"
"603286","是蓉珠、陆鹏","是蓉珠、陆鹏","是蓉珠","金振华","是蓉珠","是蓉珠"
"603288","庞康,程雪,黄文彪,吴振兴,叶燕桥,陈军阳","庞康,程雪,黄文彪,吴振兴,叶燕桥,陈军阳","庞康","张欣","庞康","庞康"
"603289","郑建国、何英","郑建国、何英","郑建国","邵亮","郑建国","郑建国"
"603297","曹其东、曹袁丽萍","曹其东、曹袁丽萍","曹其东","李舟容","曹其东","毛磊"
"603298","仇建平","仇建平","赵礼敏","陈赛民","赵礼敏","赵礼敏"
"603299","江苏省人民政府国有资产监督管理委员会","江苏省人民政府国有资产监督管理委员会","吴旭峰","高寿松","吴旭峰","刘正友"
"603300","胡丹锋","胡丹锋","胡丹锋","张守鑫","胡丹锋","胡丹锋"
"603301","鲁建国、沈振芳","鲁建国、沈振芳","鲁建国","季宝海","鲁建国","鲁建国"
"603303","横店社团经济企业联合会","横店社团经济企业联合会","倪强","沈贡献","倪强","杜国红"
"603305","徐旭东","徐旭东","徐旭东","周小芬","徐旭东","徐旭东"
"603306","王雅筠、赖敏聪、赖方静静","王雅筠、赖敏聪、赖方静静","张初全","陈少琳","张初全","张初全"
"603308","杜应流","杜应流","杜应流","林欣","杜应流","杜应流"
"603309","向彬","向彬","向彬","张增勇","韩广源","韩广源"
"603311","丁宏广、丁梅英","丁宏广、丁梅英","丁宏广","杨洁","丁宏广","丁伊可"
"603313","倪张根","倪张根","倪张根","付冬情","倪张根","倪张根"
"603315","吕世平","吕世平","穆建华","秦帅","石鹏","石鹏"
"603316","方利强","方利强","方利强","胡先伟","方利强","张兴桥"
"603317","邓文、唐璐","邓文、唐璐","邓文","何昌军","邓文","邓文"
"603318","山东省人民政府国有资产监督管理委员会","山东省人民政府国有资产监督管理委员会","尚智勇","李启明","尚智勇","谢冰"
"603319","许仲秋","许仲秋","许仲秋","陈湘军","许仲秋","刘亚奇"
"603320","吴建荣、吴储正","吴建荣、吴储正","吴建荣","丁家丰","吴建荣","吴储正"
"603321","钱雪林、钱雪根","钱雪林、钱雪根","钱雪林","郭晓军","钱雪林","钱雪林"
"603322","梁建华","梁建华","梁建华","邹文","梁建华","万军"
"603323","78.14万","-","魏礼亚","孟庆华","魏礼亚","庄颖杰"
"603326","缪妍缇、汪春俊","缪妍缇、汪春俊","缪妍缇","NINA YANTI MIAO","NINA YANTI MIAO","汪春俊"
"603327","福建省国有资产监督管理委员会","福建省国有资产监督管理委员会","张景忠","黄卫","张景忠","胡俊强"
"603328","李铭浚、李永强、李永胜","李铭浚、李永强、李永胜","李永强","林海","李永强","李永强"
"603329","孙望平","孙望平","孙望平","金昌粉","孙望平","王明玮"
"603330","李哲龙","李哲龙","李哲龙","商小路","李哲龙","李哲龙"
"603331","施小友、阮吉林、张启春、张启斌","施小友、阮吉林、张启春、张启斌","施小友","沈文萍","施小友","阮吉林"
"603332","席文杰、席靓","席文杰、席靓","席文杰","何小林","席文杰","席文杰"
"603333","李广元","李广元","李广胜","姜向东","盛业武","盛业武"
"603335","Sindy Yi Min Zhao、赵瑞贞、罗洁","Sindy Yi Min Zhao、赵瑞贞、罗洁","赵瑞贞","王国盛","赵瑞贞","赵瑞贞"
"603336","黄俊辉、郑幼文","黄俊辉、郑幼文","黄俊辉","陈树龙","黄俊辉","黄俊辉"
"603337","胡彩芳、阮福德、阮积明、阮积祥","胡彩芳、阮福德、阮积明、阮积祥","赵新庆","谢云娇","赵新庆","阮林兵"
"603338","许树根","许树根","许树根","梁金","许树根","许树根"
"603339","黄杰","黄杰","黄杰","饶伟","黄杰","黄杰"
"603345","章高路","章高路","刘鸣鸣","梁晨","刘鸣鸣","张清苗"
"603348","唐杰邦、唐杰雄","唐杰邦、唐杰雄","唐杰雄","张璟","唐杰雄","唐杰雄"
"603351","吴仁荣、陈新国、高正松","吴仁荣、陈新国、高正松","吴仁荣","唐群松","吴仁荣","吴仁荣"
"603355","倪祖根","倪祖根","倪祖根","王平平","倪祖根","倪祖根"
"603356","黄业华、黄超、马息萍","黄业华、黄超、马息萍","黄业华","田媛","黄业华","黄业华"
"603357","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","王吉双","毛洪强","王吉双","徐宏光"
"603358","陈竞宏","陈竞宏","陈竞宏","张盛旺","陈竞宏","葛江宏"
"603359","席惠明、浦建芬","席惠明、浦建芬","席惠明","谈劭旸","章建良","章建良"
"603360","刘宪武、王文锋","刘宪武、王文锋","刘宪武","李喆","刘宪武","刘海龙"
"603363","吴有林","吴有林","吴有林","侯浩峰","吴有林","吴有林"
"603365","李来斌、谢秋花、李裕陆、李裕高","李来斌、谢秋花、李裕陆、李裕高","李裕陆","周忠","李裕陆","李裕陆"
"603366","徐新建","徐新建","徐新建","刘文玲","徐新建","万旭昶"
"603367","杜振新","杜振新","杜振新","孙洪晖","杜振新","杜振新"
"603368","朱朝阳","朱朝阳","朱朝阳","申文捷","朱朝阳","朱朝阳"
"603369","江苏省涟水县人民政府","江苏省涟水县人民政府","周素明","王卫东","周素明","周素明"
"603377","徐雄","徐雄","徐雄","贺艳洁","徐雄","闫文辉"
"603378","李金钟","李金钟","李金钟","王永军","李金钟","李金钟"
"603379","胡荣达","胡荣达","胡淇翔","林卫","胡淇翔","胡淇翔"
"603380","钱新栋、钱小洁","钱新栋、钱小洁","钱新栋","陈童","钱新栋","顾华林"
"603383","严孟宇","严孟宇","严孟宇","赵伟","严孟宇","严孟宇"
"603385","王惠文、王彦庆、董化忠、王彦伟","王惠文、王彦庆、董化忠、王彦伟","王惠文","张春玉","王惠文","王彦庆"
"603386","叶晓彬","叶晓彬","叶晓彬","李朋","叶晓彬","叶晓彬"
"603387","苏恩本","苏恩本","苏恩本","颜彬","苏恩本","苏恩本"
"603388","祝昌人","祝昌人","祝昌人","姚丽花","祝昌人","姚丽花"
"603389","高伟、高银楠、户美云","高伟、高银楠、户美云","高伟","张大春","高伟","高伟"
"603390","邢映彪、陈丽娜","邢映彪、陈丽娜","陈丽娜","王培森","陈丽娜","邢映彪"
"603393","明再远","明再远","明再远","刘东","明再富","明再富"
"603396","李义升、杨延","李义升、杨延","李义升","安爽","李义升","邹宗海"
"603398","吴锭辉、吴锭延、吴玉娜、吴玉霞","吴锭辉、吴锭延、吴玉娜、吴玉霞","吴锭辉","李欣明","吴锭辉","吴锭辉"
"603399","郑永刚","郑永刚","沈杰","张韬","沈杰","沈杰"
"603416","李新","李新","李新","陈世恒","李新","李新"
"603421","曾繁忆、王建华","曾繁忆、王建华","王建华","葛军","曾繁忆","曾繁忆"
"603429","徐善水","徐善水","徐善水","刘力争","徐善水","郭曙光"
"603444","卢竑岩","卢竑岩","卢竑岩","梁丽莉","卢竑岩","卢竑岩"
"603456","花轩德、花莉蓉、花晓慧","花轩德、花莉蓉、花晓慧","花莉蓉","林辉潞","花莉蓉","陈志红"
"603458","-","--","张林","黄国建","漆贵荣","漆贵荣"
"603466","辛浩鹰、李晖","辛浩鹰、李晖","李晖","茹建敏","辛浩鹰","辛浩鹰"
"603477","贺正刚","贺正刚","贺正刚","周密","贺正刚","何晓兰"
"603486","钱东奇、DavidChengQian","钱东奇、DavidChengQian","钱东奇","马建军","庄建华","庄建华"
"603488","金培荣、奚方、丁煜、常呈建、杨一农","金培荣、奚方、丁煜、常呈建、杨一农","金培荣","常呈建","金培荣","金培荣"
"603489","王清华","王清华","王清华","周琴","王清华","王清华"
"603496","沈振宇、胡德勇、王翔","沈振宇、胡德勇、王翔","沈振宇","王翔","沈振宇","沈振宇"
"603499","董建军","董建军","董建军","凌云","董建军","董建军"
"603500","汤友钱、汤娇、汤文鸣、汤啸、汤秋娟、鲍晓华、范淑贞","汤友钱、汤娇、汤文鸣、汤啸、汤秋娟、鲍晓华、范淑贞","汤友钱","齐伟","汤友钱","汤啸"
"603501","虞仁荣","虞仁荣","虞仁荣","贾渊","马剑秋","马剑秋"
"603505","王锦华","王锦华","王锦华","戴水君","王锦华","赵建平"
"603506","韩芳","韩芳","韩芳","赵磊","韩芳","韩芳"
"603507","胡震、卜春华","胡震、卜春华","胡震","袁建军","胡震","刘浩堂"
"603508","郭洁、王卫平、李欣","郭洁、王卫平、李欣","李欣","苏站站","李欣","方伟"
"603515","马秀慧、王耀海","马秀慧、王耀海","王耀海","刘斯","王耀海","马秀慧"
"603516","何仕达","何仕达","何仕达","付国义","何仕达","何仕达"
"603517","戴文军","戴文军","戴文军","彭刚毅","戴文军","戴文军"
"603518","王致勤、宋艳俊","王致勤、宋艳俊","王致勤","陶为民","王致勤","王致勤"
"603519","卢凤仙","卢凤仙","卢凤仙","顾春兰","卢凤仙","卢凤仙"
"603520","胡锦生、胡健","胡锦生、胡健","胡锦生","吴超群","胡锦生","胡健"
"603527","封全虎、周丽","封全虎、周丽","封全虎","奚海波","封全虎","陶俊兵"
"603528","章安强","章安强","章安强","邓丽芸","章安强","章安强"
"603530","马斌、陈小琴","马斌、陈小琴","马斌","季清辉","马斌","马斌"
"603533","张凌云、成湘均","张凌云、成湘均","成湘均","李好胜","成湘均","成湘均"
"603535","段容文、黄艳婷、黄平、黄艳芸","段容文、黄艳婷、黄平、黄艳芸","段容文","黄艳芸","段容文","黄平"
"603536","惠增玉、赵宏宇","惠增玉、赵宏宇","惠增玉","魏学军","惠增玉","惠增玉"
"603538","姚成志","姚成志","姚成志","应高峰","姚成志","姚成志"
"603555","林天福","林天福","林天福","洪再春","林天福","林天福"
"603556","周良璋","周良璋","周良璋","金依","周良璋","张仕权"
"603557","章利民","章利民","章利民","吴剑军","周建永","周建永"
"603558","张茂义","张茂义","张茂义","张望望","张茂义","张茂义"
"603559","王世超,唐志元,李春田,李全林,张显坤,王振刚,张建民,田国华,于生祥,孟奇","王世超,唐志元,李春田,李全林,张显坤,王振刚,张建民,田国华,于生祥,孟奇","王世超","孟奇","王世超","张显坤"
"603566","张许科","张许科","张许科","赵锐","张许科","秦德超"
"603567","方同华","方同华","方同华","侯旭志","方同华","方同华"
"603568","项光明、朱善玉、朱善银、王素勤","项光明、朱善玉、朱善银、王素勤","项光明","程鹏","项光明","项光明"
"603569","薄世久、李桂屏","薄世久、李桂屏","薄世久","闫超","薄世久","薄世久"
"603577","刘艳华、刘锋","刘艳华、刘锋","刘凯","梁庭波","董萍","董萍"
"603578","杨敏、杨阿永","杨敏、杨阿永","杨敏","徐芬","杨敏","杨阿永"
"603579","林琪、林光荣","林琪、林光荣","林光荣","应建森","林琪","林琪"
"603580","涂木林、蔡瑞美","涂木林、蔡瑞美","涂木林","涂月玲","涂木林","涂国圣"
"603583","胡仁昌","胡仁昌","胡仁昌","徐铭峰","胡仁昌","陆小健"
"603585","缪金凤","缪金凤","缪金凤","汪静莉","缪金凤","缪金凤"
"603586","孙忠义","孙忠义","孙忠义","辛彬","孙鹏","孙鹏"
"603587","马瑞敏","马瑞敏","马瑞敏","孙芳","马瑞敏","马瑞敏"
"603588","李卫国","李卫国","李卫国","张炯","陈望明","陈望明"
"603589","徐进、刘安省","徐进、刘安省","徐进","徐钦祥","徐进","徐进"
"603590","刘建华、王锡娟","刘建华、王锡娟","王锡娟","唐志松","刘建华","刘建华"
"603595","沈新芳、沈晓宇","沈新芳、沈晓宇","沈新芳","罗斌斌","沈晓宇","沈晓宇"
"603596","袁永彬","袁永彬","袁永彬","陈忠喜","袁永彬","袁永彬"
"603598","罗衍记、蒋丽","罗衍记、蒋丽","罗衍记","秦江","罗衍记","罗衍记"
"603599","黄金祥、赵启荣","黄金祥、赵启荣","黄金祥","黄金祥","黄金祥","黄金祥"
"603600","张加勇、尚巍巍","张加勇、尚巍巍","张加勇","顾钦杭","张加勇","张加勇"
"603601","郭茂","郭茂","郭茂","谢佳","郭茂","LIEW XIAO TONG"
"603602","苏维锋","苏维锋","苏维锋","朱劲龙","苏维锋","吴海涛"
"603603","赵笠钧","赵笠钧","赵笠钧","刘世博","赵笠钧","WU JIAN"
