股票代码,pid,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
002684,62957,1932.57万,3.41%,100.00%,受限流通股,6,2019-09-30
002684,62958,1300.56万,2.29%,100.00%,"受限流通股,流通A股",9,2019-09-30
002685,50649,1.78亿,17.68%,28.06%,"受限流通股,流通A股",2,2019-09-30
002685,9225,1.07亿,10.62%,无质押,"受限流通股,流通A股",3,2019-09-30
002685,62959,3884.00万,3.85%,20.34%,"受限流通股,流通A股",5,2019-09-30
002685,62960,1674.55万,1.66%,无质押,"受限流通股,流通A股",6,2019-09-30
002685,62961,1404.76万,1.39%,无质押,流通A股,7,2019-09-30
002685,62962,1331.13万,1.32%,无质押,流通A股,8,2019-09-30
002686,62963,619.87万,1.42%,无质押,流通A股,10,2019-09-30
002686,6038,5214.44万,11.97%,无质押,"受限流通股,流通A股",2,2019-09-30
002686,62964,4725.00万,10.85%,65.61%,"受限流通股,流通A股",3,2019-09-30
002686,62965,1941.91万,4.46%,无质押,流通A股,6,2019-09-30
002686,62966,1338.34万,3.07%,无质押,流通A股,7,2019-09-30
002686,62967,1046.64万,2.40%,无质押,流通A股,8,2019-09-30
002687,39048,4731.00万,13.52%,-,"受限流通股,流通A股",1,2019-09-30
002687,62968,365.30万,1.04%,-,流通A股,10,2019-09-30
002687,62969,3690.50万,10.54%,-,流通A股,2,2019-09-30
002687,40429,2569.00万,7.34%,-,"受限流通股,流通A股",3,2019-09-30
002687,62970,2032.00万,5.81%,-,流通A股,4,2019-09-30
002687,62971,1011.22万,2.89%,-,流通A股,5,2019-09-30
002687,22221,1000.00万,2.86%,-,"受限流通股,流通A股",6,2019-09-30
002687,62972,841.42万,2.40%,-,流通A股,7,2019-09-30
002687,62973,492.00万,1.41%,-,流通A股,8,2019-09-30
002688,62974,251.08万,0.40%,无质押,流通A股,10,2019-09-30
002688,62975,2596.44万,4.09%,无质押,流通A股,3,2019-09-30
002688,62976,764.96万,1.20%,71.90%,流通A股,5,2019-09-30
002688,11378,516.45万,0.81%,无质押,"受限流通股,流通A股",6,2019-09-30
002688,46224,410.89万,0.65%,无质押,"受限流通股,流通A股",8,2019-09-30
002689,15642,103.40万,0.10%,无质押,流通A股,10,2019-09-30
002689,62977,2620.00万,2.51%,无质押,流通A股,3,2019-09-30
002689,62978,516.00万,0.49%,无质押,流通A股,6,2019-09-30
002689,62979,475.00万,0.46%,无质押,流通A股,7,2019-09-30
002689,62980,181.80万,0.17%,无质押,流通A股,8,2019-09-30
002689,62981,178.00万,0.17%,无质押,流通A股,9,2019-09-30
002690,32194,4.15亿,61.45%,-,"受限流通股,流通A股",1,2019-09-30
002690,31278,2358.12万,3.49%,-,"受限流通股,流通A股",2,2019-09-30
002690,21692,1977.30万,2.93%,-,"受限流通股,流通A股",3,2019-09-30
002690,62982,973.00万,1.44%,-,流通A股,7,2019-09-30
002691,62983,1.07亿,31.47%,无质押,流通A股,1,2019-11-11
002692,62984,1.18亿,16.37%,-,流通A股,1,2019-11-15
002692,5362,4862.88万,6.77%,-,流通A股,4,2019-11-15
002693,62985,119.09万,0.29%,无质押,流通A股,10,2019-09-30
002693,62986,600.55万,1.48%,无质押,流通A股,3,2019-09-30
002693,62987,251.11万,0.62%,无质押,流通A股,4,2019-09-30
002693,26989,211.09万,0.52%,无质押,"受限流通股,流通A股",5,2019-09-30
002693,62988,200.00万,0.49%,无质押,流通A股,6,2019-09-30
002693,62989,190.10万,0.47%,无质押,流通A股,7,2019-09-30
002693,62990,147.93万,0.37%,无质押,流通A股,9,2019-09-30
002694,62991,390.32万,0.65%,无质押,"受限流通股,流通A股",10,2019-09-30
002694,12264,3834.34万,6.42%,33.90%,"受限流通股,流通A股",2,2019-09-30
002694,62992,937.08万,1.57%,无质押,"受限流通股,流通A股",4,2019-09-30
002694,62993,609.86万,1.02%,无质押,流通A股,6,2019-09-30
002694,62994,570.00万,0.95%,无质押,流通A股,7,2019-09-30
002694,62995,515.00万,0.86%,无质押,流通A股,8,2019-09-30
002694,40538,497.66万,0.83%,无质押,受限流通股,9,2019-09-30
002695,7920,2896.00万,5.63%,-,"受限流通股,流通A股",3,2019-11-13
002696,62996,1.33亿,33.74%,97.84%,受限流通股,1,2019-11-13
002696,62997,2970.43万,7.51%,无质押,受限流通股,3,2019-11-13
002696,62998,402.29万,1.02%,无质押,流通A股,6,2019-11-13
002696,62999,182.67万,0.46%,无质押,流通A股,8,2019-11-13
002696,63000,169.20万,0.43%,无质押,流通A股,9,2019-11-13
002697,48762,3.27亿,24.08%,无质押,"受限流通股,流通A股",1,2019-09-30
002697,13982,4828.00万,3.55%,无质押,"受限流通股,流通A股",5,2019-09-30
002698,63001,1063.95万,1.04%,无质押,流通A股,10,2019-09-30
002698,40051,1.03亿,10.10%,26.19%,"受限流通股,流通A股",2,2019-09-30
002698,39758,8769.64万,8.58%,30.70%,"受限流通股,流通A股",3,2019-09-30
002698,63002,8271.00万,8.09%,无质押,流通A股,4,2019-09-30
002698,24181,6359.40万,6.22%,16.25%,"受限流通股,流通A股",5,2019-09-30
002698,63003,1796.70万,1.76%,无质押,流通A股,6,2019-09-30
002698,63004,1662.94万,1.63%,无质押,流通A股,7,2019-09-30
002698,63005,1272.78万,1.24%,无质押,流通A股,8,2019-09-30
002698,63006,1076.74万,1.05%,无质押,流通A股,9,2019-09-30
002699,63007,1.88亿,20.62%,100.00%,"受限流通股,流通A股",2,2019-11-22
002700,15630,1.20亿,28.50%,-,"受限流通股,流通A股",1,2019-11-06
002700,16128,2250.62万,5.33%,-,"受限流通股,流通A股",3,2019-11-06
002702,63008,8976.00万,18.67%,27.05%,"流通A股,受限流通股",1,2019-09-30
002702,63009,94.71万,0.20%,无质押,流通A股,10,2019-09-30
002702,46191,4522.00万,9.41%,75.12%,"流通A股,受限流通股",2,2019-09-30
002702,46600,4250.00万,8.84%,57.65%,"流通A股,受限流通股",3,2019-09-30
002702,32686,3842.00万,7.99%,55.96%,"流通A股,受限流通股",4,2019-09-30
002702,63010,810.40万,1.69%,无质押,流通A股,5,2019-09-30
002702,63011,195.69万,0.41%,无质押,流通A股,6,2019-09-30
002702,63012,161.83万,0.34%,无质押,流通A股,7,2019-09-30
002702,63013,120.00万,0.25%,无质押,流通A股,8,2019-09-30
002702,63014,102.54万,0.21%,无质押,流通A股,9,2019-09-30
002703,63015,81.27万,0.10%,-,流通A股,10,2019-09-30
002703,5622,2639.16万,3.34%,-,"受限流通股,流通A股",3,2019-09-30
002703,63016,648.73万,0.82%,-,流通A股,4,2019-09-30
002703,63017,153.09万,0.19%,-,流通A股,5,2019-09-30
002703,63018,111.86万,0.14%,-,流通A股,6,2019-09-30
002703,63019,108.40万,0.14%,-,流通A股,7,2019-09-30
002703,63020,92.08万,0.12%,-,流通A股,8,2019-09-30
002703,63021,89.79万,0.11%,-,流通A股,9,2019-09-30
002706,12195,8158.79万,10.39%,56.14%,"流通A股,受限流通股",1,2019-09-30
002706,63022,1181.01万,1.50%,50.19%,流通A股,10,2019-09-30
002706,48014,4438.35万,5.65%,37.73%,"流通A股,受限流通股",2,2019-09-30
002706,44456,4438.35万,5.65%,41.96%,"流通A股,受限流通股",3,2019-09-30
002706,49810,4438.35万,5.65%,38.53%,"流通A股,受限流通股",4,2019-09-30
002706,63023,3938.64万,5.02%,30.16%,流通A股,5,2019-09-30
002706,63024,3025.66万,3.85%,无质押,"流通A股,受限流通股",7,2019-09-30
002706,63025,1593.17万,2.03%,42.21%,流通A股,9,2019-09-30
002707,54185,2.66亿,30.26%,59.28%,"受限流通股,流通A股",1,2019-09-30
002707,45336,8918.26万,10.14%,无质押,"受限流通股,流通A股",2,2019-09-30
002707,29273,2910.40万,3.31%,无质押,"受限流通股,流通A股",3,2019-09-30
002707,52130,2807.04万,3.19%,62.34%,"受限流通股,流通A股",4,2019-09-30
002707,21958,1713.85万,1.95%,90.03%,"受限流通股,流通A股",7,2019-09-30
002708,63026,182.68万,0.39%,无质押,流通A股,10,2019-09-30
002708,177,4584.42万,9.78%,无质押,"受限流通股,流通A股",2,2019-09-30
002708,63027,2510.05万,5.35%,无质押,流通A股,5,2019-09-30
002708,63028,1094.57万,2.33%,100.00%,受限流通股,7,2019-09-30
002709,2846,2.17亿,39.57%,48.27%,"受限流通股,流通A股",1,2019-09-30
002709,63029,1092.54万,1.99%,无质押,流通A股,5,2019-09-30
002709,45833,1028.17万,1.88%,无质押,"受限流通股,流通A股",6,2019-09-30
002709,63030,908.18万,1.66%,30.18%,流通A股,7,2019-09-30
002711,63031,500.57万,0.47%,无质押,流通A股,10,2019-09-30
002711,63032,2109.00万,2.00%,无质押,流通A股,3,2019-09-30
002711,63033,1506.69万,1.43%,无质押,流通A股,5,2019-09-30
002711,63034,507.26万,0.48%,无质押,流通A股,9,2019-09-30
002712,37682,1.68亿,28.86%,100.00%,"受限流通股,流通A股",1,2019-10-14
002713,25682,761.15万,1.81%,无质押,"受限流通股,流通A股",4,2019-09-30
002713,33035,761.15万,1.81%,无质押,"受限流通股,流通A股",5,2019-09-30
002713,30328,576.00万,1.37%,无质押,"受限流通股,流通A股",8,2019-09-30
002714,5093,8.83亿,40.85%,26.16%,"流通A股,受限流通股",1,2019-09-30
002714,5566,2707.78万,1.25%,无质押,"流通A股,受限流通股",7,2019-09-30
002714,63035,2276.66万,1.05%,100.00%,流通A股,8,2019-09-30
002715,63036,106.41万,1.16%,99.84%,流通A股,10,2019-09-30
002715,63037,668.30万,7.26%,81.37%,"受限流通股,流通A股",3,2019-09-30
002715,63038,357.74万,3.89%,48.42%,流通A股,4,2019-09-30
002715,63039,291.91万,3.17%,100.00%,流通A股,5,2019-09-30
002715,63040,211.14万,2.30%,100.00%,流通A股,6,2019-09-30
002715,63041,160.00万,1.74%,无质押,流通A股,7,2019-09-30
002715,63042,153.30万,1.67%,99.87%,流通A股,8,2019-09-30
002715,63043,110.00万,1.20%,无质押,流通A股,9,2019-09-30
002716,44601,3.14亿,32.74%,97.74%,"受限流通股,流通A股",1,2019-09-30
002716,52674,1179.37万,1.23%,99.94%,"受限流通股,流通A股",3,2019-09-30
002716,25239,1003.05万,1.04%,97.73%,"受限流通股,流通A股",4,2019-09-30
002716,1510,521.79万,0.54%,99.98%,受限流通股,6,2019-09-30
002716,63044,515.93万,0.54%,无质押,流通A股,7,2019-09-30
002716,63045,512.45万,0.53%,无质押,流通A股,8,2019-09-30
002716,63046,352.00万,0.37%,无质押,流通A股,9,2019-09-30
002717,7857,5.43亿,35.34%,69.24%,"受限流通股,流通A股",1,2019-09-30
002717,63047,1374.18万,0.89%,无质押,流通A股,10,2019-09-30
002717,63048,4352.28万,2.83%,无质押,流通A股,3,2019-09-30
002717,63049,1481.89万,0.96%,无质押,流通A股,9,2019-09-30
002718,28191,4709.67万,35.83%,无质押,"受限流通股,流通A股",1,2019-09-30
002718,63050,34.37万,0.26%,无质押,流通A股,10,2019-09-30
002718,2489,3906.56万,29.72%,42.30%,"受限流通股,流通A股",2,2019-09-30
002718,63051,206.00万,1.57%,无质押,流通A股,4,2019-09-30
002718,63052,104.00万,0.79%,无质押,流通A股,5,2019-09-30
002718,63053,63.81万,0.49%,无质押,流通A股,6,2019-09-30
002718,63054,56.36万,0.43%,无质押,流通A股,7,2019-09-30
002718,63055,52.72万,0.40%,无质押,流通A股,8,2019-09-30
002719,63056,96.02万,0.55%,无质押,流通A股,10,2019-09-30
002719,13013,1122.38万,6.45%,99.79%,"受限流通股,流通A股",2,2019-09-30
002721,63057,1.04亿,12.42%,-,"流通A股,受限流通股",2,2019-10-30
002721,63058,4175.86万,5.00%,-,"受限流通股,流通A股",3,2019-10-30
002722,63059,50.74万,0.29%,无质押,流通A股,10,2019-09-30
002722,63060,1060.14万,6.04%,无质押,流通A股,3,2019-09-30
002722,588,427.88万,2.44%,无质押,"受限流通股,流通A股",5,2019-09-30
002722,63061,352.47万,2.01%,无质押,流通A股,6,2019-09-30
002723,63062,1405.84万,7.37%,无质押,流通A股,2,2019-09-30
002723,7847,1200.00万,6.29%,无质押,"受限流通股,流通A股",3,2019-09-30
002723,63063,1136.43万,5.96%,无质押,流通A股,4,2019-09-30
002723,63064,1136.43万,5.96%,无质押,流通A股,6,2019-09-30
002723,63065,679.00万,3.56%,无质押,流通A股,7,2019-09-30
002724,47020,5.07亿,70.42%,无质押,"受限流通股,流通A股",1,2019-09-30
002724,32424,144.00万,0.20%,75.00%,"受限流通股,流通A股",10,2019-09-30
002724,63066,2050.49万,2.85%,无质押,流通A股,3,2019-09-30
002724,32666,256.50万,0.36%,无质押,受限流通股,6,2019-09-30
002724,63067,239.74万,0.33%,无质押,流通A股,7,2019-09-30
002724,34066,202.91万,0.28%,无质押,"受限流通股,流通A股",8,2019-09-30
002724,18622,144.00万,0.20%,无质押,"受限流通股,流通A股",9,2019-09-30
002725,52168,3151.88万,12.31%,35.53%,"受限流通股,流通A股",1,2019-09-30
002725,9543,2432.00万,9.50%,无质押,"受限流通股,流通A股",2,2019-09-30
002725,63068,2432.00万,9.50%,15.42%,流通A股,3,2019-09-30
002725,63069,1932.03万,7.55%,无质押,流通A股,4,2019-09-30
002725,63070,1932.01万,7.55%,无质押,"受限流通股,流通A股",5,2019-09-30
002725,14936,1216.00万,4.75%,无质押,"受限流通股,流通A股",6,2019-09-30
002725,7005,1216.00万,4.75%,无质押,"受限流通股,流通A股",7,2019-09-30
002727,47283,1.81亿,31.87%,42.17%,"受限流通股,流通A股",1,2019-09-30
002727,18199,9396.41万,16.55%,41.61%,"受限流通股,流通A股",2,2019-09-30
002727,63071,1500.25万,2.64%,21.80%,"受限流通股,流通A股",5,2019-09-30
002727,63072,1193.37万,2.10%,无质押,流通A股,6,2019-09-30
002728,19786,6210.00万,30.91%,60.39%,"受限流通股,流通A股",1,2019-10-15
002728,7046,2070.00万,10.30%,95.17%,"受限流通股,流通A股",2,2019-10-15
002728,45606,1863.00万,9.27%,62.92%,"受限流通股,流通A股",3,2019-10-15
002729,63073,29.45万,0.44%,无质押,流通A股,10,2019-09-30
002729,63074,50.85万,0.76%,无质押,流通A股,5,2019-09-30
002729,63075,45.37万,0.68%,无质押,流通A股,6,2019-09-30
002729,63076,43.26万,0.65%,无质押,流通A股,7,2019-09-30
002729,63077,40.10万,0.60%,无质押,流通A股,8,2019-09-30
002730,63078,180.78万,0.56%,无质押,流通A股,10,2019-09-30
002730,4845,1815.00万,5.62%,无质押,"受限流通股,流通A股",2,2019-09-30
002730,63079,1540.00万,4.77%,无质押,受限流通股,3,2019-09-30
002730,63080,825.00万,2.56%,无质押,流通A股,4,2019-09-30
002730,16636,325.00万,1.01%,无质押,"受限流通股,流通A股",5,2019-09-30
002730,63081,232.51万,0.72%,无质押,流通A股,6,2019-09-30
002730,63082,206.25万,0.64%,无质押,受限流通股,7,2019-09-30
002730,63083,206.25万,0.64%,无质押,受限流通股,8,2019-09-30
002730,63084,187.25万,0.58%,无质押,流通A股,9,2019-09-30
002731,41577,1645.60万,6.42%,无质押,"受限流通股,流通A股",2,2019-10-25
002731,63085,1527.95万,5.96%,无质押,"受限流通股,流通A股",3,2019-10-25
002732,63086,73.08万,0.46%,无质押,流通A股,10,2019-09-30
002732,63087,255.24万,1.62%,无质押,流通A股,4,2019-09-30
002732,63088,83.12万,0.53%,无质押,流通A股,7,2019-09-30
002732,63089,78.53万,0.50%,无质押,流通A股,9,2019-09-30
002733,2524,2434.62万,6.95%,无质押,"受限流通股,流通A股",2,2019-12-12
002734,32519,5671.85万,19.97%,42.49%,流通A股,1,2019-09-30
002734,63090,380.00万,1.34%,无质押,流通A股,10,2019-09-30
002734,32786,3441.36万,12.12%,59.57%,"受限流通股,流通A股",2,2019-09-30
002734,15131,624.29万,2.20%,无质押,"受限流通股,流通A股",6,2019-09-30
002734,63091,571.29万,2.01%,27.31%,流通A股,7,2019-09-30
002734,63092,523.91万,1.85%,28.06%,流通A股,9,2019-09-30
002735,156,5473.24万,38.35%,54.59%,"受限流通股,流通A股",1,2019-10-29
002735,33270,925.64万,6.49%,无质押,"受限流通股,流通A股",3,2019-10-29
002735,63093,816.00万,5.72%,无质押,流通A股,4,2019-10-29
002735,63094,718.62万,5.04%,无质押,流通A股,5,2019-10-29
002737,63095,6648.30万,11.38%,-,"受限流通股,流通A股",2,2019-10-29
002737,63096,564.03万,0.97%,-,流通A股,7,2019-10-29
002738,63097,315.66万,1.14%,无质押,受限流通股,10,2019-09-30
002738,48431,2614.77万,9.41%,无质押,受限流通股,2,2019-09-30
002738,63098,1305.42万,4.70%,无质押,受限流通股,3,2019-09-30
002738,63099,768.42万,2.76%,无质押,"受限流通股,流通A股",5,2019-09-30
002738,49732,745.20万,2.68%,22.68%,"受限流通股,流通A股",7,2019-09-30
002739,63100,3489.47万,1.68%,100.00%,流通A股,6,2019-09-30
002740,28412,6485.40万,14.28%,95.38%,"受限流通股,流通A股",1,2019-09-30
002740,63101,804.96万,1.77%,无质押,流通A股,10,2019-09-30
002740,17371,3806.65万,8.38%,87.74%,受限流通股,2,2019-09-30
002740,29181,2701.79万,5.95%,86.98%,受限流通股,3,2019-09-30
002740,25101,2655.54万,5.85%,99.75%,"受限流通股,流通A股",4,2019-09-30
002740,63102,2385.80万,5.25%,99.97%,受限流通股,5,2019-09-30
002740,63103,962.31万,2.12%,100.00%,受限流通股,8,2019-09-30
002741,63104,1.29亿,34.52%,50.32%,"受限流通股,流通A股",1,2019-09-30
002741,63105,111.99万,0.30%,无质押,流通A股,10,2019-09-30
002741,28307,2491.29万,6.66%,48.17%,"受限流通股,流通A股",2,2019-09-30
002741,8829,2491.29万,6.66%,64.63%,"受限流通股,流通A股",3,2019-09-30
002741,44849,2349.00万,6.28%,73.99%,"受限流通股,流通A股",4,2019-09-30
002741,63106,211.99万,0.57%,无质押,流通A股,8,2019-09-30
002741,63107,139.89万,0.37%,无质押,流通A股,9,2019-09-30
002742,63108,2.13亿,49.37%,97.24%,"受限流通股,流通A股",1,2019-09-30
002742,63109,97.50万,0.23%,无质押,流通A股,10,2019-09-30
002742,63110,3122.38万,7.23%,100.00%,流通A股,2,2019-09-30
002742,41659,2970.00万,6.88%,100.00%,流通A股,3,2019-09-30
002742,63111,270.00万,0.63%,无质押,流通A股,4,2019-09-30
002742,63112,270.00万,0.63%,无质押,流通A股,5,2019-09-30
002742,63113,265.63万,0.61%,无质押,流通A股,6,2019-09-30
002742,63114,109.13万,0.25%,无质押,流通A股,8,2019-09-30
002742,63115,101.43万,0.23%,无质押,流通A股,9,2019-09-30
002743,63116,107.72万,0.32%,无质押,流通A股,10,2019-09-30
002743,63117,310.45万,0.92%,无质押,流通A股,5,2019-09-30
002743,63118,115.00万,0.34%,无质押,流通A股,9,2019-09-30
002745,8279,7.15亿,56.02%,61.69%,"受限流通股,流通A股",1,2019-09-30
002745,42296,219.60万,0.17%,65.35%,"受限流通股,流通A股",10,2019-09-30
002745,63119,219.60万,0.17%,无质押,"受限流通股,流通A股",11,2019-09-30
002745,63120,219.60万,0.17%,无质押,流通A股,12,2019-09-30
002745,21134,219.60万,0.17%,无质押,"受限流通股,流通A股",13,2019-09-30
002745,19322,219.60万,0.17%,无质押,"受限流通股,流通A股",14,2019-09-30
002745,63121,1636.01万,1.28%,无质押,流通A股,4,2019-09-30
002746,23767,1.34亿,28.92%,16.78%,"受限流通股,流通A股",1,2019-09-30
002746,63122,177.00万,0.38%,无质押,流通A股,10,2019-09-30
002746,63123,1.22亿,26.40%,29.38%,流通A股,2,2019-09-30
002746,63124,510.00万,1.10%,无质押,流通A股,3,2019-09-30
002746,63125,191.57万,0.41%,无质押,流通A股,8,2019-09-30
002747,63126,224.66万,0.27%,无质押,流通A股,10,2019-09-30
002747,32867,1.35亿,16.17%,17.39%,"受限流通股,流通A股",2,2019-09-30
002747,63127,1016.93万,1.22%,无质押,流通A股,6,2019-09-30
002747,63128,388.55万,0.47%,无质押,流通A股,8,2019-09-30
002747,63129,376.73万,0.45%,无质押,流通A股,9,2019-09-30
002749,39976,1.39亿,37.36%,-,"受限流通股,流通A股",1,2019-09-30
002749,63130,593.84万,1.59%,-,"受限流通股,流通A股",10,2019-09-30
002749,21398,3531.81万,9.48%,-,"受限流通股,流通A股",2,2019-09-30
002749,63131,1208.60万,3.25%,-,流通A股,3,2019-09-30
002749,63132,1208.60万,3.25%,-,流通A股,4,2019-09-30
002749,63133,1207.92万,3.24%,-,流通A股,5,2019-09-30
002749,63134,596.93万,1.60%,-,流通A股,8,2019-09-30
002749,63135,596.93万,1.60%,-,流通A股,9,2019-09-30
002751,18281,4304.59万,27.84%,100.00%,"受限流通股,流通A股",1,2019-11-28
002751,63136,943.90万,6.11%,94.86%,"受限流通股,流通A股",2,2019-11-28
002753,4272,9703.13万,25.84%,79.63%,"受限流通股,流通A股",1,2019-11-01
002753,63137,506.25万,1.35%,无质押,流通A股,10,2019-11-01
002753,63138,506.25万,1.35%,无质押,流通A股,11,2019-11-01
002753,63139,506.25万,1.35%,无质押,流通A股,12,2019-11-01
