股票代码,pid,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
300539,65216,67.74万,0.31%,无质押,流通A股,8,2019-09-30
300539,65217,65.60万,0.30%,无质押,流通A股,9,2019-09-30
300540,6886,1607.71万,12.89%,无质押,"受限流通股,流通A股",1,2019-09-30
300540,36163,361.74万,2.90%,无质押,"受限流通股,流通A股",10,2019-09-30
300540,31996,482.32万,3.87%,无质押,"受限流通股,流通A股",5,2019-09-30
300540,51652,482.32万,3.87%,42.00%,"受限流通股,流通A股",6,2019-09-30
300540,2392,482.32万,3.87%,无质押,"受限流通股,流通A股",7,2019-09-30
300540,31405,401.94万,3.22%,无质押,"受限流通股,流通A股",8,2019-09-30
300540,19312,361.74万,2.90%,无质押,"受限流通股,流通A股",9,2019-09-30
300541,50072,1203.35万,6.64%,29.09%,"受限流通股,流通A股",1,2019-09-30
300541,65218,468.48万,2.59%,无质押,流通A股,10,2019-09-30
300541,41074,1087.18万,6.00%,36.79%,"受限流通股,流通A股",2,2019-09-30
300541,7804,933.23万,5.15%,21.39%,"受限流通股,流通A股",4,2019-09-30
300541,65219,876.03万,4.84%,44.38%,流通A股,5,2019-09-30
300541,65220,873.03万,4.82%,54.81%,流通A股,6,2019-09-30
300541,19044,510.47万,2.82%,46.86%,"受限流通股,流通A股",7,2019-09-30
300541,36533,480.13万,2.65%,无质押,"受限流通股,流通A股",8,2019-09-30
300542,20540,3353.25万,14.47%,22.35%,"受限流通股,流通A股",1,2019-09-30
300542,47785,57.38万,0.25%,无质押,"受限流通股,流通A股",10,2019-09-30
300542,10615,3021.75万,13.04%,无质押,"受限流通股,流通A股",2,2019-09-30
300542,65221,2741.25万,11.83%,无质押,流通A股,3,2019-09-30
300542,65222,2741.25万,11.83%,无质押,流通A股,4,2019-09-30
300542,36776,2626.50万,11.33%,32.26%,"受限流通股,流通A股",5,2019-09-30
300542,65223,255.00万,1.10%,无质押,流通A股,6,2019-09-30
300542,65224,167.92万,0.72%,无质押,流通A股,8,2019-09-30
300542,49103,63.11万,0.27%,无质押,受限流通股,9,2019-09-30
300543,44476,2709.00万,22.58%,22.81%,"受限流通股,流通A股",1,2019-09-30
300543,24152,232.20万,1.94%,无质押,"受限流通股,流通A股",10,2019-09-30
300543,65225,580.50万,4.84%,无质押,流通A股,3,2019-09-30
300543,35444,541.80万,4.52%,无质押,"受限流通股,流通A股",4,2019-09-30
300543,65226,541.80万,4.52%,无质押,流通A股,5,2019-09-30
300543,65227,541.80万,4.52%,无质押,流通A股,6,2019-09-30
300543,65228,541.80万,4.52%,无质押,流通A股,7,2019-09-30
300543,65229,281.91万,2.35%,无质押,流通A股,8,2019-09-30
300543,65230,232.20万,1.94%,无质押,受限流通股,9,2019-09-30
300545,5387,9231.40万,64.07%,37.91%,"受限流通股,流通A股",1,2019-09-30
300545,65231,30.83万,0.21%,无质押,流通A股,10,2019-09-30
300545,46017,150.00万,1.04%,无质押,受限流通股,2,2019-09-30
300545,65232,149.67万,1.04%,无质押,流通A股,3,2019-09-30
300545,38212,90.00万,0.62%,无质押,受限流通股,4,2019-09-30
300545,65233,75.20万,0.52%,无质押,流通A股,5,2019-09-30
300545,65234,43.00万,0.30%,无质押,流通A股,6,2019-09-30
300545,65235,37.14万,0.26%,无质押,流通A股,7,2019-09-30
300545,65236,35.78万,0.25%,无质押,流通A股,8,2019-09-30
300546,1226,5306.34万,38.83%,39.58%,"受限流通股,流通A股",1,2019-12-10
300546,52447,780.03万,5.71%,无质押,"受限流通股,流通A股",2,2019-12-10
300547,3629,3597.91万,16.59%,-,"受限流通股,流通A股",1,2019-11-25
300547,8141,1696.63万,7.82%,-,"受限流通股,流通A股",2,2019-11-25
300547,65237,1231.20万,5.68%,-,"受限流通股,流通A股",3,2019-11-25
300548,40896,743.00万,8.91%,-,"受限流通股,流通A股",4,2019-12-12
300549,42517,4503.00万,33.77%,-,"受限流通股,流通A股",1,2019-09-30
300549,65238,52.04万,0.39%,-,流通A股,8,2019-09-30
300550,1972,84.00万,0.72%,无质押,"受限流通股,流通A股",8,2019-09-30
300550,49403,84.00万,0.72%,无质押,"受限流通股,流通A股",9,2019-09-30
300551,47236,4283.25万,38.03%,92.30%,受限流通股,1,2019-09-30
300551,65239,344.29万,3.06%,无质押,流通A股,2,2019-09-30
300551,65240,227.04万,2.02%,无质押,流通A股,4,2019-09-30
300551,65241,175.75万,1.56%,92.60%,受限流通股,5,2019-09-30
300551,65242,145.21万,1.29%,无质押,流通A股,6,2019-09-30
300551,65243,141.72万,1.26%,无质押,流通A股,7,2019-09-30
300551,65244,140.97万,1.25%,无质押,流通A股,8,2019-09-30
300551,65245,102.62万,0.91%,无质押,流通A股,9,2019-09-30
300552,17224,5617.07万,51.09%,-,"受限流通股,流通A股",1,2019-11-12
300552,42721,587.88万,5.35%,-,"受限流通股,流通A股",2,2019-11-12
300553,13404,681.91万,14.21%,无质押,受限流通股,1,2019-09-30
300553,65246,52.94万,1.10%,无质押,流通A股,10,2019-09-30
300553,48485,555.88万,11.58%,70.16%,受限流通股,2,2019-09-30
300553,11676,450.00万,9.38%,无质押,受限流通股,4,2019-09-30
300553,9664,423.53万,8.82%,无质押,受限流通股,5,2019-09-30
300553,29681,211.76万,4.41%,无质押,受限流通股,6,2019-09-30
300553,7371,211.76万,4.41%,无质押,受限流通股,7,2019-09-30
300553,29525,73.82万,1.54%,无质押,"受限流通股,流通A股",9,2019-09-30
300554,19242,3720.64万,39.75%,-,受限流通股,1,2019-09-30
300554,65247,40.00万,0.43%,-,流通A股,10,2019-09-30
300554,29486,1307.25万,13.97%,-,"受限流通股,流通A股",2,2019-09-30
300554,65248,60.00万,0.64%,-,流通A股,6,2019-09-30
300554,65249,52.98万,0.57%,-,流通A股,7,2019-09-30
300555,65250,303.77万,1.52%,无质押,流通A股,10,2019-09-30
300555,27476,1673.41万,8.37%,62.15%,受限流通股,2,2019-09-30
300555,65251,1346.15万,6.73%,77.55%,受限流通股,4,2019-09-30
300555,65252,1255.06万,6.28%,47.65%,受限流通股,5,2019-09-30
300555,11158,1045.88万,5.23%,53.16%,受限流通股,6,2019-09-30
300555,65253,836.71万,4.18%,36.81%,受限流通股,7,2019-09-30
300555,39332,432.31万,2.16%,29.15%,"受限流通股,流通A股",8,2019-09-30
300555,36401,326.98万,1.63%,无质押,"受限流通股,流通A股",9,2019-09-30
300556,45037,3340.98万,29.01%,56.27%,受限流通股,1,2019-09-30
300556,39548,371.67万,3.23%,24.80%,"受限流通股,流通A股",3,2019-09-30
300556,65254,337.71万,2.93%,无质押,流通A股,4,2019-09-30
300556,65255,282.35万,2.45%,无质押,流通A股,5,2019-09-30
300556,65256,265.95万,2.31%,无质押,流通A股,6,2019-09-30
300556,65257,234.05万,2.03%,无质押,流通A股,7,2019-09-30
300556,65258,88.86万,0.77%,无质押,流通A股,9,2019-09-30
300557,44623,38.00万,0.68%,-,"受限流通股,流通A股",10,2019-09-30
300557,65259,83.00万,1.49%,-,流通A股,6,2019-09-30
300557,65260,59.29万,1.07%,-,流通A股,8,2019-09-30
300559,41010,8832.39万,33.15%,64.59%,受限流通股,1,2019-10-31
300559,65261,3469.87万,13.02%,44.74%,受限流通股,2,2019-10-31
300559,65262,2725.40万,10.23%,31.16%,流通A股,3,2019-10-31
300560,25581,1.01亿,53.51%,36.19%,受限流通股,1,2019-09-30
300560,65263,96.21万,0.51%,无质押,流通A股,10,2019-09-30
300560,65264,147.05万,0.78%,无质押,流通A股,8,2019-09-30
300560,65265,103.06万,0.54%,无质押,流通A股,9,2019-09-30
300561,20723,9641.76万,38.00%,-,受限流通股,1,2019-09-30
300561,65266,34.16万,0.13%,-,"受限流通股,流通A股",10,2019-09-30
300561,21370,6083.07万,23.97%,-,"受限流通股,流通A股",2,2019-09-30
300561,65267,101.93万,0.40%,-,流通A股,4,2019-09-30
300561,65268,96.22万,0.38%,-,流通A股,5,2019-09-30
300561,65269,73.00万,0.29%,-,流通A股,6,2019-09-30
300561,65270,51.96万,0.20%,-,流通A股,7,2019-09-30
300561,65271,51.01万,0.20%,-,流通A股,8,2019-09-30
300561,65272,36.00万,0.14%,-,流通A股,9,2019-09-30
300562,20338,8590.85万,45.26%,60.40%,受限流通股,1,2019-09-30
300562,65273,104.00万,0.55%,无质押,流通A股,10,2019-09-30
300562,4077,1280.83万,6.75%,72.61%,"受限流通股,流通A股",2,2019-09-30
300562,65274,430.50万,2.27%,无质押,流通A股,6,2019-09-30
300562,65275,271.65万,1.43%,无质押,流通A股,7,2019-09-30
300562,65276,222.24万,1.17%,无质押,流通A股,8,2019-09-30
300562,65277,201.78万,1.06%,无质押,流通A股,9,2019-09-30
300563,42215,1915.40万,23.94%,28.19%,流通A股,1,2019-12-13
300563,22224,1574.00万,19.68%,无质押,流通A股,2,2019-12-13
300563,65278,547.63万,6.85%,无质押,流通A股,3,2019-12-13
300563,65279,518.00万,6.48%,无质押,受限流通股,4,2019-12-13
300565,22376,2940.30万,14.14%,33.25%,受限流通股,1,2019-09-30
300565,45115,2627.74万,12.63%,40.05%,受限流通股,2,2019-09-30
300565,3121,1967.91万,9.46%,55.37%,受限流通股,4,2019-09-30
300565,65280,1157.60万,5.57%,82.70%,受限流通股,5,2019-09-30
300565,65281,983.95万,4.73%,40.46%,受限流通股,6,2019-09-30
300565,65282,821.90万,3.95%,61.82%,受限流通股,7,2019-09-30
300565,65283,659.83万,3.17%,74.71%,受限流通股,8,2019-09-30
300566,36848,3121.82万,20.11%,-,流通A股,1,2019-12-06
300566,7940,1118.16万,7.20%,-,"受限流通股,流通A股",3,2019-12-06
300566,45799,1051.59万,6.78%,-,"受限流通股,流通A股",4,2019-12-06
300567,23472,7171.20万,29.22%,48.46%,受限流通股,1,2019-12-04
300567,52655,2771.43万,11.29%,无质押,"受限流通股,流通A股",2,2019-12-04
300568,786,5096.64万,22.12%,56.09%,"受限流通股,流通A股",1,2019-09-30
300568,31692,1006.16万,4.37%,29.82%,受限流通股,2,2019-09-30
300569,41784,6750.00万,30.00%,54.29%,受限流通股,1,2019-09-30
300569,65284,211.17万,0.94%,无质押,流通A股,10,2019-09-30
300569,12248,3375.00万,15.00%,33.78%,"受限流通股,流通A股",2,2019-09-30
300569,36944,506.25万,2.25%,无质押,受限流通股,4,2019-09-30
300569,65285,437.08万,1.94%,无质押,流通A股,5,2019-09-30
300569,65286,293.60万,1.30%,无质押,流通A股,7,2019-09-30
300570,65287,420.55万,1.83%,无质押,受限流通股,10,2019-09-30
300570,50650,2031.48万,8.83%,无质押,受限流通股,3,2019-09-30
300570,15921,1079.89万,4.70%,无质押,受限流通股,4,2019-09-30
300570,29772,930.20万,4.04%,无质押,受限流通股,5,2019-09-30
300570,65288,636.81万,2.77%,无质押,流通A股,6,2019-09-30
300570,65289,613.01万,2.67%,无质押,受限流通股,7,2019-09-30
300570,65290,427.68万,1.86%,无质押,受限流通股,8,2019-09-30
300570,4352,420.55万,1.83%,无质押,受限流通股,9,2019-09-30
300571,5152,3180.60万,25.53%,58.79%,受限流通股,1,2019-11-20
300571,65291,570.25万,4.58%,无质押,流通A股,3,2019-11-20
300571,65292,377.60万,3.03%,无质押,流通A股,5,2019-11-20
300571,65293,189.01万,1.52%,99.99%,流通A股,8,2019-11-20
300572,29076,5399.65万,27.88%,19.73%,受限流通股,1,2019-09-30
300572,65294,322.02万,1.66%,无质押,"受限流通股,流通A股",6,2019-09-30
300572,65295,239.90万,1.24%,无质押,流通A股,9,2019-09-30
300573,14496,2548.40万,30.92%,-,"受限流通股,流通A股",1,2019-10-21
300575,53278,3973.66万,30.10%,31.17%,受限流通股,1,2019-11-14
300575,30304,1700.68万,12.88%,无质押,流通A股,2,2019-11-14
300575,49795,792.00万,6.00%,无质押,受限流通股,3,2019-11-14
300576,3140,1631.88万,13.60%,68.26%,受限流通股,1,2019-09-30
300576,17457,1549.97万,12.92%,无质押,受限流通股,2,2019-09-30
300576,23421,1549.97万,12.92%,无质押,受限流通股,3,2019-09-30
300576,16147,1549.97万,12.92%,无质押,受限流通股,4,2019-09-30
300576,51235,1287.14万,10.73%,无质押,受限流通股,5,2019-09-30
300576,47573,450.00万,3.75%,无质押,"受限流通股,流通A股",6,2019-09-30
300576,65296,212.01万,1.77%,无质押,流通A股,7,2019-09-30
300577,33969,1.34亿,61.43%,21.67%,受限流通股,1,2019-09-30
300577,22026,810.00万,3.72%,61.73%,受限流通股,2,2019-09-30
300577,5051,324.00万,1.49%,10.00%,受限流通股,8,2019-09-30
300577,65297,279.30万,1.28%,无质押,"受限流通股,流通A股",9,2019-09-30
300578,65298,3850.09万,22.21%,99.98%,受限流通股,1,2019-11-06
300578,65299,188.21万,1.09%,无质押,流通A股,10,2019-11-06
300578,65300,1216.61万,7.02%,无质押,受限流通股,3,2019-11-06
300578,37126,650.03万,3.75%,无质押,受限流通股,4,2019-11-06
300578,10644,515.01万,2.97%,无质押,受限流通股,5,2019-11-06
300578,65301,402.08万,2.32%,无质押,"受限流通股,流通A股",6,2019-11-06
300578,65302,306.00万,1.77%,无质押,流通A股,7,2019-11-06
300578,65303,223.92万,1.29%,无质押,受限流通股,9,2019-11-06
300579,28484,495.50万,2.75%,无质押,"受限流通股,流通A股",4,2019-09-30
300579,40995,123.89万,0.69%,84.75%,"受限流通股,流通A股",8,2019-09-30
300580,44642,1163.25万,5.82%,无质押,受限流通股,2,2019-09-30
300580,47433,634.50万,3.17%,无质押,受限流通股,3,2019-09-30
300580,65304,317.25万,1.59%,无质押,受限流通股,5,2019-09-30
300580,65305,127.02万,0.64%,无质押,流通A股,7,2019-09-30
300580,51265,82.15万,0.41%,50.94%,"受限流通股,流通A股",8,2019-09-30
300580,65306,38.00万,0.19%,无质押,流通A股,9,2019-09-30
300581,65307,40.82万,0.24%,无质押,流通A股,10,2019-09-30
300581,65308,737.74万,4.30%,无质押,流通A股,3,2019-09-30
300581,65309,60.02万,0.35%,无质押,流通A股,5,2019-09-30
300581,65310,46.72万,0.27%,无质押,流通A股,7,2019-09-30
300581,65311,41.80万,0.24%,无质押,流通A股,8,2019-09-30
300581,65312,41.23万,0.24%,无质押,流通A股,9,2019-09-30
300582,49594,217.79万,1.10%,91.83%,"受限流通股,流通A股",10,2019-09-30
300582,65313,268.69万,1.36%,无质押,流通A股,7,2019-09-30
300583,65314,79.64万,0.74%,无质押,流通A股,10,2019-09-30
300583,65315,2444.80万,22.65%,无质押,受限流通股,2,2019-09-30
300583,36913,296.00万,2.74%,无质押,受限流通股,3,2019-09-30
300583,65316,240.00万,2.22%,无质押,受限流通股,4,2019-09-30
300583,65317,185.00万,1.71%,无质押,流通A股,5,2019-09-30
300583,65318,98.82万,0.92%,无质押,流通A股,6,2019-09-30
300583,16465,98.10万,0.91%,无质押,"受限流通股,流通A股",7,2019-09-30
300583,7135,86.00万,0.80%,无质押,"受限流通股,流通A股",8,2019-09-30
300583,16794,80.50万,0.75%,44.72%,"受限流通股,流通A股",9,2019-09-30
300584,43245,5049.13万,42.08%,37.98%,"受限流通股,流通A股",1,2019-09-30
300584,19307,1197.39万,9.98%,无质押,受限流通股,2,2019-09-30
300584,34141,798.26万,6.65%,68.90%,"受限流通股,流通A股",3,2019-09-30
300584,32752,399.13万,3.33%,69.90%,"受限流通股,流通A股",4,2019-09-30
300584,65319,179.08万,1.49%,无质押,流通A股,6,2019-09-30
300584,65320,149.10万,1.24%,无质押,流通A股,8,2019-09-30
300585,65321,5815.20万,36.35%,52.34%,受限流通股,1,2019-09-30
300585,65322,116.00万,0.73%,无质押,流通A股,10,2019-09-30
300585,65323,1134.00万,7.09%,48.50%,受限流通股,2,2019-09-30
300585,65324,468.00万,2.93%,无质押,受限流通股,4,2019-09-30
300585,65325,341.34万,2.13%,11.72%,流通A股,6,2019-09-30
300585,65326,149.00万,0.93%,无质押,流通A股,8,2019-09-30
300585,65327,123.78万,0.77%,无质押,流通A股,9,2019-09-30
300586,28102,9370.00万,39.04%,66.96%,受限流通股,1,2019-09-30
300586,65328,135.00万,0.56%,无质押,流通A股,10,2019-09-30
300586,65329,2890.00万,12.04%,无质押,受限流通股,2,2019-09-30
300586,7686,2201.00万,9.17%,100.00%,受限流通股,3,2019-09-30
300586,65330,2178.75万,9.08%,56.74%,受限流通股,4,2019-09-30
300586,65331,505.75万,2.11%,无质押,受限流通股,5,2019-09-30
300586,65332,234.31万,0.98%,无质押,流通A股,6,2019-09-30
300586,65333,225.00万,0.94%,无质押,受限流通股,7,2019-09-30
300586,6781,187.50万,0.78%,无质押,"受限流通股,流通A股",8,2019-09-30
300586,65334,144.50万,0.60%,无质押,受限流通股,9,2019-09-30
300587,65335,3584.82万,19.73%,30.52%,受限流通股,1,2019-09-30
300587,41059,2688.68万,14.80%,63.23%,受限流通股,2,2019-09-30
300587,16662,1344.34万,7.40%,99.90%,受限流通股,3,2019-09-30
300587,65336,783.98万,4.31%,100.00%,受限流通股,4,2019-09-30
300587,65337,672.17万,3.70%,99.90%,受限流通股,5,2019-09-30
300587,32381,672.17万,3.70%,99.90%,受限流通股,6,2019-09-30
300587,65338,323.86万,1.78%,99.73%,受限流通股,8,2019-09-30
300587,65339,306.90万,1.69%,99.71%,受限流通股,9,2019-09-30
300588,31672,5388.00万,33.00%,无质押,受限流通股,1,2019-11-05
300588,7309,2100.00万,12.86%,76.15%,受限流通股,2,2019-11-05
300589,30974,5878.67万,28.99%,无质押,受限流通股,1,2019-09-30
300589,65340,22.16万,0.11%,无质押,流通A股,10,2019-09-30
300589,35392,3442.02万,16.97%,24.78%,受限流通股,2,2019-09-30
300589,22014,2378.34万,11.73%,无质押,"受限流通股,流通A股",3,2019-09-30
300589,36814,1289.81万,6.36%,无质押,受限流通股,4,2019-09-30
300589,33705,784.52万,3.87%,无质押,"受限流通股,流通A股",6,2019-09-30
300589,65341,34.11万,0.17%,无质押,流通A股,7,2019-09-30
300589,65342,24.24万,0.12%,无质押,流通A股,8,2019-09-30
300589,65343,22.30万,0.11%,无质押,流通A股,9,2019-09-30
300590,20585,6120.00万,37.90%,-,受限流通股,1,2019-12-05
300591,22188,9045.40万,28.99%,70.30%,受限流通股,1,2019-09-30
300591,65344,115.59万,0.37%,无质押,流通A股,10,2019-09-30
300591,5541,4743.70万,15.20%,93.43%,受限流通股,2,2019-09-30
300591,65345,3252.60万,10.43%,100.00%,受限流通股,3,2019-09-30
300591,9144,2718.30万,8.71%,无质押,受限流通股,4,2019-09-30
300591,65346,610.85万,1.96%,无质押,流通A股,5,2019-09-30
300591,65347,340.19万,1.09%,无质押,流通A股,6,2019-09-30
300591,65348,221.50万,0.71%,无质押,流通A股,7,2019-09-30
300591,65349,204.81万,0.66%,无质押,流通A股,8,2019-09-30
300591,65350,197.31万,0.63%,无质押,流通A股,9,2019-09-30
300592,49307,1592.79万,13.01%,71.73%,受限流通股,2,2019-11-07
300593,38530,3604.32万,21.82%,25.83%,"受限流通股,流通A股",1,2019-09-30
300593,65351,299.89万,1.82%,无质押,"受限流通股,流通A股",10,2019-09-30
300593,22089,973.58万,5.89%,69.89%,受限流通股,2,2019-09-30
300593,3745,784.00万,4.75%,无质押,受限流通股,3,2019-09-30
300593,65352,576.39万,3.49%,无质押,流通A股,4,2019-09-30
300594,65353,200.00万,2.25%,无质押,受限流通股,8,2019-09-30
300595,43408,1.50亿,37.22%,-,受限流通股,1,2019-11-15
300596,65354,500.21万,2.44%,无质押,受限流通股,10,2019-09-30
300596,65355,750.31万,3.66%,无质押,受限流通股,6,2019-09-30
300596,65356,626.69万,3.06%,无质押,"受限流通股,流通A股",7,2019-09-30
300596,65357,625.26万,3.05%,无质押,受限流通股,8,2019-09-30
300597,6101,393.75万,1.64%,无质押,受限流通股,10,2019-09-30
300597,26072,393.75万,1.64%,无质押,受限流通股,11,2019-09-30
300597,51798,771.43万,3.21%,40.19%,受限流通股,2,2019-09-30
300597,5657,685.71万,2.86%,无质押,受限流通股,3,2019-09-30
300597,65358,482.14万,2.01%,无质押,受限流通股,5,2019-09-30
300597,65359,482.14万,2.01%,无质押,受限流通股,6,2019-09-30
300597,65360,482.14万,2.01%,无质押,受限流通股,7,2019-09-30
300597,65361,393.75万,1.64%,无质押,受限流通股,9,2019-09-30
300598,65362,35.27万,0.44%,无质押,流通A股,10,2019-09-30
300598,65363,38.00万,0.48%,无质押,流通A股,9,2019-09-30
300599,35238,9066.72万,29.82%,无质押,受限流通股,1,2019-09-30
300599,65364,61.89万,0.20%,无质押,流通A股,10,2019-09-30
300599,26581,5882.24万,19.35%,无质押,受限流通股,2,2019-09-30
300599,31149,5031.52万,16.55%,无质押,受限流通股,3,2019-09-30
300599,9176,163.00万,0.54%,无质押,"受限流通股,流通A股",5,2019-09-30
300599,1914,148.00万,0.49%,无质押,"受限流通股,流通A股",6,2019-09-30
300599,31335,145.00万,0.48%,无质押,"受限流通股,流通A股",7,2019-09-30
300599,35040,98.00万,0.32%,无质押,"受限流通股,流通A股",8,2019-09-30
300599,65365,90.00万,0.30%,99.99%,流通A股,9,2019-09-30
300600,47551,1.17亿,38.69%,17.88%,受限流通股,1,2019-09-30
300600,51980,100.80万,0.33%,无质押,"受限流通股,流通A股",10,2019-09-30
300600,65366,651.60万,2.15%,无质押,流通A股,5,2019-09-30
300600,65367,187.92万,0.62%,无质押,受限流通股,9,2019-09-30
300601,614,3.45亿,53.43%,6.81%,"受限流通股,流通A股",1,2019-09-30
300601,65368,388.40万,0.60%,无质押,流通A股,10,2019-09-30
300601,4576,1621.73万,2.51%,27.79%,"受限流通股,流通A股",2,2019-09-30
300601,65369,509.51万,0.79%,20.36%,流通A股,6,2019-09-30
300601,65370,506.48万,0.78%,39.78%,流通A股,7,2019-09-30
300602,9505,1.55亿,50.69%,5.80%,受限流通股,1,2019-09-30
300602,65371,3375.00万,11.02%,66.78%,受限流通股,2,2019-09-30
300602,54277,911.34万,2.98%,无质押,受限流通股,3,2019-09-30
300602,65372,646.18万,2.11%,无质押,流通A股,5,2019-09-30
300602,65373,585.46万,1.91%,无质押,流通A股,6,2019-09-30
300602,65374,288.75万,0.94%,无质押,流通A股,8,2019-09-30
300602,65375,224.00万,0.73%,无质押,流通A股,9,2019-09-30
300603,36865,6568.80万,23.87%,78.43%,受限流通股,1,2019-09-30
300603,49063,3042.95万,11.06%,19.55%,受限流通股,2,2019-09-30
300603,3871,1860.48万,6.76%,无质押,"受限流通股,流通A股",3,2019-09-30
300603,17805,1112.73万,4.04%,无质押,受限流通股,4,2019-09-30
300603,65376,954.92万,3.47%,无质押,受限流通股,5,2019-09-30
300603,65377,609.39万,2.21%,无质押,受限流通股,8,2019-09-30
300604,28570,7960.64万,25.33%,44.22%,受限流通股,1,2019-09-30
300604,21004,2009.11万,6.39%,26.95%,受限流通股,4,2019-09-30
300604,24640,1056.06万,3.36%,57.43%,受限流通股,5,2019-09-30
300604,47938,1005.22万,3.20%,53.87%,受限流通股,8,2019-09-30
300604,10724,703.79万,2.24%,51.30%,受限流通股,9,2019-09-30
300605,51735,5453.62万,32.99%,-,受限流通股,1,2019-10-11
300605,54095,2045.78万,12.38%,-,受限流通股,2,2019-10-11
300605,65378,908.94万,5.50%,-,受限流通股,3,2019-10-11
300606,65379,147.92万,1.66%,无质押,流通A股,10,2019-09-30
300606,19867,976.00万,10.94%,100.00%,受限流通股,2,2019-09-30
300606,19532,317.11万,3.56%,53.61%,受限流通股,3,2019-09-30
300606,65380,216.67万,2.43%,无质押,流通A股,6,2019-09-30
300606,65381,210.33万,2.36%,无质押,流通A股,7,2019-09-30
300606,44965,183.27万,2.05%,92.76%,"受限流通股,流通A股",8,2019-09-30
300606,65382,167.25万,1.88%,无质押,流通A股,9,2019-09-30
300607,409,5356.40万,36.21%,42.17%,"流通A股,受限流通股",1,2019-11-28
300607,52445,1044.04万,7.06%,无质押,"受限流通股,流通A股",2,2019-11-28
300607,20250,832.09万,5.62%,9.76%,流通A股,3,2019-11-28
300607,65383,254.51万,1.72%,无质押,流通A股,7,2019-11-28
300607,65384,176.00万,1.19%,无质押,流通A股,9,2019-11-28
300608,1191,4793.74万,30.41%,无质押,受限流通股,1,2019-10-28
300608,65385,795.25万,5.04%,无质押,流通A股,4,2019-10-28
300609,6128,3954.00万,39.20%,32.13%,受限流通股,1,2019-09-30
300609,109,371.25万,3.68%,无质押,"受限流通股,流通A股",4,2019-09-30
300609,1659,118.13万,1.17%,无质押,"受限流通股,流通A股",9,2019-09-30
300610,50542,3833.53万,25.44%,-,受限流通股,1,2019-09-30
300610,65386,918.02万,6.09%,-,受限流通股,2,2019-09-30
300610,53025,695.65万,4.62%,-,受限流通股,3,2019-09-30
300610,65387,396.24万,2.63%,-,受限流通股,5,2019-09-30
300610,23652,358.87万,2.38%,-,受限流通股,6,2019-09-30
300610,65388,356.69万,2.37%,-,受限流通股,7,2019-09-30
300610,65389,356.62万,2.37%,-,受限流通股,8,2019-09-30
300610,65390,264.15万,1.75%,-,受限流通股,9,2019-09-30
300611,9097,7623.04万,42.60%,无质押,受限流通股,1,2019-09-30
300611,65391,79.38万,0.44%,无质押,流通A股,10,2019-09-30
300611,65392,878.22万,4.91%,无质押,受限流通股,4,2019-09-30
300611,65393,738.14万,4.12%,38.88%,"受限流通股,流通A股",5,2019-09-30
300611,65394,104.85万,0.59%,无质押,受限流通股,8,2019-09-30
300611,65395,99.95万,0.56%,无质押,流通A股,9,2019-09-30
300612,65396,27.90万,0.17%,无质押,流通A股,10,2019-09-30
300612,65397,165.01万,1.02%,无质押,"受限流通股,流通A股",6,2019-09-30
300612,65398,45.29万,0.28%,无质押,流通A股,7,2019-09-30
300612,65399,42.82万,0.26%,无质押,流通A股,8,2019-09-30
300612,65400,35.84万,0.22%,无质押,流通A股,9,2019-09-30
300613,65401,598.80万,13.47%,无质押,受限流通股,3,2019-12-09
300613,13891,339.90万,7.65%,36.80%,受限流通股,4,2019-12-09
300615,1547,6239.38万,32.87%,32.54%,受限流通股,1,2019-09-30
300615,65402,25.96万,0.14%,无质押,流通A股,10,2019-09-30
300615,48575,4172.69万,21.98%,23.97%,受限流通股,2,2019-09-30
300615,27252,2855.74万,15.04%,59.82%,受限流通股,3,2019-09-30
300615,65403,135.00万,0.71%,无质押,流通A股,4,2019-09-30
300615,65404,78.98万,0.42%,无质押,受限流通股,5,2019-09-30
300615,2126,56.16万,0.30%,无质押,受限流通股,6,2019-09-30
300615,38261,41.18万,0.22%,无质押,受限流通股,7,2019-09-30
300615,65405,32.43万,0.17%,无质押,流通A股,8,2019-09-30
300615,65406,27.23万,0.14%,无质押,流通A股,9,2019-09-30
300616,44788,4665.99万,23.49%,15.43%,受限流通股,1,2019-09-30
300616,15211,1749.40万,8.81%,30.87%,受限流通股,4,2019-09-30
300616,30499,1732.02万,8.72%,36.14%,"受限流通股,流通A股",5,2019-09-30
300616,46003,874.65万,4.40%,30.87%,"受限流通股,流通A股",6,2019-09-30
300616,65407,874.65万,4.40%,53.16%,流通A股,7,2019-09-30
300617,30465,2850.00万,28.50%,69.44%,受限流通股,1,2019-09-30
300617,65408,27.31万,0.27%,无质押,流通A股,10,2019-09-30
300617,22204,2730.00万,27.30%,4.10%,受限流通股,2,2019-09-30
300617,12038,525.00万,5.25%,无质押,受限流通股,3,2019-09-30
300617,13583,300.00万,3.00%,无质押,"受限流通股,流通A股",4,2019-09-30
300617,65409,300.00万,3.00%,无质押,流通A股,5,2019-09-30
300617,65410,136.37万,1.36%,无质押,流通A股,7,2019-09-30
300617,65411,66.00万,0.66%,无质押,流通A股,8,2019-09-30
300617,65412,45.00万,0.45%,无质押,流通A股,9,2019-09-30
300618,39693,5899.00万,21.94%,-,受限流通股,1,2019-12-10
300618,17928,5023.24万,18.69%,-,受限流通股,2,2019-12-10
300619,44187,1374.38万,18.40%,59.74%,受限流通股,1,2019-09-30
