要点名称
电力装备行业领先企业
积极推动环保产业的发展
间接控股股东重大资产重组
重大资产购买
北方最大的水泥生产厂商
子公司向雄安新区供应水泥
完成五大城市群重点区域布局
商务项目品牌优势
安邦系举牌
上海地块
血浆规模
产品研发
主要业绩驱动因素
血液制品
产销规模
子公司加西贝拉压缩机
进入智能机器人制造行业
压缩机龙头企业
大股东变更
发展天然气增值及创新业务
燃气管道制造业
参股青岛昆仑能源
拟收购巨龙铜业100%股权(终止)
氯化钾的生产及贸易业务
签订重大合同
全资藏格钾肥
低浓度锂含量盐湖提锂
控股股东将变更为兖矿集团
房地产板块业务
多元化经营
贵金属采选业务
特种轮胎制造业务
医药制造板块
剥离主要铁矿石业务资产
推进公司综合改革
i5智能机床
控股股东股权变更
5D智能制造谷和智能工厂
产融结合等创新商业模式
控股股东与腾讯云战略合作
定增募资发力智能数控机床产业
推进再融资，加强投资并购
加快实施“互联网 医药流通”
营销网络布局稳居浙江龙头
经营品种优势
浙江医药流通企业龙头
“批零一体”和“药械一体”
拟发行优先股募资不超50亿补充运营资金
境内融资租赁业务
回购公司股份
飞机交易与采购
集装箱租赁业务
飞机租赁业务
控股股东增持
参股民生电商
保险经纪
典当业务
参股民生期货
典当和保险经纪
泛海系
智慧商业实现新突破
农产品交易市场业务
拓展企业发展新渠道
布局城市一卡通领域
肥西百大农产品国际物流园
通程典当
参股长沙银行
商业 酒店 综合投资
商业保理公司
通程电器
巩固国资控制权
定增募资不超22亿元
方大系入股
吉林艾卡粘胶
向碳纤维产业延伸
参与设立房地产投资基金
新兴产业布局
合作方香港威立雅
燃气产业
客运产业
小贷公司
房地产业
代德明举牌
三羟甲基丙烷及配套装置项目
2019年度经营计划
化肥产品、化工产品
阿胶龙头
毛驴屠宰及深加工项目
实施阿胶科技产业园二期项目
阿胶产品二次开发
鹿茸原料业务
打造毛驴全产业链集群
拓展海外市场
布局高端产品
设立徐州徐工产业发展基金
全系列工程装备解决方案服务提供商
军民融合
铜都矿业
铜铅银锌矿年选330万吨多金属共生矿石扩建
有色金属及贵金属采选与冶炼
控股股东的大力支持
矿产资源储备
定增购买雪银矿业99.89%股份
酒店业
湖南省旅游酒店支柱企业
处非盘存，减债降负
持续增值的酒店物业
牵头成立智慧交通产业投资联盟
粤国资整体上市
创投概念
公司发展战略
定增募资打造文化旅游项目
“大交通”助力区域旅游发展
入股农商银行
旅游服务行业
狠抓大庸古城建设
设立晨鸣新旧动能转换股权投资基金
收购金信期货45%股权
拟共设瑞京人寿保险
参股广东南粤银行
造纸行业龙头企业
涉足金融板块
矿业
大力发展海外市场
主要业务模式及资质
股票期权激励计划
大股东参股恒大
路桥工程施工与路桥养护施工
创新优势
仓储及物流
推进数字化场景体验
湖北商业的龙头企业
购物中心
剥离早期医疗项目
与多家医院确立战略合作关系
继续推进转型工作
经营计划
医基层医疗卫生机构云服务
智能审核服务（含第三方支付评审服务）
健康保障服务大数据平台
拟控股京颐科技、云顶伟业
商保业务
药械监管服务
实时智能审核平台建设项目
出售远泰生物54%股权
城光节能
星辉医疗入股
拟出售远泰生物54%股权
拥有湖南省内自主干细胞储存库
生物医药 节能环保
细胞免疫治疗等方向合作
拟购浙江小王子25.11%股权
植物油加工、食品制造及土地修复
油脂油料加工
大豆蛋白肉及其生产工艺
国产电视动画片
食品制造业务
土地修复业务平稳推进
购零兑金号100%股权(终止)
斐济瓦图科拉金矿
平武中金项目
二股东股权转让
港口航运
物流供应链
定增募资购置海船
能源环保
投设融资租赁公司
湾区融合发展优势
成立生鲜供应链公司
控股股东股权相关事项
重大资产重组事项(终止)
（2018）川01执1611号之一
全科医疗服务
获赠樱华医院51%股权
实控人下属企业受让公司8.06%股份
开展成品油经营业务
投资100MWH钛酸锂储能调频电站项目
电石
国内氯碱行业的骨干企业
原料药及中间体
投资全球健康科学基金
特酚伪麻片
诊断试剂及设备
精准医疗业务
辅助生殖
丽珠基因
靶向生物药及细胞治疗
资产经营
拟募资3.8亿元
西安国际医学中心
商洛国际医学中心
与阿里等创新合作“新医疗”
干细胞药品在欧盟获得临床试验
西安高新医院
切入康复医疗领域
世界首例胎盘造血干细胞移植
物业管理业务
围绕国家城市群发展规划进行布局
物业出租业务
晨薇生态园
北京四环
医药 大农业
抗癌药物--注射用白介素-2
中南钻石克拉级IIa型钻石研发项目
智能弹药产品及民品业务
收购24.12亿元军品资产
宏基炭素-静压石墨
军品业务
专用车及汽车零部件板块
申田碳素-高纯石墨
超硬材料业务
干散货航运及港航物流服务业
南烨集团举牌
大股东破产清算
发展战略
运力变动
智能、变频两大产品策略
联手中科院
深冷产品
电器制造商
智慧厨房产品阵列
战略合作工业大麻
领先的化工产业链一体化平台
参与制定中国洗衣凝珠行业标准
化工业深度垂直资源整合平台
拟购百花香料、华糖食品股权
开发具有高端差异性新产品
日化行业知名企业
奇化公司列为第二批混合所有制员工持股试点企业
现代服务业务
汽车服务业务
拟募资18亿加码主业
精耕优势产业链
资源整合并购
向生化农业转型
拟购买天山铝业100%股权(终止)
参与设立思佰益基金
深投控受让紫光集团36%股权
独创的跨境业务体系综合管理能力
学大教育
深度国际化发展
“全面智能化”战略定位
实际控制人变更为出版集团
肉类食品供应 畜禽养殖 教育出版物发行
农牧养殖板块
打造绿色食品全产业链条
冷库 市场
所有地块分布
江苏晶雪创业板上市申请获受理
中国最大的工业制冷设备生产企业
自动售货机
子公司为边缘计算联盟成员
全领域冷链解决方案
工业大数据平台
冰雪事业取得新突破
娃哈哈为参股公司的战略客户
清洁能源业务
拟与雄韬股份等合设氢能源公司
集中供热业务
电力、热力
粤港澳大湾区发展机遇
转持越秀金控11.69%股份
发起设立创业实体产业发展基金
电容器、锂电池生产设备
私募股权投资基金管理人牌照
参股优必选
无人直升机
参股“唱吧”
水质净化业务
开发适用于新能源行业的产品
拟发起设立天诚人寿（中止）
智能箱式变电站
享誉全球的输配电设备供应商
赣江融创战略入股
微生态制剂业务
航空发动机及燃气轮机转动叶片
剥离地产业务置入内蒙双奇
长沙精密铸造工程中心
万泽中南研究院
深汕特别合作区万泽精密铸造
中小尺寸模组业务
面板产业
华佳彩拟获海丝纾困股权投资增资6亿元
福建莆田高新技术面板项目
携手福光股份布局镜头领域
盖板玻璃产业
收购福州鲁能、天津鲁能
进一步解决同业竞争问题
开发规模稳步推进
房地产
健康板块
中药资源板块
积极拥抱互联网
吸收合并云南白药控股有限公司
大型医药健康知名药企
控股股东增资引入新华都与江苏鱼跃
专注电力主业运营
参股保险
清洁能源
积极参与粤港澳大湾区能源布局
控股股东境内发电资产整合的唯一上市平台
拟收购华夏人寿股权
康养业务
中天中学
互联网保险
参股贵阳银行
发起设立贵安银行
加快布局智能产品新领域
电工业务发展取得突破
LED汽车照明业务快速发展
参股国轩高科
照明产品和电工产品
工程商照业务取得突破
安徽省最大的发电集团
大力开拓电、热市场
收购神皖能源49%的股权
参股银行
核电概念
混合所有制改革
下属水务运营单位
“水务 光伏”分布式电站项目
城市生态环境综合服务提供商
全面拓展业务领域
污泥资源化利用
拟56亿元古纤道绿色纤维100%股权( 未通过)
钛酸锂电池专用钛白粉
兼顾金红石型和锐钛型产品生产
供应链优势
调整环保产业规划（纲要）
水泥窑协同处置业务
"拟14,150万元收购危废处理公司"
无害化综合处置业务
建材和环保两大产业
资源化综合利用业务
苏州园区职业技术学院
发行可转换公司债券
拟投建新一代移动通信技术研究院
通信指控业务
投资设立微系统研究院
定增收购信息安全资产
电磁科技工程
微系统产业
网络信息安全
军用产业、军民融合产业
房地产开发
路桥收费、酒店经营、房地产开发
现代物业服务
酒店经营
路桥收费
汽车研发、制造和销售
新业务探索
氢燃料新能源整车
将推出高品质新能源汽车产品
江苏苏净
高压绝缘子 洁净环保
PM2.5环境监测仪器
参股江苏银行
参股创元期货
输变电高压绝缘子领域
苏州轴承为军品承制单位
投资建设煤制气综合利用项目
煤电一体化/白银热电
控股股东靖煤集团
定增投入白银热电和魏家地矿扩能
资产注入承诺
拟购上海迪拜50%股权
自有品牌制剂需求强劲
拟8.2亿元收购安邦电化
收购全球第七大农药生产商ADAMA
实际控制人
非专利市场领军地位
中石化系
非油品经营业务发展快速
成品油批发零售
地域突破
华为概念
量子通信业务
携京东金融开拓金融科技新业务
运营商行业
领先的金融科技及大数据应用软件公司
农业板块
酒店餐饮业务
葡萄酒业务
宁东铁路借壳上市
积极布局冰雪产业
体育IP布局
体育空间布局
实控人变更为成都市国资委
能源业务
三大板块
电竞文化
配股募资加码主业(失效)
万向电动汽车
万向集团旗下
参股工业互联网平台服务提供商
汽车零部件
新能源汽车市场项目
突破智能底盘集成技术
与微软的战略合作全面展开
商业资产管理业务
房地产综合服务龙头企业
拟定增购买中环互联100%股权(终止)
增资入股上海亦我
二手房业务
引入58集团作为战略股东
长租公寓
军用音频通信系统行业龙头
股权激励
做强通信主业
军民用通信装备及电声器材生产骨干企业
语音骨传导
参股长安银行
配股募资
参股永安保险
固有业务
供应链金融业务
民生百货
线上B2B电子商务平台
参股海航东银期货
中国集
购买海航货运
供应链生态圈
城乡商品流通综合服务运营商
购买远成物流70%股权（终止）
参股北陆药业
石墨烯涂料研发
参股关西涂料
120万吨/年粗芳烃加氢项目
综合性涂料生产企业
中国核工业集团合格供应商
重庆国资旗下
创新药研究进展
实际控制人拟变更
力声特新一代人工耳蜗
购买奇力制药
中国抗体拟港交所上市
受让癫痫候选新药派恩加滨(HN37)技术
投资优卡迪生物
药品及医疗器械
参股基金间接参股药明康德
原创性新药
切入“医养结合”
推动医疗人工智能
增资博邦医药加码靶向药物研究
转型不良资产管理业务
不良资产管理
控股股东战略重组合作
华渡壹号私募创投基金
参股华西证券
定增募资30亿元优化产品结构
浓香国酒代表企业
泸州老窖“品牌复兴”
最大的白酒电商平台
中国最早的内燃机专业制造商之一
参股清华兴业
控股股东国有股权无偿划转
股票简称：江苏银行，股票代码：600919
拓宽非农领域市场
厚生锂离子电池隔膜项目
产业结构调整
参股燃料电池企业
矿产勘探活动
物流产业
收购乌拉圭屠宰厂
煤炭产业
携手京东探索定制车型线上销售
整车项目全面推进
自动驾驶平台完成建设方案
新能源再创新突破
再生铅行业
煤炭行业
立足东莞房地产市场
房地产 煤矿 再生铅
电源及电源相关产品业务
预制破片业务
军工产品研发与食糖贸易双主业
酵母生物工程技改扩建项目
食糖贸易
进军燃料电池核心零部件领域
柴油燃油喷射系统产品
参股Protean（拟出售）
汽车零部件著名生产厂商
汽车尾气净化龙头
推进“西部陆海新通道”建设
收购爱凯尔贵港泊位
国企改革“双百行动”
置入20亿港口泊位资产
广西北部湾港
.收购北部湾外理
拟定增7.82亿拓展高端智能装备制造
高端智能装备制造领域
智能制造业务
收购德国NIMAKGmbH等股权
购买瑞弗机电100%股权
天津福臻合作蔚来汽车
积极布局机器人本体等业务
布局机器人售后市场
剥离电力电容器业务
加快实施技术改造项目
酒店公共空间共享开发
母公司财务支援
新增发行H股
变更重组承诺的事项
完成无磁海缆光单元开发
要约收购
通信工程及系统集成业务
光通信业务
光缆光纤 通信工程及系统集成业务
打造产融结合平台
融资租赁业务
成为新疆汇和银行第一大股东
探索新的业务方向
拟转让丰汇租赁等股权
部分产品达到国内领先水平
年产325万条特种轮胎异地搬迁项目
轮胎研发、生产及销售
雄安集团入股启迪控股
大健康领域产品研发
开发中药传统秘方和西药制剂
清华控股旗下
大力发展光伏电站建设
具有中央企业优势
能源互联公司
太阳能光伏发电的投资运营商
智能电网 清洁能源和光伏 储能
平潭综合实验区开放开发的相关业务
烟草化肥销售业务
健康医疗
林木产品加工与销售业务
造林营林业务
清洁能源供应供应商
2019年的经营目标
LNG业务
购买天泓燃气80%股权
城市燃气业务
分布式能源业务
中铁信托
控股股东、实际控制人变更
铁路货车轴承产品
鞍太锻
航母消磁设备
收购惠金保理
国资运营公司成为间接控股股东
控股股东参股华安证券
中国老八大名酒企业
品牌影响力持续提升
全面提升产品占位
拟定增募资不超20亿拓展主业
原料药国内外领先地位优势
抗艾用药--依非韦伦片
控制股东及实际控制人变更
禽流感用药--金刚烷
基因检测试剂
化学原料药制造
专注水务环保事业
积极进取开拓市场
发起设立水务环保产业投资基金
膜法水处理
水务环保业务切入新领域和行业
汽车后市场服务业务领域
进军智能物流领域
轮胎业务
资产注入预期
石墨烯轮胎中心实验室项目
机械业务领域
成立河北星猴汽车服务公司
定增募资9亿元升级轮胎主业
拟10.5亿元获注张河湾和秦热公司股权
河北省最大的独立发电公司
京津冀地区重要的电源支撑
控股股东实力雄厚
分布式能源系统
环保纸餐具
电力板块
加码生态环保产业
与华能清能院合作
精密（智能）制造
生物质能发电
加油充电站业务
白银龙头
参股华龙证券
所处行业地位
控股金山矿业
参股百合佳缘
投资并购工作
拟竞购水元投资100%股权及3510万债权
尝试健康服务
定增收嘉诚环保55%股权
产业投融资
雄安新区
巩固开拓“京津冀”市场
完整的产业链优势
筹划非公开发行股票事项
董事长增持
参股区块链公司
创投公司（青海）
持有快马财税100%股权
火鸟区块链公司
新媒体业务
教育业务
内容审核业务
区块链业务
与阿里巴巴战略合作
城市生活服务商
户外（地铁）广告业务
物流业务积极转型
文创产业平台
广告和策划业务
轻资产业务模式
商业项目的策划招商和运营能力
投资性房地产出租与资产管理服务
发展战略与经营计划
股权投资业务
地产投资与股权投资
房地产投资项目
涉足职业教育
互联网 旅游
旅游养生特小色镇项目
旅游产业链
酒店民宿业务
丝绸之路沿线
拟设立国际贸易公司
2018年度限制性股票激励计划
2018年度定增预案
天池钼业季德钼矿
拟收购新源光热(终止)
高端制造产业发展基金
产业投资与股权投资相结合
参股稀土公司
煤电铝加工一体化
控股股东
拓展网络营销市场
酒店住宿、餐饮(三亚)
海通资管战略入股
战略业务 种子业务 基础支撑业务
养老业务
中欧创智田园小镇
新材料业务
绿色生物基纤维素纤维项目
基金管理与投资业务
参股倍特力电池
控股股东一致行动人增持
产融结合、融融协同持续推进
信用增进业务
保险经纪业务
财务公司业务
保险业务
信托业务
证券业务
综合性金融业务
银行业务
金融租赁业务
控股股东海螺集团
重点项目进展
节能环保
塑料型材行业龙头
推进产品多元化
海南香水湾
文旅 地产多业态公司
文旅项目建设
全资子公司儿童乐园
房地产项目储备
定增投建度假区等项目
投资公司
贸易公司
新能源汽车零部件
认购广发证券非公开发行A股
参股创投基金
敖东大药房
控股延边药业
医药产业＋金融
“产业 金融”双轮驱动
自主知识产权
新能源产业统筹推进
与腾讯、阿里等投设共享出行公司
整合行业优势资源
控股股东及一致行动人增持
间接参股宁德时代
携手科大讯飞
进军汽车后市场
智能化创新速度加快
拟收购东莞飞亚达100%股权
经营全球化
延伸产业链
拟吸收合并国华人寿
清洁能源--二甲醚
互联网保险业务
医药业务
投资控股型公司
化工业务
期货业
拓宽建筑业相关产业链
建筑和期货
建筑业
钛白粉产量位居全国前三位
钒、钛、电三大板块
钒产业
积极参与氯化钛白市场开拓
参股设立长江工业大数据公司
锂电池相关项目研发
主产品居国内领先地位
大型全产业链铜生产企业
“双闪”工艺
研发生产5G用铜箔
万向集团直接控制公司61.33%股权
母公司入选民营银行试点
地产项目进展
房产开发
万向系
拟购盈科汇金50.5%股权涉足股权投资
贸易业务
房地产 贸易
经营性物业运营管理
建造新疆特色文旅度假示范项目
PPP项目
镍基合金材料业务
公司发展战略与经营计划
PVC树脂
国家能源集团入主
电石及其系列延伸产品
新型电子元器件关键材料
电子元器件
MLCC
重点布局5G
参股锂电池公司
奈电科技
参股光颉科技
2019年工作计划
10万吨/年ZHG工艺聚丙烯技改项目
石油化工产品
扩大产业链
绿色环保发展
打造成互联网健康产业控股平台
和谐康复医院
3D打印
医疗软件产品开发
投资美国AR智能眼镜公司
参股义幻医疗
控股股东一致行动人计划增持
工艺技术和设备优势
布局新兴零售市场
健康油脂及运动营养
运动营养和体重管理
并购Kerr跨入大健康产业
拟10.8亿元投资工业大麻综合利用示范项目
儿童感冒药--优卡丹
成人感冒药--仁和可立克
网络小贷公司
一线产品--妇炎洁
医药制造
一线产品--闪亮滴眼液
格力集团拟转让15%的公司股票
进军空调芯片设计领域
新能源
合作珠海银隆
成为闻泰科技重要股东
中国空调行业龙头
精密模具版块
智能家居
智能装备
参股海立股份
投建高邮市有机垃圾生态综合体项目
区域开发产业
参股北京和谐成长投资中心
金融股权投资
环保产业
拟定增募资加码主业
能源贸易产业
泰达控股成为控股股东
综合性上市公司
参股北方国际信托
控股股东变更为山钢矿业
乔普卡铁矿
主要产品
黑色金属采选业
优质铁矿石资源
拟收购重庆星坤房地产开发有限公司
社区生活服务业务
布局学前教育
定增逾15亿投硬质合金项目
硬质合金
重点研发项目进展
收购德国HPTec100%股权
五矿集团资产注入承诺
项目建设有序推进
新丝路进取一号成为第一大股东
饮料塑料包装
嘉德物流
提升新客户的供应量
拟在美设立双特异性抗体平台合资公司
中标百亿元旧城改造
国有股权行政无偿划转
高新房地产
拟购金赛药业29.50%股权
投资美国Rani公司
长效生长激素
艾塞那肽
以生物医药、健康产业为主
百克生物疫苗业务
与长城资管洽谈全方位战略合作
中广影视工业
股份回购完成
智慧城市“1 N”系列产品
涉密信息系统集成甲级资质证书
拓展5G智慧能源建设项目
未来发展思路
智慧城市建设和服务供应商
影视工业化制作和影视大数据应用
合作成立影视工业研究院
森林资源丰富
技术力量雄厚，创新能力强
涉足殡葬行业
林木经营、人造板及定制家具
与腾讯共同打造“智慧广电 互联网”
全面布局VR
全国首家体彩电视购彩平台
互联网视频
转型智慧广电综合信息服务商
运营服务优势
持续深化改革改制
实际控制人战略重组
智能装备生产线商业化应用
纺机业务
创投
现代农业业务
