公司名称
国开博裕(上海)股权投资管理有限责任公司-嘉世康恒(天津)投资合伙企业(有限合伙)
深圳市滨利投资管理有限公司
汇丰晋信科技先锋股票型证券投资基金
红塔资管-广东华兴银行股份有限公司-红塔资产华兴鲲鹏3号单一资产管理计划
江门市江海区神韵投资中心(有限合伙)
上海春秋国际旅行社(集团)有限公司
上海市浦东新区国有资产管理办公室
内蒙古东宝经贸有限公司
丽江摩西风情园有限责任公司
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国交通建设集团有限公司-非公开发行2017年可交换公司债券质押专户
财通基金-粤财信托·青海华鼎定增1号单一资金信托计划
成都力鼎银科股权投资基金中心(有限合伙)
财通基金-浦发银行-财通基金-浦发银行-山东社会保障基金1号资产管理计划
国金量化多策略灵活配置混合型证券投资基金
新疆兴汇聚股权投资管理有限合伙企业
浙江华友控股集团有限公司
中信建投基金-广州农商银行-华鑫国际信托-华鑫信托·153号证券投资集合资金信托计划
百色市广播电视台
新余市道宁投资有限公司
北京航天星控科技有限公司
上海四维尔控股集团有限公司
咸阳市能源开发投资有限公司
摩根士丹利华鑫消费领航混合型证券投资基金
萍乡市富海新能投资中心(有限合伙)
浙江省科技开发中心
LIU KUN
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
深圳市千鑫恒投资发展有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金
中国化工集团公司
山西光大金控投资有限公司
上海国药圣礼股权投资基金合伙企业(有限合伙)
九江志元胜泰投资管理中心(有限合伙)
香港蓝思-中信证券-19蓝思EB担保及信托财产专户
中邮核心科技创新灵活配置混合型证券投资基金
深圳前海谷春投资管理有限公司
杭州瑞则投资管理合伙企业(有限合伙)
内蒙古兴业集团股份有限公司
海信集团有限公司
中国银行股份有限公司-景顺长城鼎益混合型证券投资基金(LOF)
新昌县宏盛投资有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-弘唯基石盛世优选1号私募投资基金
北京力鼎兴业投资管理中心(有限合伙)
江阴市公有资产经营有限公司
广东光辉投资有限公司
招银国际资本管理(深圳)有限公司
建瓯山坡松投资合伙企业(有限合伙)
广东广润集团有限公司
青岛明德信物资有限公司
北京德恒有限责任公司
中国大连国际经济技术合作集团有限公司
华安基金-兴业银行-杭州市金融投资集团有限公司
上海证券有限责任公司做市专用证券账户
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
广东硕博投资发展有限公司
富兴投资基金(广州)有限公司
安徽江淮汽车集团控股有限公司
诺安基金-建设银行-中国人寿-中国人寿委托诺安基金股票型组合
兴业收益增强债券型证券投资基金A
阳光财产保险股份有限公司
西藏联海资产管理有限公司-联海量化FOF期权1期私募基金
上海泰胜风能装备股份有限公司-第一期员工持股计划
厦门市高鑫泓股权投资有限公司
宁波琮碧睿信投资管理合伙企业(有限合伙)
大成一带一路灵活配置混合型证券投资基金
汇丰晋信智造先锋股票型证券投资基金A
北京京国瑞国企改革发展基金(有限合伙)
基本养老保险基金一零零二组合
台湾人寿保险股份有限公司
福建省能源集团有限责任公司
申万菱信中证环保产业指数分级证券投资基金
天津聚信股权投资合伙企业(有限合伙)
广东省广新控股集团有限公司
汇安量化优选灵活配置混合型证券投资基金A
深圳昭时股权投资基金管理有限公司
北京市太极华青信息系统有限公司
广州市宏茂物业管理有限公司
吉祥嘉德投资有限公司
中国工商银行股份有限公司-华宝中证科技龙头交易型开放式指数证券投资基金
嘉实优化红利混合型证券投资基金
甘肃省国有资产投资集团有限公司
湖北匡时文化艺术股份有限公司
东方红睿玺三年定期开放灵活配置混合型证券投资基金
苏州熔拓景盛投资合伙企业(有限合伙)
中国海洋石油集团有限公司
诺德基金-民生银行-诺德千金209号特定客户资产管理计划
易方达上证50指数分级证券投资基金
上海弘昌晟集团有限公司
中加基金管理有限公司-中加科兴国盛特定资产管理计划
北京中信投资中心(有限合伙)
申海有限公司
中基兰德(北京)投资顾问有限公司
甘肃省工业交通投资公司
洛阳国宏投资集团有限公司
遵义坚首企业管理服务有限公司
德昌行(北京)投资有限公司
云南国际信托有限公司-云南国际信托有限公司杭州城投定增2号集合资金信托计划
厦门铭源红桥高科创业投资有限合伙企业
上海康令投资咨询有限公司
上海紫晨投资有限公司
安邦人寿保险股份有限公司-积极型投资组合
深圳前海九五企业集团有限公司
金鹰基金-工商银行-万向信托-万向信托-星辰16号事务管理类单一资金信托
拉萨经济技术开发区和汇实业有限公司
萨摩亚广讯有限公司
吉林吉大控股有限公司
北京翔运通达投资管理中心(有限合伙)
深圳福星资本管理有限公司
物美津投(天津)商业管理有限公司
珠海普天和平电信工业有限公司
鹰潭盛瑞投资管理中心(有限合伙)
北信瑞丰基金-招商银行-广东粤财信托-粤财信托·华皓汇金3号单一资金信托计划
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
浙江乾瞻财富股权投资基金合伙企业(有限合伙)
惠州市京港投资发展有限公司
太平人寿保险有限公司-分红-个险分红
广西贝塔投资控股有限公司
上海汽车工业有限公司
南靖瑞锦股权投资合伙企业(有限合伙)
龙口南山投资有限公司
西安城市基础设施建设投资集团有限公司
新疆建工（集团）有限责任公司(废弃)
金元荣泰投资管理(宁夏)有限公司
苏州聚力互盈投资管理中心(有限合伙)
科学城(广州)投资集团有限公司
江南工业集团有限公司
长春海航投资有限公司
上海福之欣企业管理合伙企业(有限合伙)
华富恒利债券型证券投资基金A
安徽全柴集团有限公司
中国银行-华夏大盘精选证券投资基金
中国建设银行股份有限公司-鹏华中证银行指数分级证券投资基金
JOINT STAR ENTERPRISES LIMITED
海口金海岸罗顿国际旅业发展有限公司(清算组)
广东粤科钜华创业投资有限公司
深圳市龙岗区国有资产监督管理委员会
DIGITAL CHINA SOFTWARE(BVI)LIMITED
基本养老保险基金1301组合
新余常源投资管理合伙企业(有限合伙)
广东南方广播影视传媒集团有限公司
兴业财富资产-兴业银行-上海兴瀚资产管理有限公司
冶金自动化研究设计院
安徽钜瑞资产管理有限公司
汇添富行业整合主题混合型证券投资基金
北京天空鸿鼎投资中心(有限合伙)
博时创业成长混合型证券投资基金A
贵州神奇投资有限公司
中国建设银行股份有限公司云南省分行
上海核威投资有限公司
汇添富基金-广州海格通信集团股份有限公司
浙江卫星控股股份有限公司
霍尔果斯船山文化传媒有限公司
宁波爱柯迪投资管理有限公司
石河子国资资本运营有限公司
兴证证券资管-工商银行-兴证资管鑫众61号集合资产管理计划
福成投资集团有限公司
云泽投资管理(天津)有限公司
深圳市瀚信资产管理有限公司
华夏航空控股(深圳)有限公司
北京首都创业集团有限公司
龙游联龙股权投资基金合伙企业(有限合伙)
宁波海达鼎兴创业投资有限公司
深圳市南方鑫泰投资发展有限公司
陕西延化工程建设有限责任公司
鹏华中证环保产业指数分级证券投资基金
鹏华基金管理有限公司-华夏资本管理有限公司
中国证券金融股份有限责任公司
衡水京安集团有限公司
北京鼎晖维鑫创业投资中心(有限合伙)
中国石油天然气集团公司企业年金计划
常春藤(上海)股权投资中心(有限合伙)
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
新疆天富集团有限责任公司
北京方壶天地创业投资中心(有限合伙)
上海华山康健医疗有限公司
上海杉融实业有限公司
苏州赛越投资中心(有限合伙)
兴业成长动力灵活配置混合型证券投资基金
玄元(横琴)股权投资有限公司-玄元横琴4号私募投资基金
广发可转债债券型发起式证券投资基金A
四川东材科技集团股份有限公司回购专用证券帐户
浙江万马智能科技集团有限公司
中国航天科工防御技术研究院
华润深国投信托有限公司-优瑞1期集合资金信托计划
格林伯元灵活配置混合型证券投资基金A
交通银行股份有限公司-博时新兴成长混合型证券投资基金
西藏林芝福恒珠宝金行有限公司
劲辉国际企业有限公司
中化建工程集团北京建设投资有限公司
上海迅邦投资有限公司
平阳温元创业投资合伙企业(有限合伙)
T.ROWE PRICE INTL DISCOVERY FUND
惠而浦(中国)投资有限公司
深圳市汇通正源股权投资基金合伙企业(有限合伙)
广州金控资产管理有限公司-广金资产财富管理优选1号私募投资基金
四川大学
诺德新旺灵活配置混合型证券投资基金
西藏中睿合银投资管理有限公司
西藏国际体育旅游公司
新疆天天向上股权投资合伙企业(有限合伙)
君康人寿保险股份有限公司
基本养老保险基金一二零二组合
浙江四叶草资产管理有限公司-四叶草进取一号私募投资基金
前海开源裕瑞混合型证券投资基金A
大成蓝筹稳健证券投资基金
杭州君健晟阳投资管理合伙企业(有限合伙)
凤凰集团-华泰联合证券-16凤凰EB担保及信托财产专户
西藏升安能实业有限公司
鹏华国证钢铁行业指数分级证券投资基金
深圳市怡亚通投资控股有限公司
宏运(深圳)资本有限公司
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
湖南星电集团有限责任公司
嘉实债券开放式证券投资基金
广发聚丰混合型证券投资基金
上海财通资产-海通证券-财通资产-金固股份高管定增特定多个客户专项资产管理计划
上海斐君铱晟投资管理合伙企业(有限合伙)
青岛利群投资有限公司
新疆力道广告有限公司
红河州建水县康晟企业管理中心(有限合伙)
深圳市南海嘉吉金融控股有限公司
柳州市城市投资建设发展有限公司
TCL王牌电器(惠州)有限公司
广东粤财信托有限公司-堆龙佳都可交换债投资(1期)集合资金信托计划
安徽出版集团有限责任公司-安徽出版集团有限责任公司非公开发行2017年可交换公司债券质押专户
金鹰核心资源混合型证券投资基金
九州通医药集团股份有限公司回购专用证券账户
南方天元新产业股票型证券投资基金(LOF)
大成竞争优势混合型证券投资基金
天风证券-湖北省国有资本运营有限公司-天风证券天权50号定向资产管理计划
兴业财富资产-兴业银行-兴业财富-兴隆18号特定多客户资产管理计划
上证国有企业100交易型开放式指数证券投资基金
长和(天津)投资管理有限公司-共青城秀美中和投资管理合伙企业(有限合伙)
江门市中高投资合伙企业(有限合伙)
安福和盛投资管理合伙企业(有限合伙)
水发众兴集团有限公司
江西奇思投资管理有限公司
北京中财裕富投资管理有限公司
上海速必达电子电器制造有限公司
南京安鈀生物科技合伙企业(有限合伙)
西藏锋泓投资管理有限公司
天津利安隆新材料股份有限公司-第一期员工持股计划
民生加银红利回报灵活配置混合型证券投资基金
博汇源创业投资有限合伙企业
杭州哲创投资合伙企业(有限合伙)
广发恒定21号常山股份定向增发集合资产管理计划
九泰基金-中证金融-陈宝珍
杭州虹力投资管理合伙企业(有限合伙)
西部信托有限公司-西部信托-中国天楹定增事务管理类单一资金信托
中融鑫起点灵活配置混合型证券投资基金A类
华富可转债债券型证券投资基金
泰康丰盈债券型证券投资基金
成都金时众志股权投资基金管理中心(有限合伙)
长信基金-浦发银行-长信基金-浦发银行-聚富31号资产管理计划
上海盛宇股权投资中心(有限合伙)-盛宇21号私募证券投资基金
赣州金融控股集团有限责任公司
BEEANTAH INDUSTRIAL (M) SDN. BHD.
江阴鑫源投资有限公司
象屿地产集团有限公司
宁波银亿控股有限公司
太平人寿保险有限公司-传统-普通保险产品-022L-CT001深
博时资本-宁波银行-博时资本康耐特1号专项资产管理计划
北京科锐北方科技发展有限公司
Beta Pharma Inc.
中投知本汇(北京)资产管理有限公司-晋商2号私募投资基金
广州市华美丰收资产管理有限公司
金威国际有限公司
北京红杉懿远股权投资中心(有限合伙)
深圳市新纶科技股份有限公司-第一期员工持股计划
苏州华群管理咨询有限公司
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
招商财富-招商银行-渝富4号专项资产管理计划
深圳德福基金管理有限公司
长江养老保险股份有限公司-员工持股计划专项养老保障管理产品
济钢集团有限公司
山西省人民政府国有资产监督管理委员会
上海千年工程投资管理有限公司
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
苏州柯利达装饰股份有限公司-第一期员工持股计划
海富通创业板综指增强型发起式证券投资基金C
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金
浙江萧然工贸集团有限公司
兴全基金-兴业银行-兴业证券股份有限公司
江阴精力机械有限公司
招商银行股份有限公司-东方红中证竞争力指数发起式证券投资基金
宿迁京东振越企业管理有限公司
珠海金控股权投资基金管理有限公司
建信健康民生混合型证券投资基金
华安未来资产-工商银行-宁波梅山保税港区澜盛鼎耀股权投资合伙企业(有限合伙)
揭阳市兴盛化工原料有限公司
中国建设银行股份有限公司-富国生物医药科技混合型证券投资基金
华图宏阳投资有限公司
易方达中盘成长混合型证券投资基金
北京创业嘉乐文化传媒交流中心(有限合伙)
芜湖伯特利投资管理中心(有限合伙)
建信基金-工商银行-中航信托-中航信托·天启(2016)293号建信基金定增投资集合资金信托计划
安徽国贸联创投资有限公司
银华消费主题分级混合型证券投资基金
EVER CREATIVE INVESTMENTS LTD.
杭州金诺创投资管理合伙企业(有限合伙)
杭州信投信息技术有限公司
可立克科技有限公司
湖北双环化工集团有限公司
金发科技股份有限公司回购专用证券账户
银华信息科技量化优选股票型发起式证券投资基金A
上海商投实业投资控股有限公司
上海盛宇黑科创业投资中心(有限合伙)
光大金控(天津)创业投资有限公司
上海庞增投资管理中心(有限合伙)-庞增添益5号私募投资基金
宁波城建投资控股有限公司
福建富春投资有限公司
嘉实富时中国A50交易型开放式指数证券投资基金联接基金A
巨星控股集团有限公司
中国农业银行股份有限公司-长信内需成长混合型证券投资基金
招商安润灵活配置混合型证券投资基金
中国工商银行股份有限公司-易方达价值精选混合型证券投资基金
赛伯乐投资集团有限公司
华富成长趋势混合型证券投资基金
深圳抱朴容易资产管理有限公司
浙江壹诺投资管理有限公司
金鹰基金-浦发银行-万向信托-万向信托-星辰41号事务管理类单一资金信托
李孔诗琦
深圳市博鼎华象投资合伙企业(有限合伙)
宜宾利嘉商贸有限责任公司
中欧时代先锋股票型发起式证券投资基金A
时代出版传媒股份有限公司回购专用证券账户
兴全恒益债券型证券投资基金A
上海融儒资产管理有限公司
华安安心收益债券型证券投资基金A类
杭州华泰信投资管理有限公司
KGI ASIA LIMITED
易方达裕丰回报债券型证券投资基金
广州百货企业集团有限公司
中原出版传媒-国泰君安证券-18中原EB担保及信托财产专户
中国国投高新产业投资有限公司
弘湾资本管理有限公司
新余坤云米合投资合伙企业(有限合伙)
上海浦东康桥(集团)有限公司
中山峰汇资本管理有限公司
中国移动通信集团广东有限公司
建瓯惠椿投资合伙企业(有限合伙)
宁波平方和投资管理合伙企业(有限合伙)
昆明群星投资有限公司
鹏华基金-增发精选1号资产管理计划
杭州宏程房地产开发有限公司
中国银行股份有限公司-华夏科技成长股票型证券投资基金
DIAMOND BRIGHT INTERNATIONAL LIMITED
哈尔滨市道里区慈善基金会
中国农业银行-新华行业轮换灵活配置混合型证券投资基金
鹏华资产-浦发银行-云南国际信托-云信智兴2017-237号单一资金信托
宜春市袁州区国有资产运营有限公司
深圳天风天成资产管理有限公司-天富13号资产管理计划
南京大学资产经营有限公司
北信瑞丰基金-工商银行-北信瑞丰基金丰庆92号资产管理计划
上银基金管理有限公司-上银基金财富50号资产管理计划
交通银行股份有限公司-汇丰晋信双核策略混合型证券投资基金
福能六期(平潭)创业投资合伙企业(有限合伙)
先锋聚优灵活配置混合型证券投资基金A
北京光控安宇投资中心(有限合伙)
安徽省中安健康养老服务产业投资合伙企业(有限合伙)
长沙兴创投资管理合伙企业(有限合伙)
北京天创文投演艺有限公司
江苏众合创业投资有限公司
杭州河合电器股份有限公司
首钢集团有限公司
吴江市阮氏化工有限公司
广州融海投资企业(有限合伙)
深圳平安大华汇通财富-包商银行-中融国际信托-中融-恒融5号单一资金信托
方正金泉友3号集合资产管理计划
招商银行股份有限公司-华富成长趋势混合型证券投资基金
深圳菁英时代基金管理股份有限公司-菁英时代优选2号基金
北京汽车集团有限公司
拉萨开发区香塘同轩科技有限公司
南通新源投资发展有限公司
上证380交易型开放式指数证券投资基金
天津浔渡创业投资合伙企业(有限合伙)
上海硅谷天堂合众创业投资有限公司
阳光资管-工商银行-阳光资产-积极配置3号资产管理产品
泰达宏利基金管理有限公司-泰达宏利价值成长定向增发460号资产管理计划
中国电子科技集团公司第十研究所
上海景林景途投资中心(有限合伙)
北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
江苏新潮科技集团有限公司
北京银泰置地商业有限公司
武汉五洲物业发展有限公司
农银汇理海棠三年定期开放混合型证券投资基金
北京中建启明企业管理有限公司
苏州高新国有资产经营管理集团有限公司
华润深国投信托有限公司-华润信托·星河2号集合资金信托计划
陕西医药控股集团有限责任公司
长春市城市发展投资控股(集团)有限公司
陕西省国际信托股份有限公司-陕国投·财富72号单一资金信托
四川新华发行集团有限公司
浙江省联业能源发展公司
天风天成资管-招商证券-天风天成科瑞集合资产管理计划
上海百联集团股份有限公司1
北京久其科技投资有限公司
九泰基金-浦发银行-粤财信托-粤财信托-菁英162期单一资金信托计划
东方核心动力混合型证券投资基金
银华汇利灵活配置混合型证券投资基金A
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
北京首发投资控股有限公司
江西汽车板簧有限公司
步步高商业连锁股份有限公司-第一期员工持股计划
国家电投集团宁夏能源铝业有限公司
郑州佳辰企业管理咨询中心(有限合伙)
中信汽车有限责任公司
深圳市盈贝投资发展有限公司
宁波能源集团有限公司
清控创业投资有限公司
东方红睿泽三年定期开放灵活配置混合型证券投资基金
中海分红增利混合型证券投资基金
诺安优势行业灵活配置混合型证券投资基金A
深圳市茂安源投资有限公司
青岛青松财智股权投资合伙企业(有限合伙)
重庆信三威投资咨询中心(有限合伙)-润泽2号私募基金
桐乡琛宝投资管理有限公司
上海圆越投资管理合伙企业(有限合伙)
南方瑞祥一年定期开放灵活配置混合型证券投资基金A
长安国际信托股份有限公司-长安信托-新洋丰员工持股集合资金信托计划
广州中之衡投资咨询有限公司
上海台宣投资管理合伙企业(有限合伙)
荆州市古城国有投资有限责任公司
深圳中电投资股份有限公司
富国军工主题混合型证券投资基金
MKCP VC Investments(Mauritius)I Ltd.
