股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
600337,美克集团-中山证券-19美克E2担保及信托财产专户,7200.00万,4.07%,100.00%,流通A股,5,2019-09-30
600337,美克集团-中山证券-19美04EB担保及信托财产专户,7000.00万,3.95%,100.00%,流通A股,6,2019-09-30
600337,香港博伊西家具有限公司,5973.08万,3.37%,无质押,流通A股,7,2019-09-30
600337,泰达宏利基金-民生银行-华鑫国际信托-华鑫信托·智选10号证券投资集合资金信托计划,5653.85万,3.19%,无质押,流通A股,8,2019-09-30
600337,中海信托股份有限公司-中海信托-美克家居员工持股计划集合资金信托计划,4753.40万,2.68%,无质押,流通A股,9,2019-09-30
600338,新疆塔城国际资源有限公司,3.69亿,40.32%,61.86%,流通A股,1,2019-09-30
600338,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,290.17万,0.32%,无质押,流通A股,10,2019-09-30
600338,西藏信托有限公司-西藏信托-鼎证48号集合资金信托计划,1.17亿,12.76%,无质押,流通A股,2,2019-09-30
600338,上海歌石祥金投资合伙企业(有限合伙),1.16亿,12.68%,100.00%,流通A股,3,2019-09-30
600338,中国环球新技术进出口有限公司,5540.35万,6.06%,21.80%,流通A股,4,2019-09-30
600338,宁波合赏投资合伙企业(有限合伙),1508.00万,1.65%,无质押,流通A股,6,2019-09-30
600338,上海歌金企业管理有限公司,1206.22万,1.32%,98.65%,流通A股,7,2019-09-30
600338,香港中央结算有限公司,529.13万,0.58%,无质押,流通A股,9,2019-09-30
600339,中国石油天然气集团有限公司,30.31亿,54.29%,无质押,受限流通股,1,2019-09-30
600339,武汉长石鑫工贸有限公司,2662.54万,0.48%,无质押,流通A股,10,2019-09-30
600339,中国石油集团工程服务有限公司,10.00亿,17.91%,无质押,受限流通股,2,2019-09-30
600339,新疆天利石化控股集团有限公司,1.98亿,3.54%,25.80%,流通A股,3,2019-09-30
600339,弘湾资本管理有限公司,8880.00万,1.59%,无质押,流通A股,4,2019-09-30
600339,全国社保基金一一三组合,6650.69万,1.19%,无质押,流通A股,5,2019-09-30
600339,基本养老保险基金八零二组合,4345.87万,0.78%,无质押,流通A股,6,2019-09-30
600339,北信瑞丰基金-平安银行-长安国际信托-长安信托-定增长信汇智集合资金信托计划,3753.88万,0.67%,无质押,流通A股,7,2019-09-30
600339,九泰基金-广发银行-中兵投资管理有限责任公司,3246.75万,0.58%,无质押,流通A股,8,2019-09-30
600339,北信瑞丰基金-工商银行-北京恒宇天泽投资管理有限公司-恒宇天泽盈-赢二号私募投资基金,3158.77万,0.57%,无质押,流通A股,9,2019-09-30
600340,华夏幸福基业控股股份公司,9.32亿,30.98%,61.41%,流通A股,1,2019-11-15
600340,中国平安人寿保险股份有限公司-自有资金,3.19亿,10.59%,无质押,流通A股,2,2019-11-15
600340,中国平安人寿保险股份有限公司-分红-个险分红,2.52亿,8.39%,无质押,流通A股,3,2019-11-15
600340,中国平安人寿保险股份有限公司-万能-个险万能,1.83亿,6.09%,无质押,流通A股,4,2019-11-15
600340,华夏幸福基业控股股份公司-华夏幸福基业控股股份公司非公开发行2017年可交换公司债券(第一期)质押专户,1.52亿,5.07%,无质押,流通A股,5,2019-11-15
600343,西安航天科技工业有限公司,1.84亿,28.78%,-,流通A股,1,2019-09-30
600343,西安航天发动机有限公司,4726.00万,7.41%,-,流通A股,2,2019-09-30
600343,陕西苍松机械有限公司,3000.54万,4.70%,-,流通A股,3,2019-09-30
600343,西安航天动力研究所,1851.18万,2.90%,-,流通A股,4,2019-09-30
600343,香港中央结算有限公司,713.51万,1.12%,-,流通A股,5,2019-09-30
600343,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,429.41万,0.67%,-,流通A股,7,2019-09-30
600343,中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金,322.36万,0.51%,-,流通A股,8,2019-09-30
600343,成功控股集团有限公司,200.00万,0.31%,-,流通A股,9,2019-09-30
600345,烽火科技集团有限公司,5668.23万,28.63%,-,流通A股,1,2019-09-30
600345,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,64.10万,0.32%,-,流通A股,10,2019-09-30
600345,武汉金融控股(集团)有限公司,2082.12万,10.52%,-,流通A股,2,2019-09-30
600345,武汉高科国有控股集团有限公司,1185.41万,5.99%,-,流通A股,3,2019-09-30
600345,武汉新能实业发展有限公司,330.77万,1.67%,-,流通A股,4,2019-09-30
600345,香港中央结算有限公司,150.50万,0.76%,-,流通A股,5,2019-09-30
600345,武汉长江经济联合发展股份有限公司,105.77万,0.53%,-,流通A股,7,2019-09-30
600346,恒力集团有限公司,21.20亿,30.11%,61.00%,流通A股,1,2019-09-30
600346,江苏和高投资有限公司,6195.21万,0.88%,无质押,流通A股,10,2019-09-30
600346,恒能投资(大连)有限公司,14.98亿,21.29%,无质押,受限流通股,2,2019-09-30
600346,德诚利国际集团有限公司,7.33亿,10.41%,63.67%,流通A股,4,2019-09-30
600346,中意资管-招商银行-中意资产-招商银行-定增精选43号资产管理产品,1.19亿,1.69%,无质押,流通A股,5,2019-09-30
600346,恒力石化股份有限公司回购专用证券账户,8846.19万,1.26%,无质押,流通A股,6,2019-09-30
600346,大连市国有资产投资经营集团有限公司,8273.78万,1.18%,无质押,流通A股,7,2019-09-30
600346,香港中央结算有限公司,6423.91万,0.91%,无质押,流通A股,9,2019-09-30
600348,阳泉煤业(集团)有限责任公司,14.03亿,58.34%,44.90%,流通A股,1,2019-09-30
600348,中央汇金资产管理有限责任公司,3088.17万,1.28%,无质押,流通A股,2,2019-09-30
600348,香港中央结算有限公司,1623.84万,0.68%,无质押,流通A股,4,2019-09-30
600348,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1300.19万,0.54%,无质押,流通A股,5,2019-09-30
600348,华夏人寿保险股份有限公司-万能保险产品,760.26万,0.32%,无质押,流通A股,6,2019-09-30
600348,中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF),711.67万,0.30%,无质押,流通A股,7,2019-09-30
600348,阳泉煤业集团多种经营总公司,674.04万,0.28%,无质押,流通A股,8,2019-09-30
600350,山东高速集团有限公司,28.71亿,59.67%,34.03%,流通A股,1,2019-09-30
600350,中国证券金融股份有限公司,539.94万,0.11%,无质押,流通A股,10,2019-09-30
600350,山东高速集团-中金公司-17山高EB担保及信托财产专户,5.41亿,11.24%,无质押,流通A股,3,2019-09-30
600350,香港中央结算有限公司,2060.99万,0.43%,无质押,流通A股,4,2019-09-30
600350,汇天泽投资有限公司,1432.44万,0.30%,无质押,流通A股,5,2019-09-30
600350,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,835.26万,0.17%,无质押,流通A股,7,2019-09-30
600350,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,740.77万,0.15%,无质押,流通A股,8,2019-09-30
600350,中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金,605.69万,0.13%,无质押,流通A股,9,2019-09-30
600351,山西亚宝投资集团有限公司,1.29亿,16.74%,45.68%,流通A股,1,2019-09-30
600351,广东晋亚纾困股权投资合伙企业(有限合伙),6300.00万,8.18%,无质押,流通A股,2,2019-09-30
600351,山西省经济建设投资集团有限公司,3354.18万,4.36%,无质押,流通A股,3,2019-09-30
600351,山西省旅游投资控股集团有限公司,1300.00万,1.69%,无质押,流通A股,4,2019-09-30
600351,中央汇金资产管理有限责任公司,1284.23万,1.67%,无质押,流通A股,5,2019-09-30
600351,大同中药厂,622.00万,0.81%,无质押,流通A股,8,2019-09-30
600351,山西省科技基金发展有限公司,600.00万,0.78%,无质押,流通A股,9,2019-09-30
600352,香港中央结算有限公司,6302.69万,1.94%,无质押,流通A股,4,2019-09-30
600352,国泰君安君得明混合型集合资产管理计划,5221.19万,1.60%,无质押,流通A股,5,2019-09-30
600352,中央汇金资产管理有限责任公司,4966.85万,1.53%,无质押,流通A股,6,2019-09-30
600352,国泰君安君得鑫股票集合资产管理计划,3200.00万,0.98%,无质押,流通A股,9,2019-09-30
600353,新的集团有限公司,1.52亿,27.91%,69.31%,流通A股,1,2019-09-30
600353,成都欣天颐投资有限责任公司,8207.93万,15.10%,无质押,流通A股,2,2019-09-30
600353,成都旭光电子股份有限公司-第一期员工持股计划,1528.10万,2.81%,无质押,流通A股,3,2019-09-30
600353,成都旭光电子股份有限公司回购专用证券账户,351.23万,0.65%,无质押,流通A股,5,2019-09-30
600355,北京中健祥投资管理有限公司,2110.13万,4.29%,-,流通A股,2,2019-09-30
600355,精伦电子股份有限公司-第一期员工持股计划,630.00万,1.28%,-,流通A股,5,2019-09-30
600356,牡丹江恒丰纸业集团有限责任公司,9739.77万,32.60%,14.37%,流通A股,1,2019-09-30
600356,华泰证券股份有限公司-中庚价值领航混合型证券投资基金,905.27万,3.03%,无质押,流通A股,2,2019-09-30
600356,牡丹江恒丰纸业股份有限公司-第一期员工持股计划,815.39万,2.73%,无质押,流通A股,3,2019-09-30
600356,广发证券股份有限公司-中庚小盘价值股票型证券投资基金,643.76万,2.15%,无质押,流通A股,4,2019-09-30
600356,黑龙江省投资总公司,480.00万,1.61%,无质押,流通A股,6,2019-09-30
600356,黑龙江辰能投资管理有限责任公司,444.00万,1.49%,无质押,流通A股,7,2019-09-30
600356,平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金,436.87万,1.46%,无质押,流通A股,8,2019-09-30
600356,广发银行股份有限公司-广发银行“薪满益足”天天薪人民币理财计划,376.81万,1.26%,无质押,流通A股,9,2019-09-30
600358,江西省旅游集团股份有限公司,7355.61万,14.57%,100.00%,流通A股,1,2019-09-30
600358,厦门当代旅游资源开发有限公司,5793.67万,11.47%,100.00%,流通A股,2,2019-09-30
600358,南京江宁国有资产经营集团有限公司,2388.04万,4.73%,无质押,流通A股,3,2019-09-30
600358,北京金汇丰盈投资中心(有限合伙),1500.00万,2.97%,100.00%,流通A股,4,2019-09-30
600358,杭州之江发展总公司,1139.23万,2.26%,无质押,流通A股,5,2019-09-30
600358,华宝信托有限责任公司-天高资本17号单一资金信托,858.12万,1.70%,无质押,流通A股,6,2019-09-30
600358,华宝信托有限责任公司-天高资本16号单一资金信托,830.33万,1.64%,无质押,流通A股,7,2019-09-30
600358,申港证券-舒钰强-申港证券创远1号单一资产管理计划,673.60万,1.33%,无质押,流通A股,8,2019-09-30
600358,上海大世界(集团)公司,628.47万,1.24%,无质押,流通A股,9,2019-09-30
600359,阿拉尔统众国有资产经营有限责任公司,1.54亿,40.32%,-,流通A股,1,2019-09-30
600359,中国证券金融股份有限公司,251.38万,0.66%,-,流通A股,2,2019-09-30
600360,上海鹏盛科技实业有限公司,2.26亿,23.39%,63.75%,流通A股,1,2019-09-30
600360,中国长城资产管理股份有限公司,1160.32万,1.20%,无质押,流通A股,2,2019-09-30
600360,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,404.86万,0.42%,无质押,流通A股,5,2019-09-30
600360,吉林市中小企业融资担保集团有限公司,252.20万,0.26%,无质押,流通A股,7,2019-09-30
600361,北京华联集团投资控股有限公司,1.94亿,29.17%,69.62%,流通A股,1,2019-09-30
600361,海南亿雄商业投资管理有限公司,9024.84万,13.55%,68.70%,流通A股,2,2019-09-30
600361,洋浦万利通科技有限公司,7806.35万,11.72%,98.33%,流通A股,3,2019-09-30
600361,UBS AG,1496.88万,2.25%,无质押,流通A股,4,2019-09-30
600361,中国证券金融股份有限公司,394.28万,0.59%,无质押,流通A股,6,2019-09-30
600361,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),217.74万,0.33%,无质押,流通A股,9,2019-09-30
600362,江西铜业集团有限公司,14.47亿,41.79%,-,"流通A股,流通H股",1,2019-09-30
600362,香港中央结算代理人有限公司,11.38亿,32.86%,-,流通H股,2,2019-09-30
600362,中国证券金融股份有限公司,1.04亿,3.00%,-,流通A股,3,2019-09-30
600362,中央汇金资产管理有限责任公司,3184.38万,0.92%,-,流通A股,4,2019-09-30
600362,香港中央结算有限公司,1605.50万,0.46%,-,流通A股,5,2019-09-30
600362,全国社保基金一一八组合,949.85万,0.27%,-,流通A股,6,2019-09-30
600362,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,751.25万,0.22%,-,流通A股,7,2019-09-30
600362,北京凤山投资有限责任公司,678.40万,0.20%,-,流通A股,8,2019-09-30
600362,梧桐树投资平台有限责任公司,599.40万,0.17%,-,流通A股,9,2019-09-30
600363,江西省电子集团有限公司,9376.21万,21.14%,99.61%,流通A股,1,2019-09-30
600363,赣州昱坤投资管理合伙企业(有限合伙)-昱坤一号私募证券投资基金,250.00万,0.56%,无质押,流通A股,10,2019-09-30
600363,江西电线电缆总厂,1336.01万,3.01%,无质押,流通A股,2,2019-09-30
600363,香港中央结算有限公司,469.44万,1.06%,无质押,流通A股,6,2019-09-30
600365,吉林省吉祥嘉德投资有限公司,4309.32万,10.77%,99.39%,流通A股,1,2019-09-30
600365,吉祥大酒店有限公司,1980.00万,4.95%,100.00%,流通A股,3,2019-09-30
600365,紫光集团有限公司,1120.62万,2.80%,无质押,流通A股,4,2019-09-30
600365,北京紫光通信科技集团有限公司,480.01万,1.20%,无质押,流通A股,8,2019-09-30
600365,南京亿竞源通信科技有限公司,411.53万,1.03%,无质押,流通A股,9,2019-09-30
600366,韵升控股集团有限公司,3.20亿,32.39%,-,流通A股,1,2019-09-30
600366,汇源(香港)有限公司,1745.87万,1.77%,-,流通A股,2,2019-09-30
600366,宁波韵升股份有限公司回购专用证券账户,1721.22万,1.74%,-,流通A股,3,2019-09-30
600366,宁波乾浩投资有限公司,1105.69万,1.12%,-,流通A股,4,2019-09-30
600366,香港中央结算有限公司,583.48万,0.59%,-,流通A股,5,2019-09-30
600366,中国节能减排有限公司,435.10万,0.44%,-,流通A股,9,2019-09-30
600367,青岛红星化工集团有限责任公司,1.05亿,35.25%,-,流通A股,1,2019-09-30
600367,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,304.36万,1.02%,-,流通A股,3,2019-09-30
600367,欧阳纯正,207.81万,0.70%,-,流通A股,5,2019-09-30
600367,安顺市国有资产管理有限公司,121.26万,0.41%,-,流通A股,7,2019-09-30
600368,广西交通投资集团有限公司,4.10亿,36.45%,-,流通A股,1,2019-09-30
600368,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),314.60万,0.28%,-,流通A股,5,2019-09-30
600368,广西国宏经济发展集团有限公司,189.45万,0.17%,-,流通A股,9,2019-09-30
600369,重庆渝富资产经营管理集团有限公司,15.23亿,26.99%,无质押,流通A股,1,2019-09-30
600369,中央汇金资产管理有限责任公司,6239.26万,1.11%,无质押,流通A股,10,2019-09-30
600369,重庆市江北嘴中央商务区投资集团有限公司,4.00亿,7.09%,无质押,流通A股,2,2019-09-30
600369,重庆市城市建设投资(集团)有限公司,3.39亿,6.01%,46.59%,流通A股,3,2019-09-30
600369,中国建银投资有限责任公司,3.28亿,5.82%,无质押,流通A股,4,2019-09-30
600369,重庆高速公路集团有限公司,3.00亿,5.31%,无质押,流通A股,5,2019-09-30
600369,中国证券金融股份有限公司,1.12亿,1.99%,无质押,流通A股,6,2019-09-30
600369,招商财富-招商银行-渝富4号专项资产管理计划,1.07亿,1.90%,无质押,流通A股,7,2019-09-30
600369,重庆市水务资产经营有限公司,1.00亿,1.77%,无质押,流通A股,8,2019-09-30
600369,重庆国际信托股份有限公司,8873.89万,1.57%,无质押,流通A股,9,2019-09-30
600370,三房巷集团有限公司,4.36亿,54.72%,100.00%,流通A股,1,2019-09-30
600371,万向三农集团有限公司,1.10亿,48.76%,-,流通A股,1,2019-09-30
600371,中央汇金资产管理有限责任公司,63.55万,0.28%,-,流通A股,6,2019-09-30
600371,浙江九章资产管理有限公司-九章幻方青溪2号私募基金,42.43万,0.19%,-,流通A股,9,2019-09-30
600372,中国航空科技工业股份有限公司,7.60亿,43.21%,-,流通A股,1,2019-09-30
600372,中央汇金资产管理有限责任公司,962.41万,0.55%,-,流通A股,10,2019-09-30
600372,中航航空电子系统有限责任公司,3.17亿,17.99%,-,流通A股,2,2019-09-30
600372,中国航空工业集团有限公司,1.42亿,8.09%,-,流通A股,3,2019-09-30
600372,汉中航空工业(集团)有限公司,5963.15万,3.39%,-,流通A股,4,2019-09-30
600372,中国证券金融股份有限公司,3721.97万,2.12%,-,流通A股,5,2019-09-30
600372,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,3351.90万,1.91%,-,流通A股,6,2019-09-30
600372,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,1290.25万,0.73%,-,流通A股,7,2019-09-30
600372,香港中央结算有限公司,1286.28万,0.73%,-,流通A股,8,2019-09-30
600372,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,1169.24万,0.66%,-,流通A股,9,2019-09-30
600373,江西省出版集团公司,7.56亿,54.83%,-,流通A股,1,2019-09-30
600373,香港中央结算有限公司,5654.34万,4.10%,-,流通A股,2,2019-09-30
600373,中国证券金融股份有限公司,4939.78万,3.58%,-,流通A股,3,2019-09-30
600373,厦门枫沐科技合伙企业(有限合伙),3083.74万,2.24%,-,流通A股,4,2019-09-30
600373,中文天地出版传媒集团股份有限公司回购专用证券账户,1807.55万,1.31%,-,流通A股,5,2019-09-30
600373,中央汇金资产管理有限责任公司,1526.02万,1.11%,-,流通A股,6,2019-09-30
600373,全国社保基金一零二组合,1340.57万,0.97%,-,流通A股,8,2019-09-30
600375,马鞍山华神建材工业有限公司,6054.48万,10.89%,无质押,流通A股,1,2019-09-30
600375,安徽星马汽车集团有限公司,2413.61万,4.34%,无质押,流通A股,3,2019-09-30
600375,马鞍山富华投资管理有限公司,2370.89万,4.27%,无质押,流通A股,4,2019-09-30
600375,中国证券金融股份有限公司,366.18万,0.66%,无质押,流通A股,8,2019-09-30
600375,深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金,316.19万,0.57%,无质押,流通A股,9,2019-09-30
600376,北京首都开发控股(集团)有限公司,12.16亿,47.12%,-,流通A股,1,2019-11-12
600376,北京首开天鸿集团有限公司,1.43亿,5.53%,-,流通A股,2,2019-11-12
600377,江苏交通控股有限公司,27.43亿,54.44%,-,流通A股,1,2019-09-30
600377,北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金,1199.83万,0.24%,-,流通A股,10,2019-09-30
600377,"BlackRock, Inc.",1.47亿,2.92%,-,流通H股,3,2019-09-30
600377,"Mitsubishi UFJ Financial Group, Inc.",1.23亿,2.45%,-,流通H股,4,2019-09-30
600377,JPMorgan Chase & Co.,1.07亿,2.11%,-,流通H股,5,2019-09-30
600377,Citigroup Inc.,6144.53万,1.22%,-,流通H股,6,2019-09-30
600377,建投中信资产管理有限责任公司,2141.00万,0.42%,-,流通A股,8,2019-09-30
600377,中国太平洋人寿保险股份有限公司-中国太平洋人寿股票红利型产品(寿自营)委托投资(长江养老),1261.64万,0.25%,-,流通A股,9,2019-09-30
600378,中国昊华化工集团股份有限公司,6.14亿,68.45%,无质押,受限流通股,1,2019-10-10
600378,盈投控股有限公司,7050.38万,7.86%,67.90%,流通A股,2,2019-10-10
600378,昊华化工有限责任公司,2323.13万,2.59%,无质押,受限流通股,4,2019-10-10
600378,中国华融资产管理股份有限公司,1682.00万,1.88%,无质押,受限流通股,5,2019-10-10
600378,深圳嘉年实业股份有限公司,860.00万,0.96%,无质押,流通A股,7,2019-10-10
600378,洛阳国宏投资集团有限公司,476.87万,0.53%,无质押,受限流通股,8,2019-10-10
600378,交通银行股份有限公司-博时新兴成长混合型证券投资基金,399.98万,0.45%,无质押,流通A股,9,2019-10-10
600379,陕西宝光集团有限公司,8903.78万,26.96%,-,流通A股,1,2019-09-30
600379,西藏锋泓投资管理有限公司,4685.66万,14.19%,-,流通A股,2,2019-09-30
600379,陕西省技术进步投资有限责任公司,635.64万,1.93%,-,流通A股,4,2019-09-30
600380,深圳市百业源投资有限公司,9.80亿,50.59%,35.20%,流通A股,1,2019-09-30
600380,全国社保基金五零二组合,954.66万,0.49%,无质押,流通A股,10,2019-09-30
600380,鸿信行有限公司,7984.59万,4.12%,无质押,流通A股,2,2019-09-30
600380,香港中央结算有限公司,6709.26万,3.46%,无质押,流通A股,3,2019-09-30
600380,黑龙江百业源投资有限公司,2096.65万,1.08%,无质押,流通A股,4,2019-09-30
600380,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,2000.00万,1.03%,无质押,流通A股,5,2019-09-30
600380,博时基金管理有限公司-社保基金四一九组合,1399.98万,0.72%,无质押,流通A股,6,2019-09-30
600380,全国社保基金一零八组合,1345.77万,0.69%,无质押,流通A股,7,2019-09-30
600380,中国银行股份有限公司-博时医疗保健行业混合型证券投资基金,1294.69万,0.67%,无质押,流通A股,8,2019-09-30
600380,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1051.22万,0.54%,无质押,流通A股,9,2019-09-30
600381,西藏荣恩科技有限公司,2.73亿,46.53%,99.52%,流通A股,1,2019-09-30
600381,中信建投证券股份有限公司行使超额配售选择权专用证券账户,246.71万,0.42%,无质押,流通A股,10,2019-09-30
600381,广西泰达新原股权投资有限公司,1514.60万,2.58%,无质押,流通A股,3,2019-09-30
600381,青海省国有资产投资管理有限公司,1488.62万,2.54%,无质押,流通A股,4,2019-09-30
600381,中国国际金融股份有限公司,1174.69万,2.00%,无质押,流通A股,5,2019-09-30
600381,宁波平方和投资管理合伙企业(有限合伙)-平方和多策略对冲13号私募证券投资基金,927.42万,1.58%,无质押,流通A股,6,2019-09-30
600381,上海盛基创业投资有限公司,388.90万,0.66%,无质押,流通A股,9,2019-09-30
600382,深圳市金信安投资有限公司,1.49亿,24.55%,91.05%,"受限流通股,流通A股",1,2019-09-30
600382,兴宁市金顺安投资有限公司,8285.96万,13.65%,81.09%,"受限流通股,流通A股",2,2019-09-30
600382,兴宁市众益福投资有限公司,4416.89万,7.28%,99.89%,"受限流通股,流通A股",3,2019-09-30
600382,深圳市慈益商贸有限公司,666.95万,1.10%,无质押,流通A股,4,2019-09-30
600382,广东佳旺房地产有限公司,606.46万,1.00%,无质押,流通A股,5,2019-09-30
600382,兴宁市新和金建筑工程有限公司,599.10万,0.99%,无质押,流通A股,6,2019-09-30
600382,兴宁市和安顺商贸有限公司,595.42万,0.98%,无质押,流通A股,7,2019-09-30
600383,富德生命人寿保险股份有限公司-万能H,9.79亿,21.69%,-,流通A股,1,2019-09-30
600383,北京凤山投资有限责任公司,6501.23万,1.44%,-,流通A股,10,2019-09-30
600383,安邦人寿保险股份有限公司-稳健型投资组合,6.57亿,14.56%,-,流通A股,2,2019-09-30
600383,深圳市福田投资控股有限公司,3.52亿,7.79%,-,流通A股,3,2019-09-30
600383,安邦人寿保险股份有限公司-保守型投资组合,2.65亿,5.87%,-,流通A股,4,2019-09-30
600383,富德生命人寿保险股份有限公司-万能G,1.98亿,4.38%,-,流通A股,5,2019-09-30
600383,富德生命人寿保险股份有限公司-分红,1.70亿,3.76%,-,流通A股,6,2019-09-30
600383,中国证券金融股份有限公司,1.35亿,2.99%,-,流通A股,7,2019-09-30
600383,香港中央结算有限公司,7809.28万,1.73%,-,流通A股,8,2019-09-30
600383,北京坤藤投资有限责任公司,7801.48万,1.73%,-,流通A股,9,2019-09-30
600385,北京新恒基投资管理集团有限公司,2574.38万,17.38%,-,流通A股,1,2019-09-30
600385,杭州纯阳资产管理有限公司-纯阳五号私募证券投资基金,1545.80万,10.44%,-,流通A股,2,2019-09-30
600385,北京盈泽科技投资有限公司,1155.01万,7.80%,-,流通A股,3,2019-09-30
600385,北京中潞福银投资有限公司-中潞壹号证券投资基金,738.00万,4.98%,-,流通A股,4,2019-09-30
600385,紫光集团有限公司,734.95万,4.96%,-,流通A股,5,2019-09-30
600385,中国建银投资有限责任公司,533.33万,3.60%,-,受限流通股,6,2019-09-30
600385,北京新恒基房地产集团有限公司,200.00万,1.35%,-,流通A股,9,2019-09-30
600386,北京公共交通控股(集团)有限公司,4.44亿,55.00%,-,流通A股,1,2019-09-30
600386,中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,246.06万,0.31%,-,流通A股,10,2019-09-30
600386,交通银行股份有限公司-长信量化先锋混合型证券投资基金,561.48万,0.70%,-,流通A股,4,2019-09-30
600387,浙江海越科技有限公司,8993.41万,19.06%,98.96%,流通A股,1,2019-09-30
600387,海航云商投资有限公司,6370.60万,13.50%,100.00%,受限流通股,2,2019-09-30
600387,萍乡中天创富企业管理合伙企业(有限合伙),1513.02万,3.21%,无质押,受限流通股,3,2019-09-30
600387,浙江省经协集团有限公司,1258.00万,2.67%,无质押,流通A股,4,2019-09-30
600387,香港中央结算有限公司,829.32万,1.76%,无质押,流通A股,5,2019-09-30
600387,中央汇金资产管理有限责任公司,802.62万,1.70%,无质押,流通A股,6,2019-09-30
600387,中国证券金融股份有限公司,781.51万,1.66%,无质押,流通A股,7,2019-09-30
600388,龙净实业集团有限公司,1.93亿,18.09%,86.08%,流通A股,1,2019-09-30
600388,华润深国投信托有限公司-华润信托·福润1号集合资金信托计划,840.00万,0.79%,无质押,流通A股,10,2019-09-30
600388,龙岩市国有资产投资经营有限公司,8649.86万,8.09%,38.15%,流通A股,2,2019-09-30
600388,西藏阳光泓瑞工贸有限公司,4431.00万,4.14%,100.00%,流通A股,3,2019-09-30
600388,西藏阳光瑞泽实业有限公司,3001.94万,2.81%,100.00%,流通A股,5,2019-09-30
600388,上海南方全维科技发展有限公司,1411.27万,1.32%,100.00%,流通A股,7,2019-09-30
600388,龙岩市电力建设发展有限公司,863.25万,0.81%,无质押,流通A股,8,2019-09-30
600388,龙岩市海润投资有限公司,840.68万,0.79%,无质押,流通A股,9,2019-09-30
600389,南通产业控股集团有限公司,8701.97万,29.30%,40.22%,流通A股,1,2019-09-30
600389,招商银行股份有限公司-富国天合稳健优选混合型证券投资基金,128.66万,0.43%,无质押,流通A股,10,2019-09-30
600389,四川省乐山市福华作物保护科技投资有限公司,8668.41万,29.19%,100.00%,流通A股,2,2019-09-30
600389,中央汇金资产管理有限责任公司,612.60万,2.06%,无质押,流通A股,3,2019-09-30
600389,南通投资管理有限公司,145.10万,0.49%,无质押,流通A股,8,2019-09-30
600390,中国五矿股份有限公司,21.17亿,47.07%,无质押,"受限流通股,流通A股",1,2019-09-30
600390,招商证券资管-兴业银行-招商智远智增宝一号集合资产管理计划,1.18亿,2.63%,无质押,受限流通股,10,2019-09-30
600390,中建资本控股有限公司,1.77亿,3.94%,无质押,受限流通股,2,2019-09-30
600390,招商财富资产-招商银行-招商银行股份有限公司,1.77亿,3.94%,无质押,受限流通股,3,2019-09-30
600390,颐和银丰(天津)投资管理有限公司,1.77亿,3.94%,90.44%,受限流通股,4,2019-09-30
600390,华宝证券-平安银行-华宝证券华增五号集合资产管理计划,1.77亿,3.94%,无质押,受限流通股,5,2019-09-30
600390,深圳市平安置业投资有限公司,1.77亿,3.94%,100.00%,受限流通股,6,2019-09-30
600390,前海开源基金-农业银行-上海茁蓄投资管理合伙企业(有限合伙),1.77亿,3.94%,100.00%,受限流通股,8,2019-09-30
600390,长沙矿冶研究院有限责任公司,1.51亿,3.35%,无质押,流通A股,9,2019-09-30
600391,中国航发成都发动机有限公司,1.19亿,36.02%,49.97%,流通A股,1,2019-09-30
600391,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,262.11万,0.79%,无质押,流通A股,2,2019-09-30
600392,中国地质科学院矿产综合利用研究所,2.46亿,14.04%,无质押,流通A股,1,2019-09-30
600392,四川巨星企业集团有限公司,9686.89万,5.52%,99.41%,流通A股,4,2019-09-30
600392,海南文盛投资有限公司,7857.43万,4.48%,100.00%,"受限流通股,流通A股",5,2019-09-30
600392,四川省地质矿产公司,5704.36万,3.25%,无质押,流通A股,6,2019-09-30
