股票代码,公司名称,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
600128,爱涛文化集团有限公司,992.84万,4.02%,流通A股,2,2019-09-30
600128,中国烟草总公司江苏省公司(江苏省烟草公司),312.23万,1.27%,流通A股,3,2019-09-30
600129,太极集团有限公司,1.72亿,31.60%,流通A股,1,2019-09-30
600129,中意资管-招商银行-中意资产-招商银行-定增精选47号资产管理产品,745.28万,1.37%,流通A股,10,2019-09-30
600129,国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,2278.65万,4.19%,流通A股,3,2019-09-30
600129,财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司,1302.08万,2.39%,流通A股,4,2019-09-30
600129,重庆市涪陵国有资产投资经营集团有限公司,1302.08万,2.39%,流通A股,5,2019-09-30
600129,成都地方建筑机械化工程有限公司,1302.08万,2.39%,流通A股,6,2019-09-30
600129,重庆市涪陵区希兰生物科技有限公司,1189.53万,2.19%,流通A股,7,2019-09-30
600129,长城国融投资管理有限公司,1014.94万,1.87%,流通A股,8,2019-09-30
600130,波导科技集团股份有限公司,1.26亿,16.40%,流通A股,1,2019-09-30
600130,重庆国际信托股份有限公司-鸿睿一号集合资金信托计划,340.00万,0.44%,流通A股,10,2019-09-30
600130,宁波市奉化区锦屏街道资产经营总公司,717.63万,0.93%,流通A股,3,2019-09-30
600130,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,405.79万,0.53%,流通A股,7,2019-09-30
600131,新华水利控股集团有限公司,5984.94万,14.68%,流通A股,1,2019-09-30
600131,四川省投资集团有限责任公司,281.84万,0.69%,流通A股,10,2019-09-30
600131,阿坝州国有资产投资管理有限公司,3965.47万,9.73%,流通A股,2,2019-09-30
600131,国网四川省电力公司,2520.64万,6.18%,流通A股,3,2019-09-30
600131,北京新华国泰水利资产管理有限公司,2320.21万,5.69%,流通A股,4,2019-09-30
600131,阿坝州投资发展公司,1409.19万,3.46%,流通A股,5,2019-09-30
600131,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,343.24万,0.84%,流通A股,8,2019-09-30
600132,嘉士伯啤酒厂香港有限公司,2.06亿,42.54%,流通A股,1,2019-09-30
600132,中国工商银行-广发大盘成长混合型证券投资基金,482.83万,1.00%,流通A股,10,2019-09-30
600132,CARLSBERG CHONGQING LIMITED,8450.00万,17.46%,流通A股,2,2019-09-30
600132,高观投资有限公司-客户资金,1899.13万,3.92%,流通A股,3,2019-09-30
600132,铭基国际投资公司-MATTHEWS ASIA FUNDS(US),1778.26万,3.67%,流通A股,4,2019-09-30
600132,中央汇金资产管理有限责任公司,1146.17万,2.37%,流通A股,5,2019-09-30
600132,全国社保基金一一五组合,960.00万,1.98%,流通A股,6,2019-09-30
600132,香港中央结算有限公司,629.07万,1.30%,流通A股,7,2019-09-30
600132,中国工商银行-广发稳健增长证券投资基金,560.00万,1.16%,流通A股,8,2019-09-30
600132,中国国际金融香港资产管理有限公司-客户资金,496.05万,1.02%,流通A股,9,2019-09-30
600133,湖北省联合发展投资集团有限公司,1.36亿,19.63%,流通A股,1,2019-09-30
600133,青岛金石灏汭投资有限公司-金石灏沣股权投资(杭州)合伙企业(有限合伙),2347.83万,3.39%,流通A股,3,2019-09-30
600133,深圳天风天成资产管理有限公司-天风天成天智6号资产管理计划,1347.32万,1.94%,流通A股,4,2019-09-30
600133,广州立创五号实业投资合伙企业(有限合伙),1173.91万,1.69%,流通A股,5,2019-09-30
600133,西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金,1173.91万,1.69%,流通A股,6,2019-09-30
600133,鹏华基金-邮储银行-建信资本管理有限公司,434.78万,0.63%,流通A股,7,2019-09-30
600133,武汉城开房地产开发有限公司,275.07万,0.40%,流通A股,8,2019-09-30
600133,鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合,163.04万,0.24%,流通A股,9,2019-09-30
600135,中国乐凯集团有限公司,1.27亿,34.11%,流通A股,1,2019-09-30
600136,武汉新星汉宜化工有限公司,8026.22万,16.48%,流通A股,1,2019-09-30
600136,武汉合信实业有限公司,862.00万,1.77%,流通A股,10,2019-09-30
600136,武汉当代科技产业集团股份有限公司,4087.13万,8.39%,流通A股,4,2019-09-30
600136,武汉市夏天科教发展有限公司,2435.90万,5.00%,流通A股,5,2019-09-30
600136,全国社保基金一零二组合,1949.97万,4.01%,流通A股,6,2019-09-30
600136,天风睿源(武汉)股权投资中心(有限合伙),1510.13万,3.10%,流通A股,8,2019-09-30
600136,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),899.99万,1.85%,流通A股,9,2019-09-30
600137,浪莎控股集团有限公司,4149.54万,42.68%,流通A股,1,2019-09-30
600137,西藏巨浪科技有限公司,1928.89万,19.84%,流通A股,2,2019-09-30
600137,湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金,168.31万,1.73%,流通A股,4,2019-09-30
600137,北京紫光通信科技集团有限公司,142.07万,1.46%,流通A股,6,2019-09-30
600138,中国青旅集团公司,1.24亿,17.17%,流通A股,1,2019-09-30
600138,招商银行股份有限公司-睿远成长价值混合型证券投资基金,781.46万,1.08%,流通A股,10,2019-09-30
600138,阳光人寿保险股份有限公司-传统保险产品,3620.12万,5.00%,流通A股,2,2019-09-30
600138,全国社保基金一零三组合,3497.57万,4.83%,流通A股,3,2019-09-30
600138,香港中央结算有限公司,2507.92万,3.46%,流通A股,4,2019-09-30
600138,中央汇金资产管理有限责任公司,2212.45万,3.06%,流通A股,5,2019-09-30
600138,中青创益投资管理有限公司,2047.50万,2.83%,流通A股,6,2019-09-30
600138,挪威中央银行-自有资金,1267.09万,1.75%,流通A股,7,2019-09-30
600138,摩根士丹利投资管理公司-摩根士丹利中国A股基金,1119.30万,1.55%,流通A股,8,2019-09-30
600138,国寿投资控股有限公司,1075.37万,1.49%,流通A股,9,2019-09-30
600139,四川恒康发展有限责任公司,2.34亿,35.28%,流通A股,1,2019-09-30
600139,四川富润企业重组投资有限责任公司,3400.00万,5.14%,流通A股,2,2019-09-30
600139,MORGAN STANLEY & CO. INTERNATIONAL PLC.,417.33万,0.63%,流通A股,6,2019-09-30
600141,宜昌兴发集团有限责任公司,1.51亿,21.20%,流通A股,1,2019-09-30
600141,浙江金帆达生化股份有限公司,7214.70万,10.11%,流通A股,2,2019-09-30
600141,中央汇金资产管理有限责任公司,1879.48万,2.63%,流通A股,3,2019-09-30
600141,华融瑞通股权投资管理有限公司,1764.51万,2.47%,流通A股,4,2019-09-30
600141,宜昌市夷陵国有资产经营有限公司,1272.00万,1.78%,流通A股,5,2019-09-30
600141,华融(天津自贸区)投资股份有限公司,1205.11万,1.69%,流通A股,6,2019-09-30
600141,中国太平洋人寿保险股份有限公司-分红-个人分红,1121.39万,1.57%,流通A股,8,2019-09-30
600141,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,578.36万,0.81%,流通A股,9,2019-09-30
600143,金发科技股份有限公司回购专用证券账户,1.43亿,5.59%,流通A股,3,2019-09-30
600143,中国证券金融股份有限公司,6888.08万,2.69%,流通A股,6,2019-09-30
600143,中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,6452.72万,2.52%,流通A股,7,2019-09-30
600143,中央汇金资产管理有限责任公司,5657.39万,2.21%,流通A股,9,2019-09-30
600146,商赢控股集团有限公司,7300.00万,15.53%,流通A股,1,2019-09-30
600146,乐源控股有限公司,1130.00万,2.40%,流通A股,10,2019-09-30
600146,江苏隆明投资有限公司,6338.00万,13.49%,流通A股,2,2019-09-30
600146,江苏彩浩投资有限公司,2200.00万,4.68%,流通A股,3,2019-09-30
600146,南通琦艺投资有限公司,2200.00万,4.68%,流通A股,4,2019-09-30
600146,达孜县恒盛股权投资合伙企业(有限合伙),2081.00万,4.43%,流通A股,5,2019-09-30
600146,达孜县恒隆股权投资合伙企业(有限合伙),2079.00万,4.42%,流通A股,6,2019-09-30
600146,旭森国际控股(集团)有限公司,1600.00万,3.40%,流通A股,7,2019-09-30
600146,南通泓翔股权投资合伙企业(有限合伙),1351.00万,2.87%,流通A股,8,2019-09-30
600146,青岛盈和投资合伙企业(有限合伙),1198.00万,2.55%,流通A股,9,2019-09-30
600148,吉林东光集团有限公司,4537.89万,32.07%,流通A股,1,2019-09-30
600148,一汽股权投资(天津)有限公司,3186.42万,22.52%,流通A股,2,2019-09-30
600148,东莞市晟世欣兴格力贸易有限公司,38.64万,0.27%,流通A股,3,2019-09-30
600149,恒大地产集团有限公司,7603.21万,20.00%,流通A股,1,2019-09-30
600149,廊坊市投资控股集团有限公司,5817.37万,15.30%,流通A股,2,2019-09-30
600150,中国船舶工业集团有限公司,7.05亿,51.18%,流通A股,1,2019-09-30
600150,大成基金-农业银行-大成中证金融资产管理计划,462.44万,0.34%,流通A股,10,2019-09-30
600150,中国远洋运输有限公司,4392.00万,3.19%,流通A股,2,2019-09-30
600150,上海电气(集团)总公司,4301.99万,3.12%,流通A股,3,2019-09-30
600150,中船投资发展有限公司,2487.47万,1.80%,流通A股,4,2019-09-30
600150,中央汇金资产管理有限责任公司,2171.48万,1.58%,流通A股,5,2019-09-30
600150,中国证券金融股份有限公司,1702.23万,1.24%,流通A股,6,2019-09-30
600150,信泰人寿保险股份有限公司-万能保险产品,1304.08万,0.95%,流通A股,7,2019-09-30
600150,中欧基金-农业银行-中欧中证金融资产管理计划,529.05万,0.38%,流通A股,8,2019-09-30
600150,博时基金-农业银行-博时中证金融资产管理计划,498.59万,0.36%,流通A股,9,2019-09-30
600151,上海航天技术研究院,3.79亿,26.45%,流通A股,1,2019-09-30
600151,航天投资控股有限公司,6389.18万,4.45%,流通A股,2,2019-09-30
600151,上海新上广经济发展有限公司,3561.70万,2.48%,流通A股,3,2019-09-30
600151,上海航天智能装备有限公司,3505.45万,2.44%,流通A股,4,2019-09-30
600151,中央汇金资产管理有限责任公司,2833.01万,1.98%,流通A股,5,2019-09-30
600151,上海航天工业(集团)有限公司,2714.93万,1.89%,流通A股,6,2019-09-30
600151,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1083.69万,0.76%,流通A股,7,2019-09-30
600151,农银人寿保险股份有限公司-传统保险产品,917.01万,0.64%,流通A股,8,2019-09-30
600152,维科控股集团股份有限公司,7315.00万,24.36%,流通A股,1,2019-09-30
600152,宁波市工业投资有限责任公司,3568.55万,11.88%,流通A股,2,2019-09-30
600152,宁波工业投资集团有限公司,170.07万,0.57%,流通A股,7,2019-09-30
600152,宁波保税区耀宝投资管理中心(普通合伙),144.80万,0.48%,流通A股,8,2019-09-30
600153,厦门建发集团有限公司,13.01亿,45.89%,流通A股,1,2019-09-30
600153,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1712.50万,0.60%,流通A股,10,2019-09-30
600153,香港中央结算有限公司,1.66亿,5.86%,流通A股,2,2019-09-30
600153,中国太平洋人寿保险股份有限公司-传统-普通保险产品,9682.98万,3.42%,流通A股,3,2019-09-30
600153,中国证券金融股份有限公司,8486.90万,2.99%,流通A股,4,2019-09-30
600153,中国太平洋人寿保险股份有限公司-分红-个人分红,6638.49万,2.34%,流通A股,5,2019-09-30
600153,新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪,4824.56万,1.70%,流通A股,6,2019-09-30
600153,基本养老保险基金一零零三组合,1806.23万,0.64%,流通A股,8,2019-09-30
600153,中国人民财产保险股份有限公司-传统-收益组合,1800.15万,0.63%,流通A股,9,2019-09-30
600155,新希望化工投资有限公司,1.23亿,10.91%,流通A股,1,2019-10-09
600155,贵州立昌实业有限公司,2862.95万,2.54%,流通A股,10,2019-10-09
600155,贵州现代物流产业(集团)有限责任公司,1.08亿,9.57%,流通A股,2,2019-10-09
600155,中国贵州茅台酒厂(集团)有限责任公司,8978.13万,7.96%,流通A股,3,2019-10-09
600155,上海杉融实业有限公司,7279.18万,6.45%,流通A股,4,2019-10-09
600155,和泓置地集团有限公司,5901.13万,5.23%,流通A股,6,2019-10-09
600155,宁波建佑贸易有限公司,5513.00万,4.89%,流通A股,7,2019-10-09
600155,华创阳安股份有限公司-第一期员工持股计划,4914.25万,4.36%,流通A股,8,2019-10-09
600156,湖南华升集团有限公司,1.62亿,40.31%,流通A股,1,2019-09-30
600156,湖南轻盐创业投资管理有限公司,105.13万,0.26%,流通A股,10,2019-09-30
600156,中国服装集团有限公司,134.41万,0.33%,流通A股,6,2019-09-30
600156,法国兴业银行,117.22万,0.29%,流通A股,7,2019-09-30
600157,永泰集团有限公司,40.27亿,32.41%,流通A股,1,2019-09-30
600157,山西太钢投资有限公司,6115.77万,0.49%,流通A股,10,2019-09-30
600157,青岛诺德能源有限公司,9.90亿,7.97%,流通A股,2,2019-09-30
600157,南京汇恒投资有限公司,6.60亿,5.31%,流通A股,3,2019-09-30
600157,襄垣县襄银投资合伙企业(有限合伙),4.18亿,3.36%,流通A股,4,2019-09-30
600157,嘉兴民安投资合伙企业(有限合伙),3.52亿,2.83%,流通A股,5,2019-09-30
600157,中国证券金融股份有限公司,3.06亿,2.47%,流通A股,6,2019-09-30
600157,西藏泰能股权投资管理有限公司,2.52亿,2.03%,流通A股,7,2019-09-30
600157,陕西省国际信托股份有限公司-陕国投·唐兴8号证券投资集合资金信托计划,1.09亿,0.88%,流通A股,8,2019-09-30
600157,泰达宏利基金-工商银行-泰达宏利新毅3号资产管理计划,1.04亿,0.84%,流通A股,9,2019-09-30
600158,华体集团有限公司,2721.17万,4.14%,流通A股,1,2019-09-30
600158,中央汇金资产管理有限责任公司,2635.92万,4.01%,流通A股,2,2019-09-30
600158,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,729.59万,1.11%,流通A股,3,2019-09-30
600158,中欧基金-招商银行-天津珑曜恒达资产管理有限公司,521.41万,0.79%,流通A股,4,2019-09-30
600158,深圳市吉钰珠宝首饰有限公司,366.85万,0.56%,流通A股,7,2019-09-30
600158,百年人寿保险股份有限公司-万能保险产品,319.00万,0.49%,流通A股,9,2019-09-30
600159,北京市顺义大龙城乡建设开发总公司,3.96亿,47.70%,流通A股,1,2019-09-30
600159,中国证券金融股份有限公司,468.82万,0.56%,流通A股,2,2019-09-30
600159,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),292.04万,0.35%,流通A股,6,2019-09-30
600160,巨化集团有限公司,10.61亿,38.65%,流通A股,1,2019-09-30
600160,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1483.64万,0.54%,流通A股,10,2019-09-30
600160,巨化集团-浙商证券-17巨化EB担保及信托财产专户,3.64亿,13.26%,流通A股,2,2019-09-30
600160,浙江浙盐控股有限公司,7631.23万,2.78%,流通A股,4,2019-09-30
600160,浙江巨化投资有限公司,5978.77万,2.18%,流通A股,5,2019-09-30
600160,香港中央结算有限公司,2424.53万,0.88%,流通A股,6,2019-09-30
600160,中国人民财产保险股份有限公司-传统-普通保险产品-008C-CT001沪,2147.00万,0.78%,流通A股,8,2019-09-30
600160,中国人民人寿保险股份有限公司-分红-个险分红,1627.90万,0.59%,流通A股,9,2019-09-30
600161,中国生物技术股份有限公司,5.22亿,49.96%,流通A股,1,2019-09-30
600161,全国社保基金一零九组合,795.75万,0.76%,流通A股,10,2019-09-30
600161,成都生物制品研究所有限责任公司,4040.36万,3.87%,流通A股,2,2019-09-30
600161,中国国新控股有限责任公司,3832.56万,3.67%,流通A股,3,2019-09-30
600161,中国银行股份有限公司-易方达中小盘混合型证券投资基金,3180.01万,3.04%,流通A股,5,2019-09-30
600161,中央汇金资产管理有限责任公司,1567.58万,1.50%,流通A股,6,2019-09-30
600161,香港中央结算有限公司,1297.76万,1.24%,流通A股,7,2019-09-30
600161,北京生物制品研究所有限责任公司,1088.10万,1.04%,流通A股,9,2019-09-30
600162,南方香江集团有限公司,8.24亿,27.64%,流通A股,1,2019-09-30
600162,深圳市金海马实业股份有限公司,5.99亿,20.11%,流通A股,2,2019-09-30
600162,金鹰基金-工商银行-万向信托-星辰34号事务管理类单一资金信托,1.18亿,3.96%,流通A股,3,2019-09-30
600162,金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣2号定向增发事务管理类单一资金信托,1.18亿,3.96%,流通A股,4,2019-09-30
600162,香江集团有限公司,9759.56万,3.27%,流通A股,5,2019-09-30
600162,前海开源基金-浦发银行-中融国际信托-中融-融珲62号单一资金信托,8856.78万,2.97%,流通A股,6,2019-09-30
600162,深圳市香江股权投资管理有限公司-香江汇通一期证券投资基金,4664.84万,1.57%,流通A股,7,2019-09-30
600162,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,2271.70万,0.76%,流通A股,8,2019-09-30
600162,香港中央结算有限公司,2202.49万,0.74%,流通A股,9,2019-09-30
600163,福建省投资开发集团有限责任公司,4.72亿,47.20%,流通A股,1,2019-09-30
600163,海峡产业投资基金(福建)有限合伙企业,2576.32万,2.58%,流通A股,2,2019-09-30
600163,福建华兴创业投资有限公司,2560.21万,2.56%,流通A股,3,2019-09-30
600163,福建省水利投资开发集团有限公司,1699.10万,1.70%,流通A股,4,2019-09-30
600163,福建省铁路投资有限责任公司,1610.20万,1.61%,流通A股,5,2019-09-30
600163,福建华兴新兴创业投资有限公司,1288.16万,1.29%,流通A股,6,2019-09-30
600163,福建省招标采购集团有限公司,1084.90万,1.09%,流通A股,7,2019-09-30
600163,福建省冶金工业设计院有限公司,654.56万,0.65%,流通A股,9,2019-09-30
600165,上海中能企业发展(集团)有限公司,2.00亿,29.20%,流通A股,1,2019-09-30
600165,国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划,1088.42万,1.59%,流通A股,5,2019-09-30
600165,国通信托有限责任公司-国通信托·紫金8号集合资金信托计划,920.93万,1.34%,流通A股,8,2019-09-30
600165,华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划,761.21万,1.11%,流通A股,9,2019-09-30
600166,北京汽车集团有限公司,18.05亿,27.46%,流通A股,1,2019-11-28
600166,诸城市义和车桥有限公司,6010.00万,0.91%,流通A股,10,2019-11-28
600166,北京国有资本经营管理中心,2.97亿,4.51%,流通A股,2,2019-11-28
600166,中国证券金融股份有限公司,1.38亿,2.10%,流通A股,5,2019-11-28
600166,中央汇金资产管理有限责任公司,8087.64万,1.23%,流通A股,6,2019-11-28
600166,首钢集团有限公司,8000.00万,1.22%,流通A股,8,2019-11-28
600166,山东莱动内燃机有限公司,6390.00万,0.97%,流通A股,9,2019-11-28
600167,联众新能源有限公司,11.62亿,50.77%,流通A股,1,2019-09-30
600167,上海美季信息科技有限公司,2244.52万,0.98%,流通A股,10,2019-09-30
600167,联美集团有限公司,3.90亿,17.04%,流通A股,2,2019-09-30
600167,金鹰基金-浙商银行-云南国际信托-云信富春5号单一资金信托,1.06亿,4.62%,流通A股,3,2019-09-30
600167,拉萨和泰装修有限公司,1.04亿,4.54%,流通A股,4,2019-09-30
600167,联众新能-国泰君安-19联众EB担保及信托财产专户,7777.90万,3.40%,流通A股,5,2019-09-30
600167,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),4000.00万,1.75%,流通A股,8,2019-09-30
600167,全国社保基金一零八组合,3420.01万,1.49%,流通A股,9,2019-09-30
600168,武汉市水务集团有限公司,3.92亿,55.18%,流通A股,1,2019-09-30
600168,大通证券股份有限公司,532.60万,0.75%,流通A股,4,2019-09-30
600168,云南国际信托有限公司-源盛恒瑞21号集合资金信托计划,150.00万,0.21%,流通A股,9,2019-09-30
600169,太原重型机械(集团)制造有限公司,6.63亿,25.84%,流通A股,1,2019-09-30
600169,广发基金-农业银行-广发中证金融资产管理计划,1261.26万,0.49%,流通A股,10,2019-09-30
600169,太原重型机械集团有限公司,1.98亿,7.74%,流通A股,2,2019-09-30
600169,中央汇金资产管理有限责任公司,5081.94万,1.98%,流通A股,3,2019-09-30
600169,山西省旅游投资控股集团有限公司,3272.34万,1.28%,流通A股,4,2019-09-30
600169,兴业财富资产-兴业银行-兴业国际信托-兴业信托·恒阳2期集合资金信托计划,2271.66万,0.89%,流通A股,5,2019-09-30
600169,中国证券金融股份有限公司,2165.70万,0.84%,流通A股,6,2019-09-30
600169,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1967.24万,0.77%,流通A股,7,2019-09-30
600169,河南省兆腾投资有限公司,1860.31万,0.73%,流通A股,8,2019-09-30
600169,嘉实基金-农业银行-嘉实中证金融资产管理计划,1299.88万,0.51%,流通A股,9,2019-09-30
600170,上海建工(集团)总公司,26.89亿,31.68%,流通A股,1,2019-11-14
600170,大成基金-农业银行-大成中证金融资产管理计划,4376.69万,0.52%,流通A股,10,2019-11-14
600170,嘉实基金-农业银行-嘉实中证金融资产管理计划,4376.69万,0.52%,流通A股,11,2019-11-14
600170,广发基金-农业银行-广发中证金融资产管理计划,4376.69万,0.52%,流通A股,12,2019-11-14
600170,中欧基金-农业银行-中欧中证金融资产管理计划,4376.69万,0.52%,流通A股,13,2019-11-14
600170,华夏基金-农业银行-华夏中证金融资产管理计划,4376.69万,0.52%,流通A股,14,2019-11-14
600170,南方基金-农业银行-南方中证金融资产管理计划,4376.69万,0.52%,流通A股,15,2019-11-14
600170,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,4376.69万,0.52%,流通A股,16,2019-11-14
600170,国盛集团-国际金融-15国盛EB担保及信托财产专户,12.01亿,14.15%,流通A股,2,2019-11-14
600170,上海国盛(集团)有限公司,8.37亿,9.86%,流通A股,3,2019-11-14
600170,中国证券金融股份有限公司,2.66亿,3.14%,流通A股,4,2019-11-14
600170,香港中央结算有限公司,2.09亿,2.47%,流通A股,5,2019-11-14
600170,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,6902.00万,0.81%,流通A股,6,2019-11-14
600170,中央汇金资产管理有限责任公司,5395.10万,0.64%,流通A股,7,2019-11-14
600170,博时基金-农业银行-博时中证金融资产管理计划,4376.69万,0.52%,流通A股,8,2019-11-14
600170,易方达基金-农业银行-易方达中证金融资产管理计划,4376.69万,0.52%,流通A股,9,2019-11-14
600171,华大半导体有限公司,1.78亿,26.45%,流通A股,1,2019-09-30
600171,柏年康成健康管理集团有限公司,110.00万,0.16%,流通A股,10,2019-09-30
600171,中央汇金资产管理有限责任公司,3061.97万,4.54%,流通A股,2,2019-09-30
600171,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,607.04万,0.90%,流通A股,3,2019-09-30
600171,香港中央结算有限公司,324.26万,0.48%,流通A股,4,2019-09-30
600171,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,293.22万,0.44%,流通A股,5,2019-09-30
600171,上海浦东发展银行股份有限公司-景顺长城中证500行业中性低波动指数型证券投资基金,190.05万,0.28%,流通A股,7,2019-09-30
600172,河南黄河实业集团股份有限公司,2.36亿,19.88%,流通A股,1,2019-09-30
600172,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金,8500.00万,7.15%,流通A股,2,2019-09-30
600172,日本联合材料公司,1976.43万,1.66%,流通A股,3,2019-09-30
600172,香港中央结算有限公司,1349.24万,1.14%,流通A股,4,2019-09-30
600173,卧龙控股集团有限公司,818.46万,1.17%,流通A股,4,2019-09-30
600175,杭州五湖投资合伙企业(有限合伙),2.53亿,7.08%,流通A股,2,2019-09-30
600175,德清百盛股权投资合伙企业(有限合伙),1.78亿,4.99%,流通A股,3,2019-09-30
600175,杭州志恒投资合伙企业(有限合伙),1.66亿,4.63%,流通A股,4,2019-09-30
600175,嘉实资本-工商银行-中航信托-中航信托·天顺1685号单一资金信托,9850.77万,2.75%,流通A股,5,2019-09-30
600175,德清涌金股权投资合伙企业(有限合伙),9016.25万,2.52%,流通A股,6,2019-09-30
600175,中国证券金融股份有限公司,6178.51万,1.73%,流通A股,7,2019-09-30
600175,北京首都开发控股(集团)有限公司,5836.55万,1.63%,流通A股,8,2019-09-30
600175,深圳阜财股权投资合伙企业(有限合伙),5199.25万,1.45%,流通A股,9,2019-09-30
600176,中国建材股份有限公司,9.45亿,26.97%,流通A股,1,2019-09-30
600176,中国太平洋人寿保险股份有限公司-分红-个人分红,2268.45万,0.65%,流通A股,10,2019-09-30
600176,振石控股集团有限公司,5.46亿,15.59%,流通A股,2,2019-09-30
600176,香港中央结算有限公司,1.41亿,4.02%,流通A股,3,2019-09-30
600176,中央汇金资产管理有限责任公司,4373.99万,1.25%,流通A股,4,2019-09-30
600176,全国社保基金一零一组合,3655.30万,1.04%,流通A股,5,2019-09-30
600176,中国银行-华夏大盘精选证券投资基金,3333.04万,0.95%,流通A股,6,2019-09-30
600176,全国社保基金一零六组合,2352.07万,0.67%,流通A股,7,2019-09-30
600176,汇天泽投资有限公司,2305.86万,0.66%,流通A股,8,2019-09-30
600176,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,2287.93万,0.65%,流通A股,9,2019-09-30
600177,宁波雅戈尔控股有限公司,15.29亿,30.50%,流通A股,1,2019-09-30
600177,宁波盛达发展有限公司,3960.69万,0.79%,流通A股,10,2019-09-30
600177,昆仑信托有限责任公司-昆仑信托·添盈投资一号集合资金信托计划,6.11亿,12.19%,流通A股,2,2019-09-30
600177,中国证券金融股份有限公司,2.51亿,5.01%,流通A股,3,2019-09-30
600177,雅戈尔集团股份有限公司回购专用证券账户,1.87亿,3.73%,流通A股,4,2019-09-30
600177,深圳市博睿财智控股有限公司,9800.00万,1.95%,流通A股,6,2019-09-30
600177,香港中央结算有限公司,5074.23万,1.01%,流通A股,7,2019-09-30
600177,深圳市恩情投资发展有限公司,4829.02万,0.96%,流通A股,8,2019-09-30
600177,国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划,3999.99万,0.80%,流通A股,9,2019-09-30
600178,中国长安汽车集团有限公司,2.38亿,51.42%,流通A股,1,2019-09-30
600179,北京宏图昌历投资基金管理中心(有限合伙),8290.90万,12.31%,流通A股,1,2019-09-30
600179,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,759.90万,1.13%,流通A股,10,2019-09-30
600179,平安信托有限责任公司-平安信托*汇安990号集合资金信托,7700.00万,11.43%,流通A股,2,2019-09-30
600179,国通信托有限责任公司-国通信托·聚赢88号证券投资单一资金信托,6494.57万,9.64%,流通A股,3,2019-09-30
600179,黑龙江黑化集团有限公司,3816.56万,5.67%,流通A股,4,2019-09-30
600179,宁波梅山保税港区航懿投资咨询合伙企业(有限合伙),3220.29万,4.78%,流通A股,5,2019-09-30
600179,宁波创越股权投资合伙企业(有限合伙),1857.24万,2.76%,流通A股,6,2019-09-30
600179,红塔红土基金-中信证券-万向信托-万向信托-星辰82号事务管理类单一资金信托,1285.09万,1.91%,流通A股,7,2019-09-30
600179,上海仁建企业发展集团有限公司,1272.29万,1.89%,流通A股,8,2019-09-30
600180,郑州瑞茂通供应链有限公司,5.25亿,51.67%,流通A股,1,2019-09-30
600180,香港中央结算有限公司,786.76万,0.77%,流通A股,10,2019-09-30
600180,郑州瑞茂通供应链有限公司-2017年非公开发行可交换公司债券质押专户,1.01亿,9.92%,流通A股,2,2019-09-30
600180,上海豫辉投资管理中心(有限合伙),8928.57万,8.78%,流通A股,3,2019-09-30
600180,泰康人寿保险有限责任公司-投连-行业配置,999.12万,0.98%,流通A股,8,2019-09-30
600180,全国社保基金一一六组合,800.00万,0.79%,流通A股,9,2019-09-30
600182,宁波亿酷投资管理有限公司-亿酷1期私募证券投资基金,98.28万,0.58%,流通A股,2,2019-09-30
600183,广东省广新控股集团有限公司,3.67亿,16.12%,流通A股,1,2019-09-30
600183,全国社保基金一一二组合,1176.81万,0.52%,流通A股,10,2019-09-30
600183,东莞市国弘投资有限公司,3.44亿,15.11%,流通A股,2,2019-09-30
600183,伟华电子有限公司,3.26亿,14.33%,流通A股,3,2019-09-30
