股票代码,公司名称,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
600183,广东省外贸开发有限公司,1.62亿,7.14%,流通A股,4,2019-09-30
600183,香港中央结算有限公司,7386.20万,3.24%,流通A股,5,2019-09-30
600183,中央汇金资产管理有限责任公司,4467.65万,1.96%,流通A股,6,2019-09-30
600183,全国社保基金四零六组合,2184.16万,0.96%,流通A股,7,2019-09-30
600183,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1304.37万,0.57%,流通A股,8,2019-09-30
600183,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1236.51万,0.54%,流通A股,9,2019-09-30
600184,北方光电集团有限公司,1.54亿,30.36%,流通A股,1,2019-09-30
600184,湖北华光新材料有限公司,6300.38万,12.38%,流通A股,2,2019-09-30
600184,中兵投资管理有限责任公司,4605.93万,9.05%,流通A股,3,2019-09-30
600184,中兵投资-广发证券-17中兵EB担保及信托财产专户,2000.00万,3.93%,流通A股,4,2019-09-30
600184,红塔创新投资股份有限公司,1960.22万,3.85%,流通A股,5,2019-09-30
600184,兵工财务有限责任公司,1800.00万,3.54%,流通A股,6,2019-09-30
600184,汇添富基金-宁波银行-汇添富-光电制导1号资产管理计划,1376.07万,2.70%,流通A股,7,2019-09-30
600184,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,1020.40万,2.01%,流通A股,9,2019-09-30
600185,珠海投资控股有限公司,8.47亿,41.13%,流通A股,1,2019-09-30
600185,西安飞机工业(集团)有限责任公司,2628.75万,1.28%,流通A股,10,2019-09-30
600185,格力地产股份有限公司回购专用证券账户,1.71亿,8.29%,流通A股,2,2019-09-30
600185,建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划,1.03亿,4.98%,流通A股,3,2019-09-30
600185,泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托,1.03亿,4.98%,流通A股,4,2019-09-30
600185,广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金,1.03亿,4.98%,流通A股,5,2019-09-30
600185,铜陵发展投资集团有限公司,5162.24万,2.51%,流通A股,6,2019-09-30
600185,广州金融控股集团有限公司,5162.24万,2.51%,流通A股,7,2019-09-30
600185,中国证券金融股份有限公司,3046.55万,1.48%,流通A股,9,2019-09-30
600186,浙江睿康投资有限公司,1.25亿,11.78%,流通A股,1,2019-09-30
600186,河南省农业综合开发有限公司,2439.56万,2.30%,流通A股,2,2019-09-30
600186,项城市天安科技有限公司,958.03万,0.90%,流通A股,4,2019-09-30
600187,国中(天津)水务有限公司,2.27亿,15.62%,流通A股,1,2019-09-30
600187,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,426.43万,0.29%,流通A股,10,2019-09-30
600187,华夏基金-农业银行-华夏中证金融资产管理计划,426.43万,0.29%,流通A股,11,2019-09-30
600187,中欧基金-农业银行-中欧中证金融资产管理计划,426.43万,0.29%,流通A股,12,2019-09-30
600187,南方基金-农业银行-南方中证金融资产管理计划,426.43万,0.29%,流通A股,13,2019-09-30
600187,大成基金-农业银行-大成中证金融资产管理计划,426.43万,0.29%,流通A股,14,2019-09-30
600187,银华基金-农业银行-银华中证金融资产管理计划,426.43万,0.29%,流通A股,15,2019-09-30
600187,广发基金-农业银行-广发中证金融资产管理计划,426.43万,0.29%,流通A股,16,2019-09-30
600187,易方达基金-农业银行-易方达中证金融资产管理计划,426.43万,0.29%,流通A股,17,2019-09-30
600187,博时基金-农业银行-博时中证金融资产管理计划,426.43万,0.29%,流通A股,18,2019-09-30
600187,嘉实基金-农业银行-嘉实中证金融资产管理计划,426.43万,0.29%,流通A股,19,2019-09-30
600187,中央汇金资产管理有限责任公司,2162.81万,1.49%,流通A股,2,2019-09-30
600187,大通证券股份有限公司,855.46万,0.59%,流通A股,4,2019-09-30
600187,中国证券金融股份有限公司,789.66万,0.54%,流通A股,6,2019-09-30
600187,上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金,740.97万,0.51%,流通A股,8,2019-09-30
600188,兖矿集团有限公司,22.67亿,46.16%,流通A股,1,2019-09-30
600188,全国社保基金四零三组合,1288.44万,0.26%,流通A股,10,2019-09-30
600188,香港中央结算(代理人)有限公司,19.48亿,39.66%,流通H股,2,2019-09-30
600188,香港中央结算有限公司,2554.64万,0.52%,流通A股,3,2019-09-30
600188,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,2310.43万,0.47%,流通A股,4,2019-09-30
600188,新华人寿保险股份有限公司-分红-个人分红-018L-FH002沪,2195.79万,0.45%,流通A股,5,2019-09-30
600188,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,2134.15万,0.43%,流通A股,6,2019-09-30
600188,中央汇金资产管理有限责任公司,1935.51万,0.39%,流通A股,7,2019-09-30
600188,阿布达比投资局,1885.32万,0.38%,流通A股,8,2019-09-30
600188,新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪,1389.36万,0.28%,流通A股,9,2019-09-30
600189,中国吉林森林工业集团有限责任公司,1.47亿,30.84%,流通A股,1,2019-09-30
600189,北京睿德嘉信商贸有限公司,3583.55万,7.51%,流通A股,2,2019-09-30
600189,中国华融资产管理股份有限公司,2470.00万,5.18%,流通A股,3,2019-09-30
600189,吉林省吉盛资产管理有限责任公司,1911.76万,4.01%,流通A股,4,2019-09-30
600189,吉林省亚东国有资本投资有限公司,1147.06万,2.40%,流通A股,5,2019-09-30
600189,全国社保基金一零七组合,353.07万,0.74%,流通A股,8,2019-09-30
600190,大连港投融资控股集团有限公司,3.82亿,19.08%,流通A股,1,2019-09-30
600190,中国证券金融股份有限公司,536.49万,0.27%,流通A股,10,2019-09-30
600190,西藏海涵交通发展有限公司,3.00亿,15.00%,流通A股,3,2019-09-30
600190,西藏天圣交通发展投资有限公司,1.40亿,7.00%,流通A股,4,2019-09-30
600190,中国石油天然气集团有限公司,1.18亿,5.90%,流通A股,5,2019-09-30
600190,锦州港国有资产经营管理有限公司,1.01亿,5.07%,流通A股,6,2019-09-30
600190,锦州港股份有限公司-第二期员工持股计划,1030.00万,0.51%,流通A股,7,2019-09-30
600190,锦州港股份有限公司-第一期员工持股计划,872.33万,0.44%,流通A股,8,2019-09-30
600190,辽宁联合资产管理有限公司,543.60万,0.27%,流通A股,9,2019-09-30
600191,包头草原糖业(集团)有限责任公司,1.53亿,31.49%,流通A股,1,2019-09-30
600191,包头市实创经济技术开发有限公司,8540.49万,17.61%,流通A股,2,2019-09-30
600191,包头市北普实业有限公司,2533.27万,5.22%,流通A股,3,2019-09-30
600191,哈尔滨天翔伟业投资有限公司,350.00万,0.72%,流通A股,4,2019-09-30
600192,甘肃电气装备集团有限公司,1.71亿,38.77%,流通A股,1,2019-09-30
600192,中央汇金资产管理有限责任公司,107.81万,0.24%,流通A股,9,2019-09-30
600193,厦门百汇兴投资有限公司,6254.06万,14.70%,流通A股,1,2019-09-30
600193,厦门大洋集团股份有限公司,4351.45万,10.23%,流通A股,2,2019-09-30
600193,厦门博纳科技有限公司,3300.28万,7.76%,流通A股,3,2019-09-30
600193,桑日百汇兴投资有限公司,1146.13万,2.69%,流通A股,4,2019-09-30
600195,中国牧工商集团有限公司,4.20亿,49.91%,流通A股,1,2019-09-30
600195,魁北克储蓄投资集团,435.14万,0.52%,流通A股,10,2019-09-30
600195,中央汇金资产管理有限责任公司,1385.78万,1.65%,流通A股,2,2019-09-30
600195,全国社保基金一一六组合,800.00万,0.95%,流通A股,3,2019-09-30
600195,中国国际金融香港资产管理有限公司-客户资金,596.88万,0.71%,流通A股,4,2019-09-30
600195,泰康人寿保险有限责任公司-投连-多策略优选,532.14万,0.63%,流通A股,5,2019-09-30
600195,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,471.01万,0.56%,流通A股,6,2019-09-30
600195,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,453.33万,0.54%,流通A股,7,2019-09-30
600195,中国对外经济贸易信托有限公司-淡水泉精选1期,453.00万,0.54%,流通A股,8,2019-09-30
600195,挪威中央银行-自有资金,446.79万,0.53%,流通A股,9,2019-09-30
600196,上海复星高科技(集团)有限公司,9.38亿,38.10%,流通A股,1,2019-09-30
600196,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,1019.83万,0.41%,流通A股,10,2019-09-30
600196,HKSCC NOMINEES LIMITED,5.51亿,22.39%,流通H股,2,2019-09-30
600196,中国证券金融股份有限公司,3873.62万,1.57%,流通A股,3,2019-09-30
600196,香港中央结算有限公司,3619.97万,1.47%,流通A股,4,2019-09-30
600196,全国社保基金一一三组合,2806.62万,1.14%,流通A股,5,2019-09-30
600196,基本养老保险基金八零二组合,2582.49万,1.05%,流通A股,6,2019-09-30
600196,中央汇金资产管理有限责任公司,2406.77万,0.98%,流通A股,7,2019-09-30
600196,全国社保基金一一零组合,1535.85万,0.62%,流通A股,8,2019-09-30
600196,阿布达比投资局,1379.05万,0.56%,流通A股,9,2019-09-30
600197,新疆伊力特集团有限公司,1.83亿,41.43%,流通A股,1,2019-09-30
600197,新疆伊力特集团有限公司-2017年非公开发行可交换公司债券质押专户,3988.16万,9.04%,流通A股,2,2019-09-30
600197,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,680.87万,1.54%,流通A股,3,2019-09-30
600197,新疆伊力特实业股份有限公司回购专用证券账户,666.27万,1.51%,流通A股,4,2019-09-30
600197,香港中央结算有限公司,529.55万,1.20%,流通A股,5,2019-09-30
600197,伊犁糖烟酒有限责任公司,262.69万,0.60%,流通A股,6,2019-09-30
600198,电信科学技术研究院有限公司,1.51亿,17.18%,流通A股,1,2019-09-30
600198,大唐电信科技产业控股有限公司,1.48亿,16.82%,流通A股,2,2019-09-30
600198,中国证券金融股份有限公司,1216.48万,1.38%,流通A股,4,2019-09-30
600198,嘉实基金-农业银行-嘉实中证金融资产管理计划,688.22万,0.78%,流通A股,6,2019-09-30
600198,华夏基金-农业银行-华夏中证金融资产管理计划,431.80万,0.49%,流通A股,8,2019-09-30
600199,安徽金种子集团有限公司,1.78亿,32.07%,流通A股,1,2019-09-30
600199,中央汇金资产管理有限责任公司,2073.12万,3.73%,流通A股,2,2019-09-30
600199,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,844.23万,1.52%,流通A股,3,2019-09-30
600199,中国证券金融股份有限公司,202.05万,0.36%,流通A股,9,2019-09-30
600200,苏州吴中投资控股有限公司,1.23亿,17.28%,流通A股,1,2019-09-30
600200,中国证券金融股份有限公司,1150.10万,1.62%,流通A股,2,2019-09-30
600200,中央汇金资产管理有限责任公司,835.42万,1.18%,流通A股,3,2019-09-30
600200,香港中央结算有限公司,368.82万,0.52%,流通A股,6,2019-09-30
600201,香港中央结算有限公司,1.37亿,12.14%,流通A股,1,2019-09-30
600201,中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金,789.25万,0.70%,流通A股,10,2019-09-30
600201,内蒙古金宇生物控股有限公司,1.22亿,10.86%,流通A股,2,2019-09-30
600201,中国证券金融股份有限公司,2687.42万,2.39%,流通A股,3,2019-09-30
600201,中央汇金资产管理有限责任公司,1712.47万,1.52%,流通A股,5,2019-09-30
600201,上海淳韬投资管理有限公司-淳韵价值一号证券投资私募基金,1361.84万,1.21%,流通A股,6,2019-09-30
600201,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1255.91万,1.12%,流通A股,7,2019-09-30
600201,中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金,986.95万,0.88%,流通A股,9,2019-09-30
600202,哈尔滨工业投资集团有限公司,1.30亿,34.03%,流通A股,1,2019-09-30
600202,成都海志股权投资基金管理有限公司-海志成长1号私募投资基金,200.50万,0.52%,流通A股,8,2019-09-30
600203,福建福日集团有限公司,9423.42万,21.11%,流通A股,1,2019-09-30
600203,福建省电子信息(集团)有限责任公司,4367.70万,9.78%,流通A股,2,2019-09-30
600203,福建新一代信息技术创业投资有限合伙企业,2217.95万,4.97%,流通A股,3,2019-09-30
600203,平安基金-平安银行-平安大华永智1号特定客户资产管理计划,1159.38万,2.60%,流通A股,5,2019-09-30
600203,杭州德七投资合伙企业(有限合伙),708.00万,1.59%,流通A股,7,2019-09-30
600203,福州兴合投资管理有限公司,453.67万,1.02%,流通A股,9,2019-09-30
600206,有研科技集团有限公司,2.80亿,33.39%,流通A股,1,2019-09-30
600206,中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金,267.19万,0.32%,流通A股,10,2019-09-30
600206,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,1750.00万,2.09%,流通A股,3,2019-09-30
600206,中国工商银行股份有限公司-广发中证央企创新驱动交易型开放式指数证券投资基金,847.08万,1.01%,流通A股,4,2019-09-30
600206,招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金,847.08万,1.01%,流通A股,5,2019-09-30
600206,中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金,847.07万,1.01%,流通A股,6,2019-09-30
600207,河南投资集团有限公司,4.08亿,47.26%,流通A股,1,2019-09-30
600207,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),102.48万,0.12%,流通A股,10,2019-09-30
600207,富鼎电子科技(嘉善)有限公司,1.47亿,17.04%,流通A股,2,2019-09-30
600207,郑州投资控股有限公司,2594.34万,3.01%,流通A股,3,2019-09-30
600208,浙江新湖集团股份有限公司,27.87亿,32.41%,流通A股,1,2019-09-30
600208,华澳国际信托有限公司-华澳·臻智56号-新湖中宝员工持股计划集合资金信托计划,1.06亿,1.24%,流通A股,10,2019-09-30
600208,宁波嘉源实业发展有限公司,4.62亿,5.38%,流通A股,3,2019-09-30
600208,中国证券金融股份有限公司,2.59亿,3.01%,流通A股,4,2019-09-30
600208,浙江恒兴力控股集团有限公司,2.10亿,2.44%,流通A股,5,2019-09-30
600208,中国北方工业有限公司,1.93亿,2.24%,流通A股,6,2019-09-30
600208,华夏人寿保险股份有限公司-自有资金,1.79亿,2.08%,流通A股,7,2019-09-30
600208,华夏人寿保险股份有限公司-传统产品,1.47亿,1.71%,流通A股,8,2019-09-30
600208,新湖中宝股份有限公司回购专用证券账户,1.39亿,1.62%,流通A股,9,2019-09-30
600209,海南罗衡机电工程设备安装有限公司,8780.24万,20.00%,流通A股,1,2019-09-30
600209,海口金海岸罗顿国际旅业发展有限公司(清算组),2132.97万,4.86%,流通A股,2,2019-09-30
600209,北京德稻教育投资有限公司,1945.80万,4.43%,流通A股,3,2019-09-30
600209,欧阳春霖,517.88万,1.18%,流通A股,5,2019-09-30
600209,海口黄金海岸技术产业投资有限公司,388.60万,0.89%,流通A股,7,2019-09-30
600210,上海紫江(集团)有限公司,3.95亿,26.06%,流通A股,1,2019-09-30
600210,香港中央结算有限公司,2125.79万,1.40%,流通A股,3,2019-09-30
600210,中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金,578.63万,0.38%,流通A股,7,2019-09-30
600211,西藏华西药业集团有限公司,3148.00万,21.62%,流通A股,1,2019-09-30
600211,西藏源江创业投资合伙企业(有限合伙),212.50万,1.46%,流通A股,10,2019-09-30
600211,西藏康哲企业管理有限公司,2975.44万,20.44%,流通A股,2,2019-09-30
600211,北京新凤凰城房地产开发有限公司,565.00万,3.88%,流通A股,3,2019-09-30
600211,深圳市康哲药业有限公司,550.62万,3.78%,流通A股,4,2019-09-30
600211,中国建设银行股份有限公司-兴全社会责任混合型证券投资基金,430.56万,2.96%,流通A股,6,2019-09-30
600211,天津康哲医药科技发展有限公司,348.32万,2.39%,流通A股,7,2019-09-30
600211,西藏诺迪康药业股份有限公司回购专用证券账户,252.07万,1.73%,流通A股,8,2019-09-30
