pid,股票代码,职务,薪酬,直接持股数,高管类型
35146,300424,独立董事,8万,-,董事会
14626,300424,董事,-,-,董事会
30888,300424,监事会主席,43.54万,1617,监事会
47005,300424,董事,45.03万,8.825万,董事会
764,300424,董事会秘书,-,-,监事会
22908,300424,董事,83.65万,70.8万,董事会
45373,300424,独立董事,8万,-,董事会
42490,300424,监事,-,-,监事会
3497,300424,独立董事,-,-,董事会
2634,300424,董事,60.36万,1438万,董事会
41431,300425,副总经理,38.17万,-,监事会
17383,300425,"副董事长,董事",38.16万,-,董事会
42861,300425,董事,-,-,董事会
54051,300425,副总经理,-,-,监事会
4632,300425,副总经理,139.2万,35.55万,监事会
4923,300425,副总经理,128.6万,206.2万,监事会
34837,300425,董事,244.4万,248.8万,董事会
297,300425,"董事长,董事",-,-,董事会
36158,300425,职工监事,14.76万,-,监事会
23956,300425,独立董事,-,-,董事会
29559,300425,独立董事,-,-,董事会
28250,300425,财务总监,-,-,监事会
10602,300425,"董事会秘书,副总经理",158.1万,35.55万,监事会
5064,300425,监事,151.1万,20.24万,监事会
35325,300425,副总经理,155.1万,26.95万,监事会
923,300425,副总经理,154.4万,24.88万,监事会
12972,300425,独立董事,-,-,董事会
14705,300425,董事,-,-,董事会
52798,300425,独立董事,-,-,董事会
29503,300425,监事会主席,-,-,监事会
53162,300426,监事,33.22万,48.97万,监事会
49949,300426,董事,23.48万,477.8万,董事会
28186,300426,"董事长,董事",60万,1.521亿,董事会
45880,300426,监事会主席,-,-,监事会
30885,300426,独立董事,12.65万,-,董事会
52628,300426,董事,-,-,董事会
42558,300426,董事,63.33万,-,董事会
49082,300426,副总经理,41.65万,138.9万,监事会
7130,300426,副总经理,36万,16.43万,监事会
26542,300426,财务总监,-,-,监事会
46324,300426,独立董事,12.65万,-,董事会
38648,300426,副总经理,47.6万,51.66万,监事会
39555,300426,独立董事,12.65万,-,董事会
32728,300426,董事,-,1209万,董事会
43868,300426,独立董事,12.65万,-,董事会
10079,300426,职工监事,8.5万,220.8万,监事会
51010,300426,董事,60万,98.2万,董事会
16165,300427,独立董事,10万,-,董事会
41386,300427,董事,-,-,董事会
4246,300427,"副董事长,董事",95.28万,989.8万,董事会
49675,300427,监事,21.45万,-,监事会
18351,300427,独立董事,10万,-,董事会
48806,300427,财务总监,27.33万,-,监事会
51490,300427,董事,1.8万,841.9万,董事会
3553,300427,监事会主席,40万,-,监事会
39405,300427,"董事会秘书,副总经理",21.67万,-,监事会
15283,300427,监事,23.23万,-,监事会
16419,300427,董事,1.8万,732万,董事会
37624,300427,"董事长,董事",93.62万,2914万,董事会
15366,300427,独立董事,10万,-,董事会
36274,300428,监事会主席,13万,-,监事会
37425,300428,监事,12.77万,-,监事会
22412,300428,董事,20.22万,-,董事会
8826,300428,独立董事,5万,-,董事会
28750,300428,董事,26.45万,-,董事会
44300,300428,副总经理,18万,-,监事会
4141,300428,"副董事长,董事",24.31万,3456万,董事会
26692,300428,董事,30万,-,董事会
37404,300428,"董事长,董事",30万,2881万,董事会
21697,300428,董事,30万,-,董事会
34347,300428,副总经理,17.74万,-,监事会
51631,300428,独立董事,5万,-,董事会
31004,300428,副总经理,18.06万,-,监事会
24215,300428,独立董事,5万,-,董事会
26721,300428,监事,8.12万,-,监事会
16490,300429,董事会秘书,45.09万,-,监事会
53870,300429,独立董事,-,-,董事会
1678,300429,财务总监,20.72万,-,监事会
28830,300429,监事会主席,23.88万,8.306万,监事会
49043,300429,董事,93.9万,273.3万,董事会
34480,300429,独立董事,-,-,董事会
25802,300429,职工监事,13.9万,-,监事会
7385,300429,监事,62.05万,33.13万,监事会
51220,300429,独立董事,-,-,董事会
18463,300429,独立董事,-,-,董事会
48504,300429,董事,70.18万,8533万,董事会
12969,300429,副总经理,92.34万,148.6万,监事会
12510,300429,"董事长,董事",115万,1.405亿,董事会
11665,300429,常务副总经理,100.2万,-,监事会
1130,300430,财务总监,25.31万,-,监事会
28496,300430,董事,29.53万,1168万,董事会
29626,300430,董事,29.43万,-,董事会
18291,300430,监事,25.22万,131.1万,监事会
32781,300430,董事,35.15万,1014万,董事会
45470,300430,"董事长,董事",35.15万,1846万,董事会
14978,300430,董事,29.39万,229.7万,董事会
44208,300430,独立董事,7万,-,董事会
17313,300430,独立董事,7万,-,董事会
37071,300430,董事,24.78万,732万,董事会
31115,300430,独立董事,7万,-,董事会
34055,300430,监事会主席,26.99万,-,监事会
35851,300430,监事,-,-,监事会
51722,300431,"董事长,董事",228.5万,7032万,董事会
40490,300431,董事,10.25万,146.9万,董事会
27812,300431,职工监事,-,-,监事会
23598,300431,独立董事,7万,-,董事会
45978,300431,监事,18.49万,-,监事会
8459,300431,独立董事,7万,-,董事会
39045,300431,监事会主席,6.14万,-,监事会
38535,300431,独立董事,7万,-,董事会
23633,300432,独立董事,6万,-,董事会
17991,300432,董事,-,-,董事会
17237,300432,职工监事,37.79万,-,监事会
2583,300432,董事,42.87万,136.1万,董事会
51391,300432,副总经理,56.25万,-,监事会
33290,300432,独立董事,6万,-,董事会
19548,300432,监事,30.11万,-,监事会
11712,300432,董事,-,-,董事会
29247,300432,"董事长,董事",-,-,董事会
9946,300432,监事会主席,4.8万,-,监事会
18438,300432,董事,93.2万,201.2万,董事会
14307,300432,独立董事,6万,-,董事会
49325,300432,"副董事长,董事",54.47万,-,董事会
6080,300433,"副总经理,财务总监",80万,75.93万,监事会
9430,300433,董事,80万,192.8万,董事会
21237,300433,"董事长,董事",500万,-,董事会
17449,300433,监事,-,-,监事会
33412,300433,独立董事,10万,-,董事会
2284,300433,独立董事,5万,-,董事会
5184,300433,监事会主席,70万,75.93万,监事会
23716,300433,副总经理,80万,60.75万,监事会
36713,300433,独立董事,10万,-,董事会
29043,300433,"副董事长,董事",308万,334.8万,董事会
49617,300433,"董事会秘书,副总经理",-,-,监事会
2841,300433,职工监事,50万,30.82万,监事会
50486,300433,副总经理,90万,273.4万,监事会
49757,300433,独立董事,10万,-,董事会
32267,300434,副总经理,27.52万,837.8万,监事会
26167,300434,职工监事,20.22万,-,监事会
16831,300434,董事,40.5万,-,董事会
5751,300434,董事,31.88万,835.2万,董事会
23968,300434,"副董事长,董事",148万,1464万,董事会
1357,300434,独立董事,9.6万,-,董事会
2964,300434,监事,14.15万,-,监事会
31429,300434,财务总监,46.6万,-,监事会
49352,300434,独立董事,9.6万,-,董事会
11691,300434,"董事长,董事",34.6万,6679万,董事会
611,300434,监事会主席,26.26万,535.5万,监事会
8833,300434,董事,128万,426.7万,董事会
1391,300434,独立董事,9.6万,-,董事会
41138,300434,总经理,-,-,监事会
54231,300435,监事会主席,24.08万,26.07万,监事会
18772,300435,监事,22.08万,31.15万,监事会
24019,300435,财务总监,24.2万,5.4万,监事会
26549,300435,董事会秘书,24.2万,76.34万,监事会
46581,300435,董事,40.2万,58.63万,董事会
35192,300435,董事,40.2万,80.93万,董事会
2020,300435,独立董事,7.2万,-,董事会
19115,300435,"董事长,董事",-,-,董事会
20860,300435,"副董事长,董事",50.4万,2471万,董事会
11439,300435,董事,40.2万,50.12万,董事会
2995,300435,独立董事,7.2万,-,董事会
51412,300435,董事,33.15万,20.58万,董事会
51845,300435,职工监事,-,6700,监事会
38539,300435,独立董事,7.2万,-,董事会
37926,300436,副总经理,39.03万,-,监事会
38666,300436,副总经理,39.92万,-,监事会
30501,300436,董事,-,1354万,董事会
10194,300436,财务总监,38.86万,-,监事会
15589,300436,独立董事,12万,-,董事会
25178,300436,副总经理,101.6万,-,监事会
2748,300436,副总经理,40.71万,-,监事会
43701,300436,独立董事,12万,-,董事会
2221,300436,"董事长,董事",26.76万,1361万,董事会
7772,300436,董事,36.74万,750万,董事会
22667,300436,监事会主席,15.13万,-,监事会
29588,300436,职工监事,8.5万,-,监事会
53351,300436,董事,41.77万,-,董事会
30433,300436,监事,-,-,监事会
15679,300436,独立董事,12万,-,董事会
15665,300436,董事,61.55万,-,董事会
32871,300436,董事,81.61万,-,董事会
41779,300437,"副董事长,董事",29.03万,-,董事会
24617,300437,监事,-,-,监事会
1851,300437,"董事会秘书,副总经理",15.73万,42万,监事会
10174,300437,独立董事,7.02万,-,董事会
39180,300437,董事,14.64万,-,董事会
16307,300437,副总经理,15.37万,112万,监事会
48467,300437,副总经理,14.72万,-,监事会
25925,300437,职工监事,8.13万,-,监事会
2387,300437,独立董事,7.02万,-,董事会
6122,300437,总工程师,17.62万,140万,监事会
31729,300437,"董事长,董事",21.19万,9527万,董事会
2477,300437,董事,-,-,董事会
17610,300437,财务总监,15.49万,-,监事会
33964,300437,监事,20.07万,-,监事会
2513,300437,监事会主席,10.57万,-,监事会
12725,300437,独立董事,7.02万,-,董事会
49835,300437,董事,-,-,董事会
38390,300437,职工监事,9.24万,-,监事会
37179,300438,董事,69.44万,-,董事会
37114,300438,董事,-,-,董事会
20679,300438,监事,-,-,监事会
28346,300438,"董事长,董事",63.72万,8981万,董事会
7954,300438,董事,27万,-,董事会
44176,300438,独立董事,-,-,董事会
22501,300438,副总裁,46.58万,67.2万,监事会
39013,300438,监事会主席,-,-,监事会
7118,300438,独立董事,10万,-,董事会
12593,300438,董事,-,-,董事会
33029,300438,独立董事,10万,-,董事会
49710,300438,职工监事,9.01万,-,监事会
50340,300438,"副董事长,董事",62.25万,-,董事会
2483,300439,独立董事,10万,-,董事会
25350,300439,董事,25.9万,17.31万,董事会
3524,300439,监事会主席,38.31万,3500,监事会
14780,300439,职工监事,-,-,监事会
51543,300439,副总经理,45万,13.85万,监事会
41077,300439,独立董事,10万,-,董事会
20789,300439,副总经理,5.49万,7.2万,监事会
46979,300439,董事会秘书,13.38万,78.42万,监事会
15499,300439,"副总经理,财务总监",6.4万,1.35万,监事会
10720,300439,监事,36.22万,-,监事会
6088,300439,"董事长,董事",78万,1.692亿,董事会
7958,300439,董事,65万,1191万,董事会
40147,300440,职工监事,-,-,监事会
47351,300440,"董事长,董事",115.5万,92.05万,董事会
19164,300440,监事会主席,17.04万,23.01万,监事会
40074,300440,监事,12.33万,-,监事会
33976,300440,独立董事,6.67万,-,董事会
121,300440,董事,70.66万,61.37万,董事会
7068,300440,副总经理,56.42万,-,监事会
23207,300440,独立董事,6.67万,-,董事会
22429,300440,"董事会秘书,副总经理,财务负责人",75.55万,-,监事会
46145,300440,董事,65.44万,61.37万,董事会
4099,300440,独立董事,6.67万,-,董事会
24467,300440,董事,-,-,董事会
35722,300440,副总经理,-,-,监事会
9691,300441,财务总监,28.5万,546.8万,监事会
18694,300441,职工监事,29.6万,164万,监事会
21009,300441,独立董事,6万,-,董事会
6261,300441,监事,30万,730.9万,监事会
41104,300441,董事,26万,1600万,董事会
47864,300441,副总经理,28.5万,-,监事会
16301,300441,独立董事,6万,-,董事会
25677,300441,董事,35万,631.6万,董事会
26149,300441,董事,-,972万,董事会
4393,300441,监事会主席,-,-,监事会
20499,300441,"董事长,董事",42万,892.6万,董事会
30170,300441,独立董事,4.5万,-,董事会
28607,300442,监事会主席,19.89万,500,监事会
31544,300442,"董事长,董事",12.09万,107.3万,董事会
6925,300442,董事,12.13万,-,董事会
41163,300442,董事,-,-,董事会
35732,300442,"董事会秘书,副总经理",14.49万,-,监事会
6623,300442,监事,12.09万,-,监事会
21314,300442,职工监事,13.29万,-,监事会
40172,300442,董事,12.09万,-,董事会
5857,300442,财务负责人,36.09万,-,监事会
50420,300442,独立董事,6万,-,董事会
46726,300442,独立董事,6万,-,董事会
3571,300442,独立董事,6万,-,董事会
12584,300443,董事,44.6万,150万,董事会
37523,300443,董事,27.2万,-,董事会
20076,300443,"董事长,董事",46万,1.027亿,董事会
28286,300443,董事,47.51万,-,董事会
1030,300443,副总经理,44万,-,监事会
49407,300443,监事,-,-,监事会
31402,300443,董事,-,-,董事会
44808,300443,董事,50万,64.51万,董事会
23275,300443,独立董事,6.7万,-,董事会
21582,300443,副总经理,48万,-,监事会
28958,300443,监事会主席,33万,-,监事会
43411,300443,独立董事,6.7万,-,董事会
25196,300443,独立董事,6.7万,-,董事会
2897,300443,职工监事,21.6万,-,监事会
53139,300444,监事会主席,28万,866.6万,监事会
31900,300444,副总经理,30.97万,295.3万,监事会
5769,300444,独立董事,10万,-,董事会
28526,300444,独立董事,3.72万,-,董事会
14549,300444,董事,36.33万,784.6万,董事会
37255,300444,财务总监,-,-,监事会
46210,300444,董事,46.83万,7550万,董事会
762,300444,董事,25.81万,2235万,董事会
41226,300444,独立董事,3.72万,-,董事会
15753,300444,"董事长,董事",48.01万,9295万,董事会
15370,300444,职工监事,18.16万,-,监事会
43928,300444,董事,35.93万,2929万,董事会
8029,300444,监事,6.64万,-,监事会
40407,300444,董事,34.48万,815.9万,董事会
18914,300445,监事,83.28万,276.1万,监事会
26622,300445,"副董事长,董事",76.36万,2742万,董事会
50267,300445,独立董事,10万,-,董事会
20010,300445,董事,13.97万,1876万,董事会
36272,300445,"董事会秘书,副总经理",61.32万,3万,监事会
22578,300445,"董事长,董事",76.11万,3098万,董事会
52015,300445,监事会主席,52.02万,244.8万,监事会
10029,300445,财务负责人,54.22万,1.83万,监事会
20035,300445,董事,74.52万,645.7万,董事会
23600,300445,董事,144.4万,-,董事会
36731,300445,独立董事,10万,-,董事会
9316,300445,独立董事,10万,-,董事会
10043,300445,职工监事,72.75万,-,监事会
39376,300446,董事,32.6万,302.5万,董事会
50923,300446,"董事会秘书,副总经理",28.36万,40.97万,监事会
14953,300446,监事会主席,20.94万,53.02万,监事会
29060,300446,独立董事,-,-,董事会
45581,300446,"董事长,董事",-,-,董事会
46535,300446,独立董事,6万,-,董事会
21842,300446,"副董事长,董事",-,-,董事会
52622,300446,董事,28.36万,83.16万,董事会
18764,300446,董事,-,-,董事会
50178,300446,董事,-,-,董事会
5,300446,职工监事,15.1万,-,监事会
2850,300446,监事,-,-,监事会
27590,300446,独立董事,6万,-,董事会
44887,300446,副总经理,25.43万,90.53万,监事会
37791,300447,董事,6万,4.8万,董事会
44133,300447,职工监事,-,-,监事会
31415,300447,总经理,46.11万,-,监事会
31295,300447,监事会主席,-,-,监事会
35065,300447,董事,-,-,董事会
1450,300447,"董事会秘书,副总经理,财务总监",24.18万,2.21万,监事会
16336,300447,独立董事,6万,-,董事会
28464,300447,监事,-,-,监事会
45999,300447,独立董事,6万,-,董事会
36309,300447,"董事长,董事",36.46万,1.549亿,董事会
6803,300447,董事,6万,5.1万,董事会
28847,300447,独立董事,6万,-,董事会
12499,300448,副总经理,36.79万,2916万,监事会
18119,300448,监事,15.6万,-,监事会
36220,300448,独立董事,6.5万,-,董事会
976,300448,财务总监,58.74万,13.84万,监事会
53612,300448,"董事长,董事",44.2万,2.096亿,董事会
45706,300448,独立董事,6.5万,-,董事会
42689,300448,副总经理,36.79万,2726万,监事会
22574,300448,监事,8.97万,2751,监事会
17798,300448,"董事会秘书,副总经理",64.03万,91.72万,监事会
10000,300448,董事,37.63万,2061万,董事会
53228,300448,董事,6.5万,-,董事会
2141,300448,监事会主席,6.26万,-,监事会
31270,300449,独立董事,6万,-,董事会
9988,300449,董事,-,-,董事会
44648,300449,"副董事长,董事",29.1万,-,董事会
44952,300449,董事,-,-,董事会
8462,300449,独立董事,6万,-,董事会
37697,300449,独立董事,6万,-,董事会
34043,300449,监事,24.81万,-,监事会
27679,300449,"董事长,董事",-,6221万,董事会
4169,300449,职工监事,9.2万,-,监事会
40420,300449,财务总监,33.62万,-,监事会
43936,300449,董事,-,-,董事会
38589,300449,董事,26.1万,-,董事会
34702,300449,"董事会秘书,副总经理",-,-,监事会
5969,300449,监事会主席,26.6万,-,监事会
43920,300450,副总经理,107.1万,1.997万,监事会
5698,300450,职工监事,17.46万,-,监事会
40505,300450,副总经理,108万,1.997万,监事会
10377,300450,董事,34.18万,-,董事会
14514,300450,财务总监,54万,2.197万,监事会
49039,300450,"董事会秘书,副总经理",-,-,监事会
45443,300450,独立董事,5万,-,董事会
3215,300450,董事,93.4万,-,董事会
40805,300450,监事,-,-,监事会
11945,300450,"董事长,董事",135.5万,-,董事会
39589,300450,董事,6.4万,-,董事会
9432,300450,副总经理,108.4万,1.997万,监事会
29302,300450,监事会主席,25.89万,-,监事会
20286,300450,独立董事,4.17万,-,董事会
20318,300450,独立董事,4.17万,-,董事会
30300,300451,独立董事,6万,-,董事会
36617,300451,监事会主席,39.97万,-,监事会
39545,300451,副总经理,42.02万,13.39万,监事会
36047,300451,董事,-,-,董事会
20582,300451,董事,54.58万,2042万,董事会
2869,300451,副总经理,63.63万,30.89万,监事会
33743,300451,副总经理,39.88万,13.5万,监事会
26822,300451,职工监事,30.46万,-,监事会
41156,300451,独立董事,6万,-,董事会
11231,300451,独立董事,6万,-,董事会
50898,300451,董事,53.73万,13.5万,董事会
45731,300451,"董事长,董事",55.78万,1.339亿,董事会
28144,300451,监事,6万,-,监事会
6620,300451,董事,62.71万,-,董事会
28423,300451,财务总监,51.18万,27万,监事会
34376,300451,副总经理,52.34万,-,监事会
33110,300451,副总经理,40.28万,-,监事会
18439,300452,董事,19.94万,-,董事会
601,300452,副总经理,-,1000,监事会
20110,300452,董事,-,-,董事会
2985,300452,独立董事,4.2万,-,董事会
37172,300452,董事,19.78万,5.557万,董事会
27008,300452,"董事长,董事",32.17万,3715万,董事会
52118,300452,监事会主席,20.6万,127.1万,监事会
579,300452,独立董事,4.2万,-,董事会
34261,300452,董事,-,-,董事会
10994,300452,职工监事,9.61万,-,监事会
45649,300452,监事,-,-,监事会
43261,300452,董事,15.15万,63.57万,董事会
49776,300452,独立董事,1.75万,-,董事会
8970,300453,董事,-,1224万,董事会
46078,300453,"董事会秘书,副总经理,财务总监",26.11万,64万,监事会
16613,300453,监事长,17.43万,29.12万,监事会
45167,300453,独立董事,4.2万,-,董事会
18899,300453,监事,23.03万,12.8万,监事会
51016,300453,职工监事,17.72万,-,监事会
25949,300453,"董事长,董事",28.69万,7644万,董事会
42692,300453,副总经理,28.61万,-,监事会
44715,300453,董事,38.48万,112万,董事会
17441,300453,独立董事,4.2万,-,董事会
32442,300453,独立董事,4.2万,-,董事会
28589,300453,董事,28.42万,1766万,董事会
5077,300454,"董事长,董事",33.27万,8424万,董事会
43151,300454,董事,35.43万,3370万,董事会
28489,300454,监事会主席,-,-,监事会
51312,300454,独立董事,-,-,董事会
49704,300454,董事,28.29万,7301万,董事会
5681,300454,独立董事,11.9万,-,董事会
50703,300454,职工监事,51.39万,-,监事会
5732,300454,监事,66.98万,-,监事会
21493,300454,"董事会秘书,副总经理",112.6万,-,监事会
35099,300454,独立董事,11.9万,-,董事会
51734,300454,财务总监,100.2万,-,监事会
7125,300455,副总经理,78.44万,458.6万,监事会
14864,300455,监事会主席,-,-,监事会
43010,300455,董事,-,-,董事会
5644,300455,独立董事,6万,-,董事会
15021,300455,副总经理,99.98万,-,监事会
7057,300455,职工监事,57.12万,-,监事会
4680,300455,"董事会秘书,副总经理,财务总监",65.19万,-,监事会
51188,300455,董事,-,-,董事会
10595,300455,独立董事,6万,-,董事会
22414,300455,董事,88.91万,760.8万,董事会
41695,300455,董事,-,-,董事会
23177,300455,监事,-,-,监事会
464,300455,"董事长,董事",-,-,董事会
50111,300455,董事,-,-,董事会
33301,300455,独立董事,6万,-,董事会
20654,300456,独立董事,6万,-,董事会
2318,300456,副总经理,31.34万,44.89万,监事会
4211,300456,董事,36.36万,67.52万,董事会
37661,300456,监事会主席,34.35万,-,监事会
42811,300456,"董事会秘书,副总经理",33.38万,31.5万,监事会
2473,300456,独立董事,-,-,董事会
3838,300456,独立董事,6万,-,董事会
5396,300456,"董事长,董事",36.98万,2.815亿,董事会
4134,300456,监事,20.8万,-,监事会
13742,300456,职工监事,20.69万,-,监事会
39348,300456,董事,-,-,董事会
35241,300456,财务总监,27.39万,7.481万,监事会
33888,300456,董事,-,-,董事会
31497,300457,董事,49.86万,9.75万,董事会
38506,300457,董事,159.3万,15万,董事会
9414,300457,监事,31.74万,-,监事会
9353,300457,独立董事,6万,-,董事会
45121,300457,监事会主席,17.32万,-,监事会
38770,300457,"副董事长,董事",55.89万,26.92万,董事会
31202,300457,独立董事,6万,-,董事会
22606,300457,董事,60.41万,11.25万,董事会
45012,300457,"董事长,董事",57.06万,1.324亿,董事会
25822,300457,副总裁,71万,1393万,监事会
39783,300457,财务总监,120万,22.5万,监事会
51005,300457,独立董事,6万,-,董事会
28677,300457,监事,18.68万,-,监事会
19120,300458,董事,210.9万,2873万,董事会
2906,300458,董事,-,2657万,董事会
32422,300458,董事,176.5万,1118万,董事会
4266,300458,"董事长,董事",265.3万,3070万,董事会
22108,300458,独立董事,5万,-,董事会
51683,300458,独立董事,5万,-,董事会
39556,300458,职工监事,-,-,监事会
781,300458,"副总经理,财务负责人",163.2万,538.9万,监事会
7230,300458,监事会主席,76.2万,1653万,监事会
33073,300458,监事,5万,-,监事会
22828,300458,董事会秘书,38万,1.042万,监事会
25413,300458,独立董事,5万,-,董事会
2927,300459,职工监事,-,-,监事会
28646,300459,董事,-,-,董事会
54159,300459,董事,35.08万,-,董事会
5918,300459,"董事会秘书,副总经理",56.99万,-,监事会
52044,300459,监事,-,4200,监事会
17586,300459,董事,-,2.351亿,董事会
37345,300459,董事,59.96万,-,董事会
20146,300459,副总经理,49.92万,-,监事会
19411,300459,"董事长,董事",39.98万,5.755亿,董事会
14335,300459,独立董事,9.6万,-,董事会
24633,300459,董事,-,-,董事会
31539,300459,监事会主席,-,-,监事会
15353,300459,独立董事,9.6万,-,董事会
28527,300459,董事,26.4万,-,董事会
8097,300459,独立董事,9.6万,-,董事会
7359,300459,独立董事,9.6万,-,董事会
4801,300460,副总经理,-,-,监事会
32877,300460,监事,9.3万,-,监事会
50453,300460,副总经理,13.2万,-,监事会
52983,300460,独立董事,7.2万,-,董事会
32313,300460,总经理,-,-,监事会
29894,300460,副总经理,-,-,高管
1870,300460,董事,18.3万,-,董事会
6057,300460,监事会主席,10.5万,-,监事会
50763,300460,副总经理,-,-,监事会
34850,300460,董事,-,-,董事会
6149,300460,独立董事,7.2万,-,董事会
35224,300460,"董事长,董事",18.93万,-,董事会
54002,300460,财务总监,14.4万,-,高管
5847,300460,副总经理,18.93万,-,监事会
38007,300460,监事,14.1万,-,监事会
43979,300460,董事,18.93万,-,董事会
23611,300460,独立董事,7.2万,-,董事会
8830,300461,职工监事,6.02万,-,监事会
21085,300461,职工监事,6.3万,-,监事会
39971,300461,监事会主席,5.94万,-,监事会
49614,300461,独立董事,3.33万,-,董事会
42107,300461,董事,-,-,董事会
1875,300461,独立董事,3.33万,-,董事会
9267,300461,董事,22.28万,2559万,董事会
38840,300461,董事,42.18万,1600万,董事会
7234,300461,董事,168.6万,1514万,董事会
15125,300461,"董事长,董事",192.6万,2000万,董事会
3671,300461,"董事会秘书,财务总监",35.69万,-,监事会
5596,300461,独立董事,3.33万,-,董事会
12779,300462,职工监事,9.78万,-,监事会
18610,300462,"董事长,董事",35万,5341万,董事会
43943,300462,副总经理,45万,129.4万,监事会
39928,300462,监事会主席,12.64万,-,监事会
52257,300462,独立董事,1.6万,-,董事会
14908,300462,独立董事,4.8万,-,董事会
41150,300462,独立董事,4.8万,-,董事会
4665,300462,董事,30万,-,董事会
4848,300462,董事,30万,83.5万,董事会
30486,300462,董事,18万,478.1万,董事会
23749,300462,监事,13.9万,43.76万,监事会
26766,300462,副总经理,25万,82万,监事会
36068,300463,行政总监,39万,7.2万,监事会
22172,300463,技术总监,126万,-,监事会
10360,300463,独立董事,-,-,董事会
27942,300463,董事,56万,3313万,董事会
20492,300463,"董事会秘书,战略投资总监",44万,155.7万,监事会
142,300463,董事,87万,149.5万,董事会
40127,300463,生产总监,41万,238.1万,监事会
7011,300463,"董事长,董事",113万,6806万,董事会
16806,300463,独立董事,8万,-,董事会
20757,300463,独立董事,8万,-,董事会
7443,300463,监事,52万,274.6万,监事会
22113,300463,技术总监,80万,13.2万,监事会
53876,300463,生产总监,-,5.4万,监事会
45139,300463,职工监事,38万,248.6万,监事会
5414,300463,董事,64万,5183万,董事会
30082,300463,董事,65万,18万,董事会
41409,300463,监事会主席,16万,122.4万,监事会
9111,300463,董事,6万,5939万,董事会
17492,300464,董事,-,-,董事会
30298,300464,职工监事,-,3700,监事会
31830,300464,独立董事,5.95万,-,董事会
44131,300464,董事,-,3770万,董事会
23634,300464,监事,28.13万,-,监事会
53545,300464,财务总监,20.85万,-,监事会
26711,300464,独立董事,5.95万,-,董事会
7523,300464,副总经理,69.55万,-,监事会
1767,300464,董事,34.77万,25万,董事会
11986,300464,"董事长,董事",36万,-,董事会
45582,300464,董事,12.1万,-,董事会
3228,300464,董事,50.37万,951.3万,董事会
21037,300464,独立董事,5.95万,-,董事会
16907,300464,监事会主席,28.65万,-,监事会
32249,300464,董事会秘书,12.45万,-,监事会
30612,300465,"董事长,董事",120万,-,董事会
27355,300465,监事,-,-,监事会
48720,300465,副总经理,57.85万,-,监事会
40003,300465,副总经理,59.83万,-,监事会
49100,300465,监事会主席,30.24万,-,监事会
861,300465,副总经理,59.97万,-,监事会
5880,300465,职工监事,63.99万,-,监事会
23731,300465,董事,60.75万,-,董事会
32902,300465,董事,60.25万,-,董事会
23627,300465,独立董事,12.64万,-,董事会
14896,300465,独立董事,12.64万,-,董事会
44067,300465,"董事会秘书,副总经理,财务总监",60.25万,-,监事会
27659,300466,独立董事,4万,-,董事会
13432,300466,财务总监,26.87万,-,监事会
5197,300466,"副董事长,董事",27.23万,4593万,董事会
7119,300466,"董事长,董事",52.99万,1.524亿,董事会
16065,300466,副总经理,-,-,监事会
44076,300466,职工监事,10.17万,-,监事会
37644,300466,监事,19.84万,-,监事会
39822,300466,"董事会秘书,副总经理",-,-,监事会
7689,300466,副总经理,27.23万,-,监事会
462,300466,董事,4万,-,董事会
48260,300466,监事会主席,27.45万,-,监事会
54296,300466,董事,29.03万,-,董事会
28424,300466,董事,-,3062万,董事会
16692,300466,独立董事,4万,-,董事会
5570,300466,独立董事,4万,-,董事会
53486,300467,监事,7.2万,-,监事会
38111,300467,"董事会秘书,副总裁",42.42万,12万,监事会
35984,300467,独立董事,1700,-,董事会
49921,300467,职工监事,12.16万,-,监事会
40633,300467,独立董事,1700,-,董事会
33730,300467,"董事长,董事",42.5万,2169万,董事会
10296,300467,董事,42.5万,2197万,董事会
44121,300467,独立董事,7.2万,-,董事会
38719,300467,财务总监,24.49万,-,监事会
26859,300467,董事,-,1467万,董事会
8040,300467,监事会主席,7.2万,-,监事会
9089,300467,董事,48.4万,1765万,董事会
48059,300468,"董事长,董事",58.24万,-,董事会
41974,300468,监事,34.8万,-,监事会
14802,300468,董事,56.04万,36万,董事会
9392,300468,独立董事,8.45万,-,董事会
53723,300468,董事,-,-,董事会
45667,300468,独立董事,8.45万,-,董事会
47199,300468,董事,53.85万,-,董事会
364,300468,监事,-,-,监事会
9050,300468,副总经理,-,-,监事会
31147,300468,监事会主席,36.31万,-,监事会
10273,300468,独立董事,8.45万,-,董事会
46757,300469,独立董事,6万,-,董事会
45600,300469,董事,48.03万,191万,董事会
13559,300469,独立董事,6万,-,董事会
43907,300469,监事,-,-,监事会
23392,300469,董事,51.83万,2.16万,董事会
10684,300469,"董事长,董事",55.07万,4202万,董事会
38379,300469,财务总监,46.46万,1.82万,监事会
35838,300469,"董事会秘书,副总裁",37.39万,1.326万,监事会
17027,300469,董事,53.36万,156.8万,董事会
46656,300469,董事,55.75万,245.1万,董事会
1940,300469,董事,-,-,董事会
46798,300469,独立董事,5000,-,董事会
11226,300469,监事会主席,38.21万,-,监事会
40204,300469,监事,-,-,监事会
33019,300470,董事,100.2万,420.5万,董事会
42112,300470,职工监事,16.39万,-,监事会
10716,300470,"副总经理,总经理助理",58.75万,194.4万,监事会
7178,300470,董事,98.19万,331.2万,董事会
40953,300470,"副总经理,总经理助理",71.05万,171万,监事会
