股票代码,主营业务
300561,基于银行现金、票据、印章等实物流转内控风险管理整体解决方案的相关应用产品研发、生产和销售
300562,"从事家用医疗健康电子产品的研发、生产和销售,及乐心智能健康云平台的研发与运营。"
300564,从事建筑设计及其相关业务的设计与咨询
300563,射频同轴电缆的研发、生产和销售
300566,液晶显示器用光学膜产品的研发、生产和销售。
300567,平板显示检测系统的研发、生产与销售
300568,从事锂离子电池隔膜研发、生产及销售的新能源、新材料和新能源汽车领域
300569,风机塔架的制造和销售;新能源发电业务
300570,光器件的研发、生产和销售
300572,提供国内机动车检测领域整体解决方案
300572,机动车检测系统
300572,行业联网监管系统
300571,移动阅读业务、资讯类业务及其他增值电信业务
300575,农药及中间体的研发、生产和销售
300573,眼科药物研发、生产、销售
300576,PCB感光油墨、光刻胶及配套化学品、特种油墨等电子化学品的研发、生产和销售
300577,包袋类产品的研发、设计、生产与销售
300578,国内多方通信服务业务
300579,提供电子认证服务
300579,电子认证产品及可管理的信息安全服务
300581,研发、生产、销售航空机电产品及提供相关专业技术服务
300580,研发、生产及销售各类精密零部件及工装夹具产品
300582,LED驱动电源的研发、生产、销售和技术服务
300583,应用基因工程技术和微生物转化技术制造甾体药物原料
300584,化学药品的研发、生产和销售
300585,专业研发、生产、销售汽车电子电器零部件产品
300586,高分子复合着色材料的研发、生产、销售和技术服务
300587,轨道工程橡胶制品的研发、生产和销售
300588,运用包括视频图像分析及数据建模等信息技术提供城市公共安全防范及信息安全审计相关技术服务和整体解决方案
300589,旅游休闲船艇和公务执法船艇的设计、研发、生产和销售
300590,嵌入式M2M终端设备研发、销售
300592,为展馆布展工程类空间环境艺术设计服务、模型与动画的生产(劳务提供)和销售。
300591,皮具产品的研发设计、生产制造、品牌运营及市场销售业务
300593,高效率、高可靠性、高功率密度电源产品的研发、生产和销售
300595,从事硬性角膜接触镜及护理产品的设计、研发、生产和销售
300594,轨道交通车辆节能变频热泵空调及变频控制器的研发、生产、销售及服务
300597,"提供通信网络技术服务,包括通信网络设计服务及通信网络工程服务。"
300596,高分子材料抗老化化学助剂的研发、生产、销售及相关服务。
300598,移动智能终端相关的软件研发、销售及技术服务
300599,从事“环保、安全、卫生、高性能”塑料管道的研发、生产和销售。
300601,人用疫苗的研发、生产和销售
300600,从事船舶及海洋工程电气、自动化系统及其系统集成的研发、生产、销售及综合技术服务
300602,电磁屏蔽及导热器件的研发、设计、生产与销售
300603,"为通信运营商提供通信网络技术服务,并基于需方业务需求提供安防系统一体化服务"
300605,提供设计咨询、系统集成、软硬件开发、管理运维等全过程信息技术服务
300604,集成电路专用设备的研发、生产和销售
300606,砂纸等涂附磨具的制造和销售
300607,提供工业自动化整体解决方案及相关设备
300608,"为中国移动、中国联通、中国电信和广电网络等电信运营商提供客户关系管理、大数据、计费、移动互联网和业务保障等核心业务系统的全面解决方案,包括系统咨询、规划和产品的开发、升级、服务;提供公有云和大数据的服务和运营,以及公有云和大数据体系下的通用平台产品;提供基于移动互联网云和大数据的中小企业服务。"
300609,视频客流分析系统在商业零售领域的推广与布局
300611,高端弹簧产品的研发、生产和销售业务
300610,以氧化烯烃、脂肪醇、硅氧烷等为主要原料的精细化工新材料系列产品的研发、生产和销售。
300612,整合营销传播服务
300613,"数字信号处理芯片的研发和销售,并提供专业技术服务。"
300615,移动通信产业中射频金属元器件及射频结构件的研发、生产和销售
300616,"全屋板式家具的个性化定制生产及销售、配套家居产品的销售,并向家居行业企业提供设计软件及信息化整体解决方案的设计、研发和技术服务。"
300618,金属钴粉及其他钴产品的研发、生产和销售
300617,"致力于输变电系统关键部件——高压及超高压电缆连接件的国产化研发和生产,并以电缆连接件为基础,为客户提供地下智能输电系统整体解决方案和电力工程勘察设计及施工。"
300619,输送计量、混合反应、灌装包装等自动化生产设备的研发、设计、制造、销售和服务
300620,光纤器件的设计、研发、生产、销售及服务
300621,建筑装饰工程的设计与施工
300622,眼镜零售的连锁经营
300623,从事功率半导体芯片和器件的研发、设计、生产和销售
300624,软件研发和销售
300625,"绿色照明灯具、照明光源及照明控制类产品的研发、生产和销售,为客户提供综合照明解决方案及相关专业服务"
300626,小功率电机和微特电机换向器的研发、生产、销售和服务。
300627,北斗高精度卫星导航定位相关软硬件技术产品的研发、生产和销售
300627,并为行业客户提供数据应用及系统解决方案
300628,"提供企业统一通信终端,集研发、销售及服务于一体,并通过外协加工的方式,为全球企业客户提供智能、高效的企业通信终端设备。"
300630,药物研发、生产和销售
300629,从事高性能金属基复合材料及制品的研究、开发、生产和销售
300631,以陶瓷膜为核心的膜分离技术的研发与应用
300631,并以此为基础面向过程分离与特种水处理领域提供系统化的膜集成技术整体解决方案
300633,医疗诊断设备的研发、生产与销售
300632,LED照明、LED封装、LED背光模组及配套件、FPC的研发、生产和销售。
300635,以工程监理业务为主的项目管理服务。
300634,提供基于邮件系统、云存储、协同办公、大数据平台及应用、电子渠道建设和运营支撑、数字营销等产品的互联网应用平台的建设及运营支撑服务
300636,化学原料药和医药中间体的研发、生产和销售
300637,主要从事光引发剂、巯基化合物及其衍生物等精细化工新材料的研发、生产和销售
300638,无线通信模块及其应用行业的通信解决方案的设计、研发与销售服务
300639,"专注于分子诊断试剂、分子诊断配套仪器等体外诊断相关产品的研发、生产和销售,并提供相关服务"
300640,创意家居用品的研发设计、外包生产及销售
300641,高端环保新材料和特种精细化学品的研发、生产和销售。
300642,自主品牌的体外诊断产品的研发、生产和销售
300643,从事轮胎气门嘴、轮胎气压监测系统(TPMS)以及相关工具及配件研发、生产和销售
300644,改性塑料产品的研发、生产和销售
300647,电子产品新型散热器件的研发、生产和销售
300645,智慧一卡通系统的设计、开发、生产、销售、服务及增值运营
300649,以整体性解决方案为核心的风景园林设计服务和工程总承包服务
300648,锂电池检测系统服务商
300650,提供集照明设计、开发制造、系统综合服务于一体的商业照明整体解决方案
300651,体育器材和场馆设施的研发、生产、销售及赛事服务
300652,研发、生产和销售汽车轴承
300653,生物再生材料的研发、生产与销售
300654,助学读物的策划、设计、制作与发行
300654,为中小学师生提供学习和备考解决方案
300655,从事微电子化学品的产品研发、生产和销售
300656,条码识别技术相关产品的研发、生产、销售和技术服务
300657,挠性印制电路板FPC的研发、制造和销售
300658,一次性卫生用品面层材料的研发、生产和销售。
300659,信息安全产品研发、生产、销售及信息安全服务
300660,从事家用电器微特电机及智能化组件、汽车用电机及零部件的研发、生产与销售
300661,模拟芯片的研发和销售
300662,提供人力资源服务整体解决方案
300663,向以银行为主的金融机构提供软件产品应用开发和技术服务
300664,从事环保水处理相关业务
300665,防腐涂料、防水涂料等高新材料的研发、生产、销售、涂装施工及涂料涂装一体化业务
300666,高纯溅射靶材的研发、生产和销售业务
300667,工业过程无线监测系统解决方案、力学参数无线检测系统解决方案、MEMS压力传感器芯片及模组产品的研发、生产和销售
300668,提供包括动线设计、概念设计、方案设计、扩初设计、施工图设计、后期现场服务等在内的建筑室内设计全流程服务。
300669,电梯部件的开发设计、生产制造和销售
300671,高性能模拟及数模混合集成电路的设计研发、封装、测试和销售。
300670,配电网的安全、稳定、自动化及信息化等方面的技术研究、产品开发和生产服务
300673,宠物食品的研发、生产和销售
300672,大规模集成电路的设计、研发及销售。
300674,主要从事向以银行为主的金融机构提供包括咨询、软件产品、软件开发和实施、运营维护、系统集成等信息化服务。
300675,建筑设计、绿色建筑咨询、生态城市规划、公信服务等业务
300676,通过基因检测等手段
300676,为医疗机构、科研机构、企事业单位等提供基因组学类的诊断和研究服务
300677,医疗防护、康复护理、保健理疗、检查耗材。
300679,微型电连接器及互连系统相关产品的技术研究、设计、制造和销售服务
300678,"以智能识别及分析技术为核心,提供信息化解决方案(包括软件及硬件)及相关服务"
300680,发动机废气再循环(EGR)系统的研发、生产和销售
300681,"以电机控制器为主,车载充电机、DC-DC转换器、电子油门踏板等为辅的电动车辆关键零部件的研发、生产与销售"
300683,生物药品(注射用神经生长因子冻干粉针剂、注射用抗乙肝转移因子冻干粉针剂)、冻干粉针剂、小容量注射剂生产、销售.
300682,专注于公用事业领域业务信息化系统的技术与服务提供商
300685,肿瘤精准医疗分子诊断产品的研发、生产及销售
300685,并提供相关的检测服务
300684,从事合成材料与电磁兼容技术的研发与应用
300686,手机等消费电子功能性器件的研发、生产和销售
300687,提供企业信息化解决方案及服务
300689,公司是专业生产智能卡和提供综合制卡服务的高新技术企业。
300688,创业服务
300690,复合材料产品研发、设计、生产、销售和服务
300691,光学镜头及镜头相关光电器件的研发、设计、生产和销售
300692,污水处理业务及环境工程业务
300694,涡轮增压器关键零部件的研发、生产与销售
300695,汽车轮毂轴承单元的研发、生产和销售
300696,从事军用飞机和民用客机零部件的精密加工业务
300698,通信配线及机柜产品、医疗及医疗信息化产品的研发、生产和销售。
300697,铜及铜合金产品的研发、生产和销售。
300700,金刚石线的研发、生产和销售
300699,碳纤维及碳纤维复合材料的研发、生产与销售
300702,化学原料药及中间体的研发、生产和销售
300703,从事纸质时尚文教、休闲文化用品的研发、生产和销售
300701,光电传感器的研发、设计、生产、销售及服务
300705,医药产品的研发、生产和销售及技术转让
300707,从事汽车冲压模具的设计、研发、制造及销售。
300706,专业从事各种PVD镀膜材料研发、生产和销售
300708,LED外延片及芯片的研发、生产和销售业务
300708,并围绕LED照明应用为核心提供合同能源管理服务
300710,从事广电网络设备及数据通信系统的研发、生产、销售和技术服务
300709,为智能手机、可穿戴设备、笔记本及平板电脑等消费电子领域和汽车领域大批量提供高复杂度、高精度、高强度、外观精美的定制化MIM核心零部件产品
300711,数字与多媒体指挥调度系统及相关产品的研发、生产、销售与服务。
300712,电力工程勘察设计(含规划咨询)、EPC工程总承包等电力工程技术服务。
300715,新型建筑防水材料的研发、生产和销售
300716,低碳、环保、再生高分子材料及高分子材料制品的研发、生产、销售和技术服务
300717,功能性塑料膜片材料的研发、生产和销售
300713,智能高频开关电源及相关电力电子产品的研发、生产和销售。
300718,自润滑轴承的研发、生产和销售
300719,公司是集航空机载设备研制、航空机载设备维修、测控设备研制、飞机加改装和航材贸易等业务为一体的航空技术解决方案综合提供商。
300720,从事自动衡器的研发、生产和销售
300721,醇醚及醇醚酯类有机化工产品的技术研发、生产及销售。
300722,火工品及其相关产品的研发、生产和销售
300722,同时开展军品和民品业务
300723,药品的研发、生产和销售
300725,从事生物医药中小分子药物研发产业链上从药物分子砌块设计、研发、工艺优化到商业化生产所有涉及化学的业务及技术服务。
300724,PECVD设备、扩散炉、制绒设备、刻蚀设备、清洗设备、自动化配套设备等太阳能电池片生产工艺流程中的主要设备的研发、制造和销售。
300726,钽电容器等军用电子元器件的研发、生产、销售及相关服务
300729,人体工学产品的研发、生产及销售
300727,有机硅深加工产品及纺织印染助剂产品研发、生产和销售。
300731,高性能特种橡胶密封材料的研发、生产和销售
300730,为政企客户提供集软件开发、系统集成、IT运维等于一体的信息化综合解决方案
300732,咨询、规划、勘察、设计、测绘、试验、检测、监测、工程总承包、工程管理等工程咨询服务。
300733,发动机零部件的研发、设计、制造和销售
300735,消费电子类、网络通讯类、汽车电子类等电子产品的PCBA和成品组装
300735,并提供制程技术研发、工艺设计、采购管理、生产控制、仓储物流等完整服务的电子制造服务（EMS）
300736,手机售后服务
300738,提供IDC及互联网综合服务
300737,新型建筑防水材料的研发、生产和销售及防水工程施工。
300740,面膜等护肤品的研发、生产与销售
300739,印制电路板(PCB)研发、生产和销售
300741,香精的研发、香精的生产、香精的销售、少量食品配料业务
300742,专业从事新能源汽车动力总成系统的研发、生产和销售
300742,为整车制造厂商提供整体动力系统解决方案
300743,热转印碳带的研发、生产和销售
300745,新能源汽车车载电源的研发、生产、销售、技术服务
300746,建筑设计、装饰景观市政设计、EPC总承包
300747,光纤激光器及其关键器件与材料的研发、生产和销售
300748,高性能稀土永磁材料及磁组件的研发、生产、销售
300750,"专注于新能源汽车动力电池系统、储能系统的研发、生产和销售,致力于为全球新能源应用提供一流解决方案"
300749,从事定制衣柜及配套家具、精品五金、智能五金、定制生态门和其他智能家居产品的研发、生产和销售
300751,智能制造装备的设计、研发、生产与销售。
300752,背光显示模组的研发、生产和销售
300755,为客户和广大消费者提供白酒、葡萄酒、黄酒等国内外优质酒类产品和多元化的服务
300753,疼痛管理及鼻腔护理领域用医疗器械产品研发、生产及销售。
300756,游乐设施开发、生产、销售
300757,研制高端自动化装备和基于工业互联网技术的智能制造执行系统软件
300758,从事高性能有机颜料、染料的研发、生产与销售
300759,为全球制药企业、生物科技研发公司及科研院所提供跨越药物发现、药物开发两个阶段的全流程一体化药物研究、开发及生产CRMO解决方案
300759,致力于帮助合作伙伴在新药发现、开发和商业化方面取得成功
300761,从事黄羽鸡、生猪、肉鹅的生产与销售业务。
300760,医疗器械的研发、制造、营销及服务。
300762,"从事行业宽带移动通信设备的研发、制造、销售及工程实施,结合业务应用软件、指挥调度软件等配套产品,向客户提供行业宽带移动通信系统的整体解决方案。"
300763,从事分布式光伏发电系统核心设备组串式逆变器研发、生产、销售和服务
300765,功能食品的研发、生产与销售。
300766,为移动应用开发者提供高效的消息推送、丰富的用户画像、精确的数据统计等技术服务。
300767,"建筑隔震橡胶支座的研发、生产、销售,以及提供隔震咨询,隔震设计,隔震橡胶支座安装指导、更换、维护等相关技术服务"
300768,企业级网络通信产品的研发、生产、销售以及为用户提供相关专业服务
300769,纳米锂离子电池材料的研发、生产和销售
300770,IPTV、互联网电视、有线电视网络增值服务、省外专网视听节目综合服务、手机视频等新媒体业务。
300771,从事物品智能保管与交付设备的研发、生产、销售及服务
300772,大型风力发电机组的研发、生产和销售
300773,为企业用户提供收单服务和向个人用户提供个人支付服务
300773,向客户提供第三方支付衍生服务
300776,为精密激光加工解决方案的设计及其配套设备的研发、生产和销售。
300775,航空、航天、船舶等行业锻件产品的研制、生产、销售和服务
300777,专业从事高性能碳纤维及相关产品研发、生产、销售和技术服务
300778,工程设计、城乡规划及工程咨询
300779,为炼油企业提供废催化剂处理处置服务
300779,研发、生产、销售废催化剂资源化综合利用产品。
300781,从事整合营销传播代理服务
300780,从事皮带轮、锥套、同步带轮、胀套、链轮、减速机、联轴器、齿轮、法兰、工业皮带、聚氨酯同步带等机械传动零部件及其配套产品的研发、设计、生产和销售。
300783,自有品牌休闲食品的研发、检测、分装及销售
300782,射频前端芯片的研究、开发与销售
300786,臭氧产生机理研究、臭氧设备设计与制造、臭氧应用工程方案设计与臭氧系统设备安装、调试、运行及维护
300785,运营内容类导购平台什么值得买网站(www.smzdm.com)及相应的移动客户端
300788,图书出版、数字出版、教育培训、书店零售及其他文化增值业务产业链价值投资。
300787,电子信号传输适配产品（消费电子连接线、信号适配器）及其他消费电子产品。
300789,轨道交通行业牵引供电和工务工程检测监测及信息化管理系统的研发、制造和销售。
300790,专业从事光学镜头等产品设计、研发、生产和销售
300792,为国内外快速消费品品牌企业提供全网各渠道电子商务经销服务和电子商务综合运营服务
300791,提供营养保健食品领域一家集研发、生产、销售、技术服务为一体的综合服务。
300795,"会展项目的策划、组织、运营,为有“走出去”需求的境内企业提供境外会展服务"
300793,电声产品的设计研发、制造、销售
300796,农药医药中间体、农药原药及农药制剂的研发、生产及销售
300797,金属材料检测技术的研究、开发和应用
300799,从事网络信息安全应用相关的硬件平台、板卡的设计、开发、生产与销售
300798,染料的研发、生产和销售
300800,提供自动化、智能化的环境监测系统及运营服务
300802,智能设备及组件的研发、生产和销售
300801,水处理剂的研发、生产和销售。
300805,互动展示、零售终端管理、品牌传播等营销活动的策划、执行、监测、反馈服务。
300803,提供金融信息服务、证券投资咨询
300808,LED照明产品的设计、研发、生产和销售。
300806,多功能涂层复合材料研发、生产及销售
430142,工业精密铝合金部件的研发、生产和销售
430198,视频监控传输设备的研发、生产和销售。
430223,提供以科学保教产品为核心的幼儿教育整体解决方案
430372,重芳烃氧化系列产品研发、生产与销售
430229,网络游戏的开发以及运营
430447,电工绝缘纸板及绝缘成型件的研发、生产和销售。
430515,证券期货分析软件的研发、销售
430515,金融信息服务及证券投资咨询服务
430532,“BUYDEEM北鼎”自主品牌业务和OEM/ODM业务
430539,强化复合地板、实木复合地板、实木地板和多层板的研发、生产及销售
600000,提供银行及相关金融服务
600004,以航空器、旅客和货物、邮件为对象
600004,提供飞机起降与停场、旅客综合服务、安全检查以及航空地面保障等航空服务业务
600004,和货邮代理服务、航站楼内商业场地租赁服务、特许经营服务、地面运输服务和广告服务等航空性延伸服务业务。
600006,全系列轻型商用车整车和动力总成的设计、制造和销售。
600007,从事商务服务设施的投资、经营和管理
600008,水务固废等环保业务
600009,航空地面保障服务及其配套服务
600010,矿产资源开发利用、钢铁产品的生产与销售
600011,电力及热力销售、港口服务及运输服务等
600015,吸收存款;发放贷款;办理国内外结算;发行金融债券;同业拆借等业务
600012,投资、建设、运营及管理安徽省境内外的收费公路
600017,装卸业务、堆存业务和港务管理业务
600018,集装箱装卸业务、散杂货装卸业务、港口服务业务和港口物流业务。
600016,从事公司及个人银行业务、资金业务、融资租赁业务、资产管理业务及提供其他相关金融服务。
600019,钢铁产品的制造和销售以及钢铁产销过程中产生的副产品的销售与服务。
600021,从事电力、热力产品的生产和销售
600020,经营性收费公路的投资、建设、运营管理等。
600022,以生产、销售钢材、钢坯等钢铁产品为主。
600023,从事火力发电业务
600026,中国沿海地区和全球的成品油及原油运输
600026,中国沿海地区和全球的煤炭和铁矿石运输。
600025,水力发电项目的开发、投资、建设、运营与管理
600027,从事发电、供热、煤炭销售及其他相关业务
600027,电力业务相关的技术服务、信息咨询
600029,提供国内、港澳台地区及国际航空客运、货运及邮运服务
600030,提供证券经纪、投资银行、资产管理及相关金融服务。
600033,福建省高速公路的投资、建设、收费、运营和管理
600031,工程机械装备的研发、制造、销售和服务
600035,汉宜高速公路、麻竹高速公路大悟至随州段以及武汉城市圈环线高速公路黄石大冶段、咸宁段的经营管理
600036,从事银行业及相关金融服务。
600038,航空产品及零部件的开发、设计研制、生产和销售
600038,航空科学技术开发、咨询、服务
600038,机电产品的开发、设计研制、生产和销售以及经营进出口业务。
600037,主要负责北京地区有线广播电视网络的建设开发、经营管理、维护和广播电视节目的收转、传送
600037,广播电视网络信息服务
600048,房地产开发和经营、物业管理等
600039,公路工程施工、铁路工程施工、交通基础设施投资建设、清洁能源、矿产资源等版块
600050,在中国境内提供语音通话、增值服务、宽带及移动数据服务、数据及其他互联网应用、电路及网元使用等。
600051,电力、热力生产和供应业务、房地产业务、批发业务及居民服务业务
600053,私募股权投资管理业务；房地产开发及经营
600052,房地产开发和影视文化业务
600054,酒店业务、索道业务、园林开发业务、旅游服务业务、商品房销售
600055,医疗器械销售、维修等
600057,供应链管理服务
600057,包括大宗商品采购供应及综合物流服务、物流平台(园区)开发运营等
600058,主要从事冶金原材料供应业务、钢铁流通及制品业务、物流业务、招标业务和电子商务平台运营。
600059,黄酒的研发、制造和销售
600060,电视机的研发、生产和销售业务
600062,主要从事药品开发、制造和销售
600061,提供证券经纪、投资咨询、资产管理及相关证券金融服务。
600064,房地产及市政业务、医药业务、股权投资业务。
600063,聚乙烯醇(PVA)及相关产品的开发、生产和销售。
600067,房地产开发、漆包线生产销售及新能源锂电池生产经营
600066,客车的生产和销售
600066,提供汽车维修劳务以及市县际定线旅游客运服务。
600068,建筑工程承包施工、水泥生产销售、民用爆破、投资和房地产
600069,从事包装纸、生活纸、文化纸、特种纸的生产及销售。
600070,纺织印染、无缝钢管的加工与销售以及互联网营销、数据分析与服务。
600071,光学镜头、照相器材、钢片快门、光学原材料、仪器零配件等产品的生产和销售
600072,大型钢结构产品
600072,包括桥梁、机场航站楼、体育场馆及会展中心等
600073,食品制造和食品分销
600076,集装箱底板等优质、新型木质复合材料产品的研发、生产和销售以及营林造林和优质种苗培育
600075,"电石、塑料制品、塑料节水器材、包装材料、番茄酱的生产和销售,公路运输、建筑及房地产,贸易等业务"
600077,从事房地产开发业务
600079,医药产业产品的生产、研发和销售等。
600078,精细磷化工系列产品的生产与销售
600081,汽车零部件研发、制造、销售
600082,地产、高新产业投资、孵化服务、贸易等。
600080,药品的研发、生产及销售
600084,葡萄酒生产和销售
600083,智能硬件及其衍生产品领域业务
600085,中药研发、生产、销售
600086,珠宝玉石
600086,黄、铂金及镶嵌饰品的生产、销售
600088,影视业务、广告业务、旅游业务
600089,输变电业务、新能源业务及能源业务
600090,药品、医疗器械等产品的批发业务
600091,生产、销售烧碱、聚氯乙烯树脂、苯酚、盐酸、硫酸、氢氟酸、电石等化工产品；计算机软、硬件及外围设备的生产、销售；房地产开发
600093,汽车零部件生产制造、供应链管理业务、商业保理业务
600094,住宅地产和商业地产的开发
600095,房地产业务、物业管理、防水卷材业务、大豆深加工业务、制药业务
600097,远洋捕捞
600097,海淡水养殖;水产品加工和贸易
600097,食品销售
600096,主要从事化肥的研发、制造与销售业务
600096,同时从事磷矿采选及经营
600096,工程材料研发、制造及销售业务
600099,主要从事摩托车及特种车和动力及园林机械产品的生产制造。
600098,从事电力产业项目的设计、投资、工程总承包建设、生产、管理、销售。
600101,水力发电、供电和自来水生产、销售
600104,汽车
600104,摩托车
600104,拖拉机等各种机动车整车
600104,机械设备
600104,总成及零部件的生产、销售
600104,期刊出版
600104,利用自有媒体发布广告
600104,实业投资
600104,货物及技术进出口业务
600104,汽车租赁及机械设备租赁
600103,主要从事纸袋纸系列产品及副产品、浆粕、精制牛皮纸、浆板、发电等产品的生产和销售。
600105,从事光缆、电缆的生产和销售、房地产开发和销售、境外工程承揽与施工、实业投资及宽带接入和配套工程等业务
600106,桥梁、公路的建设、经营和维护。
600108,农产品开发、种植、收购与销售
600107,服装、服饰的研发、设计、制造和销售
600110,主要经营电线电缆、电子信息材料、贸易业务
600109,证券(含境内上市外资股)的代理买卖、还本付息、承销、咨询等
600111,稀土原料产品和稀土功能材料产品的销售
600112,专业生产高、中压电器元件等产品
600113,灯具市场和农产品批发交易市场运营
600114,粉末冶金机械结构零件和软磁材料的生产、研发和销售。
600116,发电、供电、勘察设计安装、节水安装销售以及蒸汽销售。
600115,国内和经批准的国际、地区航空客、货、邮、行李运输业务及延伸服务。
600118,卫星研制和卫星应用
600119,区域商贸综合开发、产业投资及商业、物贸、仓储、进出口贸易等。
600121,煤炭生产与销售、发电及输变电
600121,兼营煤炭电力相关物资和设备的采购和销售等业务。
600120,各项金融业务和商贸业务
600123,煤炭、化肥、建筑材料的生产和销售
600122,计算机(软硬件)、打印机、网络设备、系统工程集成、通信设备、电缆及激光视听类产品的开发、生产和销售
600125,铁路特种集装箱业务、铁路货运及临港物流业务、铁路客运业务、委托加工贸易业务、房地产业务、其它业务
600126,钢铁及其压延产品的生产和销售
600127,优质粮油、新型健康食品和药品开发、生产、销售
600128,贸易、文化和投资
600129,中、西成药的生产和销售
600130,手机与配件的销售及软件与技术服务
600130,房屋租赁
600131,云网基础设施、云平台、云应用及相关企业运营支撑服务业务。
600132,啤酒产品的制造与销售业务
600133,工程建设、科技园区与环保科技三大业务板块
600135,从事银盐影像材料、光伏材料的生产与销售
600136,影视传媒业务及体育业务
600137,针织內衣、针织面料的制造；商品批发与零售；进出口业；投资管理咨询。
600138,从事旅游、景区经营、酒店经营管理及IT产品销售及服务等业务
600139,有色金属采选业务、新能源汽车业务
600141,磷矿石开采及销售
600141,磷化工产品及其他化工产品的生产和销售。
600146,服装类产品的生产销售
600143,化工新材料的研发、生产和销售
600148,主要从事汽车离合器及液压举升机构等汽车零部件的研发、生产与销售。
600149,供热业务；钢材贸易和房产租赁
600150,大型造船、修船、海洋工程、动力及机电设备等业务
600151,从事汽车零部件、太阳能光伏产品、复合材料及其产品生产和销售。
600152,能源业务和纺织业务
600153,供应链运营及房地产开发
600155,"管材、型材生产销售,证券服务业务"
600156,纺织生产与销售、外贸出口与代理。
600157,电力业务和煤炭业务
600158,复合型城市体育地产开发、赛事管理与运营、体育场馆运营管理、休闲健身、体育经纪、体育彩票、体育设施涉设计及建设。
600159,房地产开发和建筑工程施工
600160,从事氟化工原料及后续产品、基本化工原料、化肥和农药的生产与销售等。
600161,疫苗、血液制剂等生物制品的研究、生产和经营
600162,以商贸流通运营为主
600162,其他类项目开发业务为辅
600163,电力生产与销售
600165,钢丝、钢丝绳、钢铰线等钢丝及其制品的生产和销售。
600166,制造、销售汽车、模具、冲压件等
600168,污水处理、自来水生产和供应、隧道运营
600167,供热、供水、房屋租赁、市政建设、工程施工、物业管理、节能环保供热
600169,主营轨道交通设备、起重设备、风力发电设备、挖掘设备、海洋工程装备、焦炉设备、齿轮传动、轧钢设备、锻压设备、煤化工设备、工程机械、港口机械、油膜轴承、铸锻件等产品及工程项目的总承包
600169,产品广泛应用于冶金、矿山、能源、交通、海工、航天、化工、铁路、造船、环保等行业。
600170,主要从事房屋建筑工程总承包、专业施工、设计、装饰、园林绿化设计施工工程总承包、房地产开发经营、石料开采及混凝土加工制造、市政工程建设项目管理、城市基础设施投资建设项目、成套设备及其他商品贸易、扎拉矿业
600170,以及工程项目管理咨询与劳务派遣。
600171,集成电路设计
600173,房地产业务的开发与销售
600172,粉末、超硬复合材料的生产与销售
600176,玻璃纤维及其制品的生产和销售
600175,原油及天然气的勘探、开发、生产和销售、商业贸易、房地产开发、金融及准金融业、酒店服务和股权投资等
600177,品牌服装、地产开发和投资业务
600178,汽车发动机及其他零部件的生产、销售及其相关服务。
600179,集装箱物流业务
600180,大宗商品供应链业务板块、大宗商品电子商务平台板块、供应链金融板块
600182,生产销售轮胎、轮胎原辅材
600183,设计、生产和销售覆铜板、粘结片和印制线路板
600184,防务和光电材料与器件
600185,房地产开发经营、物业管理、建筑材料的销售
600186,味精及其副产品的生产与销售。
600187,供水及污水处理及环境工程
600188,从事煤炭采选、销售、矿区自有铁路货物运输、公路货物运输、港口经营、煤矿综合科学技术服务、甲醇生产销售。
600189,木材产品业务、进口木材贸易、定制家居业务、矿泉水的生产、销售以及园林景观规划设计、园林工程施工、园林养护和苗木种植销售
600190,港务管理、港口装卸
600190,水运辅助业(除客货运输);公路运输;物资仓储等
600191,主要从事原糖的再加工
600191,白糖、原糖的存储等。
600192,从事高中低压开关成套设备、高中低压电器元件、电气传动自动化装置、新能源装备等电工电器类产品的研发、生产与销售
600192,以及果蔬汁加工
600192,水电运营与管理等业务。
600195,饲料、动物保健品生产和销售
600195,以及畜牧业生产资料贸易和进出口业务。
600193,建材贸易、建筑装修
600197,白酒生产和销售等业务
600196,从事药品制造与研发、医疗服务、医学诊断与医疗器械、医药分销与零售
600196,其中以药品制造与研发为主
600196,并以医疗服务为发展重点。
600198,集成电路设计
600198,软件及应用
600198,终端设计
600198,移动互联网
600199,酒类产品的生产与销售。
600200,医药、房地产、化工和投资
600201,生物制药
600202,各种高、中、低压空冷器的设计、制造和销售
600203,LED光电及绿能环保、通讯及智慧家电、内外贸供应链业务
600206,稀土材料、微电子光电子用薄膜材料、生物医用材料、稀有金属及贵金属、红外光学及光电材料、光纤材料等新材料的研发与生产
600207,从事光伏玻璃、浮法玻璃及其深加工产品的生产和销售、天然气管道运输与销售。
600208,房地产开发和销售
600209,酒店经营与管理、装饰工程
600210,包装业务和房地产业务
600211,"生产、销售诺迪康系列药;销售各类药品、中药材(饮片)、保健品、医疗器械,国内商品的批发与零售"
600212,发电业务、铁路专用线运输业务两大类
600213,客车产品研发、制造与销售。
600215,房地产开发、基础设施承建和土地开发为主
600216,生命营养品、医药制造类产品的销售及医药商业
600217,废弃电器电子产品的回收、规范拆解和深加工。
600218,发动机的研发、制造与销售
600220,精纺呢绒面料、毛纺、电汽的生产和销售。
600219,铝及铝合金制品开发、生产、加工、销售
600222,研制、开发、生产和销售中成药和西药
600221,国际、国内(含港澳)航空客货邮运输业务;与航空运输相关的服务业务;航空旅游;机上供应品
600221,航空器材
600221,航空地面设备及零配件的生产;候机楼服务和经营;保险兼业代理服务(限人身意外险)
600225,房地产开发及销售、信息服务
600223,房地产开发及经营
