股票代码,主营业务
603997,乘用车座椅头枕及扶手的研发、生产与销售
603998,从事心脑血管中成药、骨伤科药、儿科药、抗感染药等药品的研发、生产与销售
688001,平板显示及集成电路的检测设备研发、生产和销售
603999,期刊、图书（含教材教辅及一般图书）出版物的出版和发行
688002,"从事非制冷红外热成像与MEMS传感技术开发的集成电路芯片企业,致力于专用集成电路、MEMS传感器及红外成像产品的设计与制造。"
688003,"专注智能工业的测量、视觉、自动化领域,为精密制造业客户提供工业自动化与智能化的产品与解决方案,涵盖产品尺寸测量、表面缺陷检测、自动化生产装配等各环节,拥有精密测量仪器、测量自动化系统、检测自动化系统和组装自动化系统四大系列产品。"
688005,锂电池正极材料及其前驱体的研发、生产和销售
688006,锂离子电池生产线后处理系统设计、研发、生产与销售
688008,云计算和人工智能领域提供以芯片为基础的解决方案
688007,"为激光显示核心器件,即激光光源的研发、生产、销售与租赁,并将该核心器件与电影、电视、教育、工程等显示场景相结合,开发激光显示产品及系统解决方案。"
688009,在中国从事轨道交通控制系统工程。
688010,从事军用特种光学镜头及光电系统、民用光学镜头、光学元组件等产品科研生产
688011,"提供光学目标与场景仿真、光学制导、光电专用测试和激光对抗等方向的高精尖组件、装置、系统和解决方案,并通过军用技术向民用领域转化,衍生出多类先进的智能光电产品。"
688012,聚焦用于集成电路、LED芯片等微观器件领域的等离子体刻蚀设备、深硅刻蚀设备和MOCVD设备等关键设备的研发、生产和销售。
688016,从事主动脉及外周血管介入医疗器械的研发、生产和销售
688015,以具有自主知识产权的CBTC技术为核心
688015,专业从事城市轨道交通信号系统的研发、关键设备的研制、系统集成以及信号系统总承包。
688019,关键半导体材料的研发和产业化
688018,从事物联网Wi-FiMCU通信芯片及其模组的研发、设计及销售
688020,高端电子材料的研发、生产及销售
688020,专注于提供高端电子材料及应用解决方案。
688021,蜂窝陶瓷技术的研发与应用
688023,"网络信息安全产品的研发、生产及销售,并为客户提供专业的网络信息安全服务。"
688022,从事汽车电子、医疗健康、新能源电池等行业智能制造装备的研发、设计、生产、销售及服务
688022,助力制造行业客户实现智能制造。
688025,研发、生产和销售激光器以及主要用于集成电路和半导体光电相关器件精密检测及微加工的智能装备
688028,超高精密和高精密超硬刀具及超硬材料制品的研发、生产和销售业务
688029,研发、生产及销售配合内镜使用的检查及微创手术器械、微波消融所需的设备及耗材。
688030,生产研发网络安全领域软硬件产品
688033,高铁动车组用粉末冶金闸片及机车、城轨车辆闸片、闸瓦系列产品的研发、生产和销售
688036,以手机为核心的智能终端的设计、研发、生产、销售和品牌运营
688058,"中间件软件、云管理平台软件及应用性能管理软件的研发和销售,并提供专业技术服务"
688066,国内领先的遥感和北斗导航卫星应用服务商
688066,致力于卫星应用软件国产化和卫星应用产业化
688066,研发并掌握了具有完全自主知识产权的基础软件平台和核心技术
688066,依托平台为政府、军队、企业提供系统设计开发和数据分析应用服务。
688088,视觉人工智能技术的研发和应用
688088,在全球范围内为智能手机、智能汽车、物联网（IoT）等智能设备提供一站式视觉人工智能解决方案。
688068,从事研发、生产和销售体外诊断试剂及仪器的生物高新技术企业
688098,专业从事兽用生物制品研发、生产、销售及服务
688099,多媒体智能终端SoC芯片的研发、设计和销售
688101,专注于膜材料研发、膜组件生产、膜工艺设计、膜设备制造、膜系统集成和膜技术应用
688108,高端介入医疗器械研发、生产、销售
688111,WPS Office办公软件产品及服务的设计研发及销售推广。
688116,从事纳米级碳材料及相关产品的研发、生产及销售
688128,电器产品环境适应性基本规律与机理研究
688122,高端钛合金材料和低温超导材料的研发、生产和销售。
688139,生物医疗低温存储设备的研发、生产和销售
688139,是基于物联网转型的生物科技综合解决方案服务商。
688138,掩膜版的研发、设计、生产和销售业务
688168,"网络安全核心软件产品的研究、开发、销售以及相关技术服务,为网络安全行业网络安全系统平台与安全服务提供商。"
688166,高技术壁垒的医药中间体、原料药和制剂产品的研发和生产
688196,"利用废油脂为原料,通过纯化、甲酯化、分馏等现代生产技术,生产生物柴油(脂肪酸甲酯)及其深加工产品。"
688188,从事激光切割控制系统的研发、生产和销售
688199,从事系列光引发剂的研发、生产和销售
688288,为商用车智能网联设备的研发、生产和销售。
688202,"药物发现、药学研究及临床前研究,为全球的医药企业和科研机构提供全方位的符合国内及国际申报标准的一站式新药研发服务。"
688299,反射膜、背板基膜、光学基膜及其它特种功能膜的研发、生产和销售
688300,硅微粉的研发、生产和销售
688310,医用制品装配自动化设备的研发、设计、生产与销售
688321,为患者提供可承受的、临床亟需的原创新分子实体药物
688333,从事金属3D打印设备及产品的研发、生产和销售
688358,超声医学影像设备的研发、制造和销售
688363,研发、生产和销售透明质酸等生物活性物质原料产品及生物医用材料终端产品。
688366,应用生物医用材料技术和基因工程技术进行医疗器械和药品研发、生产和销售
688368,电源管理驱动类芯片的研发与销售
688369,"为客户提供协同管理软件产品、解决方案、协同管理平台及云服务,集协同管理产品的设计、研发、销售及服务为一体"
688388,从事各类高性能电解铜箔的研究、生产和销售
688389,治疗与康复产品、体外诊断设备及配套试剂的研发、生产和销售
830809,磷酸铁、磷酸铁锂的研发、生产、销售
830799,"信息科技、计算机软硬件技术领域内的技术开发、技术转让、技术咨询和技术服务,计算机系统集成,计算机软硬件及外围设备的销售,商务咨询,投资咨询、管理"
830985,"从事工业控制阀的研发、生产和销售,能够设计和生产出适用于不同行业、不同市场需求的控制阀产品,为客户提供个性化、多样化、系统化的控制阀解决方案。"
831102,种禽繁育
831102,家禽饲养及销售
831102,禽类屠宰加工及销售
831102,饲料、生物肥生产及销售
831063,面向智慧城市的智慧建筑业务和智慧能源业务
831173,代理运营及研发、生产、销售医药产品、医疗器械、卫生材料并提供医药技术服务与技术转让等。
831213,橡胶助剂、塑料助剂、沥青助剂、润滑油助剂等芳烃系列产品和轻质燃料油的研发、生产、销售业务
831274,主要从事电子元件及组件、光电连接器、传感器、线束等连接系统产品的研发、生产和销售
831406,高、低压成套开关设备以及真空断路器的研发、生产和销售
831475,从事流体控制阀和控制系统的研究、开发和制造
831856,各种类型消防车如灭火车、举高车、机场车、后勤保障车、特种消防车及警用防暴车的研发、生产、销售、服务、培训等
