股票代码,申万一级行业
688011,国防军工
688012,机械设备
688015,机械设备
688016,医药生物
688018,电子
688019,电子
688020,电子
688021,机械设备
688022,机械设备
688025,机械设备
688028,机械设备
688029,医药生物
688030,计算机
688033,机械设备
688036,通信
688058,计算机
688066,国防军工
688068,医药生物
688088,计算机
688098,农林牧渔
688099,电子
688101,公用事业
688108,医药生物
688111,计算机
688116,有色金属
688122,有色金属
688128,机械设备
688138,电子
688139,医药生物
688166,医药生物
688168,计算机
688188,计算机
688196,公用事业
688199,化工
688202,医药生物
688288,计算机
688299,化工
688300,有色金属
688310,机械设备
688321,医药生物
688358,医药生物
688363,医药生物
688366,医药生物
688368,电子
688369,计算机
688388,有色金属
688389,医药生物
830799,信息服务
830809,化工
831063,信息服务
831102,农林牧渔
831173,医药生物
831213,化工
831274,电子
831406,机械设备
831475,机械设备
831856,机械设备
831895,医药生物
831971,商业贸易
832003,信息设备
832238,化工
832255,信息服务
832283,电气设备
832388,有色金属
832491,电子
832709,电子
832861,医药生物
833047,医药生物
833137,汽车
833629,信息服务
833645,信息设备
833831,化工
834021,信息服务
834195,传媒
834316,商业贸易
834765,轻工制造
834779,化工
835147,轻工制造
836019,交运设备
836099,轻工制造
837069,信息服务
838966,传媒
838982,电气设备
872521,纺织服装
