股票代码,经营范围
002949,行政法规
002949,"国务院决定禁止的项目除外,限制的项目取得许可后方可经营)。"
002952,生产激光打印机显示控制组件
002952,激光扫描电子价签
002952,3D显示器件
002952,触控系统
002952,"LED背光源及其他平板光电显示器件,激光测量仪器仪表和其他电子专用设备"
002952,测试仪器
002952,"工装模具,激光加工与电子产品加工装配,计算机软件,技术咨询"
002952,"技术服务和技术转让。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
002951,高档纸及纸板(新闻纸除外)
002951,新型电容薄膜
002951,功能性隔膜
002951,反渗透膜
002951,多功能膜
002951,防伪材料
002951,镭射膜
002951,镭射纸
002951,铝箔纸
002951,铝箔卡的研发
002951,生产
002951,"加工,销售自产产品;上述同类产品"
002951,纸张及纸制品的批发
002951,零售
002951,佣金代理(拍卖除外)
002951,"进出口,提供相关配套服务及相关的技术咨询"
002951,包装设计服务;网络技术开发。(涉及配额许可证管理
002951,"专项规定管理的商品按国家有关规定办理;(以上经营范围不含国家法律法规限制或禁止的项目,涉及国家规定实施准入特别管理措施的除外,涉及许可证的凭相关许可证方可开展经营活动)。"
002953,生产销售与研究开发：数据通信电缆
002953,高频数据线
002953,家电组件（不含线路板
002953,电镀）
002953,特种装备电缆
002953,海洋工程电缆
002953,矿用电缆
002953,新能源电缆
002953,其他特种电缆
002953,电线
002953,电源线
002953,金属压延
002953,水管
002953,塑料管
002953,PVC电缆管
002953,PVC线槽
002953,开关
002953,插座
002953,照明电器
002953,空气开关
002953,配电箱
002953,换气扇
002953,浴室取暖器
002953,低压电器
002953,电工器材
002953,智能家居产品；货物进出口
002953,技术进出口。（法律
002953,行政法规禁止的项目除外；法律
002953,行政法规限制的项目须取得许可后方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
002955,软件和多媒体交互设备技术开发
002955,技术咨询
002955,技术服务
002955,技术转让;计算机技术培训;计算机系统集成;销售自行开发的软件产品;经济信息咨询;会务服务;出租物业;技术进出口
002955,货物进出口
002955,"代理进出口(不涉及国营贸易管理商品;涉及配额许可证管理商品的按国家有关规定办理申请手续)(依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动)。"
002957,光机电自动化相关设备的设计开发及生产经营;系统集成;计算机软件开发;企业先进制造及配套自动化方案咨询与服务。
002956,燕麦食品
002956,固体饮料
002956,罐头饮料的开发
002956,生产
002956,"经营(凭有效许可证核定的项目经营),食品生产技术研发及咨询;企业管理"
002956,"企业信息化管理咨询服务;销售预包装食品。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
002958,吸收本外币公众存款；发放本外币短期
002958,中期和长期贷款；办理国内外结算；办理票据承兑与贴现；代理发行
002958,代理兑付
002958,承销政府债券；买卖政府债券
002958,金融债券；从事本外币同业拆借；从事银行卡业务；代理收付款项及代理保险业务；提供保管箱服务；外汇汇款；买卖
002958,代理买卖外汇；提供信用证服务及担保；外汇资信调查
002958,咨询和见证业务；基金销售；经国家有关主管机构批准的其他业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002959,研发
002959,设计
002959,加工
002959,制造
002959,销售:家用电器
002959,"电子产品及其配件,妇婴童用品,日用品;国内商业"
002959,"物资供销业;货物或技术进出口业务(国家禁止或涉及行政审批的货物和技术进出口除外);信息服务业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
002961,商品期货经纪，金融期货经纪，期货投资咨询，资产管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002960,消防设备研发
002960,生产销售
002960,代理;自营进出口业务;普通货运(仅限分支机构经营)。(法律
002960,行政法规
002960,"国务院决定设定的许可经营项目,须取得许可并经登记机关登记后方可经营)"
002962,光电子元器件生产销售；自营
002962,代理进出口业务（国家限制的商品和技术除外）。
002965,研发
002965,产销：汽车五金模具
002965,汽车零部件
002965,五金模具
002965,新能源金属制品
002965,钣金件
002965,五金配件
002965,组装件及通用机械设备
002965,教学用具
002965,实验设备
002965,家具
002965,机器人
002965,自动化设备
002965,机械手；货物进出口
002965,技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002963,技术推广
002963,技术服务；专业承包；工业生产活动咨询；交通运输咨询；邮政
002963,通信咨询；市政建设及规划咨询；销售五金交电（不含实体店铺经营）
002963,日用品。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
002966,吸收公众存款；发放短期
002966,中期和长期贷款；办理国内外结算；办理票据承兑与贴现；代理发行
002966,代理兑付
002966,承销政府债券；买卖政府债券
002966,金融债券；从事同行拆借；代理收付款项及代理保险业务；提供保管箱服务；外汇存款；外汇贷款；外汇汇款；外币兑换；结汇
002966,售汇；资信调查
002966,咨询和见证业务；经中国银行业监督管理委员会批准的其他业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002968,经营劳务派遣业务（按许可证核定的期限及范围从事经营
002968,物业管理服务壹级（凭资质许可证从事经营
002968,物业管理咨询；房地产经纪（凭资质许可证从事经营)；建筑物及设施设备运行维修管理；市政设施养护维修管理；城市园林绿化工程设计
002968,施工（凭资质许可证从事经营）及养护；停车服务；会议及展览服务(法律
002968,法规规定需审批或许可的项目除外)
002968,室内外保洁服务；城市道路的淸洗及生活垃圾淸理
002968,收集（须经审批的经营项目，取得审批后方可从事经营)；家政服务；餐饮管理；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动
002968,洗衣
002968,化粪池清掏；有害生物防治；网站建设。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
002967,计量认证（具体范围见计量认证证书及其附表）；电子产品检测；实验室检测（涉及许可项目的需取得许可后方可从事经营）；针织品
002967,纺织品
002967,服装的检测；皮革检测服务；环境保护监测；水质检测服务；软件测试服务；无线通信网络系统性能检测服务；电能质量监测；无损检测；机动车性能检验服务；船舶检验；电气防火技术检测服务；公共设施安全监测服务；化工产品检测服务；生态监测；电气机械检测服务；贵金属检测服务；建筑材料检验服务；进出口商品检验鉴定；工程和技术研究和试验发展；工程和技术基础科学研究服务；化学工程研究服务；食品科学技术研究服务；信息电子技术服务；纺织科学技术研究服务；网络技术的研究
002967,开发；电子
002967,通信与自动控制技术研究
002967,开发；材料科学研究
002967,技术开发；安全生产技术服务；仪器仪表修理；计算机技术开发
002967,技术服务；计量技术咨询服务；企业管理咨询服务；土壤修复；职业技能培训（不包括需要取得许可审批方可经营的职业技能培训项目）；环保技术推广服务；信息技术咨询服务；施工现场质量检测；食品检测服务；劳务派遣服务；对外劳务合作；劳务承揽；接受委托从事劳务外包服务。
002969,生产金属容器，易拉罐制品，包装装潢印刷品印刷，销售本公司产品及提供售后服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
003816,以核能为主的电力生产
003816,热力生产和供应，相关专业技术服务，核废物处置，组织实施核电站工程项目的建设及管理；组织核电站运行
003816,维修及相关业务；组织开发核电站的设计及科研工作；从事相关投资及进出口业务。
300002,计算机软硬件
300002,网络综合管理及网络系统集成
300002,通讯设备领域的技术开发
300002,技术服务
300002,技术转让
300002,技术培训
300002,技术推广；软件开发；软件咨询；应用软件服务；电子信息技术咨询（中介除外）；委托生产通讯设备；数据处理（数据处理中的银行卡中心
300002,PUE值在1.4以上的云计算数据中心除外）；销售计算机
300002,软件及辅助设备
300002,通讯设备
300002,家用电器
300002,电子产品
300002,安全技术防范产品；电子信息技术系统工程设计；通讯设备售后服务；技术进出口
300002,代理进出口
300002,货物进出口；出租办公用房；第一类增值电信业务中的互联网接入服务业务
300002,互联网数据中心业务；互联网信息服务。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动）。
300001,研发
300001,设计
300001,制造500kV及以下的变配电一二次产品
300001,新能源汽车充换电设备及相关产品，提供产品相关技术服务
300001,施工服务；电力工程施工；建筑机电安装工程施工；电力设施的运维
300001,检修
300001,试验项目；电力销售；电力设备租赁及相关技术服务；特种车辆的组装
300001,拼装；新能源汽车充换电站（点）建设与运营；新能源汽车销售；汽车销售；能源管理；融资租赁业务；进出口贸易；计算机软件开发
300001,销售
300001,服务
300001,技术咨询；智能电子产品和信息产品嵌入式软件开发
300001,销售
300001,服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
300004,研究
300004,开发
300004,生产
300004,销售：风机，机电设备，电控设备，通风设备，电机，空调冷柜，风机盘管，泵及真空设备，阀门和旋塞，风电设备，消声器，电加热器；销售：钢材，金属制品（金银除外），建筑材料，电工器材，电讯器材；货物进出口
300004,技术进出口（法律
300004,行政法规禁止的项目除外；法律
300004,行政法规限制的项目须取得许可证后方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
300003,生产
300003,销售医疗器械及其配件；医疗器械及其配件的技术开发；提供自产产品的技术咨询服务；上述产品的进出口；技术进出口；佣金代理（不含拍卖，涉及配额许可证管理
300003,专项规定管理的商品按国家有关规定办理）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
300005,项目投资；生产帐篷
300005,睡袋
300005,服装；研究
300005,设计
300005,开发帐篷
300005,睡袋
300005,登山器材
300005,服装
300005,鞋帽
300005,背包；销售帐篷
300005,睡袋
300005,登山器材
300005,服装
300005,鞋帽
300005,背包
300005,体育用品
300005,文化用品
300005,工艺品
300005,日用百货
300005,办公设备
300005,五金
300005,交电；普通货物运输；信息咨询（不含中介）；市场调查；货物进出口
300005,技术进出口
300005,代理进出口；出租商业用房；出租办公用房；技术服务；技术检测；旅游咨询。
300006,生产
300006,销售（限本企业自产）粉针剂
300006,片剂
300006,大容量注射剂
300006,小容量注射剂（含抗肿瘤药）
300006,冻干粉针剂（含抗肿瘤药
300006,含激素类）
300006,胶囊剂。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300007,研究
300007,开发
300007,生产销售电子传感器；电子监控技术开发；研究
300007,开发
300007,生产
300007,销售检测仪器及控制系统
300007,机械电器设备
300007,防爆电气系列产品；个体防护装备系列产品；警用装备系列产品；智能交通和安防监控系统的研发
300007,设计
300007,施工和销售（资格证有效期至2020年6月30日）；提供技术转让
300007,技术服务
300007,技术咨询；计算机软件开发与销售；计算机网络工程施工；防爆设备安装工程施工（以上凭资质证经营）；经营本企业自产产品的出口业务和本企业所需的机械设备
300007,零配件
300007,原辅材料的进口业务，但国家限定公司经营或禁止进出口的商品除外；房屋租赁；研究
300007,开发
300007,生产
300007,销售消费电子类产品；节能设备
300007,能源计量设备的开发
300007,销售
300007,技术服务；建筑智能化工程咨询
300007,设计
300007,施工；合同能源管理。
300008,从事防务装备
300008,船舶产品
300008,新能源科技领域内的技术开发
300008,技术转让
300008,技术咨询
300008,技术服务，船舶工程设计，港口与海洋工程
300008,机电安装工程承包，船舶
300008,机电工程监理领域内的咨询服务，船舶产品的开发研制及四技服务，商务信息咨询，企业形象策划，机电设备的批发与零售，从事货物及技术的进出口业务，自有设备租赁，合同能源管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
300010,技术开发；技术咨询；技术服务；技术培训；技术推广；技术转让；应用软件服务；影像通信及计算机系统集成；销售
300010,租赁
300010,维修数码办公设备
300010,通信设备
300010,计算机软硬件及外部设备；教育咨询；计算机系统服务；基础软件服务；数据处理（数据处理中的银行卡中心
300010,PUE值在1.5以上的云计算数据中心除外）；货物进出口
300010,技术进出口
300010,代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
300009,自行研制
300009,生产的生物制品
300009,多肽制剂产品
300009,医药及其原料;生化制品的出口和与公司生产
300009,科研相关的原辅材料
300009,机械设备
300009,仪器仪表与零部件的进口(特殊规定的除外);技术诊断
300009,医疗技术的技术开发
300009,服务
300009,咨询;细胞治疗技术的技术开发
300009,服务
300009,咨询
300009,转化;药物
300009,诊断试剂
300009,三类医疗器械
300009,生物科技和生化工程的原料及产品的研制
300009,生产
300009,"销售,技术转让"
300009,服务;化妆品
300009,护肤品
300009,日用产品
300009,文化用品
300009,电子产品
300009,食品
300009,酒类
300009,饮料
300009,精制茶
300009,"保健食品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
300011,生产轨道交通信号智能电源产品
300011,轨道交通电力操作电源
300011,屏蔽门电源
300011,车载辅助电源
300011,不间断电源
300011,屏蔽门系统
300011,安全门系统;技术开发;技术推广;技术服务;技术咨询;销售轨道交通专用电源产品
300011,轨道交通信号电源
300011,屏蔽门系统
300011,安全门系统
300011,轨道交通设备及零部件
300011,计算机
300011,软件及辅助设备
300011,专业机械设备;投资及资产管理;经济信息咨询;货物进出口;技术进出口;代理进出口;轨道交通信号
300011,电力
300011,通信专业计算机系统集成;出租办公用房;出租商业用房;轨道交通技术服务;轨道交通技术咨询;基础软件服务;应用软件服务。
300012,实验室检测/校准，检验，检查，货物查验，技术服务（法律
300012,行政法规
300012,国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。
300014,研发
300014,生产
300014,销售：锂一次电池
300014,锂二次电池
300014,锂聚合物电池
300014,锂离子电池
300014,镍氢电池
300014,镍镉电池
300014,碱性电池
300014,锌锰电池
300014,动力电池系统和电池管理系统
300014,锂电池储能系统
300014,电池材料，纳米新材料
300014,水表
300014,气表
300014,电表的半成品及其配件制造，技术研发
300014,开发及转让，货物进出口，房屋租赁，加工服务，设备租赁，物业管理，合同能源管理。
300013,进出口货物的仓储
300013,集装箱堆存及有关配套业务；保税仓库内货物的代理报关
300013,报检
300013,运输代理业务；库内货物的分级
300013,分装
300013,挑癣贴商标
300013,制标签
300013,整理等；供应链管理技术转让
300013,技术开发和与之相关的技术咨询
300013,技术服务业务等；电子产品
300013,电脑配件
300013,机械设备
300013,五金交电
300013,日用百货的销售。（涉及许可证的凭许可证生产经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300016,生产
300016,销售片剂
300016,颗粒剂
300016,胶囊剂
300016,小容量注射剂
300016,大容量注射剂
300016,原料药（钆喷酸葡胺
300016,碘海醇
300016,格列美脲
300016,瑞格列奈）；自有房屋的物业管理；出租商业用房
300016,出租办公用房；货物进出口
300016,技术进出口
300016,代理进出口；以下项目限沧州分公司经营：中药前处理
300016,中药提龋（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
300015,眼科医院的投资和医院经营管理服务(不得从事吸收存款
300015,集资收款
300015,受托贷款
300015,发行票据
300015,"发放贷款等国家金融监管及财政信用业务);眼科医疗技术的研究,远程医疗软件的研发"
300015,生产
300015,销售;眼科
300015,内科
300015,麻醉科
300015,检验科
300015,影视像科
300015,"验光配镜。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
300017,从事计算机软硬件科技领域内的技术开发
300017,技术转让
300017,技术咨询
300017,"技术服务,信息采集"
300017,信息发布
300017,"信息系统集成,经济信息服务,电信业务,计算机软硬件及配件"
300017,"办公设备的销售,从事货物及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
300018,计算机软
300018,硬件
300018,自动化
300018,电力
300018,电子设备与器件
300018,电力作业机器人及系统
300018,通讯
300018,办公设备的开发
300018,研制
300018,生产
300018,销售及技术服务；信息系统集成及服务；一
300018,二
300018,三类医疗器械的开发
300018,研制
300018,生产
300018,批发兼零售及技术服务；医疗信息化领域的技术开发
300018,技术服务
300018,技术咨询；医疗投资；健康管理；养老服务；医院管理服务（不含诊疗）；自有房屋租赁；自营和代理各类产品和技术的进出口业务（国家禁止经营或禁止进出口的产品和技术除外）。（依法须经审批的项目，经相关部门审批后方可开展经营活动）
300019,生产（工业行业另设分支结构或另择经营场地经营）
300019,销售化工产品（不含危险化学品）
300019,建筑材料（不含危险化学品）
300019,机电设备（不含汽车）
300019,消防器材
300019,安防产品；技术及信息开发
300019,转让
300019,咨询
300019,服务；货物进出口
300019,技术进出口（国家禁止的除外，国家限制的待取得许可后方可经营）；设备安装
300019,工程安装（凭资质许可证经营）；环保工程
300019,防腐保温工程（涉及资质许可证的凭相关资质许可证从事经营）；质检技术服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
300020,交通
300020,医疗
300020,建筑
300020,环境
300020,能源
300020,教育智能化及信息化技术开发
300020,技术服务
300020,成果转让
300020,设计，工业自动化工程及产品
300020,电力
300020,电子工程及产品
300020,机电工程及产品的设计
300020,技术开发
300020,技术服务
300020,成果转让，停车服务，城市给排水系统设施的建设
300020,运营
300020,管理，城市地下综合管廊工程的施工
300020,运营
300020,管理，安全技术防范工程的设计
300020,施工
300020,维护，智慧城市信息化的技术研发与咨询服务，计算机系统集成及技术服务，数据处理技术服务，软件开发，电子产品
300020,计算机软硬件及设备的销售，从事进出口业务，实业投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300021,节水灌溉用塑料制品及过滤器
300021,施肥器
300021,排灌机械
300021,建筑用塑料管材
300021,管件
300021,型材
300021,板材
300021,滴灌管
300021,滴灌带的制造
300021,安装；节水材料研发及循环利用；水利
300021,电力项目投资；水利
300021,电力开发经营及建设（凭资质证）；水利及节水项目技术改造；节水灌溉工程设计及施工
300021,水利水电工程施工（以上两项仅限全资子公司经营）；矿产品
300021,建筑材料的批发零售；承包与其实力
300021,规模
300021,业绩相适应的国外工程项目以及对外派遣实上述境外工程所需的劳务人员。（依法须经批准的项目，经有关部门批准后方可经营）。
300022,农业技术推广服务;批发
300022,"零售农业机械,机械设备,汽车零配件,摩托车及配件,建筑材料(不含危险化学品),化工材料(不含危险品),交电,日用百货,农副产品(不含棉花"
300022,蚕茧
300022,烟叶
300022,"粮油),金属材料(不含稀贵金属),通信设备(不含无线通信),办公用品,计算机;销售汽车(不含九座以下乘用车);制造小型农业机械,通用机械零部件;进出口业;仓储业;装卸搬运;货物运输代理;废旧物资回收;商务服务业;物业管理;自有房地产经营活动。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
300023,微电子及光机电一体化产品的设计
300023,生产
300023,销售
300023,维修
300023,改造及服务；能源设备及石油机械自控系统的设计
300023,生产
300023,销售
300023,维修
300023,改造及服务；电气
300023,机械
300023,液压控制系统的设计
300023,生产(以上不含国家专项审批)
300023,销售
300023,维修
300023,改造及技术服务；机电安装；软件设计；节能减排整体解决方案的提供
300023,系统集成及技术服务；工业设计
300023,工程设计；货物和技术的进出口经营(国家禁止和限制的进出口货物
300023,技术除外)；房屋租赁及物业管理；商务信息咨询服务及企业管理咨询服务。(以上经营范围除国家专控及前置许可项目)
300024,机器人与自动化装备
300024,自动化立体仓库及仓储物流设备
300024,机械电子设备
300024,大型自动化系统与生产线开发
300024,制造
300024,工程安装；信息技术与网络系统设计
300024,开发
300024,技术咨询
300024,服务
300024,转让；计算机机械电子设备及配件销售，自营和代理货物及技术进出口（国家禁止的不得经营，限制的品种办理许可证后方可经营），海洋自动化装备
300024,油田自动化装备
300024,激光技术及装备
300024,低压成套开关和控制设备开发
300024,制造
300024,工程安装，公路
300024,隧道
300024,轨道交通综合监控系统
300024,建筑智能化及机电工程设计
300024,制造
300024,工程安装，智能机电及信息产品设计
300024,制造
300024,租赁
300024,销售，光电技术及产品开发
300024,制造
300024,销售，公共服务机器人设计
300024,制造
300024,销售；安防工程设计
300024,施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
300025,经营增值电信业务(凭许可证经营)。计算机软
300025,硬件及系统集成技术开发
300025,技术服务
300025,"成果转让,通信工程的承包,通信网络设备"
300025,通信配线设备的生产
300025,销售
300025,安装
300025,"租赁,计算机软硬件产品和网络测试产品的生产"
300025,"租赁,通信信息网络系统集成服务,网络信息产品"
300025,机电产品
300025,互联网设备
300025,仪器仪表及配件的销售
300025,"租赁,经营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
300026,小容量注射剂
300026,片剂
300026,硬胶囊剂
300026,颗粒剂
300026,原料药（低分子量肝素钙
300026,盐酸法舒地尔
300026,硫酸氢氯吡格雷
300026,盐酸沙格雷酯
300026,环酯红霉素
300026,盐酸普拉克索
300026,盐酸莫西沙星
300026,伊班膦酸纳
300026,阿立哌唑）生产
300026,中药提取；生物工程药品
300026,基因工程药品
300026,植化药品的研究
300026,开发
300026,咨询
300026,服务；普通货运；下列项目在天津新技术产业园区武清开发区源泉路17号开展生产活动：中药材前处理；大容量注射剂
300026,冻干粉针剂
300026,原料药（马来酸氟吡廷盐酸替罗非班
300026,罗库溴铵
300026,对甲苯磺酰胺
300026,胸腺法新
300026,磺达肝癸钠
300026,肝素钠
300026,盐酸帕洛诺司琼
300026,L－苹果酸
300026,盐酸美金刚
300026,右佐匹克垄安立生坦
300026,奥氮平
300026,枸橼酸托法替布）
300026,小容量注射剂（抗肿瘤药）
300026,"药用辅料（癸二酸，2-乙基-1,3-己二醇）"
300026,化工产品（危险品
300026,易制毒品除外）批发兼零售
300026,货物进出口
300026,技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300029,单晶硅晶体生长炉
300029,单晶硅切割机床
300029,单晶硅切方滚圆机
300029,多晶硅铸锭炉
300029,单晶硅籽晶炉
300029,钢球设备
300029,树脂金刚线
300029,多晶硅片的生产与销售；光伏电站的建设
300029,运行及管理；节能产品的生产
300029,销售及服务；自营和代理各类商品和技术的进出口业务。（国家限定企业经营或禁止进出口的商品和技术除外）
300027,制作
300027,复制
300027,发行：专题
300027,专栏
300027,综艺
300027,动画片
300027,广播剧
300027,电视剧（凭《广播电视节目制作经营许可证》经营），国产影片发行（凭《电影发行经营许可证》经营），摄制电影（单片）。企业形象策划，影视文化信息咨询服务，影视广告制作
300027,代理
300027,发行，影视项目的投资管理，经营进出口业务，实业投资，投资管理
300027,资产管理（未经金融等监管部门批准，不得从事向公众融资存款
300027,融资担保
300027,代客理财等金融服务），投资咨询，企业管理咨询，经济信息咨询。
300030,医疗实验室设备和器具制造；许可类医疗器械经营（即申请《医疗器械经营企业许可证》才可经营的医疗器械”，包括第三类医疗器械和需申请《医疗器械经营企业许可证》方可经营的第二类医疗器械）；医疗设备租赁服务；商品批发贸易（许可审批类商品除外）；技术进出口；非许可类医疗器械经营（即不需申请《医疗器械经营企业许可证》即可经营的医疗器械”，包括第一类医疗器械和国家规定不需申请《医疗器械经营企业许可证》即可经营的第二类医疗器械）；房屋租赁；医疗设备维修；医疗用品及器材零售（不含药品及医疗器械）；货物进出口（专营专控商品除外）；商品零售贸易（许可审批类商品除外）；企业总部管理；单位后勤管理服务（涉及许可经营的项目除外）；资产管理（不含许可审批项目）；营养健康咨询服务；能源技术咨询服务；化妆品及卫生用品零售；化妆品及卫生用品批发；卫生盥洗设备及用具批发；普通劳动防护用品制造；投资咨询服务；企业自有资金投资；投资管理服务。
300032,生产销售微电机和微电机组件
300032,新型电子元器件及消费类电子；货物进出口和技术进出口（法律
300032,行政法规限制和禁止的除外）。
300031,计算机软硬件的技术开发
300031,技术服务
300031,技术咨询及技术转让；计算机软硬件的销售；广播电视节目
300031,电影的制作；电影发行；演出经纪；从事体育经纪业务；动漫的设计
300031,制作；组织文化艺术交流活动；设计
300031,制作
300031,代理和发布各类广告业务；橡胶制品
300031,普通机械
300031,物料搬运设备的技术开发
300031,加工制造
300031,设计
300031,安装；专用设备
300031,通用设备
300031,高分子材料的研究
300031,开发
300031,技术咨询及技术服务；机械设备租赁（不含融资性租赁）；利用自有资金对外投资；自营和代理各类商品及技术的进出口业务（国家限定企业经营或者禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300033,第二类增值电信业务中的信息服务业务（凭有效《中华人民共和国增值电信业务经营许可证》经营）。计算机
300033,电子产品的技术开发
300033,技术服务
300033,成果转让，计算机软硬件的销售，设计
300033,制作
300033,发布
300033,代理国内各类广告。
300034,高温金属材料及制品
300034,轻质合金
300034,特种合金及制品
300034,粉末材料及制品的研发；材料制备技术开发
300034,技术服务
300034,技术咨询
300034,技术转让；销售纳米材料
300034,高温金属材料及制品
300034,轻质合金
300034,特种合金及制品
300034,粉末材料及制品；设备租赁；出租办公用房
300034,出租商业用房；货物进出口
300034,技术进出口
300034,代理进出口；制造高温
300034,纳米材料。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
300036,地理信息系统
300036,遥感
300036,全球定位系统
300036,办公自动化软件技术开发
300036,技术咨询
300036,技术转让
300036,技术服务；电子计算机系统集成；销售开发后的产品；经营本企业和成员企业自产产品及技术出口业务；本企业和成员企业所需的原辅材料
300036,机械设备
300036,仪器仪表
300036,零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外）；经营进料加工和三来一补业务；技术培训；出租办公用房。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
300035,电磁
300035,电气
300035,机械设备的设计
300035,制造及销售（不含卫星广播电视地面接收设施及国家监控电子产品），普通机械加工，机电维修，电磁技术咨询服务，新能源发电与节能装备的研制，计算机系统集成
300035,电子产品（不含无线电管制器材和卫星地面接收设施）
300035,通讯产品（国家禁止销售的除外）的设计
300035,制造及销售，安防工程安装
300035,视频监控系统
300035,智能系统工程的设计
300035,施工及维护，锂离子电池负极材料
300035,纳米材料以及新型石墨（硅基石墨体系复合材料
300035,硅负极）的研究开发
300035,技术转让
300035,技术咨询
300035,生产
300035,加工和销售，自有房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
300037,"经营进出口业务(按深贸管登证字第2003-0939号文执行)；自有房屋租赁。铝电解电容器，锂离子二级电池专用电子化学材料的开发和产销(以上不含限制项目)；经营进出口业务(按深贸管登字第2003-0939号文执行)。普通货运(凭《道路运输经营许可证》经营)；甲醇(1022),乙醇[无水](2568),2-丙醇(111),碳酸二甲酯(2110),乙腈(2622),三乙胺(1915),正丁醇(2761),碳酸二乙酯(2111),N,N-二甲基甲酰胺(460), 2-丁氧基乙醇(249),硫酸(1302),盐酸(2507),正磷酸(2790),次磷酸(161),乙酸[含量＞80%](2630),氢氧化钠(1669),氨溶液[含氨＞10%](35),硼酸(1609),对甲基苯磺酸铁溶液(2828),双电层电容器电解液(2828),锂离子电池电解液(2828)的批发(租赁仓库储存，无自有储存)(凭《危险化学品经营许可证》经营)。"
300039,药品生产（小容量注射剂
300039,片剂
300039,硬胶囊剂
300039,颗粒剂
300039,合剂
300039,糖浆剂
300039,口服液
300039,中药提取车间）农副产品收购，【依法须经批准的项目，经相关部门批准后方可开展经营活动】
300038,技术开发
300038,技术推广
300038,技术转让
300038,技术服务；软件开发；货物进出口
300038,技术进出口
300038,代理进出口；销售广播通信铁塔及桅杆
300038,输电线路铁塔
300038,智能通信机箱
300038,机柜
300038,计算机软件及辅助设备
300038,防雷设备；防雷技术咨询；生产智能通信机箱
300038,机柜（仅限外埠生产）；设计
300038,制作
300038,代理
300038,发布广告；经济信息咨询；企业管理咨询；以下项目限分公司经营：生产广播通信铁塔及桅杆产品
300038,输电线路铁塔；专业承包；互联网信息服务。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
300040,电力电子产品
300040,高压变频器
300040,高低压电气设备
300040,箱式变电站
300040,整流装置
300040,电气元件
300040,继电保护产品
300040,阀控密封铅酸蓄电池产品
300040,汽车充电成套设备
300040,储能系统
300040,储能材料及器件的研制
300040,生产
300040,销售和信息与技术咨询服务，计算机技术
300040,计算机软件技术开发及应用，新能源汽车充电运营服务，汽车租赁服务，新能源汽车销售，节能环保工程设备技术开发
300040,技术服务，实业投资，从事进口贸易；承装（修
300040,试）电力设施，房屋
