股票代码,pid
300741,771
300742,24683
300743,46698
300745,7114
300746,45048
300747,27447
300748,41135
300749,46877
300750,21845
300751,42584
300752,37104
300753,10813
300755,24502
300756,3385
300757,27054
300758,13439
300759,2122
300760,35153
300761,10682
300762,5757
300763,16633
300765,45558
300766,20712
300767,21090
300768,23160
300769,10055
300770,11644
300771,27280
300772,54122
300773,28472
300776,9785
300777,6786
300778,5380
300779,1136
300780,53824
300781,22509
300782,42061
300783,5895
300785,23848
300786,2371
300787,32092
300788,5593
300789,39410
300790,33779
300791,33478
300792,30525
300793,51300
300795,48364
300796,12410
300797,3625
300798,37441
300799,42521
300800,13039
300801,42379
300802,8954
300803,13975
300805,50126
300806,7489
300808,308
430142,19433
430198,30374
430223,28512
430229,14080
430372,19877
430447,26091
430515,49646
430532,52236
430539,6736
600000,24545
600004,52979
600006,4466
600007,2453
600008,37353
600009,47119
600010,23027
600011,49447
600012,14072
600015,3088
600016,7348
600017,22234
600018,35055
600019,22466
600020,27926
600021,8218
600022,11128
600023,20258
600025,170
600026,12739
600027,21305
600028,11645
600029,14077
600030,13152
600031,36564
600033,16657
600035,2633
600036,24114
600037,34080
600038,1575
600039,4835
600048,41137
600050,32766
600051,8765
600052,34493
600053,46322
600054,17876
600055,34231
600056,41291
600057,20136
600058,6702
600059,38170
600060,45805
600061,12889
600062,22997
600063,922
600064,26833
600066,16130
600067,34293
600068,3974
600069,41325
600070,22152
600071,39763
600072,11485
600073,20441
600075,14007
600076,29951
600077,44409
600078,19426
600079,31099
600080,5034
600081,29553
600082,38715
600083,30156
600084,27502
600085,38204
600086,26136
600088,29828
600089,31221
600090,49377
600091,3827
600093,10744
600094,2052
600095,32943
600096,8878
600097,9344
600098,24537
600099,45078
600100,26414
600101,22948
600103,9713
600104,37745
600105,2059
600106,4203
600107,31929
600108,23121
600109,52385
600110,13209
600111,53013
600112,9301
600113,37908
600114,11751
600115,1526
600116,9236
600117,53160
600118,38822
600119,18201
600120,4021
600121,7538
600122,46296
600123,17081
600125,45102
600126,25940
600127,3996
600128,38118
600129,31863
600130,29215
600131,27478
600132,707
600133,36663
600135,48645
600136,49656
600137,13331
600138,557
600139,4000
600141,37134
600143,38827
600146,53584
600148,27486
600149,35067
600150,37060
600151,19568
600152,22960
600153,53062
600155,6730
600156,38932
600157,38908
600158,24201
600159,52666
600160,963
600161,5300
600162,53527
600163,49831
600165,2586
600166,29252
600167,4199
600168,2536
600169,48138
600170,12698
600171,14552
600172,12083
600173,14055
600175,38031
600176,8286
600177,30297
600178,10576
600179,22401
600180,46079
600182,20283
600183,1456
600184,53817
600185,42839
600186,43977
600187,43210
600188,13608
600189,52945
600190,47701
600191,38639
600192,13128
600193,2805
600195,28079
600196,5357
600197,38198
600198,26537
600199,50460
600200,17411
600201,32620
600202,29587
600203,54228
600206,44472
600207,17369
600208,33938
600209,36910
600210,26271
600211,36015
600212,47354
