股票代码,公司名称,英文名称,曾用名,所属申万行业,主营业务,公司网址,注册资金,员工人数,电话,传真,邮政编码,办公地址,公司简介,所属地域,简写名称
300480,光力科技股份有限公司,"Gl Tech Co.,Ltd",-,机械设备 — 专用设备,安全生产及节能监控业务和半导体封测装备制造业务,www.gltech.cn,1.92亿元,485,86-0371-67858887,86-0371-67991111,450001,河南省郑州市中原区高新技术产业开发区长椿路10号,"光力科技股份有限公司是一家专业从事煤矿安全监控仪器设备、电力行业大型设备运行状态安全监控仪器设备的开发、生产和销售的公司，公司的主营业务是安全生产及节能监控业务和半导体封测装备制造业务。目前已推出产品六十余项，全部拥有自主知识产权和发明专利，申请受理专利近155项，其中已授权专利80项。其中发明专利6项，先后承担了科技部，国家发改委和工信部等六项国家级项目，多项产品被列入国家重点新产品，国家火炬计划以及国家重点推广技术。
　　2004年通过中国质量认证中心的ISO9001：2000质量管理体系认证；2006年被评为郑州市自主创新“先进单位”；2007年被评为“郑州市高成长性民营企业”和“郑州市...",河南省,光力科技
300481,濮阳惠成电子材料股份有限公司,"Puyang Huicheng Electronic Material Co.,Ltd",-,化工 — 化学制品,从事顺酐酸酐衍生物、功能材料中间体等精细化学品的研发、生产、销售,www.huichengchem.com,2.57亿元,299,86-0393-8910373,86-0393-8961801,457001,河南省濮阳市华龙区胜利路西段,濮阳惠成电子材料股份有限公司主要从事顺酐酸酐衍生物、功能材料中间体等精细化学品的研发、生产、销售，主要产品包括四氢苯酐、六氢苯酐、甲基四氢苯酐、甲基六氢苯酐、纳迪克酸酐等。顺酐酸酐衍生物主要用于环氧树脂固化、合成聚酯树脂和醇酸树脂等，广泛应用在电子元器件封装材料、电气设备绝缘材料、涂料、复合材料等诸多领域。功能材料中间体主要用于有机光电材料及医药中间体等领域；公司已获得授权41项专利（30项发明专利，11项实用新型专利）。同时，公司拥有“国家企业技术中心”及“河南省有机小分子发光材料工程技术研究中心”等研发平台，先后被评为“高新技术企业”“国家火炬计划重点高新技术企业”“国家知识产权优势企业”...,河南省,濮阳惠成
300482,广州万孚生物技术股份有限公司,"Guangzhou Wondfo Biotech Co.,Ltd",-,医药生物 — 医疗器械Ⅱ,快速诊断试剂、快速检测仪器等POCT相关产品的研发、生产与销售,www.wondfo.com.cn,3.43亿元,2252,86-020-32215701,86-020-32215701,510641,广东省广州市黄埔区科学城荔枝山路8号,广州万孚生物技术股份有限公司是一家专业致力于生物医药体外诊断试剂行业POCT领域产品研发、生产和销售的国家高新技术企业。现研发团队有116人，含博硕士30人，核心关键技术累计申请专利77项（含PCT5项），授权45项；其中申请发明专利29项（含中国香港发明2项，PCT发明3项），授权3项，核心品牌“wondfo”、“万孚”获得广州市著名商标称号。公司是国家发改委高技术产业化示范基地，是广东省中小企业创新产业化示范基地，现有30000㎡的产业化厂房，装配全球快速诊断试剂行业生产规模最大的金标生产线之一，日生产能力达100万人份；严格执行GMP/ISO9001：2008/ISO13485：2003...,广东省,万孚生物
300483,上海沃施园艺股份有限公司,Shanghai Worth Garden Co.Ltd,-,机械设备 — 专用设备,园艺用品的研发、生产和销售，兼顾园艺设计、工程施工和绿化养护及天然气业务。,www.worthgarden.com,1.02亿元,261,86-021-58831588,86-021-58833116,200126,上海市浦东新区耀元路58号3号楼1204室,"上海沃施园艺股份有限公司是一家以园艺用品的研发、生产和销售为主，兼顾园艺设计、工程施工和绿化养护等业务及天然气业务的综合服务提供商。公司主要产品涵盖手工具类、装饰类、灌溉类和机械类等四大园艺用品系列，包括4,000多个品种规格。
　　公司坚持以自主创新为主的研发模式、以自主品牌为主的营销模式，经过多年发展，形成了ODM和OBM相结合的业务模式，已成为国内园艺用品行业的知名企业。公司具有较强的研发能力，参与了6项园艺工具行业标准的修订，公司于2017年11月取得《高新技术企业证书》。",上海市,沃施股份
300484,深圳市蓝海华腾技术股份有限公司,"Shenzhen V&T Technologies Co.,Ltd.",-,电气设备 — 电气自动化设备,从事工业自动化控制产品的研发、生产和销售,www.v-t.net.cn,2.08亿元,458,86-0755-27657465,86-0755-81795840,518132,广东省深圳市光明区田寮社区光明高新园区东侧七号路中科诺数字科技工业园厂房11层,"深圳市蓝海华腾技术股份有限公司是一家专业致力于工业自动化控制产品的研发、生产和销售的高新技术企业和双软企业，主要产品为中低压变频器、电动汽车电机控制器和伺服驱动器。曾荣获中国电工技术学会电气节能专业委员会颁发的“电气节能领域高速发展企业奖”、深圳市中小企业发展促进会颁发的“2011年度深圳市自主创新百强中小企业”称号、中国电工技术学会电动车辆专业委员会和中国汽车工程学会电动汽车分会颁发的“2012电动车辆技术卓越奖”等奖项。
　　深圳市蓝海华腾技术股份有限公司在电机驱动的核心控制技术上拥有与国际先进水平同步的无速度传感器矢量控制技术和有速度传感器矢量控制技术，通过不断的技术创新，全面掌握各项核...",广东省,蓝海华腾
300485,北京赛升药业股份有限公司,"Beijing Science Sun Pharmaceutical Co.,Ltd.",-,医药生物 — 生物制品Ⅱ,主要从事生物生化药品的研发、生产和销售,www.ssyy.com.cn,4.84亿元,512,86-010-67862500,86-010-67862501,100176,北京市大兴区北京经济技术开发区兴盛街8号,"北京赛升药业股份有限公司的主营业务为注射针剂的研发、生产及销售,主导产品为生物生化药品,涉及心脑血管类疾病、免疫性疾病(抗肿瘤)和神经系统疾病三大用药领域。公司为纤溶酶、纤溶酶注射液、注射用纤溶酶、薄芝糖肽注射液、脱氧核苷酸钠注射液5个品种的国家药品标准原研起草单位;纤溶酶注射剂、薄芝糖肽注射液、脱氧核苷酸钠注射液、100mg注射用胸腺肽为全国首家生产的药品;单唾液酸四己糖神经节苷脂钠注射液(GM-1)及薄芝糖肽注射液为国家重点新产品;纤溶酶、纤溶酶注射液、注射用纤溶酶、大规格注射用胸腺肽被评为北京市自主创新产品;免疫亲和层析规模纯化纤溶酶分离及其药学性质、药物制剂的开发研究获得北京市科学技术...",北京市,赛升药业
300486,山西东杰智能物流装备股份有限公司,"Shanxi Oriental Material Handling Co.,Ltd.",-,机械设备 — 专用设备,智能物流成套装备的设计、制造、安装调试与销售。,www.omhgroup.com,1.81亿元,570,86-0351-3633818,86-0351-3633818,30008,山西省太原市尖草坪区新兰路51号,山西东杰智能物流装备股份有限公司主营业务为智能物流成套装备的设计、制造、安装调试与销售。公司的主要产品类别包括智能物流输送系统、智能物流仓储系统和智能立体停车系统三大类。,山西省,东杰智能
300488,恒锋工具股份有限公司,Est Tools Co.Ltd,-,机械设备 — 通用机械,机床用工具的研发、生产与销售,www.esttools.com,1.67亿元,683,86-0573-86169505,86-0573-86122456,314300,浙江省嘉兴市海盐县武原街道海兴东路68号,"恒锋工具股份有限公司自设立以来，一直从事机床用工具的研发、生产与销售，产品为现代高效工具，主要包括精密复杂刀具、花键量具（两者合称精密复杂刃量具）、精密高效刀具等高速切削刀具及高精度测量仪器，同时为客户提供刀具精磨改制。
　　公司为高新技术企业，拥有浙江省省级技术研发中心，技术创新团队被认定为浙江省省级重点企业技术创新团队。经过多年发展，公司自主研发了“汽车自动变速器加工用精密螺旋花键拉刀”、“燃气轮机透平轮盘枞树型轮槽加工用精密组合式拉刀”、“超临界汽轮机转子枞树型轮槽精密高效加工特种铣刀”、“高效精密花键搓齿刀”、“精密筒式外花键拉刀”、“高精度复合平面成型拉刀”、“渐开线花键环塞规”及“...",浙江省,恒锋工具
300489,哈尔滨中飞新技术股份有限公司,"Harbin Zhongfei New Technology Co.,Ltd.",-,有色金属 — 金属非金属新材料,高性能铝合金材料及其机加工产品的研发、生产和销售,www.zfgf.cc,9075万元,307,86-0451-51835038,86-0451-86811102,150060,黑龙江省哈尔滨市平房区哈南工业新城核心区哈南第八大道5号,"哈尔滨中飞新技术股份有限公司的主营业务为高性能铝合金材料及其机加工产品的研发、生产和销售。公司通过采用自主研发的技术和工艺流程，生产出高性能铝合金材料及其机加工产品，以满足不同行业或设备需求。
　　公司是国内核燃料加工专用设备用高性能铝合金材料的三家合格供应商之一。目前，公司产品主要应用于核燃料生产设备制造行业，即按照该行业要求的品种规格和技术标准，为核燃料加工专用设备提供高性能（高强、高韧、耐腐蚀）铝合金材料和机加工零部件。
　　公司属于国家高新技术企业、“黑龙江省创新型试点企业”、“哈尔滨市第五批知识产权试点单位”、“黑龙江铝镁合金新材料技术创新战略联盟”企业以及中国有色金属理事会副理事长...",黑龙江省,中飞股份
300490,华自科技股份有限公司,"Hnac Technology Co.,Ltd.",-,电气设备 — 电气自动化设备,水利水电自动化系统、变配电保护及自动化系统、水处理及其它工业自动化系统等的研发、制造、销售及设备安装和技术服务。,www.cshnac.com,2.62亿元,1729,86-0731-88238888,86-0731-88907777,410205,湖南省长沙市岳麓区高新开发区麓谷麓松路609号,"华自科技股份有限公司主营业务是为水利水电、电力及工业用户提供自动化整体解决方案并实现“交钥匙”工程。集团公司始创于上世纪90年代初期，产业基地位于长沙国家高新技术开发区麓谷园区。
　　公司是联合国工业发展组织国际小水电中心全球唯一的控制设备研发制造示范基地；是原电力部重点产品定点生产企业、国家城乡电网建设与改造工程首批推荐企业；是水利部“泵站自动化及信息化”、“电站自动化设备应用指导意见”等自动化控制设备行业标准的主要起草单位。至今为止已为全球32个国家6000余厂站提供了高效优质的产品与服务，其中水电站自动化控制设备市场占有率位居全国乃至全球第一。",湖南省,华自科技
300491,石家庄通合电子科技股份有限公司,"Shijiazhuang Tonhe Electronics Technologies Co.,Ltd.",-,电气设备 — 电源设备,高频开关电源及相关电子产品的研发、生产和销售。,www.sjzthdz.com,1.61亿元,384,86-0311-67300568,86-0311-67300568,50035,河北省石家庄市裕华区高新区漓江道350号,"石家庄通合电子科技股份有限公司要从事高频开关电源及相关电子产品的研发、生产和销售。公司的产品包括电力操作电源模块和电力操作电源系统、电动汽车车载电源及充换电站充电电源系统和其他电源。
　　公司“高可靠高效率谐振式高频开关电源”技术获得经河北省科学技术厅鉴定的“科学技术成果鉴定”。2010年被认定为石家庄市企业技术中心，2012年被石家庄市科技局认定为“石家庄市创新型企业”，于当年获得国家科技型中小企业技术创新基金支持，并被列入国家发改委能源自主创新及重点产业振兴和技术改造项目中央预算内投资计划。
　　公司通过贯穿产品开发设计、工艺优化提升、供应链改进和售后服务完善等方面的全流程控制来确保产品的...",河北省,通合科技
300492,山鼎设计股份有限公司,"Cendes Co.,Ltd.",-,建筑装饰 — 房屋建设,提供建筑工程设计及相关咨询服务,www.cendes-arch.com,8320万元,456,86-028-8671-3701,86-028-8667-2200,610065,四川省成都市锦江区东大街芷泉段6号时代1号37F,山鼎设计股份有限公司的主营业务是提供建筑工程设计及相关咨询服务，提供包括项目前期咨询、概念设计、方案设计、初步设计、施工图设计及施工配合等服务，涵盖各类住宅、城市综合体、公共建筑（包括商业中心、独立商业街区、写字楼、酒店及非商业公共建筑等）、规划、景观、室内设计等业务设计类别。公司具备全专业、全流程的BIM设计能力，并且多次在BIM设计大赛中荣获奖项。,四川省,山鼎设计
300493,上海润欣科技股份有限公司,"Shanghai Fortune Techgroup Co.,Ltd.",-,电子 — 半导体,电子产品、通信设备、软件及器件(音像制品除外)的研发、生产、批发、进出口及相关领域内的技术咨询、技术开发、技术转让、技术服务。,www.fortune-co.com,4.77亿元,186,86-021-54264260,86-021-54264261,200233,上海市徐汇区田林路200号A号楼301室,"上海润欣科技股份有限公司主要通过向客户提供包括IC应用解决方案在内的一系列技术支持服务从而形成IC产品的销售，分销的IC产品以通讯连接芯片和传感器芯片为主。公司分销的IC产品指广义的半导体元器件，包括集成电路芯片和其它电子元件。公司分销的产品主要用于实现通讯连接及传感功能，具体包括无线连接芯片、WiFi及网络处理器芯片、传感器芯片、微处理器芯片等产品。
    润欣科技凭借专业的技术服务和管理，先后获得了上海市高新技术企业、创新型企业、上海市科技小巨人企业以及国际电子商情“TOP10最满意本土授权分销商”等荣誉称号，公司的多个创新项目获得上海市,徐汇区高新技术产业化重点项目资助，拥有多项发明和...",上海市,润欣科技
300494,湖北盛天网络技术股份有限公司,Hubei Century Network Technology Inc.,-,传媒 — 互联网传媒,从事互联网娱乐平台的设计、开发、推广以及基于此平台上的网络广告推广及互联网增值服务相关业务,www.shengtian.com,2.4亿元,521,86-027-86655050,86-027-86695525,430079,湖北省武汉市江夏区东湖新技术开发区光谷大道77号金融港B7栋9-11楼,湖北盛天网络技术股份有限公司主要产品包括网娱平台产品、互联网增值产品及广告业务。盛天旗下的平台与软件产品主要覆盖通过网吧、酒店与教育行业等各类公众互联网服务场所上网的网民。2018年公司获盘龙奖“2018年度产业推动奖”，并连续3年荣获中国互联网协会以及工业和信息化部信息中心评选的“互联网百强企业”。,湖北省,盛天网络
300495,美尚生态景观股份有限公司,"Misho Ecology & Landscape Co.,Ltd.",-,公用事业 — 环保工程及服务,生态修复与重构和园林景观建设,www.misho.com.cn,6.74亿元,970,86-0510-82702530,86-0510-82762145,214125,江苏省无锡市滨湖区山水城科教软件园B区3号楼,"美尚生态景观股份有限公司主营业务为生态修复与重构和园林景观建设。生态修复与重构主要包括湿地生态修复与保护、城市湿地公园、面源污染生态拦截与治理、河道综合治理、矿山修复、边坡治理及土壤修复等。
　　公司为国家高新技术企业，拥有城市园林绿化企业一级资质、江苏省环境污染治理甲级资质（生态修复）、江苏省造林绿化施工单位二级资质、市政公用工程施工总承包二级资质、园林古建筑工程专业承包二级资质以及城市及道路照明工程专业承包三级资质，子公司中景设计拥有风景园林工程设计专项甲级资质，为具有“双甲”资质的企业之一。公司成立以来，承建了众多生态景观工程项目，特别在生态修复与重构领域积累了丰富的实践经验和技术技巧。...",江苏省,美尚生态
300496,中科创达软件股份有限公司,"Thunder Software Technology Co.,Ltd.",-,计算机 — 计算机应用,移动智能终端操作系统产品的研发、销售及提供相关技术服务,www.thundersoft.com,4.03亿元,3399,86-010-82036551,86-010-82036511,100083,北京市海淀区清华东路9号院3号楼创达大厦,"中科创达软件股份有限公司主营业务为移动智能终端操作系统产品的研发、销售及提供相关技术服务。公司提供的主要产品和服务主要包括软件开发服务、联合实验室、软件产品及软硬件一体化解决方案。
　　目前，公司拥有超过1000项自主研发的技术专利及软件著作权，在全球范围内拥有约3800名员工，其中研发人员占比接近90%。",北京市,中科创达
300497,江西富祥药业股份有限公司,"Jiangxi Fushine Pharmaceutical Co.,Ltd.",-,医药生物 — 化学制药,专业从事原料药、医药中间体及相关产品研发、生产与销售,www.fushine.cn,2.71亿元,1413,86-0798-2699929,86-0798-2699928,333000,江西省景德镇市昌江区鱼丽工业区2号(鱼山与丽阳交界处),"江西富祥药业股份有限公司是一家专业从事化学药物研发、生产、销售和服务的创新型制药企业，下设江西祥太制药有限公司等3家全资子公司，是国家高新技术企业、江西省优秀企业、江西省优秀非公有制企业、江西省创新型试点企业，并设有""省级企业技术中心""。
　　公司拥有核心技术和较强的研发创新能力，拥有多项国家发明专利以及十多个省级重点新产品、优秀科技新产品，部分产品已纳入江西省科技创新""六个一""工程和江西省十大战略性新兴产业""生物和新医药""研发引导计划，是江西省化学合成药发展规划中的龙头骨干企业。
　　公司拥有较强的市场开拓能力，是目前业内重要的β-内酰胺酶抑制剂原料药生产基地，也是碳青霉烯类药物及其中间体的...",江西省,富祥股份
300498,温氏食品集团股份有限公司,"Wens Foodstuff Group Co.,Ltd.",-,农林牧渔 — 畜禽养殖,肉鸡、肉猪的养殖和销售,www.wens.com.cn,53.12亿元,48639,86-0766-2292926,86-0766-2292613,527400,广东省云浮市新兴县新城镇东堤北路9号,广东温氏食品集团股份有限公司主营业务为肉鸡、肉猪的养殖和销售。主要产品为商品肉鸡和商品肉猪，其他产品为肉鸭、原奶及其乳制品、鸡蛋、肉鸽、肉鹅、生鲜肉及其加工肉制品、农牧设备和兽药等。《高效瘦肉型种猪新配套系培育与应用》和《畜禽粪便污染监测核算和减排增效关键技术研究与应用》2项成果荣获国家科技进步二等奖。截止到2019年6月30日，公司共获国家级科技奖项6项，省部级科技奖项53项，畜禽新品种9个（其中猪2个，鸡7个），新兽药证书35项，发明专利133项，实用新型专利233项，国家计算机软件著作权38项。,广东省,温氏股份
300499,广州高澜节能技术股份有限公司,"Guangzhou Goaland Energy Conservation Tech. Co.,Ltd.",-,机械设备 — 专用设备,大功率电力电子装置用纯水冷却设备及控制系统的研发、设计、生产和销售。,www.goaland.com.cn,1.86亿元,645,86-020-66616248,86-020-66616247,510663,广东省广州市黄埔区高新技术产业开发区科学城南云五路3号,"广州高澜节能技术股份有限公司（以下简称高澜股份）致力于为全球客户提供专业的节能产品和整体解决方案，成为新能源和节能技术应用的先行者。
　　高澜股份是国家火炬计划重点高新技术企业。主要产品均拥有自主知识产权和核心技术，公司先后突破并取得纯水冷却领域核心专利技术近百项。公司参加4项国家标准、2项行业标准的起草及修订。产品技术达到国内先进水平，其中±800kV直流输电工程换流阀纯水冷却设备产品被国家能源局认定为国际先进水平。
　　本公司产品及服务技术应用领域广阔，目前已广泛应用于发电、输电、配电及用电各个环节电力电子装置的冷却。经过多年积累和发展，本公司为中国电科院、西安西电、金风科技、荣信股份、国...",广东省,高澜股份
300500,启迪设计集团股份有限公司,"Tus-Design Group Co.,Ltd.",苏州设计,建筑装饰 — 房屋建设,从事建筑设计等工程技术服务,www.tusdesign.com,1.74亿元,1376,86-0512-69564641,86-0512-65230783,215021,江苏省苏州市姑苏区工业园区星海街9号,"启迪设计集团股份有限公司的主营业务是从事建筑设计等工程技术服务。公司的主要产品是建筑设计、景观设计、装饰设计、工程检测。
　　公司拥有3个国家金奖、160多项省部级以上奖项，目前全公司发展到近500人的设计团队，已成为苏州地区乃至我省建筑设计行业名列前茅、在国内有较大影响力的设计企业。公司共获得省部级及以上工程设计奖65项，其中毕路德荣获“中国建筑装饰设计奖”2项最高荣誉,毕路德项目“三亚万科别墅”获6项国际大奖。无论从项目类型、项目规模以及服务的范围、项目影响力等多方面，公司已在全国范围内具备较高的品牌影响力。
　　截至2019年6月30日，公司第四年荣登苏州市工程设计企业信用A类榜首，入选...",江苏省,启迪设计
300501,上海海顺新型药用包装材料股份有限公司,"Shanghai Haishun New Pharmaceutical Packaging Co.,Ltd.",-,轻工制造 — 包装印刷Ⅱ,从事直接接触药品的高阻隔包装材料研发、生产和销售,www.haishungroup.com,1.57亿元,270,86-021-37017626;86-021-33887378,86-021-33887318,201103,上海市闵行区申滨南路938号龙湖虹桥天街G栋508室,"上海海顺新型药用包装材料股份有限公司专业从事直接接触药品的高阻隔包装材料研发、生产和销售，主要产品包括冷冲压成型复合硬片、PTP铝箔和SP复合膜。
　　公司企业技术中心被上海市松江区经信委评定为松江区级企业技术中心，苏州海顺的工程技术研究中心被苏州市科技局认定为“苏州市药用包装新材料工程技术研究中心”。2018年取得发明专利授权2项，取得实用新型专利授权11项，2个新产品获得省级高新技术产品认定。累计取得发明专利19项，实用新型专利90项，外观设计专利4项。公司目前拥有近50个国家药审中心颁发的药包材备案号，8个美国FDA颁发的DMF备案号。",上海市,海顺新材
300502,成都新易盛通信技术股份有限公司,"Eoptolink Technology Inc., Ltd.",-,通信 — 通信设备,光模块的研发及制造,www.eoptolink.com,2.36亿元,964,86-028-67087999-8062;86-028-67087999-8288,86-028-67087979,610213,四川省成都市双流区公兴镇物联西街127号,"成都新易盛通信技术股份有限公司是一家专注于光通信领域传输和接入技术的高新技术企业，专业从事光模块的研发及制造。光模块是光通信设备的基础元器件，是光通信系统重要的组成部分。
　　公司目前主要产品为点对点光模块和PON光模块。自成立以来，公司技术开发能力和生产能力稳步提升，成功开发了不同型号光模块产品超过2,800种，每种型号的产品又包含了多种不同的技术方案，产品涵盖了多种标准的通信网络接口、光波波长、传输速率、传输距离等技术指标，运用领域覆盖了数据宽带、电信通讯、Fttx、数据中心、安防监控和智能电网等行业，能为客户提供定制化的产品服务和一揽子解决方案。报告期内,公司及子公司新增取得授权专利11...",四川省,新易盛
300503,广州市昊志机电股份有限公司,"Guangzhou Haozhi Industrial Co.,Ltd.",-,机械设备 — 通用机械,从事高速精密电主轴及其零配件的研发设计、生产制造、销售与配套维修服务,www.haozhihs.com,2.84亿元,1945,86-020-62868399,86-020-62868320-8884,511356,"广东省广州市增城区经济技术开发区永和经济区江东街6号,广东省广州市黄埔区广州开发区田园西路41号",广州市昊志机电股份有限公司是一家专业从事高速精密电主轴及其零配件的研发设计、生产制造、销售与配套维修服务的高新技术企业。公司以“立足自主技术创新，全面实现进口替代，稳步进军国际市场”为发展战略目标，着眼于高端装备制造业，致力于为中高档数控机床提供自主研发、自主品牌的电主轴系列产品，通过坚持不懈的技术攻关和持之以恒的品质管理，逐步形成了目前“以中高端电主轴产品为核心、以电主轴精密零配件制造为支撑、以配套维修服务为特色”的业务体系，构建了电主轴“整机—配件—服务”紧密结合的完整业务链。2008年12月，公司被认定为国家高新技术企业。2010年，公司气浮电主轴被认定为“广东省高新技术产品”，型号为D...,广东省,昊志机电
300504,四川天邑康和通信股份有限公司,"Sichuan Tianyi Comheart Telecom Co.,Ltd.",-,通信 — 通信设备,从事宽带网络终端设备、通信网络物理连接及保护设备、移动通信网络优化系统设备等的研发、生产、销售和服务,www.tianyisc.com,2.67亿元,3769,86-028-88208089,86-028-61011830,611330,四川省成都市大邑县晋原镇雪山大道一段198号,四川天邑康和通信股份有限公司立足于光通信产业和移动通信产业，专业从事通信网络物理连接及保护、移动通信网络优化系统及宽带网络终端设备的研发、生产、销售和服务。公司的产品为宽带网络终端设备。截止报告期末，公司累计获得授权专利151项，其中发明专利24项，实用新型专利114项，外观设计13项，拥有计算机软件著作权6项。,四川省,天邑股份
300505,昆明川金诺化工股份有限公司,"Kunming Chuan Jin Nuo Chemical Co.,Ltd",-,化工 — 化学制品,湿法磷酸的研究、生产及分级利用,www.cjnphos.com,1.01亿元,1353,86-0871-67436102,86-0871-67436102,650500,云南省昆明市呈贡区上海东盟大厦A座10楼,"昆明川金诺化工股份有限公司始创于2005年6月，是一家专业从事磷化工产业的股份制企业。公司座落于素有""千年铜都""之称的昆明市东川区，总资产已达3.5亿元人民币，年产""裕殖""牌饲料级磷酸钙盐25万吨(其中饲料级磷酸氢钙15万吨、磷酸二氢钙10万吨);肥料级磷酸氢钙10万吨，铁精粉10万吨，配套硫酸22万吨，浓缩净化磷酸6万吨，工业石灰4万吨，3000KW余热发电机组;拥有职工700余人，各类专业技术人员260多人。
　　川金诺公司的快速发展，被行业内誉为""后起之秀""、""最具行业竞争优势""、""最具成长性""的磷酸盐生产企业。",云南省,川金诺
300506,深圳市名家汇科技股份有限公司,"Shenzhen Minkave Technology Co.,Ltd.",-,建筑装饰 — 装修装饰,照明工程施工及与之相关的照明工程设计、照明产品的研发、生产、销售,www.minkave.com,6.55亿元,692,86-0755-26067248;86-0755-26490198,86-0755-26070372,518057,广东省深圳市南山区高新南九道10号深圳湾科技生态园10栋A座17-20层01-06号,"深圳市名家汇科技股份有限公司是一家集城市整体照明工程规划设计、安装与施工、照明产品研发生产、照明灯具国际贸易和环境导视规划、标识设计、制作、安装于一体的多元化、专业化、国际化的大型公司，是城市照明领域的系统方案解决专家。
　　近年来，公司全力打造节能减排、低碳环保的优质生活，分别与中国香港科技大学、清华大学等国际知名高校展开合作，研制出了配置添加碳纳米管材料的环氧树脂导热管的大功率LED灯头等产品。此外，公司结合当前最先进的照明发光技术，在高科技新技术项目上进行研究，开发出了一系列先进产品，如卷帘LED屏、灯杆发光的路灯、提高散热效率的模块式隧道灯等，获得国家发明专利。",广东省,名家汇
300507,江苏奥力威传感高科股份有限公司,"Jiangsu Olive Sensors High-Tech Co.,Ltd",-,汽车 — 汽车零部件,从事传感器及配件、燃油系统附件及汽车内饰件的生产和销售。,-,2.2亿元,567,86-0514-82775359,86-0514-82775137,225127,江苏省扬州市邗江区高新技术产业开发区祥园路158号,"江苏奥力威传感高科股份有限公司是一家以汽车油位传感器的研发和生产为核心业务的高新技术企业,其主营业务是研发、生产和销售汽车零部件,主要产品分为三大类,分别为传感器及配件、燃油系统附件及汽车内饰件。截至2018年12月31日，公司共拥有专利63件，其中发明专利13件、实用新型专利49件，外观设计1件。公司研发部被确定为江苏省车用传感器多参数集成工程技术研究中心和江苏省企业技术中心。",江苏省,苏奥传感
300508,上海维宏电子科技股份有限公司,"Shanghai Weihong Electronic Technology Co.,Ltd.",-,计算机 — 计算机应用,研发、生产和销售工业运动控制系统和伺服驱动系统,www.weihong.com.cn,9091.2万元,615,86-021-33587515,86-021-33587519,201401,上海市奉贤区沪杭公路1590号,"上海维宏电子科技股份有限公司主营业务为研发、生产和销售工业运动控制系统和伺服驱动系统。公司是一家为数控设备整机制造商提供运动控制系统解决方案的高科技企业。公司的产品主要分为运动控制器和伺服驱动器两大类,其中运动控制器又分为运动控制卡和一体化运动控制器。公司研发的运动控制系统主要有雕刻雕铣控制系统,切割控制系统,机械手控制系统等,可应用于各类雕刻机、雕铣机、加工中心、水射流切割机、激光切割机、等离子切割机、火焰切割机、玻璃加工机床、工业机械手等。伺服驱动器是用来控制伺服电机的一种控制器,主要应用于高精度定位系统。
　　截至2019年06月30日，公司及子公司总计专利受理198件，专利授权且有效1...",上海市,维宏股份
300509,江苏新美星包装机械股份有限公司,"Jiangsu Newamstar Packaging Machinery Co.,Ltd",-,机械设备 — 专用设备,液态食品包装机械的研发、生产与销售,www.newamstar.com,2.28亿元,881,86-0512-58693918,86-0512-58693908,215600,江苏省苏州市张家港市经济开发区南区(新泾东路),"江苏新美星包装机械股份有限公司于2012年6月28日由江苏新美星包装机械有限公司整体变更设立，主营业务为液态食品包装机械的研发、生产与销售，目前主要产品为流体系列设备、灌装系列设备、二次包装系列设备以及全自动高速PET瓶吹瓶设备。
　　公司是江苏省科技厅、江苏省财政厅、江苏省国税局与江苏省地税局联合认定的高新技术企业，中国饮料业灌装设备优秀供应商，江苏省创新型企业，国家火炬计划项目承担单位，国家发改委无菌灌装产业化项目实施单位；建有“江苏省企业技术中心”等高规格、高水平研发平台；多年来，公司作为行业领先企业，主持或参与了《液态食品包装设备验收规范》、《液态食品超高温瞬时灭菌设备（UHT）验收规...",江苏省,新美星
300510,吉林省金冠电气股份有限公司,"Jilin Jinguan Electric Co.,Ltd",金冠电气,电气设备 — 高低压设备,智能电气成套开关设备及其配套元器件的研发、生产和销售,www.jljgdq.cn,8.83亿元,1604,86-0431-84155588,86-0431-84155588,130600,吉林省长春市双阳区双阳经济开发区延寿路4号,吉林省金冠电气股份有限公司是专业从事智能电气成套开关设备及其配套元器件的研发、生产和销售的电气设备制造商，主要产品包括C-GIS智能环网柜、智能高压开关柜及其配套的真空断路器等。公司是吉林省高新技术企业，拥有吉林省省级企业技术中心。,吉林省,金冠股份
300511,上海雪榕生物科技股份有限公司,"Shanghai Xuerong Biotechnology Co.,Ltd.",-,农林牧渔 — 种植业,鲜品食用菌的研发、工厂化种植与销售,www.xuerong.com,4.29亿元,1715,86-021-37198681,86-021-37198897,201401,上海市奉贤区现代农业园区高丰路999号,"上海雪榕生物科技股份有限公司主营鲜品食用菌的研发、工厂化种植与销售，主要产品包括金针菇、真姬菇、香菇等鲜品食用菌。2002年,公司被农业部等八部委联合授予“农业产业化国家重点龙头企业”。2014年,本公司被评为“2014年度上海名牌”,并获第七届“中国国际农产品交易会”金奖。2012年8月,公司正式与中国航天基金会签约,成为中国航天事业合作伙伴。",上海市,雪榕生物
