股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
300177,64241,224.66万,0.46%,流通A股,10,2019-09-30
300177,64242,2023.91万,4.10%,流通A股,2,2019-09-30
300177,64243,1530.30万,3.10%,流通A股,3,2019-09-30
300177,25397,1269.77万,2.57%,流通A股,4,2019-09-30
300177,64244,678.81万,1.38%,流通A股,6,2019-09-30
300177,64245,400.00万,0.81%,流通A股,7,2019-09-30
300177,64246,257.67万,0.52%,流通A股,8,2019-09-30
300177,64247,233.90万,0.47%,流通A股,9,2019-09-30
300178,37490,344.70万,0.59%,流通A股,8,2019-09-30
300179,53617,3490.25万,10.42%,流通A股,1,2019-09-30
300179,72035,316.70万,0.95%,流通A股,10,2019-09-30
300179,64249,1280.58万,3.82%,流通A股,2,2019-09-30
300179,24705,855.03万,2.55%,流通A股,3,2019-09-30
300179,64250,785.45万,2.34%,流通A股,4,2019-09-30
300179,64251,710.20万,2.12%,流通A股,5,2019-09-30
300179,64252,372.39万,1.11%,流通A股,7,2019-09-30
300179,64248,356.05万,1.06%,流通A股,8,2019-09-30
300179,72036,346.80万,1.04%,流通A股,9,2019-09-30
300180,72037,1511.87万,1.47%,流通A股,10,2019-09-30
300180,64254,2640.94万,2.57%,流通A股,3,2019-09-30
300180,72038,2405.69万,2.35%,流通A股,4,2019-09-30
300180,72039,2093.28万,2.04%,流通A股,5,2019-09-30
300180,72040,2091.88万,2.04%,流通A股,6,2019-09-30
300180,72041,2054.04万,2.00%,流通A股,7,2019-09-30
300180,64256,1873.13万,1.83%,流通A股,8,2019-09-30
300180,72042,1550.00万,1.51%,流通A股,9,2019-09-30
300181,9613,4329.68万,9.34%,流通A股,1,2019-09-30
300181,72043,200.00万,0.43%,流通A股,10,2019-09-30
300181,64260,860.00万,1.85%,流通A股,5,2019-09-30
300181,64261,668.00万,1.44%,流通A股,6,2019-09-30
300181,64262,468.76万,1.01%,流通A股,7,2019-09-30
300181,11477,213.04万,0.46%,流通A股,8,2019-09-30
300181,64259,200.00万,0.43%,流通A股,9,2019-09-30
300182,72044,3811.03万,2.13%,流通A股,6,2019-09-30
300183,40470,2613.60万,9.74%,流通A股,1,2019-09-30
300183,16192,1663.20万,6.20%,流通A股,2,2019-09-30
300183,19862,1663.20万,6.20%,流通A股,3,2019-09-30
300183,3143,385.21万,1.44%,流通A股,7,2019-09-30
300183,64264,326.00万,1.22%,流通A股,8,2019-09-30
300183,64265,279.80万,1.04%,流通A股,9,2019-09-30
300184,72045,400.01万,0.66%,流通A股,10,2019-09-30
300184,72046,1908.97万,3.14%,流通A股,3,2019-09-30
300184,72047,930.46万,1.53%,流通A股,4,2019-09-30
300184,72048,600.00万,0.99%,流通A股,6,2019-09-30
300184,72049,403.00万,0.66%,流通A股,9,2019-09-30
300185,64268,4000.00万,1.47%,流通A股,3,2019-09-30
300185,64269,2594.39万,0.95%,流通A股,5,2019-09-30
300185,64270,2250.00万,0.83%,流通A股,6,2019-09-30
300185,64266,1416.75万,0.52%,流通A股,7,2019-09-30
300185,72050,1231.99万,0.45%,流通A股,8,2019-09-30
300185,72051,1056.70万,0.39%,流通A股,9,2019-09-30
300187,72052,104.92万,0.17%,流通A股,10,2019-09-30
300187,64275,352.00万,0.56%,流通A股,5,2019-09-30
300187,64276,180.00万,0.28%,流通A股,6,2019-09-30
300187,72053,134.29万,0.21%,流通A股,9,2019-09-30
300188,72054,712.00万,1.35%,流通A股,8,2019-09-30
300189,72055,698.00万,0.73%,流通A股,10,2019-09-30
300189,12170,1.23亿,12.83%,流通A股,2,2019-09-30
300189,72056,2440.00万,2.55%,流通A股,4,2019-09-30
300189,72057,2303.10万,2.41%,流通A股,5,2019-09-30
300189,72058,1737.18万,1.82%,流通A股,6,2019-09-30
300189,72059,1068.80万,1.12%,流通A股,7,2019-09-30
300189,72060,852.54万,0.89%,流通A股,8,2019-09-30
300189,72061,847.00万,0.89%,流通A股,9,2019-09-30
300190,64280,415.00万,0.57%,流通A股,10,2019-09-30
300190,72062,404.46万,0.55%,流通A股,11,2019-09-30
300190,64279,1582.55万,2.17%,流通A股,6,2019-09-30
300191,5305,3766.00万,18.19%,流通A股,1,2019-09-30
300191,64282,121.95万,0.59%,流通A股,10,2019-09-30
300191,64283,3492.60万,16.87%,流通A股,2,2019-09-30
300191,64284,950.96万,4.59%,流通A股,3,2019-09-30
300191,64285,787.70万,3.80%,流通A股,4,2019-09-30
300191,64286,516.83万,2.50%,流通A股,5,2019-09-30
300191,64287,266.60万,1.29%,流通A股,6,2019-09-30
300191,64288,162.70万,0.79%,流通A股,7,2019-09-30
300191,64289,142.25万,0.69%,流通A股,8,2019-09-30
300191,64290,125.00万,0.60%,流通A股,9,2019-09-30
300192,17028,2339.37万,13.57%,流通A股,1,2019-09-30
300192,64291,151.01万,0.88%,流通A股,10,2019-09-30
300192,64292,1887.25万,10.95%,流通A股,2,2019-09-30
300192,64293,346.70万,2.01%,流通A股,3,2019-09-30
300192,64294,175.00万,1.02%,流通A股,6,2019-09-30
300192,64295,160.94万,0.93%,流通A股,8,2019-09-30
300192,64296,154.48万,0.90%,流通A股,9,2019-09-30
300193,64297,6474.80万,14.16%,流通A股,1,2019-09-30
300193,24442,1541.96万,3.37%,流通A股,4,2019-09-30
300193,64298,769.73万,1.68%,流通A股,6,2019-09-30
300193,64299,659.88万,1.44%,流通A股,7,2019-09-30
300193,64300,510.64万,1.12%,流通A股,8,2019-09-30
300194,48437,8627.49万,10.95%,流通A股,1,2019-09-30
300194,72063,888.98万,1.13%,流通A股,10,2019-09-30
300194,72064,1900.00万,2.41%,流通A股,6,2019-09-30
300195,44828,2733.10万,9.03%,流通A股,1,2019-09-30
300195,64301,1714.76万,5.67%,流通A股,2,2019-09-30
300195,64302,1302.02万,4.30%,流通A股,4,2019-09-30
300195,64303,157.50万,0.52%,流通A股,8,2019-09-30
300195,64304,134.00万,0.44%,流通A股,9,2019-09-30
300196,9788,4261.86万,16.92%,流通A股,1,2019-09-30
300196,41884,1080.00万,4.29%,流通A股,2,2019-09-30
300197,5049,9222.52万,5.53%,流通A股,4,2019-09-30
300197,64305,3152.12万,1.89%,流通A股,7,2019-09-30
300198,64307,6027.93万,7.26%,流通A股,1,2019-09-30
300198,64306,1129.66万,1.36%,流通A股,10,2019-09-30
300198,64308,5594.03万,6.73%,流通A股,2,2019-09-30
300198,40076,3648.78万,4.39%,流通A股,4,2019-09-30
300198,64309,3500.37万,4.21%,流通A股,5,2019-09-30
300198,64310,3042.29万,3.66%,流通A股,6,2019-09-30
300198,64311,2070.89万,2.49%,流通A股,7,2019-09-30
300198,64312,1430.01万,1.72%,流通A股,9,2019-09-30
300199,22856,652.92万,1.14%,流通A股,10,2019-09-30
300199,52039,3411.76万,5.97%,流通A股,2,2019-09-30
300199,64313,915.14万,1.60%,流通A股,7,2019-09-30
300200,28624,146.25万,0.72%,流通A股,10,2019-09-30
300200,64315,519.13万,2.57%,流通A股,3,2019-09-30
300200,72065,198.36万,0.98%,流通A股,6,2019-09-30
300200,72066,192.27万,0.95%,流通A股,7,2019-09-30
300200,72067,154.16万,0.76%,流通A股,8,2019-09-30
300201,72068,803.71万,0.88%,流通A股,10,2019-09-30
300201,32440,1130.53万,1.24%,流通A股,5,2019-09-30
300201,64317,1023.57万,1.13%,流通A股,7,2019-09-30
300201,72069,830.00万,0.91%,流通A股,9,2019-09-30
300202,13821,243.00万,0.57%,流通A股,10,2019-09-30
300202,28068,3875.05万,9.13%,流通A股,2,2019-09-30
300202,64318,3628.80万,8.55%,流通A股,3,2019-09-30
300202,64319,379.95万,0.89%,流通A股,4,2019-09-30
300202,64320,297.51万,0.70%,流通A股,7,2019-09-30
300202,64321,290.66万,0.68%,流通A股,8,2019-09-30
300203,64322,888.01万,1.97%,流通A股,6,2019-09-30
300204,64323,693.28万,1.48%,流通A股,5,2019-09-30
300204,64324,620.00万,1.33%,流通A股,7,2019-09-30
300204,72070,358.89万,0.77%,流通A股,9,2019-09-30
300205,72071,164.41万,0.39%,流通A股,10,2019-09-30
300205,64326,501.24万,1.18%,流通A股,4,2019-09-30
300205,64327,293.21万,0.69%,流通A股,5,2019-09-30
300205,64328,269.68万,0.63%,流通A股,6,2019-09-30
300205,64329,251.96万,0.59%,流通A股,7,2019-09-30
300205,64330,194.22万,0.46%,流通A股,8,2019-09-30
300205,64325,177.52万,0.42%,流通A股,9,2019-09-30
300206,33570,3050.95万,8.96%,流通A股,1,2019-09-30
300206,64331,254.61万,0.75%,流通A股,10,2019-09-30
300206,45791,2502.60万,7.35%,流通A股,2,2019-09-30
300206,7083,2489.24万,7.31%,流通A股,3,2019-09-30
300206,64332,374.00万,1.10%,流通A股,6,2019-09-30
300206,64333,338.33万,0.99%,流通A股,7,2019-09-30
300206,64334,270.91万,0.80%,流通A股,8,2019-09-30
300207,64335,4.37亿,31.60%,流通A股,1,2019-09-30
300207,19390,1849.82万,1.34%,流通A股,7,2019-09-30
300208,72072,303.52万,0.47%,流通A股,10,2019-09-30
300208,64337,7857.29万,12.28%,流通A股,2,2019-09-30
300208,26425,1924.25万,3.01%,流通A股,4,2019-09-30
300208,72073,776.69万,1.21%,流通A股,5,2019-09-30
300208,64338,703.98万,1.10%,流通A股,6,2019-09-30
300208,72074,538.67万,0.84%,流通A股,7,2019-09-30
300208,72075,513.18万,0.80%,流通A股,8,2019-09-30
300208,72076,437.40万,0.68%,流通A股,9,2019-09-30
300209,72077,151.38万,0.57%,流通A股,10,2019-09-30
300209,64340,3298.13万,12.50%,流通A股,2,2019-09-30
300209,64341,2770.58万,10.50%,流通A股,3,2019-09-30
300209,37938,896.54万,3.40%,流通A股,4,2019-09-30
300209,72078,508.06万,1.93%,流通A股,5,2019-09-30
300209,72079,311.16万,1.18%,流通A股,7,2019-09-30
300209,72080,229.27万,0.87%,流通A股,9,2019-09-30
300210,64342,1.85亿,46.21%,流通A股,1,2019-09-30
300210,72081,200.00万,0.50%,流通A股,10,2019-09-30
300210,25979,1988.77万,4.97%,流通A股,2,2019-09-30
300210,49012,292.86万,0.73%,流通A股,6,2019-09-30
300210,72082,256.20万,0.64%,流通A股,7,2019-09-30
300210,72083,230.01万,0.57%,流通A股,8,2019-09-30
300210,72084,222.00万,0.55%,流通A股,9,2019-09-30
300211,64344,855.01万,5.73%,流通A股,1,2019-09-30
300211,72085,140.58万,0.94%,流通A股,10,2019-09-30
300211,64345,612.93万,4.11%,流通A股,2,2019-09-30
300211,64346,345.34万,2.31%,流通A股,4,2019-09-30
300211,64347,328.00万,2.20%,流通A股,5,2019-09-30
300211,64348,323.01万,2.16%,流通A股,6,2019-09-30
300211,64349,172.13万,1.15%,流通A股,7,2019-09-30
300211,72086,151.08万,1.01%,流通A股,8,2019-09-30
300211,72087,148.00万,0.99%,流通A股,9,2019-09-30
300212,22150,456.67万,0.90%,流通A股,6,2019-09-30
300213,72088,245.92万,0.56%,流通A股,10,2019-09-30
300213,64351,2974.63万,6.77%,流通A股,2,2019-09-30
300213,28001,1625.70万,3.70%,流通A股,3,2019-09-30
300213,64355,1007.92万,2.30%,流通A股,4,2019-09-30
300213,64356,803.65万,1.83%,流通A股,5,2019-09-30
300213,64350,604.03万,1.38%,流通A股,6,2019-09-30
300213,72089,520.00万,1.18%,流通A股,7,2019-09-30
300213,72090,414.18万,0.94%,流通A股,8,2019-09-30
300213,72091,395.85万,0.90%,流通A股,9,2019-09-30
300214,72092,272.14万,0.80%,流通A股,10,2019-09-30
300214,64358,752.33万,2.22%,流通A股,3,2019-09-30
300214,64359,422.03万,1.25%,流通A股,4,2019-09-30
300214,64360,358.00万,1.06%,流通A股,7,2019-09-30
300214,64361,304.45万,0.90%,流通A股,8,2019-09-30
300214,64357,275.87万,0.82%,流通A股,9,2019-09-30
300215,51388,7810.00万,12.84%,流通A股,2,2019-09-30
300215,7517,3595.14万,5.91%,流通A股,3,2019-09-30
300215,64362,919.90万,1.51%,流通A股,4,2019-09-30
300215,64363,900.00万,1.48%,流通A股,5,2019-09-30
300215,64364,780.00万,1.28%,流通A股,6,2019-09-30
300215,64365,578.05万,0.95%,流通A股,7,2019-09-30
300217,15415,5211.94万,5.93%,流通A股,1,2019-09-30
300217,72093,209.02万,0.24%,流通A股,10,2019-09-30
300217,4142,3870.92万,4.40%,流通A股,2,2019-09-30
300217,2243,3870.92万,4.40%,流通A股,3,2019-09-30
300217,64367,364.34万,0.41%,流通A股,5,2019-09-30
300217,64368,329.14万,0.37%,流通A股,6,2019-09-30
300217,64369,261.10万,0.30%,流通A股,7,2019-09-30
300217,64366,245.18万,0.28%,流通A股,8,2019-09-30
300217,72094,229.43万,0.26%,流通A股,9,2019-09-30
300218,64370,200.00万,0.92%,流通A股,7,2019-09-30
300218,64371,108.40万,0.50%,流通A股,8,2019-09-30
300219,64372,394.44万,0.65%,流通A股,10,2019-09-30
300219,64373,3640.00万,6.00%,流通A股,2,2019-09-30
300219,64374,2716.70万,4.48%,流通A股,4,2019-09-30
300219,40716,2206.57万,3.64%,流通A股,5,2019-09-30
300219,64375,894.69万,1.48%,流通A股,6,2019-09-30
300219,64376,477.89万,0.79%,流通A股,7,2019-09-30
300219,64377,449.61万,0.74%,流通A股,8,2019-09-30
300219,64378,420.38万,0.69%,流通A股,9,2019-09-30
300220,54345,5890.78万,47.07%,流通A股,1,2019-09-30
300220,64379,107.08万,0.86%,流通A股,10,2019-09-30
300220,64380,294.46万,2.35%,流通A股,3,2019-09-30
300220,64381,192.32万,1.54%,流通A股,6,2019-09-30
300220,64382,133.79万,1.07%,流通A股,8,2019-09-30
300221,72095,237.37万,0.58%,流通A股,10,2019-09-30
300221,20152,881.57万,2.15%,流通A股,3,2019-09-30
300221,72096,553.43万,1.35%,流通A股,4,2019-09-30
300221,72097,485.06万,1.18%,流通A股,5,2019-09-30
300221,72098,367.53万,0.89%,流通A股,7,2019-09-30
300221,72099,367.44万,0.89%,流通A股,8,2019-09-30
300221,72100,300.58万,0.73%,流通A股,9,2019-09-30
300222,29605,4784.15万,10.27%,流通A股,1,2019-09-30
300222,72101,553.31万,1.19%,流通A股,10,2019-09-30
300222,64384,1422.88万,3.06%,流通A股,5,2019-09-30
300222,64385,965.94万,2.07%,流通A股,7,2019-09-30
300222,64386,904.85万,1.94%,流通A股,8,2019-09-30
300222,72102,704.51万,1.51%,流通A股,9,2019-09-30
300223,5384,1011.89万,7.94%,流通A股,1,2019-09-30
300223,15237,643.20万,5.05%,流通A股,2,2019-09-30
300223,64388,605.02万,4.75%,流通A股,3,2019-09-30
300223,64389,278.85万,2.19%,流通A股,6,2019-09-30
300223,43915,272.72万,2.14%,流通A股,7,2019-09-30
300223,18971,272.36万,2.14%,流通A股,8,2019-09-30
300223,72103,233.66万,1.83%,流通A股,9,2019-09-30
300224,72104,163.00万,0.22%,流通A股,10,2019-09-30
300224,64391,1756.26万,2.39%,流通A股,2,2019-09-30
300224,64390,263.34万,0.36%,流通A股,6,2019-09-30
300224,72105,230.08万,0.31%,流通A股,7,2019-09-30
300224,72106,196.88万,0.27%,流通A股,9,2019-09-30
300225,72107,2137.44万,4.56%,流通A股,3,2019-09-30
300225,72108,705.98万,1.51%,流通A股,5,2019-09-30
300226,34262,185.15万,1.21%,流通A股,7,2019-09-30
300227,72109,1100.87万,7.07%,流通A股,1,2019-09-30
300227,72110,146.61万,0.94%,流通A股,10,2019-09-30
300227,32732,520.89万,3.34%,流通A股,2,2019-09-30
300227,72111,443.91万,2.85%,流通A股,3,2019-09-30
300227,2413,343.88万,2.21%,流通A股,5,2019-09-30
300227,28625,263.56万,1.69%,流通A股,6,2019-09-30
300227,72112,162.42万,1.04%,流通A股,8,2019-09-30
300227,72113,154.63万,0.99%,流通A股,9,2019-09-30
300228,72114,265.53万,0.64%,流通A股,10,2019-09-30
300228,33494,1082.00万,2.61%,流通A股,2,2019-09-30
300228,64393,856.39万,2.07%,流通A股,3,2019-09-30
300228,64394,685.71万,1.66%,流通A股,4,2019-09-30
300228,64395,335.63万,0.81%,流通A股,6,2019-09-30
300228,64396,307.18万,0.74%,流通A股,8,2019-09-30
300229,72115,241.27万,0.52%,流通A股,10,2019-09-30
300229,64397,1152.49万,2.48%,流通A股,3,2019-09-30
300229,64398,741.29万,1.59%,流通A股,4,2019-09-30
300229,64399,560.80万,1.21%,流通A股,5,2019-09-30
300229,64401,406.69万,0.87%,流通A股,7,2019-09-30
300229,64402,335.00万,0.72%,流通A股,8,2019-09-30
300229,72116,259.00万,0.56%,流通A股,9,2019-09-30
300230,3984,6025.19万,11.10%,流通A股,1,2019-09-30
300230,72117,654.64万,1.21%,流通A股,10,2019-09-30
300230,64404,1120.25万,2.06%,流通A股,5,2019-09-30
300230,64405,1106.41万,2.04%,流通A股,6,2019-09-30
300230,50962,874.76万,1.61%,流通A股,7,2019-09-30
300230,64403,682.20万,1.26%,流通A股,9,2019-09-30
300231,45506,2624.74万,7.32%,流通A股,1,2019-09-30
300231,64406,104.03万,0.29%,流通A股,10,2019-09-30
300231,64407,702.68万,1.96%,流通A股,3,2019-09-30
300231,64408,280.45万,0.78%,流通A股,4,2019-09-30
300231,64409,199.61万,0.56%,流通A股,5,2019-09-30
300231,64410,170.55万,0.48%,流通A股,6,2019-09-30
300231,64411,155.89万,0.43%,流通A股,7,2019-09-30
300231,64412,154.23万,0.43%,流通A股,8,2019-09-30
300231,64413,141.22万,0.39%,流通A股,9,2019-09-30
300232,35568,8436.74万,14.37%,流通A股,1,2019-09-30
300232,21019,842.46万,1.44%,流通A股,10,2019-09-30
300232,64415,1916.57万,3.27%,流通A股,4,2019-09-30
300233,72118,355.00万,1.00%,流通A股,10,2019-09-30
300233,72119,753.52万,2.12%,流通A股,4,2019-09-30
300234,33274,1582.51万,9.23%,流通A股,1,2019-09-30
300234,72120,236.30万,1.38%,流通A股,10,2019-09-30
300234,18770,747.48万,4.36%,流通A股,2,2019-09-30
300234,23774,714.25万,4.17%,流通A股,3,2019-09-30
300234,72121,642.07万,3.74%,流通A股,4,2019-09-30
300234,72122,375.93万,2.19%,流通A股,7,2019-09-30
300234,72123,292.71万,1.71%,流通A股,9,2019-09-30
300235,10409,796.81万,7.18%,流通A股,1,2019-09-30
300235,72124,38.57万,0.35%,流通A股,10,2019-09-30
300235,9487,545.96万,4.92%,流通A股,3,2019-09-30
300235,47426,492.46万,4.44%,流通A股,4,2019-09-30
300235,72125,133.84万,1.21%,流通A股,6,2019-09-30
300235,72126,120.00万,1.08%,流通A股,7,2019-09-30
300235,72127,114.77万,1.03%,流通A股,8,2019-09-30
300235,72128,104.66万,0.94%,流通A股,9,2019-09-30
300236,72129,63.44万,0.33%,流通A股,10,2019-09-30
300236,72130,564.04万,2.96%,流通A股,4,2019-09-30
300236,46998,208.82万,1.10%,流通A股,5,2019-09-30
300236,72131,71.65万,0.38%,流通A股,8,2019-09-30
300236,19084,63.86万,0.34%,流通A股,9,2019-09-30
300237,64416,5993.37万,4.16%,流通A股,4,2019-09-30
300237,64417,4626.99万,3.21%,流通A股,5,2019-09-30
300237,64418,4622.73万,3.21%,流通A股,6,2019-09-30
300238,72132,233.00万,0.89%,流通A股,10,2019-09-30
300238,64421,497.84万,1.90%,流通A股,7,2019-09-30
300238,72133,261.15万,1.00%,流通A股,9,2019-09-30
300239,72134,360.22万,0.81%,流通A股,10,2019-09-30
300239,64423,770.02万,1.73%,流通A股,5,2019-09-30
300240,72135,182.06万,0.50%,流通A股,10,2019-09-30
300240,72136,896.51万,2.46%,流通A股,5,2019-09-30
300240,72137,305.93万,0.84%,流通A股,7,2019-09-30
300240,72138,199.73万,0.55%,流通A股,9,2019-09-30
300241,36852,3514.45万,8.42%,流通A股,1,2019-09-30
300241,64424,1124.34万,2.69%,流通A股,4,2019-09-30
300241,64425,560.46万,1.34%,流通A股,7,2019-09-30
300241,64426,538.16万,1.29%,流通A股,8,2019-09-30
300241,64427,503.22万,1.21%,流通A股,9,2019-09-30
300242,72139,424.83万,0.73%,流通A股,10,2019-09-30
300242,72140,2399.01万,4.13%,流通A股,3,2019-09-30
300242,72141,1037.42万,1.79%,流通A股,4,2019-09-30
300242,72142,1000.00万,1.72%,流通A股,6,2019-09-30
300242,72143,620.47万,1.07%,流通A股,7,2019-09-30
300242,72144,499.95万,0.86%,流通A股,8,2019-09-30
300242,72145,484.88万,0.84%,流通A股,9,2019-09-30
300243,64428,309.18万,1.65%,流通A股,10,2019-09-30
300243,64429,1301.12万,6.96%,流通A股,2,2019-09-30
300243,3425,1293.80万,6.93%,流通A股,3,2019-09-30
300243,64430,804.87万,4.31%,流通A股,4,2019-09-30
300243,64431,577.73万,3.09%,流通A股,5,2019-09-30
300243,64432,476.78万,2.55%,流通A股,7,2019-09-30
300243,64433,388.67万,2.08%,流通A股,9,2019-09-30
300244,23756,4598.89万,12.03%,流通A股,1,2019-09-30
300244,72146,455.52万,1.19%,流通A股,8,2019-09-30
300244,72147,424.65万,1.11%,流通A股,9,2019-09-30
300245,72148,500.00万,1.62%,流通A股,10,2019-09-30
300245,64435,1433.96万,4.66%,流通A股,2,2019-09-30
300245,64436,1094.57万,3.55%,流通A股,4,2019-09-30
300245,64437,1028.55万,3.34%,流通A股,6,2019-09-30
300245,64438,875.21万,2.84%,流通A股,7,2019-09-30
300245,64439,852.64万,2.77%,流通A股,8,2019-09-30
300246,43804,1224.49万,11.36%,流通A股,1,2019-09-30
300246,64440,50.00万,0.46%,流通A股,10,2019-09-30
300246,64441,433.15万,4.02%,流通A股,2,2019-09-30
300246,64442,133.07万,1.23%,流通A股,4,2019-09-30
300246,64443,113.19万,1.05%,流通A股,5,2019-09-30
300246,64444,61.52万,0.57%,流通A股,6,2019-09-30
300246,64445,60.00万,0.56%,流通A股,7,2019-09-30
300246,52795,53.31万,0.49%,流通A股,8,2019-09-30
300246,64446,51.73万,0.48%,流通A股,9,2019-09-30
300247,72149,1187.00万,1.84%,流通A股,2,2019-09-30
300247,64447,1042.37万,1.62%,流通A股,3,2019-09-30
300247,72150,551.04万,0.86%,流通A股,6,2019-09-30
300247,72151,418.97万,0.65%,流通A股,7,2019-09-30
300247,72152,366.40万,0.57%,流通A股,8,2019-09-30
300248,72153,256.76万,0.80%,流通A股,10,2019-09-30
300248,64449,1400.10万,4.37%,流通A股,2,2019-09-30
300248,72154,1147.34万,3.58%,流通A股,3,2019-09-30
300248,72155,1132.48万,3.54%,流通A股,4,2019-09-30
300248,19804,745.98万,2.33%,流通A股,5,2019-09-30
300248,72156,675.03万,2.11%,流通A股,6,2019-09-30
300248,72157,584.81万,1.83%,流通A股,7,2019-09-30
300249,64450,430.42万,1.41%,流通A股,10,2019-09-30
300249,33645,1962.39万,6.42%,流通A股,2,2019-09-30
300249,26954,1885.11万,6.17%,流通A股,3,2019-09-30
300249,64451,1508.11万,4.94%,流通A股,4,2019-09-30
300249,64452,1126.36万,3.69%,流通A股,5,2019-09-30
300249,64453,671.27万,2.20%,流通A股,6,2019-09-30
300249,64454,668.29万,2.19%,流通A股,7,2019-09-30
300249,64455,534.80万,1.75%,流通A股,8,2019-09-30
300249,17238,500.00万,1.64%,流通A股,9,2019-09-30
300250,18711,1902.87万,12.60%,流通A股,1,2019-09-30
300250,64457,165.40万,1.09%,流通A股,4,2019-09-30
300250,64458,165.00万,1.09%,流通A股,5,2019-09-30
300250,64459,164.43万,1.09%,流通A股,6,2019-09-30
300250,64461,120.01万,0.79%,流通A股,8,2019-09-30
300250,64456,120.00万,0.79%,流通A股,9,2019-09-30
300251,64462,1.14亿,4.08%,流通A股,4,2019-09-30
300251,64463,3463.36万,1.24%,流通A股,5,2019-09-30
300251,64464,3080.06万,1.11%,流通A股,6,2019-09-30
300251,10314,2778.59万,1.00%,流通A股,7,2019-09-30
300251,20749,2190.54万,0.79%,流通A股,9,2019-09-30
300252,64465,296.57万,0.78%,流通A股,10,2019-09-30
300252,35641,2744.74万,7.25%,流通A股,2,2019-09-30
300252,64466,2389.90万,6.31%,流通A股,3,2019-09-30
300252,45856,854.03万,2.26%,流通A股,5,2019-09-30
300252,64467,664.35万,1.75%,流通A股,7,2019-09-30
300252,64468,660.64万,1.74%,流通A股,8,2019-09-30
300253,64470,4850.00万,3.68%,流通A股,3,2019-09-30
300253,40264,4661.16万,3.54%,流通A股,4,2019-09-30
300253,64471,4263.12万,3.24%,流通A股,5,2019-09-30
300253,30811,2704.38万,2.05%,流通A股,7,2019-09-30
300253,64469,2276.39万,1.73%,流通A股,8,2019-09-30
300254,72158,998.40万,6.16%,流通A股,1,2019-09-30
300254,72159,252.88万,1.56%,流通A股,10,2019-09-30
300254,72160,421.81万,2.60%,流通A股,3,2019-09-30
300254,72161,358.42万,2.21%,流通A股,4,2019-09-30
300254,72162,332.02万,2.05%,流通A股,5,2019-09-30
300254,72163,326.41万,2.01%,流通A股,6,2019-09-30
300254,30149,319.53万,1.97%,流通A股,7,2019-09-30
300254,72164,311.27万,1.92%,流通A股,8,2019-09-30
300255,72165,310.72万,0.52%,流通A股,10,2019-09-30
300255,64474,3017.99万,5.04%,流通A股,3,2019-09-30
300255,64475,1108.79万,1.85%,流通A股,4,2019-09-30
300255,64476,1048.49万,1.75%,流通A股,5,2019-09-30
300255,64473,332.00万,0.55%,流通A股,9,2019-09-30
300256,72166,382.08万,0.48%,流通A股,10,2019-09-30
300256,64481,543.18万,0.68%,流通A股,6,2019-09-30
300256,64477,462.56万,0.58%,流通A股,7,2019-09-30
300256,72167,428.24万,0.54%,流通A股,8,2019-09-30
300257,64482,466.87万,0.57%,流通A股,10,2019-09-30
300257,37719,1245.00万,1.52%,流通A股,2,2019-09-30
300257,64483,751.03万,0.92%,流通A股,5,2019-09-30
300257,64484,546.04万,0.67%,流通A股,7,2019-09-30
300257,64485,479.28万,0.59%,流通A股,9,2019-09-30
300258,64486,820.13万,2.18%,流通A股,2,2019-09-30
300258,64487,676.57万,1.80%,流通A股,5,2019-09-30
300258,23055,444.23万,1.18%,流通A股,9,2019-09-30
300259,40516,1.05亿,14.47%,流通A股,1,2019-09-30
300259,4340,2678.39万,3.69%,流通A股,2,2019-09-30
300259,40593,1469.57万,2.03%,流通A股,3,2019-09-30
300259,64489,1003.18万,1.38%,流通A股,4,2019-09-30
300259,64490,554.86万,0.77%,流通A股,5,2019-09-30
300259,64491,409.94万,0.57%,流通A股,6,2019-09-30
300259,64488,360.57万,0.50%,流通A股,8,2019-09-30
300259,72168,357.51万,0.49%,流通A股,9,2019-09-30
300260,64492,3785.85万,29.89%,流通A股,1,2019-09-30
300260,39076,1419.69万,11.21%,流通A股,2,2019-09-30
300260,64493,390.11万,3.08%,流通A股,3,2019-09-30
300260,19056,373.58万,2.95%,流通A股,4,2019-09-30
300260,10254,373.35万,2.95%,流通A股,5,2019-09-30
300260,64494,360.72万,2.85%,流通A股,6,2019-09-30
300260,33497,276.50万,2.18%,流通A股,8,2019-09-30
300260,64495,266.07万,2.10%,流通A股,9,2019-09-30
300261,64496,8400.04万,9.05%,流通A股,2,2019-09-30
300261,72169,5736.81万,6.18%,流通A股,3,2019-09-30
300262,2750,6985.03万,15.31%,流通A股,1,2019-09-30
300262,64497,318.47万,0.70%,流通A股,10,2019-09-30
300262,64498,556.51万,1.22%,流通A股,5,2019-09-30
300262,64499,542.09万,1.19%,流通A股,6,2019-09-30
300262,64500,514.50万,1.13%,流通A股,7,2019-09-30
300262,64501,444.42万,0.97%,流通A股,8,2019-09-30
300262,64502,333.88万,0.73%,流通A股,9,2019-09-30
300263,72170,273.40万,0.43%,流通A股,10,2019-09-30
300263,72171,2330.00万,3.70%,流通A股,3,2019-09-30
300263,13314,625.67万,0.99%,流通A股,4,2019-09-30
300263,72172,474.60万,0.75%,流通A股,5,2019-09-30
300263,72173,455.87万,0.72%,流通A股,6,2019-09-30
