股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
300263,72174,400.00万,0.63%,流通A股,8,2019-09-30
300263,72175,350.60万,0.56%,流通A股,9,2019-09-30
300264,51468,1991.88万,6.18%,流通A股,1,2019-09-30
300264,64503,262.71万,0.81%,流通A股,10,2019-09-30
300264,64504,1400.00万,4.34%,流通A股,2,2019-09-30
300264,64505,969.15万,3.01%,流通A股,3,2019-09-30
300264,64506,420.00万,1.30%,流通A股,5,2019-09-30
300264,64507,360.52万,1.12%,流通A股,6,2019-09-30
300264,64508,349.95万,1.09%,流通A股,7,2019-09-30
300264,64509,306.87万,0.95%,流通A股,8,2019-09-30
300264,64510,305.41万,0.95%,流通A股,9,2019-09-30
300265,72176,33.24万,0.10%,流通A股,10,2019-09-30
300265,64511,4145.11万,12.31%,流通A股,2,2019-09-30
300265,64512,173.77万,0.52%,流通A股,4,2019-09-30
300265,64513,50.36万,0.15%,流通A股,7,2019-09-30
300265,72177,34.61万,0.10%,流通A股,9,2019-09-30
300266,64515,5436.29万,3.75%,流通A股,3,2019-09-30
300266,64516,3113.19万,2.15%,流通A股,4,2019-09-30
300266,64518,1440.69万,0.99%,流通A股,6,2019-09-30
300266,64514,1256.40万,0.87%,流通A股,8,2019-09-30
300266,72178,1172.47万,0.81%,流通A股,9,2019-09-30
300267,64519,521.29万,0.37%,流通A股,10,2019-09-30
300267,8087,2.14亿,15.10%,流通A股,2,2019-09-30
300267,64520,9313.15万,6.58%,流通A股,3,2019-09-30
300267,64521,5723.66万,4.05%,流通A股,4,2019-09-30
300267,64522,4656.58万,3.29%,流通A股,5,2019-09-30
300267,64523,1629.80万,1.15%,流通A股,6,2019-09-30
300267,64524,836.00万,0.59%,流通A股,7,2019-09-30
300267,64525,727.51万,0.51%,流通A股,8,2019-09-30
300268,64527,659.00万,6.71%,流通A股,1,2019-09-30
300268,64526,99.80万,1.02%,流通A股,10,2019-09-30
300268,64528,504.58万,5.14%,流通A股,2,2019-09-30
300268,64529,341.60万,3.48%,流通A股,4,2019-09-30
300268,64530,205.89万,2.10%,流通A股,5,2019-09-30
300268,64531,199.38万,2.03%,流通A股,6,2019-09-30
300268,64532,150.00万,1.53%,流通A股,7,2019-09-30
300268,64533,136.43万,1.39%,流通A股,8,2019-09-30
300268,64534,118.00万,1.20%,流通A股,9,2019-09-30
300269,64536,6108.01万,15.00%,流通A股,1,2019-09-30
300269,72179,511.47万,1.26%,流通A股,10,2019-09-30
300269,30187,2158.70万,5.30%,流通A股,2,2019-09-30
300269,64537,1513.83万,3.72%,流通A股,3,2019-09-30
300269,64538,1463.78万,3.59%,流通A股,4,2019-09-30
300269,64540,865.26万,2.12%,流通A股,6,2019-09-30
300269,27464,742.62万,1.82%,流通A股,7,2019-09-30
300269,64535,582.49万,1.43%,流通A股,8,2019-09-30
300269,72180,546.43万,1.34%,流通A股,9,2019-09-30
300270,9015,2608.73万,14.14%,流通A股,1,2019-09-30
300270,72181,454.77万,2.47%,流通A股,4,2019-09-30
300270,72182,454.77万,2.47%,流通A股,5,2019-09-30
300270,72183,150.00万,0.81%,流通A股,9,2019-09-30
300271,1325,3305.87万,5.67%,流通A股,2,2019-09-30
300271,64541,1031.63万,1.77%,流通A股,6,2019-09-30
300271,64542,973.92万,1.67%,流通A股,8,2019-09-30
300272,34183,5515.96万,14.70%,流通A股,1,2019-09-30
300272,72184,418.00万,1.11%,流通A股,10,2019-09-30
300272,64545,615.02万,1.64%,流通A股,6,2019-09-30
300272,64546,545.59万,1.45%,流通A股,7,2019-09-30
300272,64547,502.32万,1.34%,流通A股,8,2019-09-30
300272,64548,478.44万,1.27%,流通A股,9,2019-09-30
300273,42386,2835.73万,4.90%,流通A股,1,2019-09-30
300273,11141,2071.52万,3.58%,流通A股,2,2019-09-30
300273,64551,409.98万,0.71%,流通A股,5,2019-09-30
300273,64552,395.02万,0.68%,流通A股,6,2019-09-30
300273,64553,376.71万,0.65%,流通A股,7,2019-09-30
300273,64549,370.42万,0.64%,流通A股,8,2019-09-30
300273,72185,339.00万,0.59%,流通A股,9,2019-09-30
300274,17807,1.13亿,10.49%,流通A股,1,2019-09-30
300275,36372,1227.62万,10.44%,流通A股,1,2019-09-30
300275,72186,43.92万,0.37%,流通A股,10,2019-09-30
300275,72187,282.40万,2.40%,流通A股,2,2019-09-30
300275,10337,263.75万,2.24%,流通A股,3,2019-09-30
300275,72188,143.64万,1.22%,流通A股,5,2019-09-30
300275,72189,127.50万,1.08%,流通A股,6,2019-09-30
300275,72190,82.47万,0.70%,流通A股,7,2019-09-30
300275,72191,71.00万,0.60%,流通A股,8,2019-09-30
300275,72192,44.13万,0.38%,流通A股,9,2019-09-30
300276,49195,5211.65万,14.36%,流通A股,1,2019-09-30
300276,52932,312.07万,0.86%,流通A股,10,2019-09-30
300276,40053,1992.15万,5.49%,流通A股,3,2019-09-30
300276,48143,1974.06万,5.44%,流通A股,4,2019-09-30
300276,72193,383.84万,1.06%,流通A股,9,2019-09-30
300277,72194,210.75万,0.63%,流通A股,10,2019-09-30
300277,64554,5530.20万,16.54%,流通A股,2,2019-09-30
300277,64555,3631.75万,10.86%,流通A股,3,2019-09-30
300277,72195,1014.78万,3.03%,流通A股,4,2019-09-30
300277,72196,438.35万,1.31%,流通A股,5,2019-09-30
300277,72197,409.48万,1.22%,流通A股,7,2019-09-30
300277,72198,249.07万,0.74%,流通A股,8,2019-09-30
300278,64556,3225.55万,11.07%,流通A股,1,2019-09-30
300278,72199,137.66万,0.47%,流通A股,10,2019-09-30
300278,64557,361.95万,1.24%,流通A股,4,2019-09-30
300278,72200,217.05万,0.74%,流通A股,6,2019-09-30
300278,72201,153.45万,0.53%,流通A股,7,2019-09-30
300278,50813,148.04万,0.51%,流通A股,8,2019-09-30
300278,72202,148.04万,0.51%,流通A股,9,2019-09-30
300279,64560,7435.63万,17.46%,流通A股,1,2019-09-30
300279,64562,2217.10万,5.21%,流通A股,3,2019-09-30
300279,64563,1324.31万,3.11%,流通A股,4,2019-09-30
300279,64565,879.86万,2.07%,流通A股,5,2019-09-30
300279,64566,567.27万,1.33%,流通A股,7,2019-09-30
300279,64561,453.39万,1.06%,流通A股,8,2019-09-30
300280,72203,34.70万,0.26%,流通A股,10,2019-09-30
300280,64567,800.50万,5.97%,流通A股,2,2019-09-30
300280,64568,292.30万,2.18%,流通A股,3,2019-09-30
300280,64569,175.00万,1.31%,流通A股,4,2019-09-30
300280,72204,145.00万,1.08%,流通A股,6,2019-09-30
300280,72205,81.28万,0.61%,流通A股,7,2019-09-30
300280,72206,35.00万,0.26%,流通A股,9,2019-09-30
300281,64571,1125.21万,3.77%,流通A股,4,2019-09-30
300281,72207,280.50万,0.94%,流通A股,8,2019-09-30
300281,72208,243.88万,0.82%,流通A股,9,2019-09-30
300282,72209,353.68万,0.97%,流通A股,10,2019-09-30
300282,64574,2398.58万,6.57%,流通A股,2,2019-09-30
300282,64576,782.91万,2.14%,流通A股,3,2019-09-30
300282,64577,749.79万,2.05%,流通A股,4,2019-09-30
300282,64578,694.08万,1.90%,流通A股,5,2019-09-30
300282,64579,588.91万,1.61%,流通A股,7,2019-09-30
300282,64575,393.52万,1.08%,流通A股,9,2019-09-30
300283,5163,5122.03万,22.69%,流通A股,1,2019-09-30
300283,72210,1651.11万,7.31%,流通A股,2,2019-09-30
300283,72211,1418.55万,6.28%,流通A股,3,2019-09-30
300283,11908,386.10万,1.71%,流通A股,5,2019-09-30
300283,72212,259.94万,1.15%,流通A股,6,2019-09-30
300283,72213,137.81万,0.61%,流通A股,7,2019-09-30
300283,72214,119.75万,0.53%,流通A股,8,2019-09-30
300283,72215,95.01万,0.42%,流通A股,9,2019-09-30
300284,21280,4542.99万,6.85%,流通A股,1,2019-09-30
300284,72216,1082.22万,1.63%,流通A股,10,2019-09-30
300284,24243,3082.32万,4.65%,流通A股,2,2019-09-30
300284,64581,1148.40万,1.73%,流通A股,6,2019-09-30
300284,64582,1137.54万,1.71%,流通A股,7,2019-09-30
300284,64580,1130.07万,1.70%,流通A股,8,2019-09-30
300285,3476,2536.66万,3.59%,流通A股,4,2019-09-30
300286,64583,1667.94万,9.78%,流通A股,2,2019-12-06
300286,64584,1154.17万,6.77%,流通A股,3,2019-12-06
300286,64585,1030.98万,6.05%,流通A股,4,2019-12-06
300286,9204,979.95万,5.75%,流通A股,5,2019-12-06
300286,47555,324.79万,1.90%,流通A股,6,2019-12-06
300286,64586,233.56万,1.37%,流通A股,8,2019-12-06
300286,64587,209.45万,1.23%,流通A股,9,2019-12-06
300287,21741,4070.30万,3.60%,流通A股,1,2019-09-30
300287,72217,910.06万,0.80%,流通A股,10,2019-09-30
300287,72218,3780.00万,3.34%,流通A股,2,2019-09-30
300287,3130,1529.60万,1.35%,流通A股,3,2019-09-30
300287,72219,1240.14万,1.10%,流通A股,5,2019-09-30
300287,3544,1233.13万,1.09%,流通A股,6,2019-09-30
300288,12539,2762.40万,13.26%,流通A股,1,2019-09-30
300288,72220,76.02万,0.36%,流通A股,10,2019-09-30
300288,72221,1531.29万,7.35%,流通A股,2,2019-09-30
300288,41658,461.58万,2.22%,流通A股,4,2019-09-30
300288,72222,144.60万,0.69%,流通A股,7,2019-09-30
300288,72223,134.32万,0.64%,流通A股,8,2019-09-30
300288,72224,100.00万,0.48%,流通A股,9,2019-09-30
300289,72225,180.18万,0.43%,流通A股,10,2019-09-30
300289,64589,6681.00万,16.03%,流通A股,2,2019-09-30
300289,72226,196.34万,0.47%,流通A股,9,2019-09-30
300290,64590,5117.20万,10.60%,流通A股,2,2019-09-30
300290,64591,3567.20万,7.39%,流通A股,3,2019-09-30
300290,72227,1201.77万,2.49%,流通A股,4,2019-09-30
300290,72228,853.50万,1.77%,流通A股,5,2019-09-30
300290,72229,832.78万,1.72%,流通A股,6,2019-09-30
300290,72230,394.31万,0.82%,流通A股,7,2019-09-30
300290,72231,352.88万,0.73%,流通A股,8,2019-09-30
300290,72232,350.00万,0.72%,流通A股,9,2019-09-30
300291,72233,852.45万,1.20%,流通A股,10,2019-09-30
300291,54347,4090.31万,5.77%,流通A股,3,2019-09-30
300291,64592,1239.40万,1.75%,流通A股,7,2019-09-30
300292,7914,7504.53万,7.29%,流通A股,1,2019-09-30
300292,64593,4116.94万,4.00%,流通A股,3,2019-09-30
300292,64594,3100.00万,3.01%,流通A股,4,2019-09-30
300292,64595,2549.70万,2.48%,流通A股,5,2019-09-30
300292,64596,2331.21万,2.26%,流通A股,6,2019-09-30
300292,64597,1780.00万,1.73%,流通A股,7,2019-09-30
300293,64598,67.96万,0.25%,流通A股,10,2019-09-30
300293,64599,142.82万,0.53%,流通A股,6,2019-09-30
300293,64600,88.80万,0.33%,流通A股,7,2019-09-30
300293,64601,83.88万,0.31%,流通A股,8,2019-09-30
300293,64602,80.40万,0.30%,流通A股,9,2019-09-30
300295,64603,870.98万,5.87%,流通A股,1,2019-09-30
300295,48020,814.40万,5.49%,流通A股,2,2019-09-30
300295,64604,373.63万,2.52%,流通A股,4,2019-09-30
300295,64605,361.74万,2.44%,流通A股,5,2019-09-30
300295,64606,260.21万,1.75%,流通A股,7,2019-09-30
300296,21778,1.92亿,10.33%,流通A股,1,2019-09-30
300296,64607,6814.33万,3.66%,流通A股,3,2019-09-30
300296,72234,2434.07万,1.31%,流通A股,9,2019-09-30
300297,30388,3354.22万,3.45%,流通A股,3,2019-09-30
300297,11842,3160.09万,3.25%,流通A股,4,2019-09-30
300298,64608,1.24亿,28.15%,流通A股,1,2019-09-30
300298,14427,3784.05万,8.60%,流通A股,2,2019-09-30
300299,72235,379.40万,0.61%,流通A股,10,2019-09-30
300299,52534,1325.88万,2.14%,流通A股,3,2019-09-30
300299,64610,1207.83万,1.95%,流通A股,4,2019-09-30
300299,64612,767.42万,1.24%,流通A股,6,2019-09-30
300299,64613,703.00万,1.13%,流通A股,7,2019-09-30
300299,34892,561.75万,0.91%,流通A股,8,2019-09-30
300299,64609,481.04万,0.78%,流通A股,9,2019-09-30
300300,64614,2.06亿,30.73%,流通A股,1,2019-11-25
300301,64618,1826.51万,3.04%,流通A股,3,2019-09-30
300301,26901,1048.74万,1.74%,流通A股,4,2019-09-30
300301,64619,842.45万,1.40%,流通A股,5,2019-09-30
300301,64620,804.75万,1.34%,流通A股,6,2019-09-30
300301,64615,658.19万,1.09%,流通A股,7,2019-09-30
300301,72236,625.99万,1.04%,流通A股,8,2019-09-30
300302,23596,2085.71万,8.46%,流通A股,1,2019-09-30
300302,72237,141.76万,0.57%,流通A股,10,2019-09-30
300302,22598,1232.69万,5.00%,流通A股,2,2019-09-30
300302,32491,935.33万,3.79%,流通A股,3,2019-09-30
300302,40277,325.06万,1.32%,流通A股,5,2019-09-30
300302,72238,274.50万,1.11%,流通A股,7,2019-09-30
300302,72239,273.78万,1.11%,流通A股,8,2019-09-30
300302,72240,197.27万,0.80%,流通A股,9,2019-09-30
300303,64622,1.43亿,12.65%,流通A股,1,2019-09-30
300303,7865,3581.29万,3.16%,流通A股,3,2019-09-30
300303,64623,2753.94万,2.43%,流通A股,4,2019-09-30
300303,64624,1440.00万,1.27%,流通A股,5,2019-09-30
300303,64625,1017.09万,0.90%,流通A股,6,2019-09-30
300303,64626,650.86万,0.57%,流通A股,8,2019-09-30
300303,64621,538.00万,0.47%,流通A股,9,2019-09-30
300304,72241,106.13万,0.13%,流通A股,10,2019-09-30
300304,2773,657.13万,0.78%,流通A股,3,2019-09-30
300304,64628,165.09万,0.20%,流通A股,5,2019-09-30
300304,64629,147.45万,0.17%,流通A股,6,2019-09-30
300304,64630,130.00万,0.15%,流通A股,7,2019-09-30
300304,64631,116.58万,0.14%,流通A股,8,2019-09-30
300304,64627,113.96万,0.14%,流通A股,9,2019-09-30
300305,64632,347.64万,1.49%,流通A股,10,2019-09-30
300305,11683,1705.34万,7.33%,流通A股,2,2019-09-30
300305,64633,400.95万,1.72%,流通A股,8,2019-09-30
300306,8996,2001.70万,13.59%,流通A股,1,2019-09-30
300306,13529,118.50万,0.80%,流通A股,10,2019-09-30
300306,64636,841.29万,5.71%,流通A股,3,2019-09-30
300306,64635,396.13万,2.69%,流通A股,4,2019-09-30
300306,64638,257.01万,1.75%,流通A股,5,2019-09-30
300306,64634,172.31万,1.17%,流通A股,6,2019-09-30
300306,72242,130.23万,0.88%,流通A股,9,2019-09-30
300307,72243,386.64万,0.49%,流通A股,10,2019-09-30
300307,64640,872.02万,1.10%,流通A股,5,2019-09-30
300307,64641,453.80万,0.57%,流通A股,6,2019-09-30
300307,64642,397.58万,0.50%,流通A股,8,2019-09-30
300307,64639,389.26万,0.49%,流通A股,9,2019-09-30
300308,64643,3529.57万,10.07%,流通A股,2,2019-09-30
300309,64644,2.63亿,37.80%,流通A股,1,2019-09-30
300309,72244,413.98万,0.60%,流通A股,10,2019-09-30
300309,32415,1723.98万,2.48%,流通A股,2,2019-09-30
300309,72245,1296.36万,1.86%,流通A股,3,2019-09-30
300309,72246,1233.36万,1.77%,流通A股,4,2019-09-30
300309,3276,1124.06万,1.62%,流通A股,5,2019-09-30
300309,72247,542.14万,0.78%,流通A股,8,2019-09-30
300309,72248,438.26万,0.63%,流通A股,9,2019-09-30
300310,72249,663.00万,0.97%,流通A股,10,2019-09-30
300310,51929,1674.50万,2.46%,流通A股,2,2019-09-30
300310,64648,1527.50万,2.24%,流通A股,3,2019-09-30
300310,34486,1523.95万,2.24%,流通A股,4,2019-09-30
300310,64649,1504.39万,2.21%,流通A股,5,2019-09-30
300310,32888,1425.11万,2.09%,流通A股,6,2019-09-30
300310,64646,904.54万,1.33%,流通A股,8,2019-09-30
300311,970,3257.79万,7.02%,流通A股,2,2019-09-30
300311,72250,1129.32万,2.43%,流通A股,3,2019-09-30
300311,72251,794.78万,1.71%,流通A股,4,2019-09-30
300311,72252,761.23万,1.64%,流通A股,5,2019-09-30
300311,72253,756.94万,1.63%,流通A股,6,2019-09-30
300311,72254,580.60万,1.25%,流通A股,7,2019-09-30
300311,72255,558.77万,1.20%,流通A股,9,2019-09-30
300312,35265,2674.71万,13.98%,流通A股,1,2019-09-30
300312,72256,62.79万,0.33%,流通A股,10,2019-09-30
300312,4344,462.48万,2.42%,流通A股,2,2019-09-30
300312,72257,124.68万,0.65%,流通A股,3,2019-09-30
300312,72258,92.84万,0.49%,流通A股,5,2019-09-30
300312,72259,88.54万,0.46%,流通A股,6,2019-09-30
300312,72260,73.00万,0.38%,流通A股,8,2019-09-30
300312,72261,63.24万,0.33%,流通A股,9,2019-09-30
300313,72262,173.88万,0.94%,流通A股,3,2019-09-30
300313,72263,124.77万,0.68%,流通A股,4,2019-09-30
300313,72264,124.42万,0.68%,流通A股,5,2019-09-30
300313,72265,123.49万,0.67%,流通A股,6,2019-09-30
300313,72266,101.29万,0.55%,流通A股,7,2019-09-30
300313,72267,70.77万,0.38%,流通A股,8,2019-09-30
300313,72268,69.39万,0.38%,流通A股,9,2019-09-30
300314,64653,6082.00万,32.16%,流通A股,1,2019-09-30
300314,72269,49.47万,0.26%,流通A股,10,2019-09-30
300314,3014,1777.71万,9.40%,流通A股,2,2019-09-30
300314,2153,1458.00万,7.71%,流通A股,3,2019-09-30
300314,64654,114.63万,0.61%,流通A股,4,2019-09-30
300314,64655,102.59万,0.54%,流通A股,5,2019-09-30
300314,64656,96.00万,0.51%,流通A股,6,2019-09-30
300314,64657,82.76万,0.44%,流通A股,7,2019-09-30
300314,64652,63.93万,0.34%,流通A股,8,2019-09-30
300314,72270,53.90万,0.28%,流通A股,9,2019-09-30
300315,64658,1.93亿,7.40%,流通A股,1,2019-09-30
300315,64660,4704.28万,1.81%,流通A股,5,2019-09-30
300315,36686,4172.27万,1.60%,流通A股,7,2019-09-30
300316,31678,954.31万,0.79%,流通A股,6,2019-09-30
300316,42604,889.68万,0.74%,流通A股,8,2019-09-30
300317,72271,311.95万,0.48%,流通A股,10,2019-09-30
300317,16598,1809.16万,2.76%,流通A股,4,2019-09-30
300318,64662,3.19亿,43.95%,流通A股,1,2019-09-30
300318,72272,515.96万,0.71%,流通A股,10,2019-09-30
300318,64663,1.03亿,14.17%,流通A股,2,2019-09-30
300318,14187,1782.45万,2.46%,流通A股,3,2019-09-30
300318,72273,1424.48万,1.96%,流通A股,4,2019-09-30
300318,72274,897.19万,1.24%,流通A股,5,2019-09-30
300318,72275,695.98万,0.96%,流通A股,6,2019-09-30
300318,45263,611.96万,0.84%,流通A股,8,2019-09-30
300318,72276,583.38万,0.80%,流通A股,9,2019-09-30
300319,72277,1390.00万,2.18%,流通A股,4,2019-09-30
300319,7720,982.56万,1.54%,流通A股,8,2019-09-30
300319,72278,898.00万,1.41%,流通A股,9,2019-09-30
300320,64664,1.04亿,20.64%,流通A股,1,2019-09-30
300320,64667,2692.00万,5.35%,流通A股,2,2019-09-30
300320,64668,2637.00万,5.24%,流通A股,3,2019-09-30
300320,20504,1108.07万,2.20%,流通A股,5,2019-09-30
300320,64666,793.98万,1.58%,流通A股,8,2019-09-30
300320,72279,704.71万,1.40%,流通A股,9,2019-09-30
300321,64670,39.44万,0.48%,流通A股,10,2019-09-30
300321,64671,461.54万,5.58%,流通A股,3,2019-09-30
300321,36126,115.38万,1.39%,流通A股,5,2019-09-30
300321,53061,86.54万,1.05%,流通A股,6,2019-09-30
300321,64672,51.88万,0.63%,流通A股,7,2019-09-30
300321,64673,45.74万,0.55%,流通A股,8,2019-09-30
300321,64674,45.00万,0.54%,流通A股,9,2019-09-30
300322,53846,176.03万,0.47%,流通A股,10,2019-09-30
300322,64675,1162.68万,3.13%,流通A股,2,2019-09-30
300322,28323,390.48万,1.05%,流通A股,5,2019-09-30
300322,64676,298.19万,0.80%,流通A股,6,2019-09-30
300322,72280,184.13万,0.50%,流通A股,9,2019-09-30
300323,72281,930.00万,1.14%,流通A股,10,2019-09-30
300323,64678,1458.86万,1.79%,流通A股,6,2019-09-30
300323,64679,1408.81万,1.73%,流通A股,7,2019-09-30
300324,41120,7967.60万,7.55%,流通A股,1,2019-09-30
300324,64682,2293.71万,2.17%,流通A股,4,2019-09-30
300324,72282,1314.35万,1.25%,流通A股,6,2019-09-30
300324,64681,904.56万,0.86%,流通A股,9,2019-09-30
300325,72283,228.90万,0.23%,流通A股,10,2019-09-30
300325,72284,4021.54万,4.04%,流通A股,2,2019-09-30
300325,72285,532.92万,0.53%,流通A股,6,2019-09-30
300325,72286,405.81万,0.41%,流通A股,7,2019-09-30
300325,72287,400.00万,0.40%,流通A股,8,2019-09-30
300325,72288,393.00万,0.39%,流通A股,9,2019-09-30
300326,64683,2552.67万,3.62%,流通A股,8,2019-09-30
300328,72289,84.73万,0.18%,流通A股,10,2019-09-30
300328,64685,224.88万,0.49%,流通A股,4,2019-09-30
300328,64686,220.00万,0.48%,流通A股,5,2019-09-30
300328,64684,200.50万,0.44%,流通A股,6,2019-09-30
300328,72290,195.17万,0.42%,流通A股,7,2019-09-30
300328,72291,173.63万,0.38%,流通A股,8,2019-09-30
300328,72292,147.62万,0.32%,流通A股,9,2019-09-30
300329,64687,74.80万,0.30%,流通A股,10,2019-09-30
300329,64688,229.51万,0.91%,流通A股,4,2019-09-30
300329,64689,113.00万,0.45%,流通A股,5,2019-09-30
300329,64690,111.00万,0.44%,流通A股,6,2019-09-30
300329,64691,95.87万,0.38%,流通A股,7,2019-09-30
300329,64692,85.65万,0.34%,流通A股,8,2019-09-30
300329,64693,76.75万,0.31%,流通A股,9,2019-09-30
300330,64694,78.45万,0.47%,流通A股,10,2019-09-30
300330,64695,156.56万,0.93%,流通A股,3,2019-09-30
300330,64696,111.33万,0.66%,流通A股,4,2019-09-30
300330,64697,100.00万,0.60%,流通A股,5,2019-09-30
300330,64698,96.14万,0.57%,流通A股,7,2019-09-30
300330,64699,79.00万,0.47%,流通A股,9,2019-09-30
300331,41804,1255.95万,9.44%,流通A股,1,2019-09-30
300331,72293,90.21万,0.68%,流通A股,10,2019-09-30
300331,12840,531.80万,4.00%,流通A股,3,2019-09-30
300331,72294,209.49万,1.57%,流通A股,4,2019-09-30
300331,72295,112.10万,0.84%,流通A股,6,2019-09-30
300331,72296,110.49万,0.83%,流通A股,7,2019-09-30
300331,72297,96.00万,0.72%,流通A股,8,2019-09-30
300332,72298,391.92万,0.55%,流通A股,10,2019-09-30
300332,64700,1195.96万,1.68%,流通A股,4,2019-09-30
300332,3029,1064.07万,1.49%,流通A股,6,2019-09-30
300332,72299,632.34万,0.89%,流通A股,8,2019-09-30
300332,72300,421.29万,0.59%,流通A股,9,2019-09-30
300333,72301,70.82万,0.21%,流通A股,10,2019-09-30
300333,72302,105.58万,0.32%,流通A股,3,2019-09-30
300333,72303,105.00万,0.32%,流通A股,4,2019-09-30
300333,72304,90.60万,0.27%,流通A股,5,2019-09-30
300333,72305,79.38万,0.24%,流通A股,6,2019-09-30
300333,72306,75.81万,0.23%,流通A股,7,2019-09-30
300333,72307,71.18万,0.22%,流通A股,8,2019-09-30
300333,72308,70.82万,0.21%,流通A股,9,2019-09-30
300334,72309,102.00万,0.35%,流通A股,10,2019-09-30
300334,64703,193.02万,0.66%,流通A股,6,2019-09-30
300334,64701,171.81万,0.59%,流通A股,8,2019-09-30
